iso,t_s,vDcInst,iq,i_trk_err
11:03:46.899,1789373026.899,475.78,42.944,7.7
11:03:46.900,1789373026.901,476.26,42.862,7.69
11:03:46.902,1789373026.902,475.29,42.14,8.37
11:03:46.903,1789373026.904,475.05,41.362,9.408
11:03:46.905,1789373026.906,475.29,41.948,8.522
11:03:46.907,1789373026.907,475.29,40.662,9.942
11:03:46.908,1789373026.909,475.53,41.222,9.342
11:03:46.910,1789373026.91,475.29,40.928,9.736
11:03:46.911,1789373026.912,475.05,42.866,7.664
11:03:46.913,1789373026.914,474.32,41.314,9.352
11:03:46.915,1789373026.915,474.81,42.452,8.556
11:03:46.916,1789373026.917,475.05,41.93,8.642
11:03:46.918,1789373026.918,475.53,41.416,9.488
11:03:46.919,1789373026.92,475.53,42.67,7.87
11:03:46.921,1789373026.922,476.02,40.616,10.124
11:03:46.923,1789373026.923,475.53,42.276,8.34
11:03:46.924,1789373026.925,475.05,40.822,9.932
11:03:46.926,1789373026.926,476.02,42.336,8.786
11:03:46.927,1789373026.928,476.26,42.544,8.07
11:03:46.929,1789373026.93,476.74,43.168,7.896
11:03:46.931,1789373026.931,476.02,45.53,5.032
11:03:46.932,1789373026.933,475.78,42.092,8.604
11:03:46.934,1789373026.934,475.78,42.2,8.518
11:03:46.935,1789373026.936,475.29,41.626,9.066
11:03:46.937,1789373026.938,476.02,43.228,7.468
11:03:46.939,1789373026.939,474.81,43.176,7.366
11:03:46.940,1789373026.941,475.29,43.478,7.004
11:03:46.942,1789373026.942,475.29,44.156,6.304
11:03:46.943,1789373026.944,475.53,43.106,7.502
11:03:46.945,1789373026.946,474.57,42.846,7.834
11:03:46.947,1789373026.947,474.57,41.28,9.452
11:03:46.948,1789373026.949,475.05,42.54,8.014
11:03:46.950,1789373026.95,474.81,41.246,9.532
11:03:46.951,1789373026.952,475.53,41.634,9.006
11:03:46.953,1789373026.954,475.53,41.704,8.988
11:03:46.955,1789373026.955,475.29,43.168,7.446
11:03:46.956,1789373026.957,474.81,41.552,9.072
11:03:46.958,1789373026.958,475.05,41.956,9.12
11:03:46.959,1789373026.96,475.29,42.006,8.594
11:03:46.961,1789373026.962,475.05,40.558,10.144
11:03:46.963,1789373026.963,475.78,41.834,8.88
11:03:46.964,1789373026.965,476.02,40.75,10.188
11:03:46.966,1789373026.966,476.02,42.426,8.232
11:03:46.967,1789373026.968,474.81,40.866,9.83
11:03:46.969,1789373026.97,475.78,42.058,9.348
11:03:46.971,1789373026.971,476.5,42.048,8.554
11:03:46.972,1789373026.973,476.74,42.348,8.852
11:03:46.974,1789373026.974,475.78,44.754,5.792
11:03:46.975,1789373026.976,475.53,42.254,8.424
11:03:46.977,1789373026.978,475.05,43.082,7.54
11:03:46.979,1789373026.979,474.32,42.324,8.424
11:03:46.980,1789373026.981,475.53,43.304,7.408
11:03:46.982,1789373026.982,474.32,44.026,6.544
11:03:46.983,1789373026.984,474.57,44.74,6.108
11:03:46.985,1789373026.986,474.32,45.174,5.326
11:03:46.987,1789373026.987,474.81,43.048,7.622
11:03:46.988,1789373026.989,474.08,43.148,7.514
11:03:46.990,1789373026.99,474.08,41.358,9.412
11:03:46.991,1789373026.992,474.57,42.756,7.83
11:03:46.993,1789373026.994,474.32,42.636,8.188
11:03:46.995,1789373026.995,475.05,42.458,8.14
11:03:46.996,1789373026.997,475.05,42.732,7.842
11:03:46.998,1789373026.998,475.29,42.938,7.732
11:03:46.999,1789373027.0,475.05,41.416,9.152
11:03:47.001,1789373027.002,475.53,41.556,9.59
11:03:47.003,1789373027.003,475.78,41.926,8.662
11:03:47.004,1789373027.005,475.53,40.38,10.244
11:03:47.006,1789373027.006,475.78,41.192,9.392
11:03:47.007,1789373027.008,476.26,40.908,9.912
11:03:47.009,1789373027.01,475.78,42.832,7.636
11:03:47.011,1789373027.011,474.57,41.064,9.386
11:03:47.012,1789373027.013,474.81,42.072,9.43
11:03:47.014,1789373027.014,475.53,42.104,8.388
11:03:47.015,1789373027.016,475.78,41.39,9.564
11:03:47.017,1789373027.018,476.02,43.738,6.72
11:03:47.019,1789373027.019,475.29,41.502,9.144
11:03:47.020,1789373027.021,474.81,43.038,7.522
11:03:47.022,1789373027.022,474.32,41.89,8.778
11:03:47.023,1789373027.024,475.53,42.564,8.216
