iso,t_s,wm_hat_hz,iq,iq_shed
11:26:25.245,1789374385.246,43.434,42.474,0.9999
11:26:25.285,1789374385.286,43.662,42.722,0.9999
11:26:25.325,1789374385.326,43.74,43.576,0.9999
11:26:25.365,1789374385.366,43.42,42.08,0.9999
11:26:25.405,1789374385.406,42.696,44.018,0.9999
11:26:25.445,1789374385.446,43.538,43.802,0.9999
11:26:25.485,1789374385.486,43.604,41.962,0.9999
11:26:25.525,1789374385.526,44.238,41.656,0.9999
11:26:25.565,1789374385.566,43.56,43.6,0.9999
11:26:25.605,1789374385.606,43.312,41.554,0.9999
11:26:25.645,1789374385.646,43.16,41.972,0.9999
11:26:25.685,1789374385.686,43.55,42.984,0.9999
11:26:25.725,1789374385.726,43.87,41.49,0.9999
11:26:25.765,1789374385.766,43.914,41.396,0.9999
11:26:25.805,1789374385.806,44.354,42.216,0.9999
11:26:25.845,1789374385.846,43.05,42.774,0.9999
11:26:25.885,1789374385.886,44.192,41.776,0.9999
11:26:25.925,1789374385.926,45.782,40.536,0.9999
11:26:25.965,1789374385.966,45.012,40.72,0.9999
11:26:26.005,1789374386.006,43.656,42.618,0.9999
11:26:26.045,1789374386.046,44.578,42.754,0.9999
11:26:26.085,1789374386.086,43.854,42.608,0.9999
11:26:26.125,1789374386.126,42.818,42.9,0.9999
11:26:26.165,1789374386.166,43.52,42.652,0.9999
11:26:26.205,1789374386.206,44.328,41.542,0.9999
11:26:26.245,1789374386.246,43.116,42.428,0.9999
11:26:26.285,1789374386.286,43.542,43.164,0.9999
11:26:26.325,1789374386.326,44.136,42.446,0.9999
11:26:26.365,1789374386.366,43.652,42.548,0.9999
11:26:26.405,1789374386.406,43.536,42.468,0.9999
11:26:26.445,1789374386.446,43.126,43.46,0.9999
11:26:26.485,1789374386.486,42.46,43.638,0.9999
11:26:26.525,1789374386.526,44.23,41.198,0.9999
11:26:26.565,1789374386.566,44.228,42.79,0.9999
11:26:26.605,1789374386.606,42.712,43.404,0.9999
11:26:26.645,1789374386.646,43.35,42.378,0.9999
11:26:26.685,1789374386.686,44.722,40.838,0.9999
11:26:26.725,1789374386.726,43.182,42.472,0.9999
11:26:26.765,1789374386.766,43.136,43.074,0.9999
11:26:26.805,1789374386.806,45.416,40.7,0.9999
11:26:26.845,1789374386.846,44.52,40.836,0.9999
11:26:26.885,1789374386.886,43.618,41.98,0.9999
11:26:26.925,1789374386.926,44.504,41.368,0.9999
11:26:26.965,1789374386.966,44.844,40.504,0.9999
11:26:27.005,1789374387.006,44.314,40.994,0.9999
11:26:27.045,1789374387.046,44.924,42.018,0.9999
11:26:27.085,1789374387.086,44.068,42.59,0.9999
11:26:27.125,1789374387.126,43.516,42.326,0.9999
11:26:27.165,1789374387.166,43.708,42.888,0.9999
11:26:27.205,1789374387.206,43.66,43.468,0.9999
11:26:27.245,1789374387.246,43.168,42.59,0.9999
11:26:27.285,1789374387.286,44.184,42.596,0.9999
11:26:27.325,1789374387.326,43.448,43.244,0.9999
11:26:27.365,1789374387.366,42.824,42.34,0.9999
11:26:27.405,1789374387.406,43.636,42.7,0.9999
11:26:27.445,1789374387.446,44.06,42.248,0.9999
11:26:27.485,1789374387.486,43.022,42.94,0.9999
11:26:27.525,1789374387.526,43.836,42.278,0.9999
11:26:27.565,1789374387.566,44.212,41.788,0.9999
11:26:27.605,1789374387.606,42.942,43.598,0.9999
11:26:27.645,1789374387.646,43.278,43.242,0.9999
11:26:27.685,1789374387.686,44.21,42.238,0.9999
11:26:27.725,1789374387.726,43.41,41.698,0.9999
11:26:27.765,1789374387.766,43.796,41.634,0.9999
11:26:27.805,1789374387.806,43.106,44.732,0.9999
11:26:27.845,1789374387.846,43.096,43.04,0.9999
11:26:27.885,1789374387.886,43.684,41.982,0.9999
11:26:27.925,1789374387.926,44.624,40.846,0.9999
11:26:27.965,1789374387.966,43.968,41.822,0.9999
11:26:28.005,1789374388.006,43.686,42.216,0.9999
11:26:28.045,1789374388.046,45.012,41.778,0.9999
11:26:28.085,1789374388.086,44.664,41.776,0.9999
11:26:28.125,1789374388.126,44.832,40.884,0.9999
11:26:28.165,1789374388.166,44.122,41.742,0.9999
11:26:28.205,1789374388.206,43.356,43.378,0.9999
11:26:28.245,1789374388.246,43.274,42.982,0.9999
11:26:28.285,1789374388.286,44.608,41.84,0.9999
11:26:28.325,1789374388.326,43.302,43.146,0.9999
11:26:28.365,1789374388.366,42.94,43.336,0.9999
11:26:28.405,1789374388.406,43.396,42.824,0.9999
11:26:28.445,1789374388.446,43.678,43.082,0.9999
11:26:28.485,1789374388.486,42.974,42.562,0.9999
11:26:28.525,1789374388.526,43.344,43.358,0.9999
11:26:28.565,1789374388.566,43.838,41.984,0.9999
11:26:28.605,1789374388.606,43.172,41.742,0.9999
11:26:28.645,1789374388.646,43.008,43.088,0.9999
11:26:28.685,1789374388.686,43.938,41.936,0.9999
11:26:28.725,1789374388.726,43.552,42.616,0.9999
11:26:28.765,1789374388.766,43.596,41.782,0.9999
11:26:28.805,1789374388.806,43.254,44.242,0.9999
11:26:28.845,1789374388.846,42.964,43.724,0.9999
11:26:28.885,1789374388.886,43.624,41.874,0.9999
11:26:28.925,1789374388.926,43.774,42.916,0.9999
11:26:28.965,1789374388.966,42.498,44.516,0.9999
11:26:29.005,1789374389.006,43.708,42.358,0.9999
11:26:29.045,1789374389.046,45.116,40.674,0.9999
11:26:29.085,1789374389.086,42.848,43.268,0.9999
11:26:29.125,1789374389.126,43.152,42.728,0.9999
11:26:29.165,1789374389.166,44.664,40.4,0.9999
11:26:29.205,1789374389.206,44.218,41.594,0.9999
11:26:29.245,1789374389.246,43.756,41.736,0.9999
11:26:29.285,1789374389.286,44.884,41.078,0.9999
11:26:29.325,1789374389.326,44.816,40.6,0.9999
11:26:29.365,1789374389.366,44.256,41.762,0.9999
11:26:29.405,1789374389.406,44.02,42.238,0.9999
11:26:29.445,1789374389.446,44.27,42.222,0.9999
11:26:29.485,1789374389.486,43.868,42.148,0.9999
11:26:29.525,1789374389.526,44.552,42.192,0.9999
11:26:29.565,1789374389.566,43.568,43.37,0.9999
11:26:29.605,1789374389.606,43.06,43.054,0.9999
11:26:29.645,1789374389.646,43.572,42.468,0.9999
11:26:29.685,1789374389.686,43.686,42.31,0.9999
11:26:29.725,1789374389.726,43.536,41.754,0.9999
11:26:29.765,1789374389.766,43.54,43.388,0.9999
11:26:29.805,1789374389.806,43.788,43.004,0.9999
11:26:29.845,1789374389.846,43.518,42.094,0.9999
11:26:29.885,1789374389.886,43.126,42.474,0.9999
11:26:29.925,1789374389.926,43.588,42.668,0.9999
11:26:29.965,1789374389.966,42.826,44.15,0.9999
11:26:30.005,1789374390.006,44.652,40.668,0.9999
11:26:30.045,1789374390.046,43.664,42.862,0.9999
11:26:30.085,1789374390.086,42.174,44.084,0.9999
11:26:30.125,1789374390.126,42.916,43.104,0.9999
11:26:30.165,1789374390.166,44.326,40.986,0.9999
11:26:30.205,1789374390.206,42.798,42.866,0.9999
11:26:30.245,1789374390.246,43.334,43.384,0.9999
11:26:30.285,1789374390.286,45.628,39.996,0.9999
11:26:30.325,1789374390.326,44.052,41.266,0.9999
11:26:30.365,1789374390.366,43.56,42.234,0.9999
11:26:30.405,1789374390.406,44.764,40.42,0.9999
11:26:30.445,1789374390.446,45.008,40.452,0.9999
11:26:30.485,1789374390.486,44.394,41.566,0.9999
11:26:30.525,1789374390.526,44.86,41.65,0.9999
11:26:30.565,1789374390.566,44.73,40.23,0.9999
11:26:30.605,1789374390.606,44.026,42.134,0.9999
11:26:30.645,1789374390.646,44.196,42.754,0.9999
11:26:30.685,1789374390.686,44.502,41.806,0.9999
11:26:30.725,1789374390.726,43.456,42.698,0.9999
11:26:30.765,1789374390.766,44.27,42.442,0.9999
11:26:30.805,1789374390.806,43.84,43.012,0.9999
11:26:30.845,1789374390.846,43.124,42.824,0.9999
11:26:30.885,1789374390.886,43.424,43.024,0.9999
11:26:30.925,1789374390.926,43.422,42.9,0.9999
11:26:30.965,1789374390.966,42.822,42.742,0.9999
11:26:31.005,1789374391.006,44.164,42.902,0.9999
11:26:31.045,1789374391.046,44.312,41.936,0.9999
11:26:31.085,1789374391.086,42.86,43.256,0.9999
11:26:31.125,1789374391.126,43.446,43.246,0.9999
11:26:31.165,1789374391.166,44.472,41.532,0.9999
11:26:31.205,1789374391.206,42.994,42.798,0.9999
11:26:31.245,1789374391.246,43.696,42.648,0.9999
11:26:31.285,1789374391.286,44.156,43.142,0.9999
11:26:31.325,1789374391.326,43.8,40.996,0.9999
11:26:31.365,1789374391.366,42.186,44.394,0.9999
11:26:31.405,1789374391.406,42.976,43.332,0.9999
11:26:31.445,1789374391.446,43.352,41.556,0.9999
11:26:31.485,1789374391.486,43.886,42.53,0.9999
11:26:31.525,1789374391.526,44.078,42.822,0.9999
11:26:31.565,1789374391.566,43.288,42.68,0.9999
11:26:31.605,1789374391.606,43.896,41.59,0.9999
11:26:31.645,1789374391.646,45.062,40.336,0.9999
11:26:31.685,1789374391.686,43.734,41.54,0.9999
11:26:31.725,1789374391.726,43.798,41.972,0.9999
11:26:31.765,1789374391.766,45.732,40.718,0.9999
11:26:31.805,1789374391.806,44.716,40.26,0.9999
11:26:31.845,1789374391.846,43.196,42.836,0.9999
11:26:31.885,1789374391.886,43.878,42.7,0.9999
11:26:31.925,1789374391.926,44.39,41.576,0.9999
11:26:31.965,1789374391.966,43.374,43.26,0.9999
11:26:32.005,1789374392.006,44.334,43.156,0.9999
11:26:32.045,1789374392.046,44.296,41.578,0.9999
11:26:32.085,1789374392.086,42.812,43.286,0.9999
11:26:32.125,1789374392.126,43.37,43.428,0.9999
11:26:32.165,1789374392.166,43.638,42.748,0.9999
11:26:32.205,1789374392.206,42.958,42.762,0.9999
11:26:32.245,1789374392.246,44.524,41.422,0.9999
11:26:32.285,1789374392.286,43.82,42.346,0.9999
11:26:32.325,1789374392.326,42.898,43.458,0.9999
11:26:32.365,1789374392.366,43.798,42.142,0.9999
11:26:32.405,1789374392.406,44.088,42.448,0.9999
11:26:32.445,1789374392.446,42.688,43.312,0.9999
11:26:32.485,1789374392.486,43.962,42.418,0.9999
11:26:32.525,1789374392.526,44.706,41.458,0.9999
11:26:32.565,1789374392.566,42.89,42.352,0.9999
11:26:32.605,1789374392.606,42.364,44.654,0.9999
11:26:32.645,1789374392.646,44.012,42.106,0.9999
11:26:32.685,1789374392.686,42.794,42.238,0.9999
11:26:32.725,1789374392.726,42.928,43.494,0.9999
11:26:32.765,1789374392.766,44.24,42.712,0.9999
11:26:32.805,1789374392.806,43.844,41.872,0.9999
11:26:32.845,1789374392.846,43.354,42.314,0.9999
11:26:32.885,1789374392.886,43.824,42.818,0.9999
11:26:32.925,1789374392.926,43.492,41.816,0.9999
11:26:32.965,1789374392.966,44.382,40.304,0.9999
11:26:33.005,1789374393.006,45.418,41.122,0.9999
11:26:33.045,1789374393.046,43.75,41.85,0.9999
11:26:33.085,1789374393.086,44.506,40.766,0.9999
11:26:33.125,1789374393.126,45.29,40.44,0.9999
11:26:33.165,1789374393.166,43.99,42.212,0.9999
11:26:33.205,1789374393.206,44.096,42.428,0.9999
11:26:33.245,1789374393.246,45.81,40.518,0.9999
11:26:33.285,1789374393.286,44.038,42.146,0.9999
11:26:33.325,1789374393.326,42.944,43.84,0.9999
11:26:33.365,1789374393.366,43.644,42.622,0.9999
11:26:33.405,1789374393.406,43.612,42.58,0.9999
11:26:33.445,1789374393.446,43.044,42.944,0.9999
11:26:33.485,1789374393.486,44.094,42.36,0.9999
11:26:33.525,1789374393.526,43.882,42.69,0.9999
11:26:33.565,1789374393.566,43.588,41.954,0.9999
11:26:33.605,1789374393.606,43.242,42.87,0.9999
11:26:33.645,1789374393.646,43.332,43.49,0.9999
11:26:33.685,1789374393.686,43.404,42.134,0.9999
11:26:33.725,1789374393.726,44.288,41.556,0.9999
11:26:33.765,1789374393.766,43.774,42.792,0.9999
11:26:33.805,1789374393.806,42.842,43.236,0.9999
11:26:33.845,1789374393.846,43.448,41.756,0.9999
11:26:33.885,1789374393.886,43.828,41.522,0.9999
11:26:33.925,1789374393.926,41.944,45.2,0.9999
11:26:33.965,1789374393.966,43.892,41.768,0.9999
11:26:34.005,1789374394.006,44.522,41.52,0.9999
11:26:34.045,1789374394.046,42.232,44.11,0.9999
11:26:34.085,1789374394.086,42.876,43.584,0.9999
11:26:34.125,1789374394.126,44.706,41.614,0.9999
11:26:34.165,1789374394.166,44.266,41.62,0.9999
11:26:34.205,1789374394.206,43.732,42.344,0.9999
11:26:34.245,1789374394.246,44.572,41.528,0.9999
11:26:34.285,1789374394.286,44.416,40.776,0.9999
11:26:34.325,1789374394.326,44.486,40.39,0.9999
11:26:34.365,1789374394.366,44.166,41.678,0.9999
11:26:34.405,1789374394.406,44.182,42.334,0.9999
11:26:34.445,1789374394.446,44.664,40.856,0.9999
11:26:34.485,1789374394.486,44.984,41.568,0.9999
11:26:34.525,1789374394.526,43.782,42.958,0.9999
11:26:34.565,1789374394.566,43.858,42.972,0.9999
11:26:34.605,1789374394.606,43.712,42.786,0.9999
11:26:34.645,1789374394.646,43.432,43.426,0.9999
11:26:34.685,1789374394.686,42.882,43.114,0.9999
11:26:34.725,1789374394.726,43.79,42.87,0.9999
11:26:34.765,1789374394.766,43.886,42.584,0.9999
11:26:34.805,1789374394.806,43.38,41.92,0.9999
11:26:34.845,1789374394.846,43.222,43.286,0.9999
11:26:34.885,1789374394.886,43.526,42.154,0.9999
11:26:34.925,1789374394.926,43.762,41.244,0.9999
11:26:34.965,1789374394.966,43.502,43.12,0.9999
11:26:35.005,1789374395.006,43.852,42.934,0.9999
11:26:35.045,1789374395.046,43.614,42.63,0.9999
11:26:35.085,1789374395.086,43.246,42.36,0.9999
11:26:35.125,1789374395.126,43.236,43.366,0.9999
11:26:35.165,1789374395.166,43.076,43.244,0.9999
11:26:35.205,1789374395.206,44.628,40.772,0.9999
11:26:35.245,1789374395.246,43.428,43.452,0.9999
11:26:35.285,1789374395.286,42.616,43.782,0.9999
11:26:35.325,1789374395.326,43.442,42.02,0.9999
11:26:35.365,1789374395.366,44.196,41.048,0.9999
11:26:35.405,1789374395.406,43.096,42.926,0.9999
11:26:35.445,1789374395.446,43.344,42.884,0.9999
