iso,t_s,wm_hat_hz,iq,iq_shed
15:34:46.887,1789389286.887,38.528,26.192,1.0
15:34:46.927,1789389286.927,38.39,26.142,1.0
15:34:46.967,1789389286.967,38.36,27.402,1.0
15:34:47.007,1789389287.007,38.078,27.582,1.0
15:34:47.047,1789389287.047,38.426,25.97,1.0
15:34:47.087,1789389287.087,39.128,25.292,1.0
15:34:47.127,1789389287.127,37.564,27.21,1.0
15:34:47.167,1789389287.167,38.704,26.81,1.0
15:34:47.207,1789389287.207,37.61,26.856,1.0
15:34:47.247,1789389287.247,38.786,26.194,1.0
15:34:47.287,1789389287.287,38.406,27.326,1.0
15:34:47.327,1789389287.327,38.442,25.246,1.0
15:34:47.367,1789389287.367,38.192,27.114,1.0
15:34:47.407,1789389287.407,38.156,24.976,1.0
15:34:47.447,1789389287.447,38.664,26.726,1.0
15:34:47.487,1789389287.487,37.73,27.294,1.0
15:34:47.527,1789389287.527,38.538,27.562,1.0
15:34:47.567,1789389287.567,37.706,27.426,1.0
15:34:47.607,1789389287.607,38.322,26.02,1.0
15:34:47.647,1789389287.647,38.106,25.6,1.0
15:34:47.687,1789389287.687,38.478,25.298,1.0
15:34:47.727,1789389287.727,38.522,26.878,1.0
15:34:47.767,1789389287.767,38.964,26.102,1.0
15:34:47.807,1789389287.807,37.968,27.092,1.0
15:34:47.847,1789389287.847,37.972,26.714,1.0
15:34:47.887,1789389287.887,37.31,26.786,1.0
15:34:47.927,1789389287.927,37.778,27.162,1.0
15:34:47.967,1789389287.967,37.622,26.568,1.0
15:34:48.007,1789389288.007,38.192,27.246,1.0
15:34:48.047,1789389288.047,38.68,26.586,1.0
15:34:48.087,1789389288.087,37.468,28.034,1.0
15:34:48.127,1789389288.127,38.418,26.858,1.0
15:34:48.167,1789389288.167,37.162,26.792,1.0
15:34:48.207,1789389288.207,38.286,26.684,1.0
15:34:48.247,1789389288.247,37.632,26.738,1.0
15:34:48.287,1789389288.287,38.71,25.108,1.0
15:34:48.327,1789389288.327,38.818,26.002,1.0
15:34:48.367,1789389288.367,38.284,25.274,1.0
15:34:48.407,1789389288.407,38.408,25.342,1.0
15:34:48.447,1789389288.447,37.722,26.228,1.0
15:34:48.487,1789389288.487,38.83,25.186,1.0
15:34:48.527,1789389288.527,37.498,25.752,1.0
15:34:48.567,1789389288.567,38.83,24.63,1.0
15:34:48.607,1789389288.607,37.968,27.04,1.0
15:34:48.647,1789389288.647,37.246,27.362,1.0
15:34:48.687,1789389288.687,38.238,26.644,1.0
15:34:48.727,1789389288.727,37.17,26.292,1.0
15:34:48.767,1789389288.767,38.296,25.15,1.0
15:34:48.807,1789389288.807,37.224,27.192,1.0
15:34:48.847,1789389288.847,37.864,27.368,1.0
15:34:48.887,1789389288.887,38.292,25.156,1.0
15:34:48.927,1789389288.927,38.538,25.486,1.0
15:34:48.967,1789389288.967,37.536,25.492,1.0
15:34:49.007,1789389289.007,37.732,26.79,1.0
15:34:49.047,1789389289.047,37.35,27.56,1.0
15:34:49.087,1789389289.087,37.914,25.026,1.0
15:34:49.127,1789389289.127,38.088,26.496,1.0
15:34:49.167,1789389289.167,37.006,26.494,1.0
15:34:49.207,1789389289.207,39.006,25.204,1.0
15:34:49.247,1789389289.247,37.708,25.388,1.0
15:34:49.287,1789389289.287,38.006,25.098,1.0
15:34:49.327,1789389289.327,37.856,26.858,1.0
15:34:49.367,1789389289.367,37.32,26.59,1.0
15:34:49.407,1789389289.407,39.112,24.1,1.0
15:34:49.447,1789389289.447,37.812,25.732,1.0
15:34:49.487,1789389289.487,38.704,25.406,1.0
15:34:49.527,1789389289.527,38.214,26.95,1.0
15:34:49.567,1789389289.567,36.996,27.136,1.0
15:34:49.607,1789389289.607,38.262,26.42,1.0
15:34:49.647,1789389289.647,37.022,27.154,1.0
15:34:49.687,1789389289.687,39.016,24.988,1.0
15:34:49.727,1789389289.727,37.514,26.846,1.0
15:34:49.767,1789389289.767,38.904,24.37,1.0
15:34:49.807,1789389289.807,38.622,26.496,1.0
15:34:49.847,1789389289.847,37.344,26.084,1.0
15:34:49.887,1789389289.887,37.696,27.098,1.0
15:34:49.927,1789389289.927,37.232,26.046,1.0
15:34:49.967,1789389289.967,38.004,26.914,1.0
15:34:50.007,1789389290.007,37.602,26.084,1.0
15:34:50.047,1789389290.047,38.376,25.352,1.0
15:34:50.087,1789389290.087,39.29,24.618,1.0
15:34:50.127,1789389290.127,38.16,25.8,1.0
15:34:50.167,1789389290.167,38.222,25.19,1.0
15:34:50.207,1789389290.207,37.652,26.118,1.0
15:34:50.247,1789389290.247,38.458,25.086,1.0
15:34:50.287,1789389290.287,37.472,27.308,1.0
15:34:50.327,1789389290.327,38.992,24.586,1.0
15:34:50.367,1789389290.367,38.84,26.026,1.0
15:34:50.407,1789389290.407,38.188,24.552,1.0
15:34:50.447,1789389290.447,38.652,25.186,1.0
15:34:50.487,1789389290.487,37.696,26.654,1.0
15:34:50.527,1789389290.527,38.992,25.0,1.0
15:34:50.567,1789389290.567,37.54,27.3,1.0
15:34:50.607,1789389290.607,38.372,26.842,1.0
15:34:50.647,1789389290.647,38.258,27.156,1.0
15:34:50.687,1789389290.687,38.042,26.208,1.0
15:34:50.727,1789389290.727,37.75,26.85,1.0
15:34:50.767,1789389290.767,37.39,26.856,1.0
15:34:50.807,1789389290.807,38.58,27.386,1.0
15:34:50.847,1789389290.847,37.9,26.328,1.0
15:34:50.887,1789389290.887,38.792,26.546,1.0
15:34:50.927,1789389290.927,37.974,25.79,1.0
15:34:50.967,1789389290.967,38.496,25.348,1.0
15:34:51.007,1789389291.007,38.282,26.478,1.0
