iso,t_s,vDcInst,iq,i_trk_err
11:01:30.522,1789372890.522,475.29,41.946,8.746
11:01:30.524,1789372890.524,475.78,42.036,8.432
11:01:30.525,1789372890.526,476.02,42.476,8.092
11:01:30.527,1789372890.527,475.78,43.05,7.542
11:01:30.528,1789372890.529,474.32,42.346,8.228
11:01:30.530,1789372890.53,475.05,42.286,8.554
11:01:30.532,1789372890.532,475.53,41.794,8.796
11:01:30.533,1789372890.534,475.53,40.894,9.792
11:01:30.535,1789372890.535,475.53,41.466,9.202
11:01:30.536,1789372890.537,476.02,40.474,10.448
11:01:30.538,1789372890.538,476.26,42.034,8.772
11:01:30.540,1789372890.54,475.29,40.508,10.23
11:01:30.541,1789372890.542,475.53,42.172,8.984
11:01:30.543,1789372890.543,476.02,41.31,9.3
11:01:30.544,1789372890.545,476.98,41.654,9.668
11:01:30.546,1789372890.546,476.98,44.206,6.38
11:01:30.548,1789372890.548,476.02,40.54,10.148
11:01:30.549,1789372890.55,476.02,42.028,8.572
11:01:30.551,1789372890.551,475.53,40.81,9.956
11:01:30.552,1789372890.553,475.78,42.626,8.1
11:01:30.554,1789372890.554,475.78,42.904,7.622
11:01:30.556,1789372890.556,476.02,43.388,7.848
11:01:30.557,1789372890.558,475.78,44.688,5.84
11:01:30.559,1789372890.559,476.02,42.722,7.904
11:01:30.560,1789372890.561,475.78,43.302,7.344
11:01:30.562,1789372890.562,475.05,41.598,9.182
11:01:30.564,1789372890.564,474.81,42.998,7.632
11:01:30.565,1789372890.566,476.02,42.454,8.252
11:01:30.567,1789372890.567,475.78,42.532,7.962
11:01:30.568,1789372890.569,476.26,43.418,7.058
11:01:30.570,1789372890.57,475.78,43.402,7.212
11:01:30.572,1789372890.572,474.81,42.66,7.832
11:01:30.573,1789372890.574,475.29,41.988,8.894
11:01:30.575,1789372890.575,475.78,42.298,8.24
11:01:30.576,1789372890.577,475.53,40.806,9.81
11:01:30.578,1789372890.578,476.02,40.996,9.622
11:01:30.580,1789372890.58,476.02,41.506,9.376
11:01:30.581,1789372890.582,476.02,42.832,7.868
11:01:30.583,1789372890.583,475.05,41.128,9.402
11:01:30.584,1789372890.585,475.29,41.856,9.258
11:01:30.586,1789372890.586,475.53,40.83,9.68
11:01:30.588,1789372890.588,476.5,40.764,10.106
11:01:30.589,1789372890.59,476.5,42.104,8.412
11:01:30.591,1789372890.591,476.26,40.68,10.0
11:01:30.592,1789372890.593,475.29,42.686,7.808
11:01:30.594,1789372890.594,474.32,41.416,9.318
11:01:30.596,1789372890.596,475.05,43.034,7.642
11:01:30.597,1789372890.598,475.05,43.108,7.366
11:01:30.599,1789372890.599,475.05,43.246,7.93
11:01:30.600,1789372890.601,474.57,44.448,6.014
11:01:30.602,1789372890.602,475.29,41.866,8.738
11:01:30.604,1789372890.604,474.81,43.142,7.442
11:01:30.605,1789372890.606,474.57,41.688,9.138
11:01:30.607,1789372890.607,474.32,43.326,7.534
11:01:30.608,1789372890.609,474.81,43.362,7.346
11:01:30.610,1789372890.61,475.78,43.286,7.32
11:01:30.612,1789372890.612,475.78,44.386,6.142
11:01:30.613,1789372890.614,475.53,43.34,7.414
11:01:30.615,1789372890.615,474.81,42.296,8.286
11:01:30.616,1789372890.617,475.29,41.718,9.108
11:01:30.618,1789372890.618,475.05,42.846,7.752
11:01:30.620,1789372890.62,475.29,41.53,9.164
11:01:30.621,1789372890.622,475.78,41.528,9.01
11:01:30.623,1789372890.623,476.02,42.052,8.696
11:01:30.624,1789372890.625,476.26,42.97,7.654
11:01:30.626,1789372890.626,475.53,41.948,8.65
11:01:30.628,1789372890.628,475.29,41.592,9.382
11:01:30.629,1789372890.63,475.29,41.584,8.952
11:01:30.631,1789372890.631,475.78,40.652,10.022
11:01:30.632,1789372890.633,476.02,41.458,9.098
11:01:30.634,1789372890.634,475.78,40.8,9.972
11:01:30.636,1789372890.636,475.05,43.02,7.504
11:01:30.637,1789372890.638,474.08,41.496,9.268
11:01:30.639,1789372890.639,474.57,42.522,8.356
11:01:30.640,1789372890.641,475.05,42.744,7.834
11:01:30.642,1789372890.642,475.29,42.264,8.904
11:01:30.644,1789372890.644,475.05,43.264,7.276
11:01:30.645,1789372890.646,475.53,41.342,9.374
11:01:30.647,1789372890.647,475.05,42.538,8.09
11:01:30.648,1789372890.649,475.29,40.976,9.808
11:01:30.650,1789372890.65,475.05,42.592,8.41
11:01:30.652,1789372890.652,475.78,43.194,7.486
11:01:30.653,1789372890.654,476.5,43.056,7.83
11:01:30.655,1789372890.655,476.26,45.052,5.592
11:01:30.656,1789372890.657,476.02,42.776,8.008
11:01:30.658,1789372890.658,475.05,42.564,8.052
11:01:30.660,1789372890.66,475.53,41.6,9.058
11:01:30.661,1789372890.662,475.29,43.374,7.212
11:01:30.663,1789372890.663,475.05,42.692,7.89
11:01:30.664,1789372890.665,475.05,42.634,7.822
11:01:30.666,1789372890.666,475.53,43.428,7.2
11:01:30.668,1789372890.668,476.02,43.074,7.512
11:01:30.669,1789372890.67,475.29,42.398,8.24
11:01:30.671,1789372890.671,474.81,41.578,9.216
11:01:30.672,1789372890.673,474.57,42.334,8.202
11:01:30.674,1789372890.674,474.81,40.984,9.688
11:01:30.676,1789372890.676,475.05,41.258,9.348
11:01:30.677,1789372890.678,475.53,40.778,9.872
11:01:30.679,1789372890.679,475.29,42.882,7.68
11:01:30.680,1789372890.681,474.32,41.246,9.392
11:01:30.682,1789372890.682,475.05,42.342,8.86
11:01:30.684,1789372890.684,475.53,41.754,8.866
