iso,t_s,vDcInst,iq,i_trk_err
11:03:13.224,1789372993.225,475.78,42.956,7.572
11:03:13.226,1789372993.226,476.26,41.588,9.142
11:03:13.227,1789372993.228,475.53,43.068,7.458
11:03:13.229,1789372993.23,474.57,41.874,8.764
11:03:13.231,1789372993.231,475.29,42.664,8.428
11:03:13.232,1789372993.233,476.02,43.322,7.248
11:03:13.234,1789372993.234,476.5,43.676,7.262
11:03:13.235,1789372993.236,475.78,45.456,5.04
11:03:13.237,1789372993.238,476.02,42.242,8.418
11:03:13.239,1789372993.239,476.26,42.522,8.068
11:03:13.240,1789372993.241,476.02,41.572,9.066
11:03:13.242,1789372993.242,476.26,42.682,7.882
11:03:13.243,1789372993.244,475.53,42.978,7.498
11:03:13.245,1789372993.246,475.78,43.612,6.788
11:03:13.247,1789372993.247,475.53,44.088,6.312
11:03:13.248,1789372993.249,476.02,42.95,7.57
11:03:13.250,1789372993.25,475.29,41.97,8.648
11:03:13.251,1789372993.252,475.29,40.496,10.158
11:03:13.253,1789372993.254,476.02,41.258,9.224
11:03:13.255,1789372993.255,476.02,40.61,10.106
11:03:13.256,1789372993.257,476.26,41.29,9.312
11:03:13.258,1789372993.258,476.02,41.02,9.526
11:03:13.259,1789372993.26,475.78,42.712,7.782
11:03:13.261,1789372993.262,475.78,41.09,9.332
11:03:13.263,1789372993.263,475.78,41.67,9.468
11:03:13.264,1789372993.265,475.78,42.2,8.3
11:03:13.266,1789372993.266,475.78,40.528,10.026
11:03:13.267,1789372993.268,476.26,42.036,8.45
11:03:13.269,1789372993.27,476.5,41.048,9.66
11:03:13.271,1789372993.271,476.26,42.582,7.86
11:03:13.272,1789372993.273,475.29,41.086,9.42
11:03:13.274,1789372993.274,475.78,42.048,9.274
11:03:13.275,1789372993.276,476.74,42.322,8.228
11:03:13.277,1789372993.278,476.98,42.592,8.384
11:03:13.279,1789372993.279,476.5,44.558,5.928
11:03:13.280,1789372993.281,475.53,42.36,8.24
11:03:13.282,1789372993.282,475.29,43.394,7.254
11:03:13.283,1789372993.284,474.81,42.36,8.28
11:03:13.285,1789372993.286,475.05,43.2,7.438
11:03:13.287,1789372993.287,474.81,43.958,6.56
11:03:13.288,1789372993.289,475.53,44.338,6.336
11:03:13.290,1789372993.29,475.53,44.068,6.394
11:03:13.291,1789372993.292,476.26,42.08,8.586
11:03:13.293,1789372993.294,475.53,42.188,8.464
11:03:13.295,1789372993.295,475.05,40.53,10.25
