iso,t_s,wm_hat_hz,iq,iq_shed
13:36:49.274,1789382209.275,21.888,7.32,1.0
13:36:49.314,1789382209.315,22.576,4.914,1.0
13:36:49.354,1789382209.355,22.078,7.338,1.0
13:36:49.394,1789382209.395,20.624,8.318,1.0
13:36:49.434,1789382209.435,21.786,4.898,1.0
13:36:49.474,1789382209.475,21.172,6.964,1.0
13:36:49.514,1789382209.515,22.74,3.988,1.0
13:36:49.554,1789382209.555,22.396,5.062,1.0
13:36:49.594,1789382209.595,23.624,4.544,1.0
13:36:49.634,1789382209.635,22.928,5.52,1.0
13:36:49.674,1789382209.675,22.922,6.2,1.0
13:36:49.714,1789382209.715,22.248,5.856,1.0
13:36:49.754,1789382209.755,21.87,7.382,1.0
13:36:49.794,1789382209.795,21.06,5.738,1.0
13:36:49.834,1789382209.835,21.576,6.328,1.0
13:36:49.874,1789382209.875,22.046,4.05,1.0
13:36:49.914,1789382209.915,21.928,7.138,1.0
13:36:49.954,1789382209.955,22.96,4.202,1.0
13:36:49.994,1789382209.995,22.104,7.824,1.0
13:36:50.034,1789382210.035,22.996,3.986,1.0
13:36:50.074,1789382210.075,21.32,7.822,1.0
13:36:50.114,1789382210.115,22.434,4.566,1.0
13:36:50.154,1789382210.155,21.414,6.292,1.0
13:36:50.194,1789382210.195,21.936,5.672,1.0
13:36:50.234,1789382210.235,22.378,3.606,1.0
13:36:50.274,1789382210.275,22.216,6.006,1.0
13:36:50.314,1789382210.315,22.614,7.2,1.0
13:36:50.354,1789382210.355,22.982,6.798,1.0
13:36:50.394,1789382210.395,22.818,4.536,1.0
13:36:50.434,1789382210.435,21.976,5.998,1.0
13:36:50.474,1789382210.475,21.424,8.494,1.0
13:36:50.514,1789382210.515,22.378,6.672,1.0
13:36:50.554,1789382210.555,23.024,4.404,1.0
13:36:50.594,1789382210.595,22.44,5.494,1.0
13:36:50.634,1789382210.635,21.206,8.144,1.0
13:36:50.674,1789382210.675,21.8,6.676,1.0
13:36:50.714,1789382210.715,22.588,4.312,1.0
13:36:50.754,1789382210.755,22.282,4.174,1.0
13:36:50.794,1789382210.795,22.226,5.596,1.0
13:36:50.834,1789382210.835,22.532,6.98,1.0
13:36:50.874,1789382210.875,23.682,4.396,1.0
