iso,t_s,vDcInst,iq,i_trk_err
11:06:05.433,1789373165.434,516.15,16.506,0.984
11:06:05.435,1789373165.435,516.15,13.998,2.69
11:06:05.436,1789373165.437,516.15,16.046,0.778
11:06:05.438,1789373165.439,516.39,17.176,0.864
11:06:05.440,1789373165.44,516.63,18.118,1.898
11:06:05.441,1789373165.442,516.39,17.816,2.394
11:06:05.443,1789373165.443,516.15,16.582,1.196
11:06:05.444,1789373165.445,516.15,16.99,1.278
11:06:05.446,1789373165.447,515.67,16.082,1.712
11:06:05.448,1789373165.448,515.42,19.018,1.386
11:06:05.449,1789373165.45,515.42,17.992,0.978
11:06:05.451,1789373165.451,515.42,19.236,1.522
11:06:05.452,1789373165.453,515.91,15.784,2.234
11:06:05.454,1789373165.455,515.91,17.384,0.556
11:06:05.456,1789373165.456,516.39,15.804,1.566
11:06:05.457,1789373165.458,516.39,18.638,1.688
11:06:05.459,1789373165.459,516.15,17.496,0.616
11:06:05.460,1789373165.461,516.39,18.04,1.826
11:06:05.462,1789373165.463,516.15,14.978,1.91
11:06:05.464,1789373165.464,516.39,16.232,1.6
11:06:05.465,1789373165.466,516.39,15.686,0.852
11:06:05.467,1789373165.467,515.91,18.324,1.902
11:06:05.468,1789373165.469,515.91,18.112,1.734
11:06:05.470,1789373165.471,516.15,17.954,1.448
11:06:05.472,1789373165.472,516.39,16.656,1.548
11:06:05.473,1789373165.474,516.39,16.24,1.322
11:06:05.475,1789373165.475,516.15,17.974,0.504
11:06:05.476,1789373165.477,516.15,18.19,1.308
11:06:05.478,1789373165.479,515.67,19.268,1.86
11:06:05.480,1789373165.48,515.18,17.172,0.96
11:06:05.481,1789373165.482,515.42,17.636,0.46
11:06:05.483,1789373165.483,515.67,14.604,2.97
11:06:05.484,1789373165.485,515.91,18.018,0.906
11:06:05.486,1789373165.487,516.39,17.3,0.796
11:06:05.488,1789373165.488,516.39,19.52,2.362
11:06:05.489,1789373165.49,515.91,16.714,0.252
11:06:05.491,1789373165.491,516.39,17.062,0.74
11:06:05.492,1789373165.493,516.15,14.48,2.254
11:06:05.494,1789373165.495,516.15,17.572,1.648
11:06:05.496,1789373165.496,516.39,17.46,0.88
11:06:05.497,1789373165.498,516.39,18.592,2.526
11:06:05.499,1789373165.499,515.67,16.034,1.252
11:06:05.500,1789373165.501,516.15,16.194,1.5
11:06:05.502,1789373165.503,516.15,16.096,1.502
11:06:05.504,1789373165.504,516.39,16.686,1.014
11:06:05.505,1789373165.506,516.63,19.012,1.622
11:06:05.507,1789373165.507,516.15,18.146,1.144
11:06:05.508,1789373165.509,515.91,18.24,0.75
11:06:05.510,1789373165.511,515.18,16.152,1.598
11:06:05.512,1789373165.512,515.42,17.802,0.596
11:06:05.513,1789373165.514,515.91,16.576,0.998
11:06:05.515,1789373165.515,515.91,19.138,2.0
11:06:05.516,1789373165.517,516.39,17.406,0.364
11:06:05.518,1789373165.519,516.39,17.898,0.834
11:06:05.520,1789373165.52,516.15,14.672,2.356
11:06:05.521,1789373165.522,516.15,17.22,0.87
11:06:05.523,1789373165.523,516.87,16.202,0.632
11:06:05.524,1789373165.525,516.39,18.582,1.842
11:06:05.526,1789373165.527,516.15,17.17,0.844
11:06:05.528,1789373165.528,516.15,17.34,0.958
11:06:05.529,1789373165.53,515.91,14.696,2.694
11:06:05.531,1789373165.531,515.91,16.438,0.79
11:06:05.532,1789373165.533,516.15,17.374,0.638
11:06:05.534,1789373165.535,516.39,18.548,2.052
11:06:05.536,1789373165.536,516.39,18.142,2.426
