iso,t_s,vdc_units,iq_ref,v_demand
10:52:54.251,1789372374.251,472.02,50.694,263.99
10:52:54.252,1789372374.253,472.02,50.674,230.09
10:52:54.254,1789372374.254,472.02,50.616,241.95
10:52:54.255,1789372374.256,472.02,50.66,225.01
10:52:54.257,1789372374.258,472.02,50.57,227.27
10:52:54.259,1789372374.259,472.02,50.74,237.29
10:52:54.260,1789372374.261,472.02,50.672,235.13
10:52:54.262,1789372374.262,472.02,50.802,245.55
10:52:54.263,1789372374.264,472.02,50.658,222.5
10:52:54.265,1789372374.266,472.02,50.702,234.43
10:52:54.267,1789372374.267,472.02,50.618,223.65
10:52:54.268,1789372374.269,472.02,50.594,214.03
10:52:54.270,1789372374.27,472.02,50.702,217.47
10:52:54.271,1789372374.272,472.02,50.58,221.63
10:52:54.273,1789372374.274,472.02,50.734,227.05
10:52:54.275,1789372374.275,472.02,50.58,228.9
10:52:54.276,1789372374.277,472.02,50.562,253.35
10:52:54.278,1789372374.278,472.02,50.382,253.52
10:52:54.279,1789372374.28,472.02,50.404,244.87
10:52:54.281,1789372374.282,472.02,50.482,231.65
10:52:54.283,1789372374.283,472.02,50.4,243.44
10:52:54.284,1789372374.285,472.02,50.65,227.54
10:52:54.286,1789372374.286,472.02,50.464,248.17
10:52:54.287,1789372374.288,472.02,50.576,252.35
10:52:54.289,1789372374.29,472.02,50.368,265.5
10:52:54.291,1789372374.291,472.02,50.396,274.55
10:52:54.292,1789372374.293,472.02,50.39,260.42
10:52:54.294,1789372374.294,472.02,50.382,277.43
10:52:54.295,1789372374.296,472.02,50.516,230.83
10:52:54.297,1789372374.298,472.02,50.412,259.25
10:52:54.299,1789372374.299,472.02,50.536,245.09
10:52:54.300,1789372374.301,472.02,50.378,259.02
10:52:54.302,1789372374.302,472.02,50.524,271.93
10:52:54.303,1789372374.304,472.02,50.506,258.15
10:52:54.305,1789372374.306,472.02,50.608,276.5
10:52:54.307,1789372374.307,472.02,50.624,222.5
10:52:54.308,1789372374.309,472.02,50.586,252.42
10:52:54.310,1789372374.31,472.02,50.59,224.89
10:52:54.311,1789372374.312,472.02,50.538,228.45
10:52:54.313,1789372374.314,472.02,50.638,240.79
10:52:54.315,1789372374.315,472.02,50.544,234.63
10:52:54.316,1789372374.317,472.02,50.686,247.51
10:52:54.318,1789372374.318,472.02,50.594,231.47
10:52:54.319,1789372374.32,472.02,50.552,244.89
10:52:54.321,1789372374.322,472.02,50.494,224.81
10:52:54.323,1789372374.323,472.02,50.494,226.74
10:52:54.324,1789372374.325,472.02,50.622,226.43
10:52:54.326,1789372374.326,472.02,50.562,216.24
10:52:54.327,1789372374.328,472.02,50.788,230.09
10:52:54.329,1789372374.33,472.02,50.624,224.35
10:52:54.331,1789372374.331,471.72,50.692,242.43
10:52:54.332,1789372374.333,471.72,50.512,237.81
10:52:54.334,1789372374.334,471.72,50.528,237.8
10:52:54.335,1789372374.336,471.72,50.564,229.14
10:52:54.337,1789372374.338,471.72,50.526,239.71
10:52:54.339,1789372374.339,471.72,50.714,223.03
10:52:54.340,1789372374.341,471.72,50.578,241.49
10:52:54.342,1789372374.342,471.72,50.676,247.06
10:52:54.343,1789372374.344,471.72,50.49,265.34
10:52:54.345,1789372374.346,471.72,50.586,269.01
10:52:54.347,1789372374.347,471.72,50.598,258.65
10:52:54.348,1789372374.349,471.72,50.63,266.88
10:52:54.350,1789372374.35,471.72,50.778,224.39
10:52:54.351,1789372374.352,471.72,50.636,254.01
10:52:54.353,1789372374.354,471.72,50.726,230.01
10:52:54.355,1789372374.355,471.72,50.602,255.72
10:52:54.356,1789372374.357,471.72,50.656,270.2
10:52:54.358,1789372374.358,471.72,50.57,263.72
10:52:54.359,1789372374.36,471.72,50.624,279.17
10:52:54.361,1789372374.362,471.72,50.626,247.81
10:52:54.363,1789372374.363,471.72,50.504,273.67
10:52:54.364,1789372374.365,471.72,50.604,223.21
10:52:54.366,1789372374.366,471.72,50.516,254.01
10:52:54.367,1789372374.368,471.72,50.666,249.13
10:52:54.369,1789372374.37,471.72,50.602,244.39
10:52:54.371,1789372374.371,471.72,50.74,261.08
10:52:54.372,1789372374.373,471.72,50.648,229.41
10:52:54.374,1789372374.374,471.72,50.658,252.4
10:52:54.375,1789372374.376,471.72,50.584,221.62
10:52:54.377,1789372374.378,471.72,50.608,227.94
10:52:54.379,1789372374.379,471.72,50.68,225.81
10:52:54.380,1789372374.381,471.72,50.594,228.28
10:52:54.382,1789372374.382,471.72,50.772,229.0
10:52:54.383,1789372374.384,471.72,50.63,225.24
10:52:54.385,1789372374.386,471.72,50.644,240.98
10:52:54.387,1789372374.387,471.72,50.458,236.41
10:52:54.388,1789372374.389,471.72,50.482,240.27
10:52:54.390,1789372374.39,471.72,50.532,226.65
10:52:54.391,1789372374.392,471.72,50.518,221.0
10:52:54.393,1789372374.394,471.72,50.72,219.43
10:52:54.395,1789372374.395,471.72,50.534,235.79
10:52:54.396,1789372374.397,471.72,50.644,235.69
10:52:54.398,1789372374.398,471.72,50.452,245.13
10:52:54.399,1789372374.4,471.72,50.45,262.04
10:52:54.401,1789372374.402,471.72,50.404,257.51
10:52:54.403,1789372374.403,471.72,50.454,254.54
10:52:54.404,1789372374.405,471.72,50.528,232.0
10:52:54.406,1789372374.406,471.72,50.346,244.34
10:52:54.407,1789372374.408,471.72,50.506,229.21
10:52:54.409,1789372374.41,471.72,50.334,253.16
10:52:54.411,1789372374.411,472.02,50.436,268.11
10:52:54.412,1789372374.413,472.02,50.374,264.58
10:52:54.414,1789372374.414,472.02,50.474,277.32
10:52:54.415,1789372374.416,472.02,50.516,243.02
10:52:54.417,1789372374.418,472.02,50.468,273.44
10:52:54.419,1789372374.419,472.02,50.574,225.57
10:52:54.420,1789372374.421,472.02,50.512,259.89
10:52:54.422,1789372374.422,472.02,50.634,251.97
10:52:54.423,1789372374.424,472.02,50.538,256.02
10:52:54.425,1789372374.426,472.02,50.676,267.31
10:52:54.427,1789372374.427,472.02,50.6,247.91
10:52:54.428,1789372374.429,472.02,50.534,269.46
10:52:54.430,1789372374.43,472.02,50.484,225.73
10:52:54.431,1789372374.432,472.02,50.476,248.85
10:52:54.433,1789372374.434,472.02,50.582,237.41
10:52:54.435,1789372374.435,472.02,50.594,230.48
10:52:54.436,1789372374.437,472.02,50.786,242.97
10:52:54.438,1789372374.438,472.02,50.642,232.86
10:52:54.439,1789372374.44,472.02,50.728,245.63
10:52:54.441,1789372374.442,472.02,50.556,237.16
10:52:54.443,1789372374.443,472.02,50.546,244.82
10:52:54.444,1789372374.445,472.02,50.57,227.99
10:52:54.446,1789372374.446,472.02,50.592,230.06
10:52:54.447,1789372374.448,472.02,50.732,221.84
10:52:54.449,1789372374.45,472.02,50.588,220.79
10:52:54.451,1789372374.451,472.02,50.704,231.0
10:52:54.452,1789372374.453,472.02,50.536,230.14
10:52:54.454,1789372374.454,472.02,50.602,246.23
10:52:54.455,1789372374.456,472.02,50.594,236.61
10:52:54.457,1789372374.458,472.02,50.684,234.75
10:52:54.459,1789372374.459,472.02,50.788,220.64
10:52:54.460,1789372374.461,472.02,50.676,239.0
10:52:54.462,1789372374.462,472.02,50.798,223.65
10:52:54.463,1789372374.464,472.02,50.65,244.97
10:52:54.465,1789372374.466,472.02,50.722,252.85
10:52:54.467,1789372374.467,472.02,50.594,268.8
10:52:54.468,1789372374.469,472.02,50.69,271.86
10:52:54.470,1789372374.47,472.02,50.656,262.26
10:52:54.471,1789372374.472,472.02,50.564,260.91
10:52:54.473,1789372374.474,472.02,50.662,218.74
10:52:54.475,1789372374.475,472.02,50.54,257.72
10:52:54.476,1789372374.477,472.02,50.666,250.82
10:52:54.478,1789372374.478,472.02,50.63,259.63
10:52:54.479,1789372374.48,472.02,50.748,276.65
10:52:54.481,1789372374.482,472.02,50.662,263.59
10:52:54.483,1789372374.483,472.02,50.646,279.34
10:52:54.484,1789372374.485,472.02,50.596,230.27
10:52:54.486,1789372374.486,472.02,50.488,266.56
10:52:54.487,1789372374.488,472.02,50.596,233.56
10:52:54.489,1789372374.49,472.02,50.57,245.19
10:52:54.491,1789372374.491,471.94,50.71,247.15
10:52:54.492,1789372374.493,471.94,50.572,243.54
10:52:54.494,1789372374.494,471.94,50.622,257.08
10:52:54.495,1789372374.496,471.94,50.486,233.42
10:52:54.497,1789372374.498,471.94,50.528,251.62
10:52:54.499,1789372374.499,471.94,50.602,228.5
10:52:54.500,1789372374.501,471.94,50.696,226.18
10:52:54.502,1789372374.502,471.94,50.82,223.16
10:52:54.503,1789372374.504,471.94,50.68,224.29
