iso,t_s,wm_hat_hz,iq,iq_shed
15:51:15.348,1789390275.348,36.682,23.77,0.9999
15:51:15.388,1789390275.388,36.316,23.3,0.9999
15:51:15.428,1789390275.428,36.768,23.46,0.9999
15:51:15.468,1789390275.468,36.38,23.424,0.9999
15:51:15.508,1789390275.508,36.858,22.942,0.9999
15:51:15.548,1789390275.548,37.024,21.992,0.9999
15:51:15.588,1789390275.588,37.04,22.028,0.9999
15:51:15.628,1789390275.628,36.552,22.154,0.9999
15:51:15.668,1789390275.668,36.564,22.812,0.9999
15:51:15.708,1789390275.708,36.056,23.996,0.9999
15:51:15.748,1789390275.748,36.566,23.996,0.9999
15:51:15.788,1789390275.788,37.116,22.506,0.9999
15:51:15.828,1789390275.828,37.096,21.284,0.9999
15:51:15.868,1789390275.868,37.304,20.49,0.9999
15:51:15.908,1789390275.908,36.064,21.454,0.9999
15:51:15.948,1789390275.948,36.162,22.42,0.9999
15:51:15.988,1789390275.988,35.344,24.114,0.9999
15:51:16.028,1789390276.028,35.582,24.41,0.9999
15:51:16.068,1789390276.068,35.844,23.756,0.9999
15:51:16.108,1789390276.108,36.322,23.352,0.9999
15:51:16.148,1789390276.148,36.128,23.254,0.9999
15:51:16.188,1789390276.188,36.348,23.314,0.9999
15:51:16.228,1789390276.228,35.662,24.13,0.9999
15:51:16.268,1789390276.268,36.49,23.786,0.9999
15:51:16.308,1789390276.308,36.142,23.9,0.9999
15:51:16.348,1789390276.348,36.432,23.524,0.9999
15:51:16.388,1789390276.388,36.344,23.684,0.9999
15:51:16.428,1789390276.428,36.632,23.37,0.9999
15:51:16.468,1789390276.468,36.464,23.028,0.9999
15:51:16.508,1789390276.508,36.712,23.946,0.9999
15:51:16.548,1789390276.548,36.292,23.698,0.9999
15:51:16.588,1789390276.588,36.686,23.752,0.9999
15:51:16.628,1789390276.628,36.376,23.584,0.9999
15:51:16.668,1789390276.668,36.388,23.87,0.9999
15:51:16.708,1789390276.708,36.034,24.106,0.9999
15:51:16.748,1789390276.748,36.324,23.954,0.9999
15:51:16.788,1789390276.788,36.134,24.094,0.9999
15:51:16.828,1789390276.828,36.348,23.972,0.9999
15:51:16.868,1789390276.868,36.048,24.11,0.9999
15:51:16.908,1789390276.908,36.754,23.586,0.9999
15:51:16.948,1789390276.948,35.842,24.178,0.9999
15:51:16.988,1789390276.988,36.736,23.868,0.9999
15:51:17.028,1789390277.028,35.956,23.672,0.9999
15:51:17.068,1789390277.068,36.422,23.992,0.9999
15:51:17.108,1789390277.108,36.144,23.984,0.9999
15:51:17.148,1789390277.148,36.842,22.494,0.9999
15:51:17.188,1789390277.188,36.406,22.472,0.9999
15:51:17.228,1789390277.228,36.776,22.884,0.9999
15:51:17.268,1789390277.268,36.516,23.63,0.9999
15:51:17.308,1789390277.308,36.342,24.192,0.9999
15:51:17.348,1789390277.348,35.866,24.438,0.9999
15:51:17.388,1789390277.388,37.02,22.292,0.9999
15:51:17.428,1789390277.428,36.666,22.672,0.9999
15:51:17.468,1789390277.468,36.778,24.19,0.9999
15:51:17.508,1789390277.508,36.416,24.37,0.9999
15:51:17.548,1789390277.548,36.568,24.062,0.9999
15:51:17.588,1789390277.588,36.746,22.962,0.9999
15:51:17.628,1789390277.628,37.076,22.708,0.9999
15:51:17.668,1789390277.668,36.468,24.232,0.9999
15:51:17.708,1789390277.708,36.522,24.224,0.9999
15:51:17.748,1789390277.748,35.89,24.732,0.9999
15:51:17.788,1789390277.788,36.38,23.812,0.9999
15:51:17.828,1789390277.828,36.474,23.578,0.9999
15:51:17.868,1789390277.868,36.312,23.57,0.9999
15:51:17.908,1789390277.908,36.518,23.52,0.9999
15:51:17.948,1789390277.948,36.734,23.646,0.9999
15:51:17.988,1789390277.988,36.166,24.352,0.9999
15:51:18.028,1789390278.028,37.242,22.092,0.9999
15:51:18.068,1789390278.068,36.498,24.41,0.9999
15:51:18.108,1789390278.108,36.794,24.084,0.9999
15:51:18.148,1789390278.148,37.294,21.962,0.9999
15:51:18.188,1789390278.188,37.13,23.986,0.9999
15:51:18.228,1789390278.228,37.616,22.988,0.9999
15:51:18.268,1789390278.268,36.972,23.278,0.9999
15:51:18.308,1789390278.308,37.15,24.438,0.9999
15:51:18.348,1789390278.348,37.482,22.616,0.9999
15:51:18.388,1789390278.388,37.148,24.236,0.9999
15:51:18.428,1789390278.428,36.582,24.464,0.9999
15:51:18.468,1789390278.468,36.474,24.492,0.9999
15:51:18.508,1789390278.508,36.696,23.146,0.9999
15:51:18.548,1789390278.548,37.106,23.804,0.9999
15:51:18.588,1789390278.588,35.544,25.112,0.9999
15:51:18.628,1789390278.628,36.576,22.65,0.9999
15:51:18.668,1789390278.668,36.406,24.012,0.9999
15:51:18.708,1789390278.708,36.662,23.028,0.9999
15:51:18.748,1789390278.748,36.764,22.322,0.9999
15:51:18.788,1789390278.788,36.876,23.52,0.9999
15:51:18.828,1789390278.828,36.304,24.38,0.9999
15:51:18.868,1789390278.868,36.58,23.576,0.9999
15:51:18.908,1789390278.908,36.988,22.446,0.9999
15:51:18.948,1789390278.948,36.798,24.22,0.9999
15:51:18.988,1789390278.988,36.118,24.246,0.9999
15:51:19.028,1789390279.028,36.978,23.036,0.9999
15:51:19.068,1789390279.068,36.628,23.184,0.9999
15:51:19.108,1789390279.108,36.626,23.876,0.9999
15:51:19.148,1789390279.148,35.968,24.41,0.9999
15:51:19.188,1789390279.188,36.474,23.936,0.9999
15:51:19.228,1789390279.228,35.786,24.196,0.9999
15:51:19.268,1789390279.268,36.238,23.942,0.9999
15:51:19.308,1789390279.308,36.252,22.74,0.9999
15:51:19.348,1789390279.348,36.684,23.286,0.9999
15:51:19.388,1789390279.388,35.584,24.718,0.9999
15:51:19.428,1789390279.428,35.648,24.908,0.9999
15:51:19.468,1789390279.468,35.844,23.078,0.9999
15:51:19.508,1789390279.508,36.512,21.848,0.9999
15:51:19.548,1789390279.548,36.22,21.53,0.9999
