iso,t_s,vDcInst,iq,i_trk_err
11:06:39.108,1789373199.109,499.23,30.252,1.83
11:06:39.110,1789373199.11,498.26,27.72,1.752
11:06:39.112,1789373199.112,497.53,29.378,0.786
11:06:39.113,1789373199.114,497.53,28.706,0.99
11:06:39.115,1789373199.115,498.02,29.72,0.89
11:06:39.116,1789373199.117,498.26,29.986,1.94
11:06:39.118,1789373199.118,498.5,28.628,0.498
11:06:39.120,1789373199.12,498.02,29.578,1.68
11:06:39.121,1789373199.122,499.47,27.834,2.188
11:06:39.123,1789373199.123,498.74,29.382,0.7
11:06:39.124,1789373199.125,498.26,28.614,0.98
11:06:39.126,1789373199.126,498.02,29.642,0.544
11:06:39.128,1789373199.128,497.05,29.104,1.57
11:06:39.129,1789373199.13,497.53,28.482,0.976
11:06:39.131,1789373199.131,497.78,29.096,2.416
11:06:39.132,1789373199.133,498.26,29.372,1.256
11:06:39.134,1789373199.134,498.74,29.992,1.412
11:06:39.136,1789373199.136,498.02,29.132,0.49
11:06:39.137,1789373199.138,498.02,28.936,1.256
11:06:39.139,1789373199.139,497.53,28.07,1.764
11:06:39.140,1789373199.141,497.29,29.832,0.94
11:06:39.142,1789373199.142,497.78,29.1,0.978
11:06:39.144,1789373199.144,498.5,28.966,0.242
11:06:39.145,1789373199.146,498.98,28.828,2.02
11:06:39.147,1789373199.147,499.23,26.936,2.016
11:06:39.148,1789373199.149,498.74,28.88,1.96
11:06:39.150,1789373199.15,499.23,28.224,0.996
11:06:39.152,1789373199.152,497.53,29.588,0.346
11:06:39.153,1789373199.154,497.05,29.768,2.018
11:06:39.155,1789373199.155,498.5,28.61,1.258
11:06:39.156,1789373199.157,497.78,28.536,1.196
11:06:39.158,1789373199.158,498.5,28.53,0.902
11:06:39.160,1789373199.16,498.26,29.392,1.226
11:06:39.161,1789373199.162,498.02,29.77,0.658
11:06:39.163,1789373199.163,498.02,30.106,1.43
11:06:39.164,1789373199.165,497.78,28.83,0.076
11:06:39.166,1789373199.166,497.78,29.14,1.036
11:06:39.168,1789373199.168,498.74,27.878,1.66
11:06:39.169,1789373199.17,498.26,30.108,1.34
11:06:39.171,1789373199.171,498.5,30.418,1.812
11:06:39.172,1789373199.173,498.74,29.33,0.646
11:06:39.174,1789373199.174,498.26,28.694,1.644
11:06:39.176,1789373199.176,498.5,27.282,2.008
11:06:39.177,1789373199.178,497.29,29.274,0.726
11:06:39.179,1789373199.179,497.29,28.61,1.396
11:06:39.180,1789373199.181,497.53,30.008,1.364
11:06:39.182,1789373199.182,498.02,29.636,0.588
11:06:39.184,1789373199.184,499.71,28.32,1.318
11:06:39.185,1789373199.186,498.26,27.682,1.694
11:06:39.187,1789373199.187,497.78,27.596,1.524
11:06:39.188,1789373199.189,498.02,29.054,0.506
11:06:39.190,1789373199.19,498.02,29.714,1.188
11:06:39.192,1789373199.192,498.02,30.062,1.398
11:06:39.193,1789373199.194,498.5,27.704,1.03
11:06:39.195,1789373199.195,498.26,28.722,1.196
11:06:39.196,1789373199.197,498.98,27.552,2.01
11:06:39.198,1789373199.198,498.5,29.952,1.464
11:06:39.200,1789373199.2,497.78,30.514,1.708
11:06:39.201,1789373199.202,497.78,29.29,0.026
11:06:39.203,1789373199.203,497.29,29.484,2.346
11:06:39.204,1789373199.205,498.26,26.804,2.622
11:06:39.206,1789373199.206,498.26,28.568,0.82
11:06:39.208,1789373199.208,498.98,28.634,0.75
11:06:39.209,1789373199.21,498.98,30.238,0.936
11:06:39.211,1789373199.211,498.26,29.528,1.57
11:06:39.212,1789373199.213,498.74,28.45,0.886
11:06:39.214,1789373199.214,498.02,27.768,1.408
11:06:39.216,1789373199.216,498.5,27.834,1.174
11:06:39.217,1789373199.218,499.23,28.618,1.004
11:06:39.219,1789373199.219,499.23,29.034,0.63
11:06:39.220,1789373199.221,499.23,29.516,1.308
11:06:39.222,1789373199.222,498.74,28.078,1.95
11:06:39.224,1789373199.224,498.74,28.97,0.354
11:06:39.225,1789373199.226,499.23,28.188,2.022
11:06:39.227,1789373199.227,497.78,30.028,0.694
11:06:39.228,1789373199.229,497.29,30.242,1.158
11:06:39.230,1789373199.23,498.02,28.66,1.23
11:06:39.232,1789373199.232,498.02,29.566,1.276
11:06:39.233,1789373199.234,499.23,27.486,2.676
11:06:39.235,1789373199.235,498.26,29.164,0.476
11:06:39.236,1789373199.237,497.78,28.718,0.772
11:06:39.238,1789373199.238,498.26,28.74,1.304
11:06:39.240,1789373199.24,497.78,28.572,2.124
11:06:39.241,1789373199.242,498.98,27.958,0.88
