iso,t_s,vDcInst,iq,i_trk_err
11:05:31.567,1789373131.567,522.19,9.334,2.492
11:05:31.569,1789373131.569,522.43,9.884,2.57
11:05:31.570,1789373131.571,522.19,8.132,1.236
11:05:31.572,1789373131.572,522.19,6.378,1.286
11:05:31.573,1789373131.574,522.19,5.784,2.134
11:05:31.575,1789373131.575,522.43,6.762,1.514
11:05:31.577,1789373131.577,522.68,8.602,0.634
11:05:31.578,1789373131.579,522.43,9.37,1.326
11:05:31.580,1789373131.58,521.95,8.482,1.748
11:05:31.581,1789373131.582,521.71,7.048,1.88
11:05:31.583,1789373131.583,521.71,5.984,2.54
11:05:31.585,1789373131.585,521.47,7.128,2.468
11:05:31.586,1789373131.587,521.47,9.212,2.164
11:05:31.588,1789373131.588,521.47,10.726,2.392
11:05:31.589,1789373131.59,521.95,10.348,2.498
11:05:31.591,1789373131.591,521.95,8.28,1.42
11:05:31.593,1789373131.593,522.19,5.998,2.096
11:05:31.594,1789373131.595,522.43,6.06,2.094
11:05:31.596,1789373131.596,522.68,7.158,1.052
11:05:31.597,1789373131.598,522.92,8.326,0.682
11:05:31.599,1789373131.599,522.19,7.796,1.464
11:05:31.601,1789373131.601,522.19,6.3,1.544
11:05:31.602,1789373131.603,522.19,5.022,2.266
11:05:31.604,1789373131.604,522.43,5.806,2.4
11:05:31.605,1789373131.606,522.43,7.392,2.644
11:05:31.607,1789373131.607,522.43,9.138,2.344
11:05:31.609,1789373131.609,522.43,10.002,2.652
11:05:31.610,1789373131.611,522.19,8.49,1.498
11:05:31.612,1789373131.612,522.19,7.044,0.626
11:05:31.613,1789373131.614,522.43,5.946,1.938
11:05:31.615,1789373131.615,522.68,6.668,1.49
11:05:31.617,1789373131.617,522.92,8.414,0.712
11:05:31.618,1789373131.619,522.68,9.48,1.606
11:05:31.620,1789373131.62,522.19,8.548,2.204
11:05:31.621,1789373131.622,522.19,6.764,2.012
11:05:31.623,1789373131.623,521.71,5.816,2.41
11:05:31.625,1789373131.625,521.71,6.874,2.26
11:05:31.626,1789373131.627,521.95,8.51,1.712
11:05:31.628,1789373131.628,521.71,10.212,2.13
11:05:31.629,1789373131.63,521.95,10.602,2.654
11:05:31.631,1789373131.631,522.19,8.138,1.646
11:05:31.633,1789373131.633,522.68,6.694,1.25
11:05:31.634,1789373131.635,522.92,5.86,2.04
11:05:31.636,1789373131.636,522.92,6.466,1.484
11:05:31.637,1789373131.638,522.92,7.876,0.658
11:05:31.639,1789373131.639,522.68,8.224,1.138
11:05:31.641,1789373131.641,522.19,7.0,1.552
11:05:31.642,1789373131.643,522.19,5.538,1.78
11:05:31.644,1789373131.644,522.43,4.75,2.446
11:05:31.645,1789373131.646,522.19,6.136,2.462
11:05:31.647,1789373131.647,522.68,8.238,2.574
11:05:31.649,1789373131.649,522.68,9.7,2.516
11:05:31.650,1789373131.651,522.43,9.586,2.382
11:05:31.652,1789373131.652,522.19,7.418,1.092
11:05:31.653,1789373131.654,522.43,6.004,1.728
11:05:31.655,1789373131.655,522.68,5.968,2.02
11:05:31.657,1789373131.657,522.68,7.208,1.112
11:05:31.658,1789373131.659,522.92,8.812,0.74
11:05:31.660,1789373131.66,522.68,9.16,1.86
11:05:31.661,1789373131.662,522.19,8.018,1.804
11:05:31.663,1789373131.663,521.95,6.628,1.898
11:05:31.665,1789373131.665,521.71,5.814,2.42
11:05:31.666,1789373131.667,521.71,7.072,2.256
11:05:31.668,1789373131.668,521.95,8.83,2.128
11:05:31.669,1789373131.67,521.95,10.274,2.35
11:05:31.671,1789373131.671,521.95,9.798,2.386
11:05:31.673,1789373131.673,522.43,8.184,1.432
11:05:31.674,1789373131.675,522.43,6.046,1.678
11:05:31.676,1789373131.676,522.68,5.61,2.084
11:05:31.677,1789373131.678,522.92,6.214,1.686
11:05:31.679,1789373131.679,522.68,8.366,1.136
11:05:31.681,1789373131.681,522.43,8.242,1.042
11:05:31.682,1789373131.683,522.19,7.368,0.874
11:05:31.684,1789373131.684,522.19,5.97,1.502
11:05:31.685,1789373131.686,522.19,5.8,2.03
11:05:31.687,1789373131.687,522.43,6.532,2.68
11:05:31.689,1789373131.689,522.68,8.554,2.384
11:05:31.690,1789373131.691,522.19,9.914,2.374
11:05:31.692,1789373131.692,522.19,9.582,2.214
11:05:31.693,1789373131.694,522.19,8.23,1.132
11:05:31.695,1789373131.695,522.19,6.32,1.562
11:05:31.697,1789373131.697,522.68,5.846,2.102
11:05:31.698,1789373131.699,522.68,6.804,1.512
11:05:31.700,1789373131.7,522.68,8.566,1.218
11:05:31.701,1789373131.702,522.68,8.986,0.958
11:05:31.703,1789373131.703,522.19,8.52,0.978
11:05:31.705,1789373131.705,521.71,6.922,1.266
11:05:31.706,1789373131.707,521.71,6.51,1.886
11:05:31.708,1789373131.708,521.95,6.914,2.402
11:05:31.709,1789373131.71,521.71,8.732,1.916
11:05:31.711,1789373131.711,521.71,10.076,2.15
11:05:31.713,1789373131.713,522.19,9.45,2.284
11:05:31.714,1789373131.715,522.43,7.756,1.334
11:05:31.716,1789373131.716,522.68,6.078,1.876
11:05:31.717,1789373131.718,522.68,5.48,2.368
11:05:31.719,1789373131.719,522.92,6.346,1.858
11:05:31.721,1789373131.721,522.43,8.148,1.136
11:05:31.722,1789373131.723,522.19,8.802,1.23
11:05:31.724,1789373131.724,521.95,8.124,0.85
11:05:31.725,1789373131.726,522.19,6.302,1.224
11:05:31.727,1789373131.727,522.43,5.944,1.886
11:05:31.729,1789373131.729,522.43,6.374,2.392
11:05:31.730,1789373131.731,522.43,7.524,1.574
11:05:31.732,1789373131.732,522.43,9.334,1.866
11:05:31.733,1789373131.734,522.43,8.986,1.93
11:05:31.735,1789373131.735,522.19,7.922,1.308
11:05:31.737,1789373131.737,522.19,6.422,1.612
11:05:31.738,1789373131.739,522.68,5.706,2.204
11:05:31.740,1789373131.74,522.92,6.548,2.112
11:05:31.741,1789373131.742,522.92,8.454,2.06
11:05:31.743,1789373131.743,522.43,9.726,1.86
11:05:31.745,1789373131.745,521.95,9.502,1.516
11:05:31.746,1789373131.747,521.95,7.794,0.49
11:05:31.748,1789373131.748,521.71,6.322,1.906
11:05:31.749,1789373131.75,521.71,6.656,2.256
11:05:31.751,1789373131.751,521.95,7.956,1.272
11:05:31.753,1789373131.753,522.19,9.72,1.542
11:05:31.754,1789373131.755,522.43,10.06,2.592
11:05:31.756,1789373131.756,522.43,8.358,2.112
11:05:31.757,1789373131.758,522.19,6.646,1.75
11:05:31.759,1789373131.759,522.43,5.694,2.22
11:05:31.761,1789373131.761,522.43,7.272,2.102
11:05:31.762,1789373131.763,522.43,8.528,2.13
11:05:31.764,1789373131.764,522.19,9.624,2.158
11:05:31.765,1789373131.766,521.95,9.002,1.744
11:05:31.767,1789373131.767,522.19,7.348,0.82
11:05:31.769,1789373131.769,522.19,5.704,1.718
11:05:31.770,1789373131.771,522.19,5.464,2.362
11:05:31.772,1789373131.772,522.43,6.67,1.31
11:05:31.773,1789373131.774,522.43,8.578,1.126
11:05:31.775,1789373131.775,522.19,9.398,2.152
11:05:31.777,1789373131.777,521.95,8.188,1.716
11:05:31.778,1789373131.779,522.43,6.704,1.602
11:05:31.780,1789373131.78,522.68,5.924,2.014
11:05:31.781,1789373131.782,522.92,7.54,2.31
11:05:31.783,1789373131.783,522.68,9.1,2.926
11:05:31.785,1789373131.785,521.95,10.542,2.72
11:05:31.786,1789373131.787,521.95,10.034,2.132
11:05:31.788,1789373131.788,521.71,8.31,0.814
11:05:31.789,1789373131.79,521.71,6.448,1.526
11:05:31.791,1789373131.791,521.71,6.058,2.078
11:05:31.793,1789373131.793,521.71,7.16,1.178
11:05:31.794,1789373131.795,522.43,8.892,0.94
11:05:31.796,1789373131.796,522.43,10.312,2.692
11:05:31.797,1789373131.798,522.43,8.43,1.77
11:05:31.799,1789373131.799,522.43,7.228,1.384
11:05:31.801,1789373131.801,522.43,6.186,1.686
11:05:31.802,1789373131.803,522.43,7.34,2.51
11:05:31.804,1789373131.804,522.19,8.842,2.684
11:05:31.805,1789373131.806,522.19,9.998,2.504
11:05:31.807,1789373131.807,522.19,9.204,2.106
11:05:31.809,1789373131.809,522.19,7.622,1.328
11:05:31.810,1789373131.811,522.19,5.626,1.736
11:05:31.812,1789373131.812,521.95,5.054,2.382
11:05:31.813,1789373131.814,522.19,6.016,1.6
11:05:31.815,1789373131.815,522.43,7.954,0.508
11:05:31.817,1789373131.817,522.43,8.848,1.646
11:05:31.818,1789373131.819,522.19,8.994,1.964
11:05:31.820,1789373131.82,522.92,7.478,1.374
11:05:31.821,1789373131.822,522.43,6.794,1.204
11:05:31.823,1789373131.823,522.43,7.306,2.204
11:05:31.825,1789373131.825,522.19,9.202,2.526
11:05:31.826,1789373131.827,522.19,10.394,2.282
11:05:31.828,1789373131.828,521.71,10.206,2.13
11:05:31.829,1789373131.83,521.47,8.808,1.43
11:05:31.831,1789373131.831,521.47,6.974,1.604
11:05:31.833,1789373131.833,521.47,6.03,2.298
11:05:31.834,1789373131.835,522.19,6.5,1.946
11:05:31.836,1789373131.836,522.43,8.298,0.424
11:05:31.837,1789373131.838,522.92,10.196,2.134
11:05:31.839,1789373131.839,522.68,9.884,2.302
11:05:31.841,1789373131.841,522.43,8.156,1.132
11:05:31.842,1789373131.843,522.43,7.206,0.766
11:05:31.844,1789373131.844,522.43,6.88,2.194
11:05:31.845,1789373131.846,522.43,8.024,1.97
11:05:31.847,1789373131.847,522.43,9.202,1.916
11:05:31.849,1789373131.849,522.43,8.948,2.112
11:05:31.850,1789373131.851,522.19,7.63,1.962
11:05:31.852,1789373131.852,521.95,5.746,2.004
11:05:31.853,1789373131.854,521.95,5.088,2.244
11:05:31.855,1789373131.855,522.19,5.438,2.2
11:05:31.857,1789373131.857,522.43,8.2,0.962
11:05:31.858,1789373131.859,522.43,9.78,2.058
11:05:31.860,1789373131.86,522.43,9.948,2.438
11:05:31.861,1789373131.862,522.68,8.436,1.71
11:05:31.863,1789373131.863,522.43,7.382,0.79
11:05:31.865,1789373131.865,522.19,7.04,1.7
11:05:31.866,1789373131.867,522.19,7.892,1.346
11:05:31.868,1789373131.868,521.95,9.558,1.346
11:05:31.869,1789373131.87,521.95,9.824,1.958
11:05:31.871,1789373131.871,521.47,9.1,2.124
11:05:31.873,1789373131.873,521.23,7.218,1.866
11:05:31.874,1789373131.875,521.71,5.928,2.22
11:05:31.876,1789373131.876,522.19,5.906,2.242
11:05:31.877,1789373131.878,522.68,8.71,1.872
11:05:31.879,1789373131.879,522.68,10.576,2.736
11:05:31.881,1789373131.881,522.68,10.474,2.818
11:05:31.882,1789373131.883,522.43,8.352,1.438
11:05:31.884,1789373131.884,522.19,6.568,1.068
11:05:31.885,1789373131.886,522.19,6.208,1.76
11:05:31.887,1789373131.887,522.19,7.098,1.178
11:05:31.889,1789373131.889,522.68,8.626,1.226
11:05:31.890,1789373131.891,522.43,9.356,2.032
11:05:31.892,1789373131.892,521.95,8.31,2.138
11:05:31.893,1789373131.894,521.71,6.792,1.616
11:05:31.895,1789373131.895,521.95,5.53,2.114
11:05:31.897,1789373131.897,522.19,5.162,2.658
11:05:31.898,1789373131.899,522.43,7.698,1.56
11:05:31.900,1789373131.9,522.43,9.658,1.938
11:05:31.901,1789373131.902,522.43,10.224,2.614
11:05:31.903,1789373131.903,522.68,8.636,1.826
11:05:31.905,1789373131.905,522.43,7.006,1.462
11:05:31.906,1789373131.907,522.43,6.032,1.962
11:05:31.908,1789373131.908,522.19,6.676,1.536
11:05:31.909,1789373131.91,521.95,8.406,0.456
11:05:31.911,1789373131.911,521.71,9.758,2.034
11:05:31.913,1789373131.913,521.47,9.084,2.166
11:05:31.914,1789373131.915,521.47,7.482,1.674
11:05:31.916,1789373131.916,521.95,5.776,2.246
11:05:31.917,1789373131.918,522.43,6.418,1.95
11:05:31.919,1789373131.919,522.68,8.314,1.88
11:05:31.921,1789373131.921,522.92,10.032,2.23
11:05:31.922,1789373131.923,522.68,10.286,2.542
11:05:31.924,1789373131.924,522.19,8.424,1.374
11:05:31.925,1789373131.926,521.95,6.72,1.328
11:05:31.927,1789373131.927,522.19,5.708,1.87
11:05:31.929,1789373131.929,522.19,6.176,1.598
11:05:31.930,1789373131.931,522.43,7.742,0.764
11:05:31.932,1789373131.932,522.43,9.058,1.718
11:05:31.933,1789373131.934,522.19,8.516,1.862
11:05:31.935,1789373131.935,521.95,7.688,1.256
11:05:31.937,1789373131.937,522.19,5.844,1.67
11:05:31.938,1789373131.939,522.43,6.484,1.718
11:05:31.940,1789373131.94,522.43,7.73,1.742
11:05:31.941,1789373131.942,522.68,9.672,1.99
11:05:31.943,1789373131.943,522.68,10.038,2.394
11:05:31.945,1789373131.945,522.68,9.17,2.392
11:05:31.946,1789373131.947,522.19,6.994,2.55
11:05:31.948,1789373131.948,522.19,5.652,2.426
11:05:31.949,1789373131.95,521.95,5.986,2.098
11:05:31.951,1789373131.951,521.95,8.47,0.8
11:05:31.953,1789373131.953,521.47,9.758,1.738
11:05:31.954,1789373131.955,521.47,9.91,2.144
11:05:31.956,1789373131.956,521.47,8.61,1.596
11:05:31.957,1789373131.958,521.95,6.01,2.334
11:05:31.959,1789373131.959,522.68,6.366,2.072
11:05:31.961,1789373131.961,522.68,7.46,1.844
11:05:31.962,1789373131.963,522.92,9.252,1.516
11:05:31.964,1789373131.964,522.68,9.502,1.744
11:05:31.965,1789373131.966,522.19,8.684,1.782
11:05:31.967,1789373131.967,521.95,6.516,2.04
11:05:31.969,1789373131.969,521.71,5.194,2.362
11:05:31.970,1789373131.971,522.19,5.428,2.284
11:05:31.972,1789373131.972,522.68,7.818,2.004
11:05:31.973,1789373131.974,522.68,9.256,2.102
11:05:31.975,1789373131.975,522.43,9.686,2.414
