iso,t_s,vdc_units,iq_ref,v_demand
10:53:28.819,1789372408.82,473.26,50.53,247.23
10:53:28.821,1789372408.821,473.26,50.552,241.68
10:53:28.822,1789372408.823,473.26,50.522,253.39
10:53:28.824,1789372408.824,473.26,50.7,227.44
10:53:28.825,1789372408.826,473.26,50.562,251.98
10:53:28.827,1789372408.828,473.26,50.676,250.37
10:53:28.829,1789372408.829,473.26,50.488,271.35
10:53:28.830,1789372408.831,473.26,50.594,277.75
10:53:28.832,1789372408.832,473.26,50.588,267.26
10:53:28.833,1789372408.834,473.26,50.622,283.89
10:53:28.835,1789372408.836,473.26,50.734,229.6
10:53:28.837,1789372408.837,473.26,50.614,264.41
10:53:28.838,1789372408.839,473.26,50.712,229.27
10:53:28.840,1789372408.84,473.26,50.618,241.73
10:53:28.841,1789372408.842,473.26,50.708,259.52
10:53:28.843,1789372408.844,473.26,50.626,245.75
10:53:28.845,1789372408.845,473.26,50.704,267.86
10:53:28.846,1789372408.847,473.26,50.658,239.21
10:53:28.848,1789372408.848,473.26,50.58,258.34
10:53:28.849,1789372408.85,473.32,50.57,220.97
10:53:28.851,1789372408.852,473.32,50.542,230.75
10:53:28.853,1789372408.853,473.32,50.656,231.22
10:53:28.854,1789372408.855,473.32,50.588,226.09
10:53:28.856,1789372408.856,473.32,50.744,238.48
10:53:28.857,1789372408.858,473.32,50.586,226.73
10:53:28.859,1789372408.86,473.32,50.65,235.57
10:53:28.861,1789372408.861,473.32,50.5,224.91
10:53:28.862,1789372408.863,473.32,50.522,225.27
10:53:28.864,1789372408.864,473.32,50.592,220.31
10:53:28.865,1789372408.866,473.32,50.518,231.37
10:53:28.867,1789372408.868,473.32,50.714,221.15
10:53:28.869,1789372408.869,473.32,50.554,229.13
10:53:28.870,1789372408.871,473.32,50.618,248.48
10:53:28.872,1789372408.872,473.32,50.414,258.55
10:53:28.873,1789372408.874,473.32,50.456,263.51
10:53:28.875,1789372408.876,473.32,50.47,249.74
10:53:28.877,1789372408.877,473.32,50.456,255.87
10:53:28.878,1789372408.879,473.32,50.65,224.11
10:53:28.880,1789372408.88,473.32,50.486,255.09
10:53:28.881,1789372408.882,473.32,50.612,238.15
10:53:28.883,1789372408.884,473.32,50.452,257.72
10:53:28.885,1789372408.885,473.32,50.488,274.66
10:53:28.886,1789372408.887,473.32,50.408,268.51
10:53:28.888,1789372408.888,473.32,50.46,280.41
10:53:28.889,1789372408.89,473.32,50.458,241.56
10:53:28.891,1789372408.892,473.32,50.314,273.2
10:53:28.893,1789372408.893,473.32,50.432,225.34
10:53:28.894,1789372408.895,473.32,50.344,253.03
10:53:28.896,1789372408.896,473.32,50.488,254.54
10:53:28.897,1789372408.898,473.32,50.414,253.93
10:53:28.899,1789372408.9,473.32,50.554,267.06
10:53:28.901,1789372408.901,473.32,50.492,228.51
10:53:28.902,1789372408.903,473.32,50.506,252.86
10:53:28.904,1789372408.904,473.32,50.468,222.44
10:53:28.905,1789372408.906,473.32,50.492,225.41
10:53:28.907,1789372408.908,473.32,50.596,226.15
10:53:28.909,1789372408.909,473.32,50.508,226.91
10:53:28.910,1789372408.911,473.32,50.682,229.85
10:53:28.912,1789372408.912,473.32,50.542,225.34
10:53:28.913,1789372408.914,473.32,50.556,241.48
10:53:28.915,1789372408.916,473.32,50.38,237.89
10:53:28.917,1789372408.917,473.32,50.452,235.1
10:53:28.918,1789372408.919,473.32,50.514,227.56
10:53:28.920,1789372408.92,473.32,50.494,227.54
10:53:28.921,1789372408.922,473.32,50.732,224.47
10:53:28.923,1789372408.924,473.32,50.566,240.98
10:53:28.925,1789372408.925,473.32,50.682,239.4
10:53:28.926,1789372408.927,473.32,50.514,251.68
10:53:28.928,1789372408.928,473.32,50.528,266.28
10:53:28.929,1789372408.93,473.6,50.51,260.87
10:53:28.931,1789372408.932,473.6,50.556,263.67
10:53:28.933,1789372408.933,473.6,50.656,233.37
10:53:28.934,1789372408.935,473.6,50.502,251.49
10:53:28.936,1789372408.936,473.6,50.646,232.99
10:53:28.937,1789372408.938,473.6,50.502,260.29
10:53:28.939,1789372408.94,473.6,50.604,271.51
10:53:28.941,1789372408.941,473.6,50.558,268.59
10:53:28.942,1789372408.943,473.6,50.674,280.86
10:53:28.944,1789372408.944,473.6,50.704,236.54
10:53:28.945,1789372408.946,473.6,50.636,271.91
10:53:28.947,1789372408.948,473.6,50.7,222.81
10:53:28.949,1789372408.949,473.6,50.634,245.97
10:53:28.950,1789372408.951,473.6,50.732,246.18
10:53:28.952,1789372408.952,473.6,50.644,243.19
10:53:28.953,1789372408.954,473.6,50.774,257.87
10:53:28.955,1789372408.956,473.6,50.692,236.44
10:53:28.957,1789372408.957,473.6,50.648,256.27
10:53:28.958,1789372408.959,473.6,50.57,226.26
10:53:28.960,1789372408.96,473.6,50.592,232.96
10:53:28.961,1789372408.962,473.6,50.696,228.96
10:53:28.963,1789372408.964,473.6,50.652,215.98
10:53:28.965,1789372408.965,473.6,50.85,230.51
10:53:28.966,1789372408.967,473.6,50.688,224.33
10:53:28.968,1789372408.968,473.6,50.754,237.97
10:53:28.969,1789372408.97,473.6,50.566,238.75
10:53:28.971,1789372408.972,473.6,50.552,241.09
10:53:28.973,1789372408.973,473.6,50.546,234.65
10:53:28.974,1789372408.975,473.6,50.558,236.64
10:53:28.976,1789372408.976,473.6,50.712,219.88
10:53:28.977,1789372408.978,473.6,50.576,240.18
10:53:28.979,1789372408.98,473.6,50.674,238.26
10:53:28.981,1789372408.981,473.6,50.482,250.37
10:53:28.982,1789372408.983,473.6,50.568,266.15
10:53:28.984,1789372408.984,473.6,50.546,258.49
10:53:28.985,1789372408.986,473.6,50.624,266.6
10:53:28.987,1789372408.988,473.6,50.716,229.16
10:53:28.989,1789372408.989,473.6,50.594,260.61
10:53:28.990,1789372408.991,473.6,50.684,224.21
10:53:28.992,1789372408.992,473.6,50.554,253.85
10:53:28.993,1789372408.994,473.6,50.624,263.46
10:53:28.995,1789372408.996,473.6,50.512,263.76
10:53:28.997,1789372408.997,473.6,50.614,276.89
10:53:28.998,1789372408.999,473.6,50.572,249.76
10:53:29.000,1789372409.0,473.6,50.452,274.49
10:53:29.001,1789372409.002,473.6,50.496,221.74
10:53:29.003,1789372409.004,473.6,50.436,246.6
10:53:29.005,1789372409.005,473.6,50.556,241.78
10:53:29.006,1789372409.007,473.6,50.516,228.38
10:53:29.008,1789372409.008,473.6,50.68,250.29
10:53:29.009,1789372409.01,473.28,50.552,227.73
10:53:29.011,1789372409.012,473.28,50.578,248.48
10:53:29.013,1789372409.013,473.28,50.42,230.94
10:53:29.014,1789372409.015,473.28,50.424,235.74
10:53:29.016,1789372409.016,473.28,50.482,226.78
10:53:29.017,1789372409.018,473.28,50.448,228.63
10:53:29.019,1789372409.02,473.28,50.634,226.08
10:53:29.021,1789372409.021,473.28,50.478,232.14
10:53:29.022,1789372409.023,473.28,50.568,238.98
10:53:29.024,1789372409.024,473.28,50.35,243.64
10:53:29.025,1789372409.026,473.28,50.424,249.29
10:53:29.027,1789372409.028,473.28,50.432,236.97
10:53:29.029,1789372409.029,473.28,50.494,234.95
10:53:29.030,1789372409.031,473.28,50.628,222.67
10:53:29.032,1789372409.032,473.28,50.458,239.24
10:53:29.033,1789372409.034,473.28,50.58,233.44
10:53:29.035,1789372409.036,473.28,50.424,248.62
10:53:29.037,1789372409.037,473.28,50.464,267.72
