iso,t_s,vDcInst,iq,i_trk_err
11:04:57.782,1789373097.782,482.54,3.66,1.098
11:04:57.783,1789373097.784,482.06,4.284,0.666
11:04:57.785,1789373097.785,482.3,6.09,1.356
11:04:57.786,1789373097.787,482.3,5.592,0.69
11:04:57.788,1789373097.789,482.54,4.47,0.626
11:04:57.790,1789373097.79,482.54,3.81,1.22
11:04:57.791,1789373097.792,482.54,4.986,0.744
11:04:57.793,1789373097.793,482.3,6.284,1.342
11:04:57.794,1789373097.795,482.06,5.11,0.302
11:04:57.796,1789373097.797,481.82,4.07,0.91
11:04:57.798,1789373097.798,481.58,4.384,0.586
11:04:57.799,1789373097.8,481.58,5.362,0.488
11:04:57.801,1789373097.801,481.58,5.67,0.804
11:04:57.802,1789373097.803,481.58,3.968,0.984
11:04:57.804,1789373097.805,481.34,4.078,0.844
11:04:57.806,1789373097.806,481.58,5.41,0.542
11:04:57.807,1789373097.808,481.58,6.228,1.376
11:04:57.809,1789373097.809,482.06,4.792,0.742
11:04:57.810,1789373097.811,482.79,2.984,1.788
11:04:57.812,1789373097.813,482.79,4.872,0.282
11:04:57.814,1789373097.814,482.79,6.252,1.944
11:04:57.815,1789373097.816,483.03,5.2,0.932
11:04:57.817,1789373097.817,482.54,4.004,0.464
11:04:57.818,1789373097.819,482.79,3.406,0.828
11:04:57.820,1789373097.821,482.54,4.446,0.552
11:04:57.822,1789373097.822,482.54,4.896,0.794
11:04:57.823,1789373097.824,482.3,4.11,0.642
11:04:57.825,1789373097.825,482.06,3.074,1.03
11:04:57.826,1789373097.827,482.06,3.294,0.792
11:04:57.828,1789373097.829,481.82,4.82,0.744
11:04:57.830,1789373097.83,482.06,4.386,0.332
11:04:57.831,1789373097.832,482.3,3.18,1.012
11:04:57.833,1789373097.833,482.06,3.31,0.918
11:04:57.834,1789373097.835,481.82,4.632,0.54
11:04:57.836,1789373097.837,481.82,5.336,1.124
11:04:57.838,1789373097.838,481.82,4.43,0.2
11:04:57.839,1789373097.84,482.06,3.346,1.196
11:04:57.841,1789373097.841,482.06,4.306,0.318
11:04:57.842,1789373097.843,482.06,5.752,1.258
11:04:57.844,1789373097.845,482.3,5.414,0.656
11:04:57.846,1789373097.846,482.54,4.15,0.786
11:04:57.847,1789373097.848,482.3,4.1,0.94
11:04:57.849,1789373097.849,482.3,5.102,0.29
11:04:57.850,1789373097.851,482.54,5.334,0.434
11:04:57.852,1789373097.853,482.54,5.13,0.69
11:04:57.854,1789373097.854,482.3,4.142,0.924
11:04:57.855,1789373097.856,481.82,4.33,0.704
11:04:57.857,1789373097.857,481.82,6.004,1.114
11:04:57.858,1789373097.859,481.82,5.664,0.738
11:04:57.860,1789373097.861,481.82,4.042,0.866
11:04:57.862,1789373097.862,481.58,4.346,0.69
11:04:57.863,1789373097.864,481.58,5.268,0.508
11:04:57.865,1789373097.865,481.58,5.968,1.238
11:04:57.866,1789373097.867,481.82,4.382,0.34
11:04:57.868,1789373097.869,481.82,3.406,1.348
11:04:57.870,1789373097.87,482.06,4.176,0.596
11:04:57.871,1789373097.872,482.54,5.242,0.82
11:04:57.873,1789373097.873,482.79,5.214,0.78
11:04:57.874,1789373097.875,483.03,3.48,1.112
11:04:57.876,1789373097.877,482.79,3.442,0.936
11:04:57.878,1789373097.878,482.54,4.724,0.386
11:04:57.879,1789373097.88,482.79,4.932,0.632
11:04:57.881,1789373097.881,482.79,4.006,0.916
11:04:57.882,1789373097.883,482.54,3.242,1.23
11:04:57.884,1789373097.885,482.3,3.566,0.636
11:04:57.886,1789373097.886,482.06,5.256,1.122
11:04:57.887,1789373097.888,482.06,4.966,0.844
11:04:57.889,1789373097.889,482.06,3.39,0.776
11:04:57.890,1789373097.891,482.06,2.952,1.25
11:04:57.892,1789373097.893,482.06,5.134,1.058
11:04:57.894,1789373097.894,482.06,5.486,1.428
11:04:57.895,1789373097.896,481.82,3.864,0.416
11:04:57.897,1789373097.897,481.82,3.336,0.882
11:04:57.898,1789373097.899,482.06,4.014,0.366
11:04:57.900,1789373097.901,481.82,5.182,0.796
11:04:57.902,1789373097.902,482.3,4.532,0.304
11:04:57.903,1789373097.904,482.3,3.576,1.214
11:04:57.905,1789373097.905,482.3,3.818,0.97
11:04:57.906,1789373097.907,482.06,5.438,0.752
11:04:57.908,1789373097.909,482.3,6.1,1.168
11:04:57.910,1789373097.91,482.54,4.926,0.424
11:04:57.911,1789373097.912,482.54,4.486,0.644
11:04:57.913,1789373097.913,482.3,4.668,0.668
11:04:57.914,1789373097.915,482.06,5.946,0.998
11:04:57.916,1789373097.917,482.06,5.918,0.876
11:04:57.918,1789373097.918,482.06,4.406,0.67
11:04:57.919,1789373097.92,482.06,3.942,1.124
11:04:57.921,1789373097.921,481.82,5.144,0.12
11:04:57.922,1789373097.923,481.58,5.964,1.014
11:04:57.924,1789373097.925,481.58,4.428,0.522
11:04:57.926,1789373097.926,481.34,3.912,1.034
11:04:57.927,1789373097.928,481.58,4.608,0.296
11:04:57.929,1789373097.929,481.82,5.942,1.102
11:04:57.930,1789373097.931,482.3,5.318,0.904
11:04:57.932,1789373097.933,482.79,3.14,1.486
11:04:57.934,1789373097.934,483.03,3.924,0.682
11:04:57.935,1789373097.936,482.79,5.128,1.112
11:04:57.937,1789373097.937,483.03,5.504,1.378
11:04:57.938,1789373097.939,483.03,4.158,0.454
11:04:57.940,1789373097.941,483.03,3.37,0.754
11:04:57.942,1789373097.942,482.54,4.104,0.212
11:04:57.943,1789373097.944,482.3,4.328,0.644
11:04:57.945,1789373097.945,482.3,4.798,1.05
11:04:57.946,1789373097.947,482.3,3.29,0.766
11:04:57.948,1789373097.949,482.3,2.882,1.072
11:04:57.950,1789373097.95,482.3,4.002,0.248
11:04:57.951,1789373097.952,482.3,4.534,0.582
11:04:57.953,1789373097.953,482.3,3.82,0.458
11:04:57.954,1789373097.955,482.06,3.172,1.102
11:04:57.956,1789373097.957,481.58,3.732,0.412
11:04:57.958,1789373097.958,482.06,5.48,1.234
11:04:57.959,1789373097.96,481.82,5.152,0.792
11:04:57.961,1789373097.961,482.06,3.7,0.944
11:04:57.962,1789373097.963,482.3,4.082,0.638
11:04:57.964,1789373097.965,482.06,5.052,0.812
11:04:57.966,1789373097.966,482.06,6.388,1.476
11:04:57.967,1789373097.968,482.3,4.822,0.25
11:04:57.969,1789373097.969,482.3,4.23,0.924
11:04:57.970,1789373097.971,482.54,4.426,0.804
11:04:57.972,1789373097.973,482.3,6.032,1.188
11:04:57.974,1789373097.974,482.54,6.196,1.102
11:04:57.975,1789373097.976,482.3,4.554,0.752
11:04:57.977,1789373097.977,481.82,4.124,1.012
11:04:57.978,1789373097.979,481.82,5.28,0.42
11:04:57.980,1789373097.981,481.58,5.98,0.994
11:04:57.982,1789373097.982,481.82,4.564,0.362
11:04:57.983,1789373097.984,481.82,3.794,1.192
11:04:57.985,1789373097.985,481.58,4.498,0.316
11:04:57.986,1789373097.987,481.58,5.896,1.248
11:04:57.988,1789373097.989,481.82,5.304,0.702
11:04:57.990,1789373097.99,482.06,3.752,0.942
11:04:57.991,1789373097.992,482.54,3.146,1.406
11:04:57.993,1789373097.993,482.54,4.794,0.44
11:04:57.994,1789373097.995,482.79,5.774,1.558
11:04:57.996,1789373097.997,483.03,3.908,0.724
11:04:57.998,1789373097.998,483.03,3.32,0.826
11:04:57.999,1789373098.0,482.79,3.784,0.308
11:04:58.001,1789373098.001,482.79,4.534,0.562
11:04:58.002,1789373098.003,482.79,4.408,0.654
11:04:58.004,1789373098.005,482.54,3.34,1.108
11:04:58.006,1789373098.006,482.3,2.978,0.984
11:04:58.007,1789373098.008,481.82,4.002,0.038
11:04:58.009,1789373098.009,482.06,5.212,1.23
11:04:58.010,1789373098.011,482.06,3.972,0.244
11:04:58.012,1789373098.013,482.06,2.534,1.52
11:04:58.014,1789373098.014,482.06,3.868,0.22
11:04:58.015,1789373098.016,481.58,5.252,1.222
11:04:58.017,1789373098.017,482.06,4.874,0.726
11:04:58.018,1789373098.019,481.82,3.722,0.584
11:04:58.020,1789373098.021,481.82,3.444,1.058
11:04:58.022,1789373098.022,481.82,4.67,0.234
11:04:58.023,1789373098.024,482.06,5.526,1.032
11:04:58.025,1789373098.025,482.3,4.504,0.516
11:04:58.026,1789373098.027,482.3,3.88,1.06
11:04:58.028,1789373098.029,482.3,4.542,0.71
11:04:58.030,1789373098.03,482.3,6.116,1.056
11:04:58.031,1789373098.032,482.79,5.626,0.44
11:04:58.033,1789373098.033,482.54,5.244,0.612
11:04:58.034,1789373098.035,482.3,4.424,0.822
11:04:58.036,1789373098.037,481.82,4.984,0.476
11:04:58.038,1789373098.038,482.06,6.492,1.388
11:04:58.039,1789373098.04,482.06,5.342,0.226
11:04:58.041,1789373098.041,481.82,4.116,1.008
11:04:58.042,1789373098.043,481.82,4.702,0.416
11:04:58.044,1789373098.045,481.58,5.76,0.88
11:04:58.046,1789373098.046,481.58,5.542,0.658
11:04:58.047,1789373098.048,481.34,4.104,0.786
11:04:58.049,1789373098.049,481.82,3.812,1.004
11:04:58.050,1789373098.051,481.82,5.012,0.292
11:04:58.052,1789373098.053,482.54,5.558,1.08
11:04:58.054,1789373098.054,482.79,3.814,0.636
11:04:58.055,1789373098.056,483.03,3.132,1.328
11:04:58.057,1789373098.057,483.03,3.644,0.522
11:04:58.058,1789373098.059,483.03,4.912,0.978
11:04:58.060,1789373098.061,483.03,4.564,0.776
11:04:58.062,1789373098.062,483.03,3.564,0.804
11:04:58.063,1789373098.064,482.79,3.408,0.688
11:04:58.065,1789373098.065,482.3,3.6,0.514
11:04:58.066,1789373098.067,482.06,5.134,1.376
11:04:58.068,1789373098.069,482.3,3.976,0.306
11:04:58.070,1789373098.07,482.3,2.886,0.982
11:04:58.071,1789373098.072,482.3,3.088,0.918
11:04:58.073,1789373098.073,482.06,4.764,0.822
11:04:58.074,1789373098.075,482.06,4.912,0.948
11:04:58.076,1789373098.077,481.82,3.428,0.944
11:04:58.078,1789373098.078,482.3,3.448,0.788
11:04:58.079,1789373098.08,481.82,4.776,0.398
11:04:58.081,1789373098.081,481.82,5.632,1.136
11:04:58.082,1789373098.083,482.06,4.59,0.582
11:04:58.084,1789373098.085,482.06,3.978,0.886
11:04:58.086,1789373098.086,482.06,4.504,0.604
11:04:58.087,1789373098.088,482.06,6.34,1.38
11:04:58.089,1789373098.089,482.3,5.83,0.662
11:04:58.090,1789373098.091,482.54,4.674,0.61
11:04:58.092,1789373098.093,482.54,4.15,1.186
11:04:58.094,1789373098.094,482.06,5.796,0.908
11:04:58.095,1789373098.096,482.06,6.488,1.28
11:04:58.097,1789373098.097,482.3,5.496,0.466
11:04:58.098,1789373098.099,482.06,4.44,0.718
11:04:58.100,1789373098.101,482.06,4.48,0.612
11:04:58.102,1789373098.102,481.82,5.72,0.71
11:04:58.103,1789373098.104,481.82,5.104,0.232
11:04:58.105,1789373098.105,481.82,3.89,1.018
11:04:58.106,1789373098.107,481.34,3.982,0.854
11:04:58.108,1789373098.109,481.58,5.114,0.498
11:04:58.110,1789373098.11,482.06,5.918,1.35
11:04:58.111,1789373098.112,482.06,4.416,0.408
11:04:58.113,1789373098.113,482.54,2.888,1.578
11:04:58.114,1789373098.115,482.54,4.284,0.258
11:04:58.116,1789373098.117,482.54,5.606,1.564
11:04:58.118,1789373098.118,483.03,4.892,0.982
11:04:58.119,1789373098.12,483.03,3.64,0.572
11:04:58.121,1789373098.121,483.03,3.348,0.696
11:04:58.122,1789373098.123,482.79,3.946,0.206
11:04:58.124,1789373098.125,482.79,5.048,1.076
11:04:58.126,1789373098.126,482.54,4.348,0.798
11:04:58.127,1789373098.128,482.54,3.142,0.922
11:04:58.129,1789373098.129,482.3,3.29,0.73
11:04:58.130,1789373098.131,482.06,4.928,0.894
11:04:58.132,1789373098.133,482.06,4.598,0.5
11:04:58.134,1789373098.134,482.06,2.786,1.336
11:04:58.135,1789373098.136,482.06,3.416,0.936
11:04:58.137,1789373098.137,482.06,4.558,0.43
11:04:58.138,1789373098.139,481.82,5.534,1.27
11:04:58.140,1789373098.141,481.82,4.316,0.15
11:04:58.142,1789373098.142,482.06,3.566,1.096
11:04:58.143,1789373098.144,481.82,4.114,0.658
11:04:58.145,1789373098.145,481.82,6.034,1.394
11:04:58.146,1789373098.147,481.82,5.648,0.78
11:04:58.148,1789373098.149,482.54,4.202,0.872
11:04:58.150,1789373098.15,482.3,4.222,0.976
11:04:58.151,1789373098.152,482.3,5.592,0.51
11:04:58.153,1789373098.153,482.3,5.73,0.692
11:04:58.154,1789373098.155,482.3,5.462,0.752
11:04:58.156,1789373098.157,482.3,4.336,1.16
11:04:58.158,1789373098.158,482.06,4.506,0.804
11:04:58.159,1789373098.16,481.82,6.252,1.028
11:04:58.161,1789373098.161,481.82,5.934,0.748
11:04:58.162,1789373098.163,481.82,4.432,0.772
11:04:58.164,1789373098.165,481.58,4.66,0.478
11:04:58.166,1789373098.166,481.34,5.416,0.538
11:04:58.167,1789373098.168,481.34,6.118,1.21
11:04:58.169,1789373098.169,481.82,4.444,0.432
11:04:58.170,1789373098.171,481.82,3.73,1.11
11:04:58.172,1789373098.173,482.06,4.182,0.602
11:04:58.174,1789373098.174,482.3,5.31,0.752
11:04:58.175,1789373098.176,482.79,4.524,0.29
11:04:58.177,1789373098.177,483.03,3.008,1.376
11:04:58.178,1789373098.179,483.03,3.172,0.836
11:04:58.180,1789373098.181,483.27,4.38,0.496
11:04:58.182,1789373098.182,483.03,4.716,0.916
11:04:58.183,1789373098.184,483.03,3.77,0.976
11:04:58.185,1789373098.185,482.54,3.084,1.184
11:04:58.186,1789373098.187,482.3,3.218,0.556
11:04:58.188,1789373098.189,482.3,4.67,0.93
11:04:58.190,1789373098.19,482.3,4.636,0.868
