iso,t_s,wm_hat_hz,iq,iq_shed
15:54:37.686,1789390477.686,35.608,23.272,0.9999
15:54:37.726,1789390477.726,36.02,23.13,0.9999
15:54:37.766,1789390477.766,36.136,22.834,0.9999
15:54:37.806,1789390477.806,36.314,21.994,0.9999
15:54:37.846,1789390477.846,36.132,21.422,0.9999
15:54:37.886,1789390477.886,35.82,23.336,0.9999
15:54:37.926,1789390477.926,36.13,22.792,0.9999
15:54:37.966,1789390477.966,36.05,23.232,0.9999
15:54:38.006,1789390478.006,36.29,23.132,0.9999
15:54:38.046,1789390478.046,36.702,21.468,0.9999
15:54:38.086,1789390478.086,36.516,23.598,0.9999
15:54:38.126,1789390478.126,36.51,22.362,0.9999
15:54:38.166,1789390478.166,36.816,20.848,0.9999
15:54:38.206,1789390478.206,35.064,24.078,0.9999
15:54:38.246,1789390478.246,36.19,23.292,0.9999
15:54:38.286,1789390478.286,35.872,22.124,0.9999
15:54:38.326,1789390478.326,35.868,23.004,0.9999
15:54:38.366,1789390478.366,35.71,22.968,0.9999
15:54:38.406,1789390478.406,36.218,23.578,0.9999
15:54:38.446,1789390478.446,35.878,23.02,0.9999
15:54:38.486,1789390478.486,36.332,22.284,0.9999
15:54:38.526,1789390478.526,35.612,23.216,0.9999
15:54:38.566,1789390478.566,36.246,20.948,0.9999
15:54:38.606,1789390478.606,35.336,22.2,0.9999
15:54:38.646,1789390478.646,35.378,23.56,0.9999
15:54:38.686,1789390478.686,35.738,22.536,0.9999
15:54:38.726,1789390478.726,36.03,21.912,0.9999
15:54:38.766,1789390478.766,35.568,23.014,0.9999
15:54:38.806,1789390478.806,35.918,21.406,0.9999
15:54:38.846,1789390478.846,35.47,23.456,0.9999
15:54:38.886,1789390478.886,36.044,21.008,0.9999
15:54:38.926,1789390478.926,35.91,22.814,0.9999
15:54:38.966,1789390478.966,35.672,23.204,0.9999
15:54:39.006,1789390479.006,36.612,21.542,0.9999
15:54:39.046,1789390479.046,35.582,23.066,0.9999
15:54:39.086,1789390479.086,36.748,20.838,0.9999
15:54:39.126,1789390479.126,35.652,23.688,0.9999
15:54:39.166,1789390479.166,36.388,20.836,0.9999
15:54:39.206,1789390479.206,35.62,22.632,0.9999
15:54:39.246,1789390479.246,35.642,23.212,0.9999
15:54:39.286,1789390479.286,35.71,21.784,0.9999
15:54:39.326,1789390479.326,35.854,23.35,0.9999
15:54:39.366,1789390479.366,35.774,20.736,0.9999
15:54:39.406,1789390479.406,35.382,23.372,0.9999
15:54:39.446,1789390479.446,35.602,21.554,0.9999
15:54:39.486,1789390479.486,35.8,22.824,0.9999
15:54:39.526,1789390479.526,35.43,23.17,0.9999
15:54:39.566,1789390479.566,36.086,23.65,0.9999
15:54:39.606,1789390479.606,36.412,21.524,0.9999
15:54:39.646,1789390479.646,36.092,22.648,0.9999
15:54:39.686,1789390479.686,36.044,20.792,0.9999
15:54:39.726,1789390479.726,35.164,22.9,0.9999
15:54:39.766,1789390479.766,35.65,23.548,0.9999
15:54:39.806,1789390479.806,36.378,21.866,0.9999
15:54:39.846,1789390479.846,36.222,23.034,0.9999
15:54:39.886,1789390479.886,36.488,22.132,0.9999
15:54:39.926,1789390479.926,36.396,22.968,0.9999
15:54:39.966,1789390479.966,36.398,22.352,0.9999
15:54:40.006,1789390480.006,36.398,22.056,0.9999
15:54:40.046,1789390480.046,35.472,23.572,0.9999
15:54:40.086,1789390480.086,37.028,20.276,0.9999
15:54:40.126,1789390480.126,35.448,23.064,0.9999
15:54:40.166,1789390480.166,36.236,23.22,0.9999
15:54:40.206,1789390480.206,35.254,23.462,0.9999
15:54:40.246,1789390480.246,36.356,23.412,0.9999
15:54:40.286,1789390480.286,36.148,22.176,0.9999
15:54:40.326,1789390480.326,36.434,22.38,0.9999
15:54:40.366,1789390480.366,35.392,24.504,0.9999
15:54:40.406,1789390480.406,36.534,22.45,0.9999
15:54:40.446,1789390480.446,36.698,20.462,0.9999
15:54:40.486,1789390480.486,36.008,21.524,0.9999
15:54:40.526,1789390480.526,34.926,23.302,0.9999
15:54:40.566,1789390480.566,35.162,24.262,0.9999
15:54:40.606,1789390480.606,35.41,24.034,0.9999
15:54:40.646,1789390480.646,36.014,23.062,0.9999
15:54:40.686,1789390480.686,35.844,22.774,0.9999
15:54:40.726,1789390480.726,36.29,23.332,0.9999
