iso,t_s,vdc_units,iq_ref,v_demand
10:57:24.939,1789372644.939,515.8,16.652,228.01
10:57:24.940,1789372644.941,515.8,16.678,178.52
10:57:24.942,1789372644.942,515.8,16.764,185.24
10:57:24.943,1789372644.944,515.8,16.892,167.4
10:57:24.945,1789372644.946,515.8,17.002,210.62
10:57:24.947,1789372644.947,515.8,17.078,195.75
10:57:24.948,1789372644.949,515.86,17.204,214.96
10:57:24.950,1789372644.95,515.86,17.324,184.74
10:57:24.951,1789372644.952,515.86,17.43,183.06
10:57:24.953,1789372644.954,515.86,17.51,178.94
10:57:24.955,1789372644.955,515.86,17.592,212.42
10:57:24.956,1789372644.957,515.86,17.51,207.8
10:57:24.958,1789372644.958,515.86,17.414,197.83
10:57:24.959,1789372644.96,515.86,17.27,182.29
10:57:24.961,1789372644.962,515.86,17.078,186.16
10:57:24.963,1789372644.963,515.86,16.854,196.82
10:57:24.964,1789372644.965,515.86,16.752,204.83
10:57:24.966,1789372644.966,515.86,16.656,226.41
10:57:24.967,1789372644.968,515.86,16.59,183.78
10:57:24.969,1789372644.97,515.86,16.61,181.06
10:57:24.971,1789372644.971,515.86,16.696,171.8
10:57:24.972,1789372644.973,515.86,16.76,203.76
10:57:24.974,1789372644.974,515.86,16.89,199.05
10:57:24.975,1789372644.976,515.86,17.014,225.48
10:57:24.977,1789372644.978,515.86,17.1,175.31
10:57:24.979,1789372644.979,515.86,17.21,190.34
10:57:24.980,1789372644.981,515.86,17.358,166.86
10:57:24.982,1789372644.982,515.86,17.462,219.99
10:57:24.983,1789372644.984,515.86,17.522,191.89
10:57:24.985,1789372644.986,515.86,17.58,217.78
10:57:24.987,1789372644.987,515.86,17.574,180.2
10:57:24.988,1789372644.989,515.86,17.488,190.06
10:57:24.990,1789372644.99,515.86,17.376,182.67
10:57:24.991,1789372644.992,515.86,17.204,229.42
10:57:24.993,1789372644.994,515.86,16.934,190.98
10:57:24.995,1789372644.995,515.86,16.76,199.19
10:57:24.996,1789372644.997,515.86,16.668,167.3
10:57:24.998,1789372644.998,515.86,16.596,187.64
10:57:24.999,1789372645.0,515.86,16.568,188.38
10:57:25.001,1789372645.002,515.86,16.646,229.22
10:57:25.003,1789372645.003,515.86,16.692,198.87
10:57:25.004,1789372645.005,515.86,16.806,188.72
10:57:25.006,1789372645.006,515.86,16.954,171.25
10:57:25.007,1789372645.008,515.86,17.098,190.0
10:57:25.009,1789372645.01,515.86,17.182,198.83
10:57:25.011,1789372645.011,515.86,17.316,208.03
10:57:25.012,1789372645.013,515.86,17.428,212.52
10:57:25.014,1789372645.014,515.86,17.522,183.06
10:57:25.015,1789372645.016,515.86,17.582,185.01
10:57:25.017,1789372645.018,515.86,17.65,189.44
10:57:25.019,1789372645.019,515.86,17.558,212.89
10:57:25.020,1789372645.021,515.86,17.432,196.24
10:57:25.022,1789372645.022,515.86,17.256,204.63
10:57:25.023,1789372645.024,515.86,17.066,180.21
10:57:25.025,1789372645.026,515.86,16.854,197.14
10:57:25.027,1789372645.027,515.86,16.754,188.44
10:57:25.028,1789372645.029,515.82,16.672,235.87
10:57:25.030,1789372645.03,515.82,16.592,191.68
10:57:25.031,1789372645.032,515.82,16.606,195.19
10:57:25.033,1789372645.034,515.82,16.678,165.61
10:57:25.035,1789372645.035,515.82,16.75,195.36
10:57:25.036,1789372645.037,515.82,16.87,188.86
10:57:25.038,1789372645.038,515.82,16.996,232.36
10:57:25.039,1789372645.04,515.82,17.06,188.08
10:57:25.041,1789372645.042,515.82,17.164,194.94
10:57:25.043,1789372645.043,515.82,17.296,162.49
10:57:25.044,1789372645.045,515.82,17.41,210.68
10:57:25.046,1789372645.046,515.82,17.452,195.34
10:57:25.047,1789372645.048,515.82,17.51,222.03
10:57:25.049,1789372645.05,515.82,17.496,196.92
10:57:25.051,1789372645.051,515.82,17.408,186.35
10:57:25.052,1789372645.053,515.82,17.3,178.32
10:57:25.054,1789372645.054,515.82,17.156,208.29
10:57:25.055,1789372645.056,515.82,16.97,203.34
10:57:25.057,1789372645.058,515.82,16.862,206.17
10:57:25.059,1789372645.059,515.82,16.802,187.87
10:57:25.060,1789372645.061,515.82,16.756,184.85
10:57:25.062,1789372645.062,515.82,16.72,191.48
10:57:25.063,1789372645.064,515.82,16.778,215.34
10:57:25.065,1789372645.066,515.82,16.762,215.75
10:57:25.067,1789372645.067,515.82,16.806,191.86
10:57:25.068,1789372645.069,515.82,16.884,185.39
10:57:25.070,1789372645.07,515.82,16.964,177.92
10:57:25.071,1789372645.072,515.82,17.006,199.21
10:57:25.073,1789372645.074,515.82,17.112,199.82
10:57:25.075,1789372645.075,515.82,17.21,225.25
10:57:25.076,1789372645.077,515.82,17.282,178.13
10:57:25.078,1789372645.078,515.82,17.36,187.51
10:57:25.079,1789372645.08,515.82,17.458,174.99
10:57:25.081,1789372645.082,515.82,17.42,209.88
10:57:25.083,1789372645.083,515.82,17.348,195.36
10:57:25.084,1789372645.085,515.82,17.238,221.82
10:57:25.086,1789372645.086,515.82,17.114,174.86
10:57:25.087,1789372645.088,515.82,16.998,191.12
10:57:25.089,1789372645.09,515.82,16.954,174.42
10:57:25.091,1789372645.091,515.82,16.92,231.03
10:57:25.092,1789372645.093,515.82,16.824,191.57
10:57:25.094,1789372645.094,515.82,16.802,202.82
10:57:25.095,1789372645.096,515.82,16.812,167.4
10:57:25.097,1789372645.098,515.82,16.81,186.72
10:57:25.099,1789372645.099,515.82,16.848,184.23
10:57:25.100,1789372645.101,515.82,16.904,231.45
10:57:25.102,1789372645.102,515.82,16.894,198.24
10:57:25.103,1789372645.104,515.82,16.954,196.57
10:57:25.105,1789372645.106,515.82,17.048,164.46
10:57:25.107,1789372645.107,515.82,17.168,197.6
10:57:25.108,1789372645.109,515.84,17.23,195.19
10:57:25.110,1789372645.11,515.84,17.336,218.29
10:57:25.111,1789372645.112,515.84,17.37,209.92
10:57:25.113,1789372645.114,515.84,17.35,185.78
10:57:25.115,1789372645.115,515.84,17.306,177.86
10:57:25.116,1789372645.117,515.84,17.236,197.52
10:57:25.118,1789372645.118,515.84,17.088,210.31
10:57:25.119,1789372645.12,515.84,17.01,204.64
10:57:25.121,1789372645.122,515.84,16.964,203.31
10:57:25.123,1789372645.123,515.84,16.91,180.31
10:57:25.124,1789372645.125,515.84,16.856,191.19
10:57:25.126,1789372645.126,515.84,16.882,199.61
10:57:25.127,1789372645.128,515.84,16.836,219.29
10:57:25.129,1789372645.13,515.84,16.83,192.31
10:57:25.131,1789372645.131,515.84,16.856,195.49
