iso,t_s,vDcInst,iq,i_trk_err
11:12:50.328,1789373570.329,473.36,42.77,8.342
11:12:50.330,1789373570.331,473.84,41.55,8.962
11:12:50.332,1789373570.332,474.32,40.66,10.204
11:12:50.333,1789373570.334,473.12,42.944,7.66
11:12:50.335,1789373570.335,472.87,40.102,10.72
11:12:50.336,1789373570.337,472.63,42.422,8.24
11:12:50.338,1789373570.339,472.63,41.604,9.298
11:12:50.340,1789373570.34,473.36,43.09,7.626
11:12:50.341,1789373570.342,473.84,42.468,8.114
11:12:50.343,1789373570.343,473.6,42.48,8.752
11:12:50.344,1789373570.345,471.91,43.594,7.042
11:12:50.346,1789373570.347,472.63,42.026,8.862
11:12:50.348,1789373570.348,472.63,43.814,6.904
11:12:50.349,1789373570.35,472.63,42.566,8.298
11:12:50.351,1789373570.351,472.63,43.526,7.2
11:12:50.352,1789373570.353,472.63,43.258,7.456
11:12:50.354,1789373570.355,473.12,42.976,7.798
11:12:50.356,1789373570.356,472.87,43.844,6.878
11:12:50.357,1789373570.358,472.87,43.06,7.888
11:12:50.359,1789373570.359,472.39,43.162,7.588
11:12:50.360,1789373570.361,473.6,42.612,8.23
11:12:50.362,1789373570.363,473.84,42.972,7.69
11:12:50.364,1789373570.364,473.84,41.714,9.146
11:12:50.365,1789373570.366,473.6,41.79,8.88
11:12:50.367,1789373570.367,473.36,42.274,8.688
11:12:50.368,1789373570.369,473.84,43.276,7.596
11:12:50.370,1789373570.371,473.36,43.732,6.856
11:12:50.372,1789373570.372,473.36,43.182,7.752
11:12:50.373,1789373570.374,473.36,41.9,8.628
11:12:50.375,1789373570.375,474.08,40.648,10.006
11:12:50.376,1789373570.377,473.36,41.776,8.778
11:12:50.378,1789373570.379,472.39,40.794,9.96
11:12:50.380,1789373570.38,472.39,42.222,8.546
11:12:50.381,1789373570.382,472.15,41.838,9.048
11:12:50.383,1789373570.383,473.12,43.414,7.258
11:12:50.384,1789373570.385,473.6,41.93,8.608
11:12:50.386,1789373570.387,473.36,41.078,9.732
11:12:50.388,1789373570.388,472.87,41.914,8.622
11:12:50.389,1789373570.39,472.63,40.23,10.476
11:12:50.391,1789373570.391,473.36,42.208,8.432
11:12:50.392,1789373570.393,473.12,41.604,9.25
11:12:50.394,1789373570.395,473.36,43.134,7.52
11:12:50.396,1789373570.396,473.12,41.852,8.562
11:12:50.397,1789373570.398,474.08,41.938,9.26
11:12:50.399,1789373570.399,473.6,43.464,7.198
11:12:50.400,1789373570.401,473.36,40.92,9.85
11:12:50.402,1789373570.403,473.6,42.202,8.322
11:12:50.404,1789373570.404,474.08,41.316,9.322
11:12:50.405,1789373570.406,474.57,42.878,7.526
11:12:50.407,1789373570.407,473.84,42.31,8.108
11:12:50.408,1789373570.409,473.84,42.406,8.19
11:12:50.410,1789373570.411,473.6,43.33,7.116
11:12:50.412,1789373570.412,474.08,42.942,7.7
11:12:50.413,1789373570.414,473.12,45.158,5.228
11:12:50.415,1789373570.415,473.36,42.956,7.582
11:12:50.416,1789373570.417,473.36,43.258,7.09
11:12:50.418,1789373570.419,473.84,41.702,8.74
11:12:50.420,1789373570.42,473.84,42.32,8.07
11:12:50.421,1789373570.422,473.36,42.322,8.136
11:12:50.423,1789373570.423,473.12,43.292,7.234
11:12:50.424,1789373570.425,473.12,43.042,7.398
11:12:50.426,1789373570.427,473.6,43.016,7.596
11:12:50.428,1789373570.428,474.08,42.744,7.746
11:12:50.429,1789373570.43,473.6,41.07,9.474
11:12:50.431,1789373570.431,472.87,41.668,8.772
11:12:50.432,1789373570.433,472.63,40.762,9.984
11:12:50.434,1789373570.435,473.12,41.558,9.132
11:12:50.436,1789373570.436,473.12,41.9,8.726
11:12:50.437,1789373570.438,473.6,43.406,7.13
11:12:50.439,1789373570.439,473.84,41.776,8.648
11:12:50.440,1789373570.441,474.08,41.09,9.686
11:12:50.442,1789373570.443,473.36,41.546,8.992
11:12:50.444,1789373570.444,473.12,39.322,11.388
11:12:50.445,1789373570.446,473.12,40.874,9.79
11:12:50.447,1789373570.447,473.84,39.938,10.906
11:12:50.448,1789373570.449,474.32,42.726,7.82
11:12:50.450,1789373570.451,473.6,40.964,9.486
11:12:50.452,1789373570.452,473.6,41.904,9.534
11:12:50.453,1789373570.454,473.12,41.774,8.788
11:12:50.455,1789373570.455,473.6,40.82,10.24
11:12:50.456,1789373570.457,473.36,43.102,7.474
11:12:50.458,1789373570.459,472.87,41.798,8.946
11:12:50.460,1789373570.46,472.87,43.628,6.944
11:12:50.461,1789373570.462,472.39,42.236,8.488
11:12:50.463,1789373570.463,473.12,42.634,8.306
11:12:50.464,1789373570.465,472.87,42.77,7.99
11:12:50.466,1789373570.467,472.87,42.602,8.748
11:12:50.468,1789373570.468,472.39,43.606,7.156
11:12:50.469,1789373570.47,473.36,42.584,8.28
11:12:50.471,1789373570.471,473.12,43.492,7.24
11:12:50.472,1789373570.473,473.36,42.266,8.564
11:12:50.474,1789373570.475,472.87,42.888,7.77
11:12:50.476,1789373570.476,472.39,42.886,7.952
11:12:50.477,1789373570.478,472.87,42.964,7.714
11:12:50.479,1789373570.479,473.36,44.318,6.302
11:12:50.480,1789373570.481,473.36,43.874,6.934
11:12:50.482,1789373570.483,473.6,42.658,7.928
11:12:50.484,1789373570.484,474.32,41.744,8.944
11:12:50.485,1789373570.486,473.6,42.368,8.254
11:12:50.487,1789373570.487,472.87,41.016,9.8
11:12:50.488,1789373570.489,472.87,41.372,9.324
11:12:50.490,1789373570.491,473.36,41.776,9.142
11:12:50.492,1789373570.492,474.08,43.554,7.138
11:12:50.493,1789373570.494,473.84,42.734,7.75
11:12:50.495,1789373570.495,473.84,41.902,9.086
11:12:50.496,1789373570.497,473.12,41.736,8.808
11:12:50.498,1789373570.499,472.63,40.522,10.178
11:12:50.500,1789373570.5,473.36,42.29,8.244
11:12:50.501,1789373570.502,472.63,41.564,9.102
11:12:50.503,1789373570.503,472.39,43.916,6.59
11:12:50.504,1789373570.505,471.91,42.104,8.524
11:12:50.506,1789373570.507,472.63,42.372,8.574
11:12:50.508,1789373570.508,472.63,41.652,9.012
11:12:50.509,1789373570.51,472.63,40.676,10.516
11:12:50.511,1789373570.511,472.63,42.1,8.542
11:12:50.512,1789373570.513,472.87,41.04,9.724
11:12:50.514,1789373570.515,473.12,42.66,7.998
11:12:50.516,1789373570.516,472.87,41.876,8.912
11:12:50.517,1789373570.518,472.63,42.854,7.954
11:12:50.519,1789373570.519,472.39,42.526,8.094
11:12:50.520,1789373570.521,472.87,42.846,8.34
11:12:50.522,1789373570.523,473.12,44.458,6.262
11:12:50.524,1789373570.524,473.12,42.76,8.008
11:12:50.525,1789373570.526,473.36,43.186,7.364
11:12:50.527,1789373570.527,474.08,42.424,8.236
11:12:50.528,1789373570.529,473.12,43.266,7.286
11:12:50.530,1789373570.531,472.63,42.31,8.314
11:12:50.532,1789373570.532,472.39,43.0,7.716
11:12:50.533,1789373570.534,472.87,43.786,6.77
11:12:50.535,1789373570.535,473.84,44.102,6.584
11:12:50.536,1789373570.537,474.32,44.314,6.196
11:12:50.538,1789373570.539,473.6,42.486,8.1
11:12:50.540,1789373570.54,472.63,42.792,7.758
11:12:50.541,1789373570.542,472.39,41.662,8.938
11:12:50.543,1789373570.543,472.39,42.404,8.038
11:12:50.544,1789373570.545,472.87,42.652,7.852
11:12:50.546,1789373570.547,472.87,44.126,6.336
11:12:50.548,1789373570.548,472.63,42.812,7.57
11:12:50.549,1789373570.55,473.84,42.006,8.638
11:12:50.551,1789373570.551,473.6,40.982,9.526
11:12:50.552,1789373570.553,473.12,40.048,10.646
11:12:50.554,1789373570.555,473.36,40.81,9.68
11:12:50.556,1789373570.556,472.87,40.73,9.96
11:12:50.557,1789373570.558,473.6,41.738,8.83
11:12:50.559,1789373570.559,473.6,41.172,9.286
11:12:50.560,1789373570.561,473.6,42.538,8.15
11:12:50.562,1789373570.563,472.87,41.102,9.338
