iso,t_s,vdc_units,iq_ref,v_demand
10:59:41.699,1789372781.699,474.7,50.652,231.34
10:59:41.700,1789372781.701,474.7,50.754,232.34
10:59:41.702,1789372781.703,474.7,50.586,232.78
10:59:41.704,1789372781.704,474.7,50.564,244.8
10:59:41.705,1789372781.706,474.7,50.49,238.22
10:59:41.707,1789372781.707,474.7,50.552,239.23
10:59:41.708,1789372781.709,474.7,50.63,224.42
10:59:41.710,1789372781.711,474.7,50.46,226.09
10:59:41.712,1789372781.712,474.7,50.64,220.9
10:59:41.713,1789372781.714,474.7,50.45,237.94
10:59:41.715,1789372781.715,474.7,50.544,256.19
10:59:41.716,1789372781.717,474.7,50.472,255.16
10:59:41.718,1789372781.719,474.7,50.572,271.61
10:59:41.720,1789372781.72,474.7,50.566,253.7
10:59:41.721,1789372781.722,474.7,50.506,268.08
10:59:41.723,1789372781.723,474.7,50.6,225.82
10:59:41.724,1789372781.725,474.7,50.494,258.47
10:59:41.726,1789372781.727,474.7,50.6,251.18
10:59:41.728,1789372781.728,474.7,50.48,261.83
10:59:41.729,1789372781.73,474.7,50.65,271.58
10:59:41.731,1789372781.731,474.7,50.554,255.84
10:59:41.732,1789372781.733,474.7,50.516,276.99
10:59:41.734,1789372781.735,474.7,50.474,226.68
10:59:41.736,1789372781.736,474.7,50.406,259.8
10:59:41.737,1789372781.738,474.7,50.526,236.9
10:59:41.739,1789372781.739,474.7,50.544,234.3
10:59:41.740,1789372781.741,474.7,50.716,242.62
10:59:41.742,1789372781.743,474.7,50.554,235.55
10:59:41.744,1789372781.744,474.7,50.62,247.75
10:59:41.745,1789372781.746,474.7,50.454,241.2
10:59:41.747,1789372781.747,474.7,50.42,248.17
10:59:41.748,1789372781.749,474.7,50.428,229.25
10:59:41.750,1789372781.751,474.7,50.47,231.11
10:59:41.752,1789372781.752,474.7,50.576,221.85
10:59:41.753,1789372781.754,474.7,50.408,216.72
10:59:41.755,1789372781.755,474.7,50.556,229.42
10:59:41.756,1789372781.757,474.7,50.368,235.26
10:59:41.758,1789372781.759,474.7,50.438,252.88
10:59:41.760,1789372781.76,474.5,50.41,242.29
10:59:41.761,1789372781.762,474.5,50.53,245.42
10:59:41.763,1789372781.763,474.5,50.598,228.7
10:59:41.764,1789372781.765,474.5,50.508,248.85
10:59:41.766,1789372781.767,474.5,50.642,222.18
10:59:41.768,1789372781.768,474.5,50.498,251.37
10:59:41.769,1789372781.77,474.5,50.584,258.29
10:59:41.771,1789372781.771,474.5,50.434,272.85
10:59:41.772,1789372781.773,474.5,50.546,277.71
10:59:41.774,1789372781.775,474.5,50.488,264.99
10:59:41.776,1789372781.776,474.5,50.414,275.85
10:59:41.777,1789372781.778,474.5,50.478,223.38
10:59:41.779,1789372781.779,474.5,50.384,264.14
10:59:41.780,1789372781.781,474.5,50.546,249.4
10:59:41.782,1789372781.783,474.5,50.538,250.1
10:59:41.784,1789372781.784,474.5,50.704,264.38
10:59:41.785,1789372781.786,474.5,50.596,244.07
10:59:41.787,1789372781.787,474.5,50.612,266.25
10:59:41.788,1789372781.789,474.5,50.504,236.45
10:59:41.790,1789372781.791,474.5,50.474,254.87
10:59:41.792,1789372781.792,474.5,50.534,228.84
10:59:41.793,1789372781.794,474.5,50.548,233.6
10:59:41.795,1789372781.795,474.5,50.71,229.33
10:59:41.796,1789372781.797,474.5,50.568,229.35
10:59:41.798,1789372781.799,474.5,50.662,236.99
10:59:41.800,1789372781.8,474.5,50.48,233.35
10:59:41.801,1789372781.802,474.5,50.546,242.55
10:59:41.803,1789372781.803,474.5,50.568,234.71
10:59:41.804,1789372781.805,474.5,50.65,229.31
