iso,t_s,wm_hat_hz,iq,iq_shed
11:17:55.025,1789373875.026,34.364,20.782,0.9999
11:17:55.065,1789373875.066,35.034,20.486,0.9999
11:17:55.105,1789373875.106,33.034,23.018,0.9999
11:17:55.145,1789373875.146,34.302,21.64,0.9999
11:17:55.185,1789373875.186,34.234,19.41,0.9999
11:17:55.225,1789373875.226,34.756,21.328,0.9999
11:17:55.265,1789373875.266,35.428,20.926,0.9999
11:17:55.305,1789373875.306,33.67,21.092,0.9999
11:17:55.345,1789373875.346,34.634,20.028,0.9999
11:17:55.385,1789373875.386,33.914,21.594,0.9999
11:17:55.425,1789373875.426,34.648,20.236,0.9999
11:17:55.465,1789373875.466,34.628,20.634,0.9999
11:17:55.505,1789373875.506,33.9,21.886,0.9999
11:17:55.545,1789373875.546,35.104,21.342,0.9999
11:17:55.585,1789373875.586,34.154,19.226,0.9999
11:17:55.625,1789373875.626,34.606,20.984,0.9999
11:17:55.665,1789373875.666,33.688,22.44,0.9999
11:17:55.705,1789373875.706,34.448,21.274,0.9999
11:17:55.745,1789373875.746,35.35,20.414,0.9999
11:17:55.785,1789373875.786,34.66,21.14,0.9999
11:17:55.825,1789373875.826,34.584,19.716,0.9999
11:17:55.865,1789373875.866,34.164,21.528,0.9999
11:17:55.905,1789373875.906,33.712,22.122,0.9999
11:17:55.945,1789373875.946,35.006,21.744,0.9999
11:17:55.985,1789373875.986,34.098,22.622,0.9999
11:17:56.025,1789373876.026,34.646,21.446,0.9999
11:17:56.065,1789373876.066,34.548,21.13,0.9999
11:17:56.105,1789373876.106,34.408,21.472,0.9999
11:17:56.145,1789373876.146,34.966,19.722,0.9999
11:17:56.185,1789373876.186,34.568,21.47,0.9999
11:17:56.225,1789373876.226,35.452,21.104,0.9999
11:17:56.265,1789373876.266,34.404,20.426,0.9999
11:17:56.305,1789373876.306,34.736,21.568,0.9999
11:17:56.345,1789373876.346,34.418,19.784,0.9999
11:17:56.385,1789373876.386,34.374,21.458,0.9999
11:17:56.425,1789373876.426,33.932,21.556,0.9999
11:17:56.465,1789373876.466,34.484,22.482,0.9999
11:17:56.505,1789373876.506,34.748,23.048,0.9999
11:17:56.545,1789373876.546,33.996,22.64,0.9999
11:17:56.585,1789373876.586,34.448,22.518,0.9999
11:17:56.625,1789373876.626,34.242,21.436,0.9999
11:17:56.665,1789373876.666,34.69,22.148,0.9999
11:17:56.705,1789373876.706,34.836,20.654,0.9999
11:17:56.745,1789373876.746,35.114,20.83,0.9999
11:17:56.785,1789373876.786,35.46,20.574,0.9999
11:17:56.825,1789373876.826,33.932,22.446,0.9999
11:17:56.865,1789373876.866,35.304,22.022,0.9999
11:17:56.905,1789373876.906,33.932,21.438,0.9999
11:17:56.945,1789373876.946,34.316,22.946,0.9999
11:17:56.985,1789373876.986,35.266,19.648,0.9999
11:17:57.025,1789373877.026,34.798,21.2,0.9999
11:17:57.065,1789373877.066,35.95,19.396,0.9999
11:17:57.105,1789373877.106,33.892,21.596,0.9999
11:17:57.145,1789373877.146,35.324,22.02,0.9999
11:17:57.185,1789373877.186,33.992,21.958,0.9999
11:17:57.225,1789373877.226,34.5,22.278,0.9999
11:17:57.265,1789373877.266,34.968,19.728,0.9999
11:17:57.305,1789373877.306,34.724,21.87,0.9999
11:17:57.345,1789373877.346,36.592,19.758,0.9999
11:17:57.385,1789373877.386,34.082,21.9,0.9999
11:17:57.425,1789373877.426,35.114,22.796,0.9999
11:17:57.465,1789373877.466,34.648,20.36,0.9999
11:17:57.505,1789373877.506,34.928,22.816,0.9999
11:17:57.545,1789373877.546,34.536,22.332,0.9999
11:17:57.585,1789373877.586,34.682,22.034,0.9999
11:17:57.625,1789373877.626,35.408,22.014,0.9999
11:17:57.665,1789373877.666,34.836,21.972,0.9999
11:17:57.705,1789373877.706,34.98,22.384,0.9999
11:17:57.745,1789373877.746,34.822,22.1,0.9999
11:17:57.785,1789373877.786,34.412,21.142,0.9999
11:17:57.825,1789373877.826,35.066,21.14,0.9999
11:17:57.865,1789373877.866,34.982,22.254,0.9999
11:17:57.905,1789373877.906,35.474,20.61,0.9999
11:17:57.945,1789373877.946,34.886,21.444,0.9999
11:17:57.985,1789373877.986,35.09,22.926,0.9999
11:17:58.025,1789373878.026,34.566,22.062,0.9999
11:17:58.065,1789373878.066,35.55,21.962,0.9999
11:17:58.105,1789373878.106,33.706,23.118,0.9999
11:17:58.145,1789373878.146,34.588,21.92,0.9999
11:17:58.185,1789373878.186,35.248,22.456,0.9999
11:17:58.225,1789373878.226,35.018,21.202,0.9999
11:17:58.265,1789373878.266,35.406,22.828,0.9999
11:17:58.305,1789373878.306,35.642,21.03,0.9999
11:17:58.345,1789373878.346,34.598,22.124,0.9999
11:17:58.385,1789373878.386,34.872,22.036,0.9999
11:17:58.425,1789373878.426,34.586,23.324,0.9999
11:17:58.465,1789373878.466,34.652,23.398,0.9999
11:17:58.505,1789373878.506,34.398,22.746,0.9999
11:17:58.545,1789373878.546,35.322,22.19,0.9999
11:17:58.585,1789373878.586,35.32,20.048,0.9999
11:17:58.625,1789373878.626,35.482,22.364,0.9999
11:17:58.665,1789373878.666,36.038,21.014,0.9999
11:17:58.705,1789373878.706,34.698,22.404,0.9999
11:17:58.745,1789373878.746,34.822,22.03,0.9999
11:17:58.785,1789373878.786,35.1,22.754,0.9999
11:17:58.825,1789373878.826,34.456,23.236,0.9999
11:17:58.865,1789373878.866,35.03,22.41,0.9999
11:17:58.905,1789373878.906,34.77,22.96,0.9999
11:17:58.945,1789373878.946,35.686,19.942,0.9999
11:17:58.985,1789373878.986,35.5,21.698,0.9999
11:17:59.025,1789373879.026,35.584,23.43,0.9999
11:17:59.065,1789373879.066,36.42,21.108,0.9999
11:17:59.105,1789373879.106,35.5,21.624,0.9999
11:17:59.145,1789373879.146,35.514,22.972,0.9999
11:17:59.185,1789373879.186,34.684,23.094,0.9999
11:17:59.225,1789373879.226,35.182,22.968,0.9999
11:17:59.265,1789373879.266,34.768,22.942,0.9999
11:17:59.305,1789373879.306,35.192,22.584,0.9999
11:17:59.345,1789373879.346,35.546,22.654,0.9999
11:17:59.385,1789373879.386,34.398,24.362,0.9999
11:17:59.425,1789373879.426,35.544,22.23,0.9999
11:17:59.465,1789373879.466,35.324,22.046,0.9999
11:17:59.505,1789373879.506,35.398,23.242,0.9999
11:17:59.545,1789373879.546,34.654,23.298,0.9999
11:17:59.585,1789373879.586,36.218,21.966,0.9999
11:17:59.625,1789373879.626,34.868,22.524,0.9999
11:17:59.665,1789373879.666,34.748,22.696,0.9999
11:17:59.705,1789373879.706,34.854,22.234,0.9999
11:17:59.745,1789373879.746,35.12,22.732,0.9999
11:17:59.785,1789373879.786,36.38,20.638,0.9999
11:17:59.825,1789373879.826,35.146,22.552,0.9999
11:17:59.865,1789373879.866,36.146,22.454,0.9999
11:17:59.905,1789373879.906,35.786,21.77,0.9999
11:17:59.945,1789373879.946,36.606,21.802,0.9999
11:17:59.985,1789373879.986,35.214,20.292,0.9999
11:18:00.025,1789373880.026,36.142,22.196,0.9999
11:18:00.065,1789373880.066,35.022,22.814,0.9999
11:18:00.105,1789373880.106,35.92,23.092,0.9999
11:18:00.145,1789373880.146,35.27,20.602,0.9999
11:18:00.185,1789373880.186,35.334,22.686,0.9999
11:18:00.225,1789373880.226,35.202,23.188,0.9999
11:18:00.265,1789373880.266,35.116,23.028,0.9999
11:18:00.305,1789373880.306,35.55,22.398,0.9999
11:18:00.345,1789373880.346,35.2,21.76,0.9999
11:18:00.385,1789373880.386,36.174,22.906,0.9999
11:18:00.425,1789373880.426,35.308,23.272,0.9999
11:18:00.465,1789373880.466,36.324,23.028,0.9999
11:18:00.505,1789373880.506,34.604,22.424,0.9999
11:18:00.545,1789373880.546,36.278,21.842,0.9999
11:18:00.585,1789373880.586,34.638,23.68,0.9999
11:18:00.625,1789373880.626,36.228,22.706,0.9999
11:18:00.665,1789373880.666,35.764,21.076,0.9999
11:18:00.705,1789373880.706,35.5,23.916,0.9999
11:18:00.745,1789373880.746,34.954,23.39,0.9999
11:18:00.785,1789373880.786,35.058,24.536,0.9999
11:18:00.825,1789373880.826,35.496,22.996,0.9999
11:18:00.865,1789373880.866,35.312,23.236,0.9999
11:18:00.905,1789373880.906,36.272,20.586,0.9999
11:18:00.945,1789373880.946,34.9,24.74,0.9999
11:18:00.985,1789373880.986,35.748,23.01,0.9999
11:18:01.025,1789373881.026,36.038,23.806,0.9999
11:18:01.065,1789373881.066,36.2,22.614,0.9999
11:18:01.105,1789373881.106,36.308,21.56,0.9999
