iso,t_s,vDcInst,iq,i_trk_err
11:10:35.407,1789373435.408,474.08,42.7,8.05
11:10:35.409,1789373435.409,474.32,42.65,7.962
11:10:35.410,1789373435.411,473.6,42.624,8.11
11:10:35.412,1789373435.413,473.84,43.078,7.69
11:10:35.414,1789373435.414,474.32,42.384,8.28
11:10:35.415,1789373435.416,474.57,43.09,7.858
11:10:35.417,1789373435.417,474.57,41.976,8.656
11:10:35.418,1789373435.419,474.57,40.904,9.754
11:10:35.420,1789373435.421,474.32,41.208,9.432
11:10:35.422,1789373435.422,473.84,40.93,10.028
11:10:35.423,1789373435.424,474.08,42.144,8.798
11:10:35.425,1789373435.425,473.84,41.732,8.962
11:10:35.426,1789373435.427,474.57,43.104,7.76
11:10:35.428,1789373435.429,475.05,41.814,8.63
11:10:35.430,1789373435.43,475.29,40.966,9.774
11:10:35.431,1789373435.432,473.84,43.098,7.45
11:10:35.433,1789373435.433,473.6,40.226,10.52
11:10:35.434,1789373435.435,474.08,42.382,8.192
11:10:35.436,1789373435.437,474.57,41.436,9.402
11:10:35.438,1789373435.438,474.57,43.232,7.31
11:10:35.439,1789373435.44,474.32,42.04,8.372
11:10:35.441,1789373435.441,474.81,42.642,8.54
11:10:35.442,1789373435.443,474.32,43.528,6.944
11:10:35.444,1789373435.445,474.08,42.02,8.698
11:10:35.446,1789373435.446,474.81,43.626,6.872
11:10:35.447,1789373435.448,474.08,42.454,8.204
11:10:35.449,1789373435.449,474.81,43.236,7.222
11:10:35.450,1789373435.451,474.81,42.756,7.714
11:10:35.452,1789373435.453,475.05,42.64,7.924
11:10:35.454,1789373435.454,474.32,43.474,7.032
11:10:35.455,1789373435.456,474.57,42.64,8.112
11:10:35.457,1789373435.457,475.29,42.69,7.832
11:10:35.458,1789373435.459,475.53,42.224,8.382
11:10:35.460,1789373435.461,475.53,42.416,7.998
11:10:35.462,1789373435.462,475.29,41.316,9.258
11:10:35.463,1789373435.464,475.29,41.406,8.928
11:10:35.465,1789373435.465,475.29,42.02,8.654
11:10:35.466,1789373435.467,475.05,42.914,7.684
11:10:35.468,1789373435.469,474.08,43.332,7.0
11:10:35.470,1789373435.47,474.81,42.842,7.786
11:10:35.471,1789373435.472,475.29,41.494,8.802
11:10:35.473,1789373435.473,475.78,40.192,10.246
11:10:35.474,1789373435.475,475.05,41.322,9.064
11:10:35.476,1789373435.477,474.08,40.048,10.598
11:10:35.478,1789373435.478,474.57,41.494,9.148
11:10:35.479,1789373435.48,474.57,41.152,9.65
11:10:35.481,1789373435.481,475.05,42.85,7.65
11:10:35.482,1789373435.483,475.05,41.272,9.15
11:10:35.484,1789373435.485,475.05,41.006,9.826
11:10:35.486,1789373435.486,474.57,41.908,8.52
11:10:35.487,1789373435.488,474.32,40.03,10.602
11:10:35.489,1789373435.489,473.84,42.28,8.308
11:10:35.490,1789373435.491,473.84,41.312,9.526
11:10:35.492,1789373435.493,474.32,43.024,7.586
11:10:35.494,1789373435.494,474.81,41.792,8.712
11:10:35.495,1789373435.496,475.29,41.726,9.378
11:10:35.497,1789373435.497,474.57,43.108,7.574
11:10:35.498,1789373435.499,474.57,40.954,9.98
11:10:35.500,1789373435.501,474.81,42.204,8.466
11:10:35.502,1789373435.502,475.53,41.288,9.49
11:10:35.503,1789373435.504,476.02,42.774,7.828
11:10:35.505,1789373435.505,475.05,42.068,8.572
11:10:35.506,1789373435.507,475.05,42.29,8.382
11:10:35.508,1789373435.509,475.29,42.862,7.768
11:10:35.510,1789373435.51,475.53,43.178,7.58
11:10:35.511,1789373435.512,474.57,45.272,5.27
11:10:35.513,1789373435.513,474.32,43.182,7.516
11:10:35.514,1789373435.515,474.81,43.418,7.096
11:10:35.516,1789373435.517,475.05,41.838,8.8
11:10:35.518,1789373435.518,474.81,42.39,8.16
11:10:35.519,1789373435.52,473.84,42.2,8.478
11:10:35.521,1789373435.521,473.84,43.218,7.508
11:10:35.522,1789373435.523,473.6,43.014,7.71
11:10:35.524,1789373435.525,474.32,43.282,7.51
11:10:35.526,1789373435.526,474.08,42.354,8.326
11:10:35.527,1789373435.528,474.08,40.962,9.768
11:10:35.529,1789373435.529,473.84,41.444,9.22
11:10:35.530,1789373435.531,473.84,40.42,10.46
11:10:35.532,1789373435.533,474.08,41.672,9.202
11:10:35.534,1789373435.534,474.08,41.282,9.44
11:10:35.535,1789373435.536,474.57,43.392,7.452
11:10:35.537,1789373435.537,475.29,41.072,9.496
11:10:35.538,1789373435.539,475.53,41.19,9.94
11:10:35.540,1789373435.541,474.57,42.48,8.216
11:10:35.542,1789373435.542,474.08,39.93,10.888
