iso,t_s,vdc_units,iq_ref,v_demand
10:54:36.056,1789372476.057,474.86,50.592,251.95
10:54:36.058,1789372476.058,474.86,50.522,231.94
10:54:36.059,1789372476.06,474.86,50.626,247.66
10:54:36.061,1789372476.061,474.86,50.592,229.19
10:54:36.062,1789372476.063,474.86,50.608,225.54
10:54:36.064,1789372476.065,474.86,50.66,217.8
10:54:36.066,1789372476.066,474.86,50.552,219.48
10:54:36.067,1789372476.068,474.86,50.714,229.07
10:54:36.069,1789372476.069,474.86,50.638,238.54
10:54:36.070,1789372476.071,474.86,50.772,244.77
10:54:36.072,1789372476.073,474.86,50.59,237.9
10:54:36.074,1789372476.074,474.86,50.62,247.16
10:54:36.075,1789372476.076,474.86,50.552,237.77
10:54:36.077,1789372476.077,474.86,50.494,232.21
10:54:36.078,1789372476.079,474.86,50.65,225.34
10:54:36.080,1789372476.081,474.86,50.548,247.64
10:54:36.082,1789372476.082,474.86,50.724,242.79
10:54:36.083,1789372476.084,474.86,50.59,248.66
10:54:36.085,1789372476.085,474.86,50.646,274.05
10:54:36.086,1789372476.087,474.86,50.524,273.73
10:54:36.088,1789372476.089,474.86,50.508,275.64
10:54:36.090,1789372476.09,474.86,50.602,240.06
10:54:36.091,1789372476.092,474.86,50.53,273.88
10:54:36.093,1789372476.093,474.86,50.728,232.85
10:54:36.094,1789372476.095,474.86,50.568,257.01
10:54:36.096,1789372476.097,474.86,50.706,258.21
10:54:36.098,1789372476.098,474.86,50.556,256.52
10:54:36.099,1789372476.1,474.86,50.598,274.28
10:54:36.101,1789372476.101,474.86,50.578,238.62
10:54:36.102,1789372476.103,474.86,50.642,260.56
10:54:36.104,1789372476.105,474.86,50.678,229.41
10:54:36.106,1789372476.106,474.86,50.656,231.55
10:54:36.107,1789372476.108,474.86,50.736,228.93
10:54:36.109,1789372476.109,474.86,50.596,221.59
10:54:36.110,1789372476.111,474.86,50.686,238.34
10:54:36.112,1789372476.113,474.86,50.602,237.58
10:54:36.114,1789372476.114,474.86,50.69,248.61
10:54:36.115,1789372476.116,474.86,50.58,226.32
10:54:36.117,1789372476.117,474.72,50.632,229.21
10:54:36.118,1789372476.119,474.72,50.61,218.62
10:54:36.120,1789372476.121,474.72,50.488,214.16
10:54:36.122,1789372476.122,474.72,50.648,225.2
10:54:36.123,1789372476.124,474.72,50.53,235.56
10:54:36.125,1789372476.125,474.72,50.684,241.99
10:54:36.126,1789372476.127,474.72,50.548,241.53
10:54:36.128,1789372476.129,474.72,50.522,263.57
10:54:36.130,1789372476.13,474.72,50.428,255.13
10:54:36.131,1789372476.132,474.72,50.384,251.89
10:54:36.133,1789372476.133,474.72,50.53,230.49
10:54:36.134,1789372476.135,474.72,50.458,260.46
10:54:36.136,1789372476.137,474.72,50.634,244.18
10:54:36.138,1789372476.138,474.72,50.42,261.51
10:54:36.139,1789372476.14,474.72,50.552,270.98
10:54:36.141,1789372476.141,474.72,50.412,270.18
10:54:36.142,1789372476.143,474.72,50.42,283.19
10:54:36.144,1789372476.145,474.72,50.472,236.92
10:54:36.146,1789372476.146,474.72,50.448,271.76
10:54:36.147,1789372476.148,474.72,50.554,229.81
10:54:36.149,1789372476.149,474.72,50.47,247.9
10:54:36.150,1789372476.151,474.72,50.58,245.29
10:54:36.152,1789372476.153,474.72,50.434,242.71
10:54:36.154,1789372476.154,474.72,50.488,261.15
10:54:36.155,1789372476.156,474.72,50.452,246.2
10:54:36.157,1789372476.157,474.72,50.532,258.38
10:54:36.158,1789372476.159,474.72,50.546,222.83
10:54:36.160,1789372476.161,474.72,50.524,231.08
10:54:36.162,1789372476.162,474.72,50.59,219.39
10:54:36.163,1789372476.164,474.72,50.452,206.92
10:54:36.165,1789372476.165,474.72,50.6,230.44
10:54:36.166,1789372476.167,474.72,50.49,230.61
10:54:36.168,1789372476.169,474.72,50.612,240.76
10:54:36.170,1789372476.17,474.72,50.488,232.52
10:54:36.171,1789372476.172,474.72,50.458,242.24
10:54:36.173,1789372476.173,474.72,50.416,230.39
10:54:36.174,1789372476.175,474.72,50.368,229.74
10:54:36.176,1789372476.177,474.72,50.56,228.34
10:54:36.178,1789372476.178,474.72,50.504,251.16
10:54:36.179,1789372476.18,474.72,50.692,249.16
10:54:36.181,1789372476.181,474.72,50.506,258.16
10:54:36.182,1789372476.183,474.72,50.616,265.22
10:54:36.184,1789372476.185,474.72,50.49,263.04
10:54:36.186,1789372476.186,474.72,50.464,265.07
10:54:36.187,1789372476.188,474.72,50.558,232.45
10:54:36.189,1789372476.189,474.72,50.486,263.94
10:54:36.190,1789372476.191,474.72,50.656,233.94
10:54:36.192,1789372476.193,474.72,50.538,257.14
10:54:36.194,1789372476.194,474.72,50.638,265.47
10:54:36.195,1789372476.196,474.72,50.496,260.5
10:54:36.197,1789372476.197,474.82,50.524,278.88
10:54:36.198,1789372476.199,474.82,50.55,247.97
10:54:36.200,1789372476.201,474.82,50.556,274.44
10:54:36.202,1789372476.202,474.82,50.698,225.79
10:54:36.203,1789372476.204,474.82,50.616,243.93
10:54:36.205,1789372476.205,474.82,50.736,235.17
10:54:36.206,1789372476.207,474.82,50.602,224.67
10:54:36.208,1789372476.209,474.82,50.688,247.13
10:54:36.210,1789372476.21,474.82,50.596,232.58
10:54:36.211,1789372476.212,474.82,50.688,246.53
10:54:36.213,1789372476.213,474.82,50.604,232.15
10:54:36.214,1789372476.215,474.82,50.624,227.4
10:54:36.216,1789372476.217,474.82,50.654,219.15
10:54:36.218,1789372476.218,474.82,50.528,218.73
10:54:36.219,1789372476.22,474.82,50.71,229.69
10:54:36.221,1789372476.221,474.82,50.642,240.99
10:54:36.222,1789372476.223,474.82,50.8,245.43
10:54:36.224,1789372476.225,474.82,50.63,241.32
10:54:36.226,1789372476.226,474.82,50.666,252.07
10:54:36.227,1789372476.228,474.82,50.586,244.56
10:54:36.229,1789372476.229,474.82,50.516,240.25
10:54:36.230,1789372476.231,474.82,50.658,224.8
10:54:36.232,1789372476.233,474.82,50.564,251.96
10:54:36.234,1789372476.234,474.82,50.722,238.48
10:54:36.235,1789372476.236,474.82,50.57,249.65
10:54:36.237,1789372476.237,474.82,50.604,274.32
10:54:36.238,1789372476.239,474.82,50.462,275.01
10:54:36.240,1789372476.241,474.82,50.452,277.49
10:54:36.242,1789372476.242,474.82,50.528,243.62
10:54:36.243,1789372476.244,474.82,50.478,278.26
10:54:36.245,1789372476.245,474.82,50.68,230.69
10:54:36.246,1789372476.247,474.82,50.54,255.35
10:54:36.248,1789372476.249,474.82,50.684,252.35
10:54:36.250,1789372476.25,474.82,50.518,252.62
10:54:36.251,1789372476.252,474.82,50.55,268.19
10:54:36.253,1789372476.253,474.82,50.51,233.97
10:54:36.254,1789372476.255,474.82,50.556,258.6
10:54:36.256,1789372476.257,474.82,50.568,225.88
10:54:36.258,1789372476.258,474.82,50.568,227.79
10:54:36.259,1789372476.26,474.82,50.638,223.56
10:54:36.261,1789372476.261,474.82,50.492,220.37
10:54:36.262,1789372476.263,474.82,50.618,235.09
10:54:36.264,1789372476.265,474.82,50.534,233.89
