iso,t_s,vDcInst,iq,i_trk_err
11:02:38.719,1789372958.719,475.78,42.548,8.122
11:02:38.720,1789372958.721,475.53,42.7,8.004
11:02:38.722,1789372958.722,475.05,41.17,9.608
11:02:38.724,1789372958.724,475.05,42.144,8.436
11:02:38.725,1789372958.726,476.02,41.754,9.132
11:02:38.727,1789372958.727,476.02,41.958,8.746
11:02:38.728,1789372958.729,476.02,42.342,8.308
11:02:38.730,1789372958.73,476.02,42.976,7.7
11:02:38.732,1789372958.732,476.02,41.312,9.278
11:02:38.733,1789372958.734,476.26,41.1,10.048
11:02:38.735,1789372958.735,476.5,41.812,8.846
11:02:38.736,1789372958.737,476.02,40.32,10.38
11:02:38.738,1789372958.738,476.26,41.576,9.062
11:02:38.740,1789372958.74,476.74,40.942,9.97
11:02:38.741,1789372958.742,476.5,42.604,7.966
11:02:38.743,1789372958.743,475.29,41.166,9.448
11:02:38.744,1789372958.745,475.53,41.964,9.784
11:02:38.746,1789372958.746,475.78,42.312,8.368
11:02:38.748,1789372958.748,476.5,41.634,9.474
11:02:38.749,1789372958.75,476.26,44.014,6.592
11:02:38.751,1789372958.751,476.02,42.084,8.68
11:02:38.752,1789372958.753,475.05,43.576,7.17
11:02:38.754,1789372958.754,474.57,42.766,8.03
11:02:38.756,1789372958.756,475.05,43.016,7.832
11:02:38.757,1789372958.758,475.05,44.34,6.356
11:02:38.759,1789372958.759,475.78,44.184,6.856
11:02:38.760,1789372958.761,475.53,44.546,6.096
11:02:38.762,1789372958.762,476.26,42.428,8.312
11:02:38.764,1789372958.764,476.02,42.428,8.234
11:02:38.765,1789372958.766,475.53,41.066,9.732
11:02:38.767,1789372958.767,475.78,41.912,8.682
11:02:38.768,1789372958.769,476.26,42.982,7.836
11:02:38.770,1789372958.77,476.26,43.038,7.57
11:02:38.772,1789372958.772,475.78,43.77,6.676
11:02:38.773,1789372958.774,475.78,43.142,7.596
11:02:38.775,1789372958.775,475.05,41.894,8.614
11:02:38.776,1789372958.777,475.53,41.034,9.828
11:02:38.778,1789372958.778,475.05,42.656,7.902
11:02:38.780,1789372958.78,475.29,40.646,10.054
11:02:38.781,1789372958.782,475.78,41.592,9.114
11:02:38.783,1789372958.783,476.02,41.222,9.644
11:02:38.784,1789372958.785,476.5,42.596,7.948
11:02:38.786,1789372958.786,475.78,40.878,9.634
11:02:38.788,1789372958.788,475.78,41.76,9.818
11:02:38.789,1789372958.79,475.53,42.444,8.092
11:02:38.791,1789372958.791,476.02,41.358,9.37
11:02:38.792,1789372958.793,476.02,42.572,7.92
