iso,t_s,wm_hat_hz,iq,iq_shed
17:12:23.567,1789395143.568,21.218,4.886,1.0
17:12:23.607,1789395143.608,21.808,4.656,1.0
17:12:23.647,1789395143.648,20.702,7.326,1.0
17:12:23.687,1789395143.688,21.526,4.5,1.0
17:12:23.727,1789395143.728,20.756,6.484,1.0
17:12:23.767,1789395143.768,20.086,6.258,1.0
17:12:23.807,1789395143.808,21.776,3.3,1.0
17:12:23.847,1789395143.848,21.854,5.926,1.0
17:12:23.887,1789395143.888,21.86,4.636,1.0
17:12:23.927,1789395143.928,21.562,5.118,1.0
17:12:23.967,1789395143.968,20.684,7.108,1.0
17:12:24.007,1789395144.008,20.708,4.23,1.0
17:12:24.047,1789395144.048,20.976,5.918,1.0
17:12:24.087,1789395144.088,21.784,4.218,1.0
17:12:24.127,1789395144.128,21.812,6.358,1.0
17:12:24.167,1789395144.168,22.154,4.076,1.0
17:12:24.207,1789395144.208,20.518,7.988,1.0
17:12:24.247,1789395144.248,21.654,4.332,1.0
17:12:24.287,1789395144.288,20.624,5.968,1.0
17:12:24.327,1789395144.328,21.618,5.456,1.0
17:12:24.367,1789395144.368,21.91,3.626,1.0
17:12:24.407,1789395144.408,21.394,6.646,1.0
17:12:24.447,1789395144.448,22.612,4.274,1.0
17:12:24.487,1789395144.488,21.386,5.178,1.0
17:12:24.527,1789395144.528,21.078,7.656,1.0
17:12:24.567,1789395144.568,21.716,4.576,1.0
17:12:24.607,1789395144.608,20.102,7.06,1.0
17:12:24.647,1789395144.648,21.164,4.396,1.0
17:12:24.687,1789395144.688,21.732,3.576,1.0
17:12:24.727,1789395144.728,21.664,6.086,1.0
17:12:24.767,1789395144.768,22.476,4.038,1.0
17:12:24.807,1789395144.808,20.76,6.87,1.0
17:12:24.847,1789395144.848,21.392,5.842,1.0
17:12:24.887,1789395144.888,20.61,5.03,1.0
17:12:24.927,1789395144.928,21.438,4.264,1.0
17:12:24.967,1789395144.968,20.896,6.08,1.0
17:12:25.007,1789395145.008,22.044,3.658,1.0
17:12:25.047,1789395145.048,21.93,5.874,1.0
17:12:25.087,1789395145.088,20.96,5.726,1.0
17:12:25.127,1789395145.128,21.73,4.296,1.0
17:12:25.167,1789395145.168,20.806,6.756,1.0
17:12:25.207,1789395145.208,20.78,4.71,1.0
17:12:25.247,1789395145.248,21.408,4.76,1.0
17:12:25.287,1789395145.288,21.144,5.51,1.0
17:12:25.327,1789395145.328,22.412,3.564,1.0
17:12:25.367,1789395145.368,21.268,6.808,1.0
17:12:25.407,1789395145.408,20.938,5.722,1.0
17:12:25.447,1789395145.448,21.044,5.674,1.0
17:12:25.487,1789395145.488,20.224,6.944,1.0
17:12:25.527,1789395145.528,21.404,3.674,1.0
17:12:25.567,1789395145.568,22.19,5.574,1.0
17:12:25.607,1789395145.608,21.31,7.056,1.0
17:12:25.647,1789395145.648,21.644,4.332,1.0
17:12:25.687,1789395145.688,21.14,7.594,1.0
17:12:25.727,1789395145.728,21.464,4.564,1.0
17:12:25.767,1789395145.768,20.106,7.636,1.0
17:12:25.807,1789395145.808,21.376,4.16,1.0
17:12:25.847,1789395145.848,21.344,4.426,1.0
17:12:25.887,1789395145.888,22.032,5.436,1.0
17:12:25.927,1789395145.928,22.77,4.17,1.0
17:12:25.967,1789395145.968,21.178,7.308,1.0
