iso,t_s,vDcInst,iq,i_trk_err
11:08:54.112,1789373334.113,476.74,43.256,7.216
11:08:54.114,1789373334.114,477.47,42.548,8.078
11:08:54.115,1789373334.116,477.47,42.712,7.73
11:08:54.117,1789373334.118,477.71,41.608,8.934
11:08:54.119,1789373334.119,477.71,41.524,8.806
11:08:54.120,1789373334.121,477.23,42.224,8.496
11:08:54.122,1789373334.122,477.47,42.57,8.08
11:08:54.123,1789373334.124,477.23,42.914,7.518
11:08:54.125,1789373334.126,477.47,43.082,7.52
11:08:54.127,1789373334.127,477.95,41.666,8.626
11:08:54.128,1789373334.129,478.19,40.626,9.866
11:08:54.130,1789373334.13,476.98,42.054,8.316
11:08:54.131,1789373334.132,476.5,39.722,10.902
11:08:54.133,1789373334.134,476.74,41.198,9.376
11:08:54.135,1789373334.135,477.47,40.796,9.972
11:08:54.136,1789373334.137,478.43,42.898,7.602
11:08:54.138,1789373334.138,478.19,40.812,9.518
11:08:54.139,1789373334.14,478.19,41.204,9.918
11:08:54.141,1789373334.142,477.95,42.242,8.146
11:08:54.143,1789373334.143,477.23,40.614,10.012
11:08:54.144,1789373334.145,477.47,42.542,7.924
11:08:54.146,1789373334.146,477.23,41.228,9.36
11:08:54.147,1789373334.148,477.95,42.882,7.73
11:08:54.149,1789373334.15,477.95,42.286,8.118
11:08:54.151,1789373334.151,478.43,42.358,8.426
11:08:54.152,1789373334.153,477.47,43.342,7.194
11:08:54.154,1789373334.154,477.23,42.258,8.55
11:08:54.155,1789373334.156,477.71,42.394,8.102
11:08:54.157,1789373334.158,477.95,41.77,8.828
11:08:54.159,1789373334.159,477.95,43.042,7.388
11:08:54.160,1789373334.161,477.47,42.074,8.5
11:08:54.162,1789373334.162,477.47,42.088,8.358
11:08:54.163,1789373334.164,476.98,42.638,8.12
11:08:54.165,1789373334.166,477.47,43.116,7.584
11:08:54.167,1789373334.167,476.98,43.684,6.894
11:08:54.168,1789373334.169,477.23,42.846,7.832
11:08:54.170,1789373334.17,477.47,42.004,8.456
11:08:54.171,1789373334.172,477.71,40.468,10.094
11:08:54.173,1789373334.174,477.47,41.44,9.098
