iso,t_s,vdc_units,iq_ref,v_demand
10:54:02.429,1789372442.43,474.82,50.66,271.87
10:54:02.431,1789372442.431,474.82,50.538,261.42
10:54:02.432,1789372442.433,474.82,50.514,279.96
10:54:02.434,1789372442.434,474.82,50.556,230.76
10:54:02.435,1789372442.436,474.82,50.55,261.85
10:54:02.437,1789372442.438,474.82,50.658,234.42
10:54:02.439,1789372442.439,474.82,50.578,236.44
10:54:02.440,1789372442.441,474.82,50.696,246.32
10:54:02.442,1789372442.442,474.82,50.542,235.47
10:54:02.443,1789372442.444,474.82,50.602,254.96
10:54:02.445,1789372442.446,474.82,50.556,243.56
10:54:02.447,1789372442.447,474.82,50.628,249.75
10:54:02.448,1789372442.449,474.82,50.668,221.72
10:54:02.450,1789372442.45,474.82,50.612,228.67
10:54:02.451,1789372442.452,474.82,50.698,220.12
10:54:02.453,1789372442.454,474.82,50.53,215.02
10:54:02.455,1789372442.455,474.82,50.652,231.75
10:54:02.456,1789372442.457,474.82,50.526,231.89
10:54:02.458,1789372442.458,474.82,50.65,245.56
10:54:02.459,1789372442.46,474.82,50.57,235.65
10:54:02.461,1789372442.462,474.82,50.568,232.78
10:54:02.463,1789372442.463,474.82,50.62,216.53
10:54:02.464,1789372442.465,474.82,50.51,232.26
10:54:02.466,1789372442.466,474.82,50.692,231.14
10:54:02.467,1789372442.468,474.82,50.636,252.49
10:54:02.469,1789372442.47,474.82,50.778,261.08
10:54:02.471,1789372442.471,474.82,50.592,269.97
10:54:02.472,1789372442.473,474.82,50.614,274.95
10:54:02.474,1789372442.474,474.82,50.51,266.19
10:54:02.475,1789372442.476,474.82,50.418,268.03
10:54:02.477,1789372442.478,474.82,50.556,225.88
10:54:02.479,1789372442.479,474.82,50.492,267.13
10:54:02.480,1789372442.481,475.12,50.626,246.64
10:54:02.482,1789372442.482,475.12,50.504,250.64
10:54:02.483,1789372442.484,475.12,50.574,272.09
10:54:02.485,1789372442.486,475.12,50.456,255.8
10:54:02.487,1789372442.487,475.12,50.456,274.57
10:54:02.488,1789372442.489,475.12,50.49,238.03
10:54:02.490,1789372442.49,475.12,50.53,256.96
10:54:02.491,1789372442.492,475.12,50.634,229.93
10:54:02.493,1789372442.494,475.12,50.512,235.71
10:54:02.495,1789372442.495,475.12,50.658,238.41
10:54:02.496,1789372442.497,475.12,50.488,239.81
10:54:02.498,1789372442.498,475.12,50.54,252.94
10:54:02.499,1789372442.5,475.12,50.428,233.4
10:54:02.501,1789372442.502,475.12,50.532,243.23
10:54:02.503,1789372442.503,475.12,50.52,228.0
10:54:02.504,1789372442.505,475.12,50.474,223.88
10:54:02.506,1789372442.506,475.12,50.59,218.32
10:54:02.507,1789372442.508,475.12,50.426,217.62
10:54:02.509,1789372442.51,475.12,50.564,232.63
10:54:02.511,1789372442.511,475.12,50.468,242.2
10:54:02.512,1789372442.513,475.12,50.564,254.5
10:54:02.514,1789372442.514,475.12,50.446,241.76
10:54:02.515,1789372442.516,475.12,50.472,243.15
10:54:02.517,1789372442.518,475.12,50.47,230.9
10:54:02.519,1789372442.519,475.12,50.31,235.91
10:54:02.520,1789372442.521,475.12,50.538,228.19
10:54:02.522,1789372442.522,475.12,50.422,253.87
10:54:02.523,1789372442.524,475.12,50.582,252.48
10:54:02.525,1789372442.526,475.12,50.414,257.01
10:54:02.527,1789372442.527,475.12,50.426,276.45
10:54:02.528,1789372442.529,475.12,50.356,262.03
10:54:02.530,1789372442.53,475.12,50.31,272.22
10:54:02.531,1789372442.532,475.12,50.464,236.81
10:54:02.533,1789372442.534,475.12,50.476,266.27
10:54:02.535,1789372442.535,475.12,50.648,247.1
10:54:02.536,1789372442.537,475.12,50.474,260.15
10:54:02.538,1789372442.538,475.12,50.648,265.54
10:54:02.539,1789372442.54,475.12,50.516,257.45
10:54:02.541,1789372442.542,475.12,50.532,274.44
10:54:02.543,1789372442.543,475.12,50.54,234.0
10:54:02.544,1789372442.545,475.12,50.598,254.32
10:54:02.546,1789372442.546,475.12,50.656,230.95
10:54:02.547,1789372442.548,475.12,50.608,231.14
10:54:02.549,1789372442.55,475.12,50.73,231.67
10:54:02.551,1789372442.551,475.12,50.586,230.73
10:54:02.552,1789372442.553,475.12,50.662,245.45
10:54:02.554,1789372442.554,475.12,50.596,239.17
10:54:02.555,1789372442.556,475.12,50.682,246.7
10:54:02.557,1789372442.558,475.12,50.638,224.91
10:54:02.559,1789372442.559,475.12,50.65,231.72
10:54:02.560,1789372442.561,475.04,50.688,219.13
10:54:02.562,1789372442.562,475.04,50.546,220.44
10:54:02.563,1789372442.564,475.04,50.696,228.6
10:54:02.565,1789372442.566,475.04,50.58,238.31
10:54:02.567,1789372442.567,475.04,50.734,247.28
10:54:02.568,1789372442.569,475.04,50.608,243.66
10:54:02.570,1789372442.57,475.04,50.62,251.31
10:54:02.571,1789372442.572,475.04,50.592,239.25
10:54:02.573,1789372442.574,475.04,50.508,250.23
10:54:02.575,1789372442.575,475.04,50.708,231.41
10:54:02.576,1789372442.577,475.04,50.668,261.86
10:54:02.578,1789372442.578,475.04,50.828,254.75
10:54:02.579,1789372442.58,475.04,50.638,271.24
10:54:02.581,1789372442.582,475.04,50.728,276.14
10:54:02.583,1789372442.583,475.04,50.63,266.13
