iso,t_s,wm_hat_hz,iq,iq_shed
17:05:37.675,1789394737.675,24.19,6.974,0.9999
17:05:37.715,1789394737.715,23.68,8.124,0.9999
17:05:37.755,1789394737.755,23.03,9.346,0.9999
17:05:37.795,1789394737.795,23.044,8.264,0.9999
17:05:37.835,1789394737.835,23.648,6.978,0.9999
17:05:37.875,1789394737.875,23.552,5.564,0.9999
17:05:37.915,1789394737.915,24.06,5.46,0.9999
17:05:37.955,1789394737.955,23.42,7.634,0.9999
17:05:37.995,1789394737.995,23.204,7.848,0.9999
17:05:38.035,1789394738.035,22.448,9.602,0.9999
17:05:38.075,1789394738.075,22.252,8.22,0.9999
17:05:38.115,1789394738.115,23.278,6.872,0.9999
17:05:38.155,1789394738.155,23.368,5.042,0.9999
17:05:38.195,1789394738.195,24.108,4.246,0.9999
17:05:38.235,1789394738.235,24.108,7.31,0.9999
17:05:38.275,1789394738.275,23.692,8.26,0.9999
17:05:38.315,1789394738.315,24.184,5.658,0.9999
17:05:38.355,1789394738.355,24.784,5.614,0.9999
17:05:38.395,1789394738.395,23.628,8.306,0.9999
17:05:38.435,1789394738.435,24.504,5.728,0.9999
17:05:38.475,1789394738.475,24.792,5.952,0.9999
17:05:38.515,1789394738.515,23.902,8.636,0.9999
17:05:38.555,1789394738.555,24.72,4.886,0.9999
17:05:38.595,1789394738.595,24.392,8.142,0.9999
17:05:38.635,1789394738.635,24.216,7.066,0.9999
17:05:38.675,1789394738.675,24.328,5.26,0.9999
17:05:38.715,1789394738.715,23.5,9.256,0.9999
17:05:38.755,1789394738.755,23.846,5.84,0.9999
17:05:38.795,1789394738.795,23.9,6.582,0.9999
17:05:38.835,1789394738.835,23.242,8.628,0.9999
17:05:38.875,1789394738.875,23.782,5.084,0.9999
17:05:38.915,1789394738.915,23.396,8.472,0.9999
17:05:38.955,1789394738.955,23.23,6.818,0.9999
17:05:38.995,1789394738.995,23.638,6.514,0.9999
17:05:39.035,1789394739.035,22.996,8.374,0.9999
17:05:39.075,1789394739.075,22.74,6.51,0.9999
17:05:39.115,1789394739.115,23.53,4.91,0.9999
17:05:39.155,1789394739.155,23.364,5.93,0.9999
17:05:39.195,1789394739.195,23.248,6.804,0.9999
17:05:39.235,1789394739.235,22.84,8.562,0.9999
17:05:39.275,1789394739.275,22.78,7.458,0.9999
17:05:39.315,1789394739.315,23.474,6.23,0.9999
17:05:39.355,1789394739.355,23.972,4.32,0.9999
17:05:39.395,1789394739.395,24.456,4.952,0.9999
17:05:39.435,1789394739.435,23.878,6.654,0.9999
17:05:39.475,1789394739.475,24.174,6.91,0.9999
17:05:39.515,1789394739.515,23.292,9.184,0.9999
17:05:39.555,1789394739.555,22.936,7.816,0.9999
17:05:39.595,1789394739.595,23.366,7.42,0.9999
17:05:39.635,1789394739.635,23.31,5.448,0.9999
17:05:39.675,1789394739.675,23.584,5.484,0.9999
17:05:39.715,1789394739.715,23.408,7.234,0.9999
17:05:39.755,1789394739.755,22.766,8.526,0.9999
17:05:39.795,1789394739.795,22.676,9.252,0.9999
17:05:39.835,1789394739.835,22.592,7.674,0.9999
17:05:39.875,1789394739.875,23.05,6.366,0.9999
17:05:39.915,1789394739.915,22.61,6.792,0.9999
17:05:39.955,1789394739.955,21.944,8.04,0.9999
17:05:39.995,1789394739.995,22.302,8.132,0.9999
17:05:40.035,1789394740.035,22.4,8.068,0.9999
17:05:40.075,1789394740.075,22.618,8.552,0.9999
17:05:40.115,1789394740.115,22.964,7.95,0.9999
17:05:40.155,1789394740.155,23.294,7.332,0.9999
17:05:40.195,1789394740.195,23.868,6.076,0.9999
17:05:40.235,1789394740.235,23.956,6.016,0.9999
17:05:40.275,1789394740.275,23.914,6.012,0.9999
17:05:40.315,1789394740.315,23.852,4.704,0.9999
17:05:40.355,1789394740.355,23.728,4.958,0.9999
17:05:40.395,1789394740.395,23.658,6.198,0.9999
17:05:40.435,1789394740.435,22.48,7.614,0.9999
17:05:40.475,1789394740.475,22.596,8.346,0.9999
17:05:40.515,1789394740.515,22.768,8.59,0.9999
17:05:40.555,1789394740.555,22.794,8.876,0.9999
17:05:40.595,1789394740.595,22.85,9.118,0.9999
17:05:40.635,1789394740.635,23.04,7.68,0.9999
17:05:40.675,1789394740.675,23.324,5.766,0.9999
17:05:40.715,1789394740.715,23.004,4.562,0.9999
17:05:40.755,1789394740.755,22.122,6.902,0.9999
17:05:40.795,1789394740.795,22.636,7.58,0.9999
17:05:40.835,1789394740.835,23.586,4.036,0.9999
17:05:40.875,1789394740.875,23.322,6.01,0.9999
17:05:40.915,1789394740.915,23.112,8.186,0.9999
17:05:40.955,1789394740.955,24.108,5.89,0.9999
17:05:40.995,1789394740.995,24.034,6.01,0.9999
17:05:41.035,1789394741.035,23.326,8.734,0.9999
17:05:41.075,1789394741.075,24.512,6.626,0.9999
17:05:41.115,1789394741.115,23.806,5.07,0.9999
