iso,t_s,vDcInst,iq,i_trk_err
11:11:42.837,1789373502.837,472.87,41.462,9.266
11:11:42.838,1789373502.839,473.12,43.936,6.618
11:11:42.840,1789373502.84,472.87,42.056,8.592
11:11:42.841,1789373502.842,473.6,42.206,8.89
11:11:42.843,1789373502.843,473.36,41.722,9.02
11:11:42.845,1789373502.845,473.36,41.09,10.21
11:11:42.846,1789373502.847,474.08,42.518,8.188
11:11:42.848,1789373502.848,473.6,41.212,9.618
11:11:42.849,1789373502.85,474.08,42.5,8.22
11:11:42.851,1789373502.851,474.08,41.792,9.012
11:11:42.853,1789373502.853,473.84,42.69,8.158
11:11:42.854,1789373502.855,473.84,42.638,8.02
11:11:42.856,1789373502.856,474.32,42.66,8.37
11:11:42.857,1789373502.858,474.32,44.572,6.13
11:11:42.859,1789373502.859,474.32,43.042,7.728
11:11:42.861,1789373502.861,474.81,43.33,7.18
11:11:42.862,1789373502.863,474.81,42.292,8.314
11:11:42.864,1789373502.864,474.32,42.994,7.524
11:11:42.865,1789373502.866,473.36,42.182,8.388
11:11:42.867,1789373502.867,473.84,42.942,7.638
11:11:42.869,1789373502.869,473.84,43.736,6.782
11:11:42.870,1789373502.871,474.57,44.142,6.45
11:11:42.872,1789373502.872,473.84,43.688,6.762
11:11:42.873,1789373502.874,474.08,42.128,8.4
11:11:42.875,1789373502.875,474.08,42.688,7.74
11:11:42.877,1789373502.877,472.87,41.25,9.308
11:11:42.878,1789373502.879,473.12,42.068,8.336
11:11:42.880,1789373502.88,473.36,42.412,8.064
11:11:42.881,1789373502.882,473.84,44.008,6.384
11:11:42.883,1789373502.883,474.08,42.33,7.992
11:11:42.885,1789373502.885,474.57,41.612,9.018
11:11:42.886,1789373502.887,474.32,40.67,9.776
11:11:42.888,1789373502.888,473.84,39.592,11.07
11:11:42.889,1789373502.89,474.57,40.78,9.69
11:11:42.891,1789373502.891,474.57,40.406,10.31
11:11:42.893,1789373502.893,474.81,41.856,8.666
11:11:42.894,1789373502.895,474.57,40.966,9.448
11:11:42.896,1789373502.896,474.57,42.186,8.654
11:11:42.897,1789373502.898,474.32,41.284,9.134
11:11:42.899,1789373502.899,474.57,41.096,9.98
11:11:42.901,1789373502.901,473.84,43.256,7.232
11:11:42.902,1789373502.903,474.08,40.924,9.638
11:11:42.904,1789373502.904,474.57,42.282,8.142
11:11:42.905,1789373502.906,474.81,40.812,9.774
11:11:42.907,1789373502.907,475.05,42.07,8.53
11:11:42.909,1789373502.909,474.32,41.47,9.05
11:11:42.910,1789373502.911,474.32,42.358,9.078
11:11:42.912,1789373502.912,474.08,43.42,7.136
11:11:42.913,1789373502.914,474.57,42.404,8.316
11:11:42.915,1789373502.915,474.57,43.382,7.19
11:11:42.917,1789373502.917,474.32,42.278,8.364
11:11:42.918,1789373502.919,474.08,43.528,7.092
11:11:42.920,1789373502.92,472.87,42.76,7.936
11:11:42.921,1789373502.922,473.6,42.818,7.764
11:11:42.923,1789373502.923,473.6,43.792,6.75
11:11:42.925,1789373502.925,474.08,43.838,6.876
11:11:42.926,1789373502.927,474.32,43.958,6.578
11:11:42.928,1789373502.928,474.57,41.962,8.698
11:11:42.929,1789373502.93,474.08,42.098,8.498
11:11:42.931,1789373502.931,473.6,40.57,10.214
11:11:42.933,1789373502.933,474.08,41.416,9.182
11:11:42.934,1789373502.935,474.57,42.344,8.544
11:11:42.936,1789373502.936,475.29,42.638,8.05
11:11:42.937,1789373502.938,474.32,43.192,7.308
11:11:42.939,1789373502.939,474.32,42.52,8.37
11:11:42.941,1789373502.941,473.6,41.54,9.046
11:11:42.942,1789373502.943,473.84,40.728,10.152
11:11:42.944,1789373502.944,474.08,42.456,8.168
11:11:42.945,1789373502.946,473.36,41.028,9.782
11:11:42.947,1789373502.947,473.84,41.918,8.898
11:11:42.949,1789373502.949,474.08,41.498,9.502
11:11:42.950,1789373502.951,474.32,42.554,8.122
11:11:42.952,1789373502.952,473.6,41.204,9.476
11:11:42.953,1789373502.954,473.6,41.368,10.144
11:11:42.955,1789373502.955,473.84,42.722,7.958
11:11:42.957,1789373502.957,473.84,40.906,9.908
