iso,t_s,vdc_units,iq_ref,v_demand
10:56:50.977,1789372610.977,474.32,7.644,152.4
10:56:50.978,1789372610.979,474.32,7.642,126.67
10:56:50.980,1789372610.981,474.32,7.664,129.12
10:56:50.982,1789372610.982,474.32,7.678,148.57
10:56:50.983,1789372610.984,474.32,7.688,172.6
10:56:50.985,1789372610.985,474.32,7.656,185.96
10:56:50.986,1789372610.987,474.36,7.54,160.59
10:56:50.988,1789372610.989,474.36,7.434,127.63
10:56:50.990,1789372610.99,474.36,7.346,119.6
10:56:50.991,1789372610.992,474.36,7.258,137.12
10:56:50.993,1789372610.993,474.36,7.182,157.41
10:56:50.994,1789372610.995,474.36,7.1,172.1
10:56:50.996,1789372610.997,474.36,7.026,172.3
10:56:50.998,1789372610.998,474.36,6.966,153.99
10:56:50.999,1789372611.0,474.36,6.94,129.65
10:56:51.001,1789372611.001,474.36,6.964,132.19
10:56:51.002,1789372611.003,474.36,7.012,147.75
10:56:51.004,1789372611.005,474.36,7.1,167.0
10:56:51.006,1789372611.006,474.36,7.172,186.55
10:56:51.007,1789372611.008,474.36,7.198,160.29
10:56:51.009,1789372611.009,474.36,7.258,135.45
10:56:51.010,1789372611.011,474.36,7.348,123.37
10:56:51.012,1789372611.013,474.36,7.424,141.55
10:56:51.014,1789372611.014,474.36,7.49,163.09
10:56:51.015,1789372611.016,474.36,7.528,182.02
10:56:51.017,1789372611.017,474.36,7.548,178.66
10:56:51.018,1789372611.019,474.36,7.56,161.15
10:56:51.020,1789372611.021,474.36,7.566,135.57
10:56:51.022,1789372611.022,474.36,7.592,130.65
10:56:51.023,1789372611.024,474.36,7.628,146.54
10:56:51.025,1789372611.025,474.36,7.656,167.19
10:56:51.026,1789372611.027,474.36,7.614,179.37
10:56:51.028,1789372611.029,474.36,7.55,164.44
10:56:51.030,1789372611.03,474.36,7.484,135.01
10:56:51.031,1789372611.032,474.36,7.424,122.09
10:56:51.033,1789372611.033,474.36,7.332,139.33
10:56:51.034,1789372611.035,474.36,7.238,161.97
10:56:51.036,1789372611.037,474.36,7.14,181.35
10:56:51.038,1789372611.038,474.36,7.046,180.12
10:56:51.039,1789372611.04,474.36,6.95,162.89
10:56:51.041,1789372611.041,474.36,6.888,133.36
10:56:51.042,1789372611.043,474.36,6.886,124.83
10:56:51.044,1789372611.045,474.36,6.934,135.57
10:56:51.046,1789372611.046,474.36,7.024,162.52
10:56:51.047,1789372611.048,474.36,7.078,173.14
10:56:51.049,1789372611.049,474.36,7.162,166.51
10:56:51.050,1789372611.051,474.36,7.28,143.32
10:56:51.052,1789372611.053,474.36,7.408,127.89
10:56:51.054,1789372611.054,474.36,7.48,133.92
10:56:51.055,1789372611.056,474.36,7.542,165.44
10:56:51.057,1789372611.057,474.36,7.582,184.36
10:56:51.058,1789372611.059,474.36,7.61,185.85
10:56:51.060,1789372611.061,474.36,7.634,157.86
10:56:51.062,1789372611.062,474.36,7.692,139.84
10:56:51.063,1789372611.064,474.36,7.748,124.26
10:56:51.065,1789372611.065,474.36,7.81,133.89
10:56:51.066,1789372611.067,474.38,7.834,163.53
10:56:51.068,1789372611.069,474.38,7.73,170.09
10:56:51.070,1789372611.07,474.38,7.61,167.33
10:56:51.071,1789372611.072,474.38,7.5,150.88
10:56:51.073,1789372611.073,474.38,7.398,134.29
10:56:51.074,1789372611.075,474.38,7.302,139.38
10:56:51.076,1789372611.077,474.38,7.212,162.83
10:56:51.078,1789372611.078,474.38,7.11,180.17
10:56:51.079,1789372611.08,474.38,7.012,182.48
10:56:51.081,1789372611.081,474.38,6.926,157.55
10:56:51.082,1789372611.083,474.38,6.9,130.95
10:56:51.084,1789372611.085,474.38,6.92,117.36
10:56:51.086,1789372611.086,474.38,6.992,126.86
10:56:51.087,1789372611.088,474.38,7.074,159.94
10:56:51.089,1789372611.089,474.38,7.168,177.53
10:56:51.090,1789372611.091,474.38,7.268,171.24
10:56:51.092,1789372611.093,474.38,7.376,150.63
10:56:51.094,1789372611.094,474.38,7.468,135.8
10:56:51.095,1789372611.096,474.38,7.528,142.69
10:56:51.097,1789372611.097,474.38,7.572,165.97
10:56:51.098,1789372611.099,474.38,7.582,179.75
10:56:51.100,1789372611.101,474.38,7.572,186.18
10:56:51.102,1789372611.102,474.38,7.546,164.44
10:56:51.103,1789372611.104,474.38,7.546,140.26
10:56:51.105,1789372611.105,474.38,7.568,125.2
10:56:51.106,1789372611.107,474.38,7.604,128.37
