iso,t_s,vDcInst,iq,i_trk_err
11:08:20.404,1789373300.405,477.47,41.36,9.244
11:08:20.406,1789373300.406,477.47,40.798,10.024
11:08:20.408,1789373300.408,477.71,42.236,8.284
11:08:20.409,1789373300.41,476.98,40.794,9.726
11:08:20.411,1789373300.411,476.98,41.646,10.14
11:08:20.412,1789373300.413,476.74,42.202,8.39
11:08:20.414,1789373300.414,477.47,41.406,9.43
11:08:20.416,1789373300.416,477.47,42.884,7.676
11:08:20.417,1789373300.418,477.47,41.356,9.302
11:08:20.419,1789373300.419,476.5,43.394,7.298
11:08:20.420,1789373300.421,475.78,42.6,8.036
11:08:20.422,1789373300.422,476.74,42.716,8.094
11:08:20.424,1789373300.424,476.98,44.212,6.428
11:08:20.425,1789373300.426,477.23,43.604,7.312
11:08:20.427,1789373300.427,476.98,44.01,6.56
11:08:20.428,1789373300.429,477.71,42.128,8.466
11:08:20.430,1789373300.43,477.47,42.422,8.092
11:08:20.432,1789373300.432,476.98,40.994,9.684
11:08:20.433,1789373300.434,477.23,41.572,8.912
11:08:20.435,1789373300.435,477.47,42.72,7.978
11:08:20.436,1789373300.437,477.71,43.716,6.82
11:08:20.438,1789373300.438,477.23,43.44,6.932
11:08:20.440,1789373300.44,476.98,42.57,8.194
11:08:20.441,1789373300.442,476.5,41.616,8.832
11:08:20.443,1789373300.443,476.74,40.6,10.104
11:08:20.444,1789373300.445,476.5,42.274,8.182
11:08:20.446,1789373300.446,476.5,41.186,9.466
11:08:20.448,1789373300.448,476.74,42.276,8.3
11:08:20.449,1789373300.45,476.5,41.718,9.014
11:08:20.451,1789373300.451,477.23,42.39,8.188
11:08:20.452,1789373300.453,476.74,41.342,9.2
11:08:20.454,1789373300.454,476.74,41.118,10.09
11:08:20.456,1789373300.456,477.23,42.286,8.252
11:08:20.457,1789373300.458,476.98,41.044,9.624
11:08:20.459,1789373300.459,477.71,42.3,8.274
11:08:20.460,1789373300.461,477.47,41.27,9.404
11:08:20.462,1789373300.462,476.98,42.818,7.86
11:08:20.464,1789373300.464,476.26,42.344,8.172
11:08:20.465,1789373300.466,476.98,42.52,8.384
11:08:20.467,1789373300.467,477.47,43.934,6.642
11:08:20.468,1789373300.469,477.71,42.93,7.792
11:08:20.470,1789373300.47,477.47,43.242,7.18
11:08:20.472,1789373300.472,477.95,42.054,8.438
11:08:20.473,1789373300.474,477.23,43.01,7.402
11:08:20.475,1789373300.475,476.5,41.75,8.822
11:08:20.476,1789373300.477,476.74,42.142,8.332
11:08:20.478,1789373300.478,476.98,43.024,7.602
11:08:20.480,1789373300.48,477.47,43.844,6.662
11:08:20.481,1789373300.482,476.98,43.532,6.806
11:08:20.483,1789373300.483,476.98,42.084,8.622
11:08:20.484,1789373300.485,476.74,41.702,8.716
11:08:20.486,1789373300.486,476.5,40.372,10.208
11:08:20.488,1789373300.488,476.74,41.546,8.926
11:08:20.489,1789373300.49,476.74,41.316,9.286
11:08:20.491,1789373300.491,476.74,43.5,6.98
11:08:20.492,1789373300.493,476.26,42.048,8.528
11:08:20.494,1789373300.494,476.98,42.356,8.45
11:08:20.496,1789373300.496,476.74,41.408,9.188
11:08:20.497,1789373300.498,476.74,40.65,10.358
11:08:20.499,1789373300.499,476.26,41.704,8.888
11:08:20.500,1789373300.501,476.98,40.742,9.996
11:08:20.502,1789373300.502,477.47,42.208,8.412
11:08:20.504,1789373300.504,477.23,41.376,9.312
11:08:20.505,1789373300.506,476.98,42.574,8.212
11:08:20.507,1789373300.507,476.98,42.442,8.14
11:08:20.508,1789373300.509,477.47,42.57,8.43
11:08:20.510,1789373300.51,477.47,44.57,6.056
11:08:20.512,1789373300.512,477.71,42.512,8.202
11:08:20.513,1789373300.514,477.71,42.938,7.568
11:08:20.515,1789373300.515,477.95,41.714,8.894
11:08:20.516,1789373300.517,477.71,42.51,8.028
11:08:20.518,1789373300.518,477.47,41.844,8.728
11:08:20.520,1789373300.52,476.98,42.578,7.996
11:08:20.521,1789373300.522,476.74,43.334,7.21
11:08:20.523,1789373300.523,477.47,43.926,6.706
11:08:20.524,1789373300.525,477.47,43.274,7.23
11:08:20.526,1789373300.526,476.98,41.868,8.696
11:08:20.528,1789373300.528,476.02,42.658,7.76
11:08:20.529,1789373300.53,475.78,40.882,9.794
11:08:20.531,1789373300.531,476.26,41.824,8.818
11:08:20.532,1789373300.533,476.5,41.782,8.936
11:08:20.534,1789373300.534,476.5,43.602,6.934
11:08:20.536,1789373300.536,476.98,41.42,9.052
11:08:20.537,1789373300.538,477.95,41.162,9.872
11:08:20.539,1789373300.539,477.95,41.554,9.08
11:08:20.540,1789373300.541,477.23,39.35,11.458
11:08:20.542,1789373300.542,477.23,41.086,9.572
11:08:20.544,1789373300.544,477.95,40.496,10.312
11:08:20.545,1789373300.546,478.19,42.504,8.044
11:08:20.547,1789373300.547,477.95,41.48,9.018
11:08:20.548,1789373300.549,477.47,42.562,8.51
11:08:20.550,1789373300.55,476.98,42.498,8.036
11:08:20.552,1789373300.552,477.71,42.21,8.77
11:08:20.553,1789373300.554,477.47,44.688,5.804
11:08:20.555,1789373300.555,476.98,42.858,7.764
11:08:20.556,1789373300.557,476.98,43.616,6.84
11:08:20.558,1789373300.558,476.98,42.714,7.856
11:08:20.560,1789373300.56,476.98,43.048,7.478
11:08:20.561,1789373300.562,476.74,42.926,7.614
11:08:20.563,1789373300.563,476.26,43.588,7.09
11:08:20.564,1789373300.565,476.26,43.264,7.24
11:08:20.566,1789373300.566,477.23,43.2,7.5
11:08:20.568,1789373300.568,477.23,42.99,7.624
11:08:20.569,1789373300.57,477.23,41.374,9.224
11:08:20.571,1789373300.571,476.26,41.558,8.944
11:08:20.572,1789373300.573,476.26,41.0,9.816
11:08:20.574,1789373300.574,476.74,41.642,9.136
11:08:20.576,1789373300.576,476.98,42.156,8.512
11:08:20.577,1789373300.578,476.98,43.582,7.018
11:08:20.579,1789373300.579,477.47,41.188,9.248
11:08:20.580,1789373300.581,478.19,41.042,9.676
11:08:20.582,1789373300.582,476.98,42.322,8.206
11:08:20.584,1789373300.584,476.74,39.618,11.084
11:08:20.585,1789373300.586,476.74,41.39,9.196
11:08:20.587,1789373300.587,476.98,40.584,10.232
11:08:20.588,1789373300.589,477.71,42.958,7.486
11:08:20.590,1789373300.59,477.47,41.448,8.904
11:08:20.592,1789373300.592,477.47,42.178,9.104
11:08:20.593,1789373300.594,476.98,42.718,7.754
11:08:20.595,1789373300.595,477.47,41.498,9.258
11:08:20.596,1789373300.597,477.47,43.168,7.29
11:08:20.598,1789373300.598,477.47,42.18,8.402
11:08:20.600,1789373300.6,477.23,43.12,7.29
11:08:20.601,1789373300.602,476.98,42.812,7.624
11:08:20.603,1789373300.603,477.71,42.706,7.826
11:08:20.604,1789373300.605,477.23,43.372,7.106
11:08:20.606,1789373300.606,477.47,42.732,7.984
11:08:20.608,1789373300.608,477.23,43.002,7.436
11:08:20.609,1789373300.61,477.95,42.328,8.264
11:08:20.611,1789373300.611,477.71,42.87,7.53
11:08:20.612,1789373300.613,477.71,41.472,9.06
11:08:20.614,1789373300.614,476.98,41.604,8.794
11:08:20.616,1789373300.616,476.74,41.744,9.09
11:08:20.617,1789373300.618,477.47,42.566,8.288
11:08:20.619,1789373300.619,477.71,42.48,8.13
11:08:20.620,1789373300.621,477.95,42.558,8.106
11:08:20.622,1789373300.622,477.95,41.398,8.966
11:08:20.624,1789373300.624,478.19,40.484,10.082
11:08:20.625,1789373300.626,476.98,41.798,8.672
11:08:20.627,1789373300.627,476.74,39.832,10.85
