iso,t_s,vDcInst,iq,i_trk_err
11:11:08.985,1789373468.985,474.08,42.324,8.484
11:11:08.987,1789373468.987,475.05,42.358,8.238
11:11:08.988,1789373468.989,474.81,43.224,7.298
11:11:08.990,1789373468.99,474.57,43.094,7.606
11:11:08.991,1789373468.992,473.84,41.708,8.872
11:11:08.993,1789373468.993,474.57,41.398,9.53
11:11:08.995,1789373468.995,475.29,42.306,8.32
11:11:08.996,1789373468.997,474.57,40.674,10.046
11:11:08.998,1789373468.998,474.81,41.132,9.608
11:11:08.999,1789373469.0,474.81,41.614,9.386
11:11:09.001,1789373469.001,474.81,43.016,7.712
11:11:09.003,1789373469.003,473.84,41.064,9.546
11:11:09.004,1789373469.005,474.08,42.008,9.41
11:11:09.006,1789373469.006,474.08,41.876,8.756
11:11:09.007,1789373469.008,475.05,41.132,9.744
11:11:09.009,1789373469.009,474.57,42.48,8.226
11:11:09.011,1789373469.011,474.32,41.27,9.634
11:11:09.012,1789373469.013,473.84,43.576,7.046
11:11:09.014,1789373469.014,472.87,42.124,8.794
11:11:09.015,1789373469.016,473.6,43.058,7.872
11:11:09.017,1789373469.017,474.08,43.856,6.82
11:11:09.019,1789373469.019,474.08,43.308,7.826
11:11:09.020,1789373469.021,474.08,44.166,6.458
11:11:09.022,1789373469.022,474.57,42.224,8.514
11:11:09.023,1789373469.024,474.08,43.132,7.57
11:11:09.025,1789373469.025,474.08,41.65,9.246
11:11:09.027,1789373469.027,474.08,42.754,8.092
11:11:09.028,1789373469.029,474.57,43.186,7.504
11:11:09.030,1789373469.03,475.05,43.748,6.848
11:11:09.031,1789373469.032,475.05,44.844,5.642
11:11:09.033,1789373469.033,475.05,43.04,7.692
11:11:09.035,1789373469.035,474.08,42.312,8.268
11:11:09.036,1789373469.037,474.57,41.426,9.268
11:11:09.038,1789373469.038,474.32,43.046,7.494
11:11:09.039,1789373469.04,474.08,41.958,8.68
11:11:09.041,1789373469.041,474.57,41.858,8.632
11:11:09.043,1789373469.043,474.81,42.428,8.252
11:11:09.044,1789373469.045,475.53,42.772,7.764
11:11:09.046,1789373469.046,475.05,41.674,8.814
11:11:09.047,1789373469.048,474.57,41.292,9.65
11:11:09.049,1789373469.049,474.32,41.512,8.906
11:11:09.051,1789373469.051,474.81,40.682,9.862
