iso,t_s,vdc_units,iq_ref,v_demand
10:55:09.906,1789372509.907,474.18,50.56,212.05
10:55:09.908,1789372509.908,474.18,50.68,225.76
10:55:09.909,1789372509.91,474.18,50.558,233.05
10:55:09.911,1789372509.911,474.18,50.704,235.19
10:55:09.913,1789372509.913,474.18,50.572,228.67
10:55:09.914,1789372509.915,474.18,50.552,247.67
10:55:09.916,1789372509.916,474.3,50.46,238.58
10:55:09.917,1789372509.918,474.3,50.442,235.69
10:55:09.919,1789372509.919,474.3,50.59,226.45
10:55:09.921,1789372509.921,474.3,50.524,241.76
10:55:09.922,1789372509.923,474.3,50.734,236.37
10:55:09.924,1789372509.924,474.3,50.552,244.19
10:55:09.925,1789372509.926,474.3,50.666,260.61
10:55:09.927,1789372509.927,474.3,50.51,265.27
10:55:09.929,1789372509.929,474.3,50.522,268.76
10:55:09.930,1789372509.931,474.3,50.578,241.62
10:55:09.932,1789372509.932,474.3,50.55,270.57
10:55:09.933,1789372509.934,474.3,50.702,228.77
10:55:09.935,1789372509.935,474.3,50.604,256.39
10:55:09.937,1789372509.937,474.3,50.712,253.18
10:55:09.938,1789372509.939,474.3,50.566,260.11
10:55:09.940,1789372509.94,474.3,50.62,274.24
10:55:09.941,1789372509.942,474.3,50.586,257.42
10:55:09.943,1789372509.943,474.3,50.634,275.46
10:55:09.945,1789372509.945,474.3,50.67,223.25
10:55:09.946,1789372509.947,474.3,50.658,246.94
10:55:09.948,1789372509.948,474.3,50.682,228.96
10:55:09.949,1789372509.95,474.3,50.594,224.08
10:55:09.951,1789372509.951,474.3,50.696,242.82
10:55:09.953,1789372509.953,474.3,50.588,232.5
10:55:09.954,1789372509.955,474.3,50.696,244.82
10:55:09.956,1789372509.956,474.3,50.59,232.44
10:55:09.957,1789372509.958,474.3,50.562,240.68
10:55:09.959,1789372509.959,474.3,50.526,222.79
10:55:09.961,1789372509.961,474.3,50.492,220.94
10:55:09.962,1789372509.963,474.3,50.65,225.04
10:55:09.964,1789372509.964,474.3,50.56,231.79
10:55:09.965,1789372509.966,474.3,50.738,236.4
10:55:09.967,1789372509.967,474.3,50.572,231.57
10:55:09.969,1789372509.969,474.3,50.636,248.6
10:55:09.970,1789372509.971,474.3,50.496,248.04
10:55:09.972,1789372509.972,474.3,50.526,241.77
10:55:09.973,1789372509.974,474.3,50.6,229.37
10:55:09.975,1789372509.975,474.3,50.514,251.13
10:55:09.977,1789372509.977,474.3,50.694,225.96
10:55:09.978,1789372509.979,474.3,50.544,251.18
10:55:09.980,1789372509.98,474.3,50.638,260.35
10:55:09.981,1789372509.982,474.3,50.448,278.01
10:55:09.983,1789372509.983,474.3,50.484,279.49
10:55:09.985,1789372509.985,474.3,50.494,259.53
10:55:09.986,1789372509.987,474.3,50.486,282.68
10:55:09.988,1789372509.988,474.3,50.64,223.14
10:55:09.989,1789372509.99,474.3,50.52,258.36
10:55:09.991,1789372509.991,474.3,50.626,239.45
10:55:09.993,1789372509.993,474.3,50.494,235.03
10:55:09.994,1789372509.995,474.3,50.552,263.53
10:55:09.996,1789372509.996,473.9,50.508,239.72
10:55:09.997,1789372509.998,473.9,50.564,263.88
10:55:09.999,1789372509.999,473.9,50.52,232.92
10:55:10.001,1789372510.001,473.9,50.49,242.56
10:55:10.002,1789372510.003,473.9,50.5,222.74
10:55:10.004,1789372510.004,473.9,50.44,227.86
