iso,t_s,wm_hat_hz,iq,iq_shed
14:57:27.140,1789387047.141,40.56,34.718,1.0
14:57:27.180,1789387047.181,42.154,32.494,1.0
14:57:27.220,1789387047.221,40.974,34.358,1.0
14:57:27.260,1789387047.261,42.27,32.764,1.0
14:57:27.300,1789387047.301,40.74,34.564,1.0
14:57:27.340,1789387047.341,41.154,34.796,1.0
14:57:27.380,1789387047.381,42.062,32.126,1.0
14:57:27.420,1789387047.421,41.532,34.582,1.0
14:57:27.460,1789387047.461,41.144,34.162,1.0
14:57:27.500,1789387047.501,41.312,33.96,1.0
14:57:27.540,1789387047.541,41.928,34.048,1.0
14:57:27.580,1789387047.581,41.398,32.842,1.0
14:57:27.620,1789387047.621,41.692,33.548,1.0
14:57:27.660,1789387047.661,40.88,34.928,1.0
14:57:27.700,1789387047.701,42.296,33.64,1.0
14:57:27.740,1789387047.741,41.164,34.842,1.0
14:57:27.780,1789387047.781,41.252,35.0,1.0
14:57:27.820,1789387047.821,41.982,32.522,1.0
14:57:27.860,1789387047.861,41.498,35.108,1.0
14:57:27.900,1789387047.901,41.296,34.738,1.0
14:57:27.940,1789387047.941,42.368,32.742,1.0
14:57:27.980,1789387047.981,41.816,34.016,1.0
14:57:28.020,1789387048.021,41.576,33.48,1.0
14:57:28.060,1789387048.061,42.134,33.414,1.0
14:57:28.100,1789387048.101,40.792,35.41,1.0
14:57:28.140,1789387048.141,42.918,32.716,1.0
14:57:28.180,1789387048.181,40.866,35.058,1.0
14:57:28.220,1789387048.221,41.142,34.972,1.0
14:57:28.260,1789387048.261,42.628,31.4,1.0
14:57:28.300,1789387048.301,41.284,34.764,1.0
14:57:28.340,1789387048.341,41.086,34.368,1.0
14:57:28.380,1789387048.381,42.082,33.008,1.0
14:57:28.420,1789387048.421,41.524,34.214,1.0
14:57:28.460,1789387048.461,41.584,32.306,1.0
14:57:28.500,1789387048.501,42.064,33.36,1.0
14:57:28.540,1789387048.541,41.278,34.01,1.0
14:57:28.580,1789387048.581,41.178,34.958,1.0
14:57:28.620,1789387048.621,41.738,33.006,1.0
14:57:28.660,1789387048.661,41.97,33.026,1.0
14:57:28.700,1789387048.701,41.356,33.616,1.0
14:57:28.740,1789387048.741,42.072,32.51,1.0
14:57:28.780,1789387048.781,40.894,34.934,1.0
14:57:28.820,1789387048.821,41.772,32.824,1.0
14:57:28.860,1789387048.861,42.046,33.858,1.0
14:57:28.900,1789387048.901,40.532,34.818,1.0
14:57:28.940,1789387048.941,41.926,32.602,1.0
14:57:28.980,1789387048.981,41.516,33.456,1.0
14:57:29.020,1789387049.021,41.528,33.398,1.0
14:57:29.060,1789387049.061,40.7,34.544,1.0
14:57:29.100,1789387049.101,41.668,33.22,1.0
14:57:29.140,1789387049.141,40.99,35.172,1.0
14:57:29.180,1789387049.181,40.482,34.068,1.0
14:57:29.220,1789387049.221,41.972,32.446,1.0
14:57:29.260,1789387049.261,41.208,32.738,1.0
14:57:29.300,1789387049.301,41.788,33.464,1.0
14:57:29.340,1789387049.341,41.37,33.034,1.0
14:57:29.380,1789387049.381,41.014,33.712,1.0
14:57:29.420,1789387049.421,40.766,34.086,1.0
14:57:29.460,1789387049.461,41.532,32.056,1.0
14:57:29.500,1789387049.501,41.738,33.368,1.0
14:57:29.540,1789387049.541,40.958,33.084,1.0
14:57:29.580,1789387049.581,41.288,33.812,1.0
14:57:29.620,1789387049.621,41.134,33.294,1.0
14:57:29.660,1789387049.661,41.184,34.21,1.0
14:57:29.700,1789387049.701,41.534,33.168,1.0
14:57:29.740,1789387049.741,41.926,31.642,1.0
14:57:29.780,1789387049.781,41.22,33.182,1.0
14:57:29.820,1789387049.821,41.41,32.552,1.0
14:57:29.860,1789387049.861,41.696,32.838,1.0
14:57:29.900,1789387049.901,40.622,33.728,1.0
14:57:29.940,1789387049.941,41.468,33.046,1.0
14:57:29.980,1789387049.981,41.052,33.672,1.0
