iso,t_s,vdc_units,iq_ref,v_demand
10:59:07.957,1789372747.958,474.62,50.442,266.9
10:59:07.959,1789372747.959,474.62,50.4,236.0
10:59:07.960,1789372747.961,474.62,50.466,256.22
10:59:07.962,1789372747.962,474.62,50.492,227.74
10:59:07.963,1789372747.964,474.62,50.49,228.69
10:59:07.965,1789372747.966,474.62,50.582,224.62
10:59:07.967,1789372747.967,474.62,50.442,222.53
10:59:07.968,1789372747.969,474.62,50.56,235.24
10:59:07.970,1789372747.97,474.62,50.484,234.32
10:59:07.971,1789372747.972,474.62,50.598,244.17
10:59:07.973,1789372747.974,474.62,50.472,225.63
10:59:07.975,1789372747.975,474.62,50.52,229.7
10:59:07.976,1789372747.977,474.62,50.512,219.61
10:59:07.978,1789372747.978,474.62,50.386,220.94
10:59:07.979,1789372747.98,474.62,50.564,225.38
10:59:07.981,1789372747.982,474.62,50.458,242.17
10:59:07.983,1789372747.983,474.62,50.626,244.97
10:59:07.984,1789372747.985,474.62,50.502,242.97
10:59:07.986,1789372747.986,474.62,50.504,263.59
10:59:07.987,1789372747.988,474.62,50.434,255.61
10:59:07.989,1789372747.99,474.62,50.41,258.79
10:59:07.991,1789372747.991,474.62,50.574,233.57
10:59:07.992,1789372747.993,474.62,50.534,264.47
10:59:07.994,1789372747.994,474.62,50.726,244.94
10:59:07.995,1789372747.996,474.62,50.544,265.47
10:59:07.997,1789372747.998,474.62,50.668,269.36
10:59:07.999,1789372747.999,474.62,50.53,267.37
10:59:08.000,1789372748.001,474.62,50.538,281.96
10:59:08.002,1789372748.002,474.62,50.582,237.87
10:59:08.003,1789372748.004,474.62,50.58,269.42
10:59:08.005,1789372748.006,474.62,50.688,231.0
10:59:08.007,1789372748.007,474.62,50.628,244.52
10:59:08.008,1789372748.009,474.62,50.746,243.49
10:59:08.010,1789372748.01,474.62,50.606,238.41
10:59:08.011,1789372748.012,474.62,50.676,257.4
10:59:08.013,1789372748.014,474.62,50.63,242.0
10:59:08.015,1789372748.015,474.62,50.686,253.85
10:59:08.016,1789372748.017,474.62,50.68,224.1
10:59:08.018,1789372748.018,474.62,50.666,227.59
10:59:08.019,1789372748.02,474.62,50.724,216.12
10:59:08.021,1789372748.022,474.62,50.582,208.79
10:59:08.023,1789372748.023,474.62,50.726,229.19
10:59:08.024,1789372748.025,474.62,50.612,232.23
10:59:08.026,1789372748.026,474.62,50.73,243.03
10:59:08.027,1789372748.028,474.62,50.6,238.13
10:59:08.029,1789372748.03,474.62,50.578,240.33
10:59:08.031,1789372748.031,474.62,50.55,227.1
10:59:08.032,1789372748.033,474.62,50.464,235.41
10:59:08.034,1789372748.034,474.62,50.64,228.19
10:59:08.035,1789372748.036,474.64,50.592,256.6
10:59:08.037,1789372748.038,474.64,50.752,249.66
10:59:08.039,1789372748.039,474.64,50.542,262.76
10:59:08.040,1789372748.041,474.64,50.622,275.12
10:59:08.042,1789372748.042,474.64,50.494,270.67
10:59:08.043,1789372748.044,474.64,50.448,273.37
10:59:08.045,1789372748.046,474.64,50.54,231.0
10:59:08.047,1789372748.047,474.64,50.518,265.98
10:59:08.048,1789372748.049,474.64,50.648,235.84
10:59:08.050,1789372748.05,474.64,50.516,249.66
10:59:08.051,1789372748.052,474.64,50.628,260.12
10:59:08.053,1789372748.054,474.64,50.482,246.33
10:59:08.055,1789372748.055,474.64,50.486,269.48
10:59:08.056,1789372748.057,474.64,50.466,242.96
10:59:08.058,1789372748.058,474.64,50.486,261.55
10:59:08.059,1789372748.06,474.64,50.562,222.67
10:59:08.061,1789372748.062,474.64,50.5,233.21
10:59:08.063,1789372748.063,474.64,50.616,226.5
10:59:08.064,1789372748.065,474.64,50.442,220.93
10:59:08.066,1789372748.066,474.64,50.51,237.79
10:59:08.067,1789372748.068,474.64,50.386,229.97
10:59:08.069,1789372748.07,474.64,50.492,240.21
10:59:08.071,1789372748.071,474.64,50.412,228.96
10:59:08.072,1789372748.073,474.64,50.416,224.99
10:59:08.074,1789372748.074,474.64,50.464,214.22
10:59:08.075,1789372748.076,474.64,50.312,220.76
10:59:08.077,1789372748.078,474.64,50.484,229.25
10:59:08.079,1789372748.079,474.64,50.398,246.04
10:59:08.080,1789372748.081,474.64,50.542,253.23
10:59:08.082,1789372748.082,474.64,50.366,249.81
10:59:08.083,1789372748.084,474.64,50.436,253.17
10:59:08.085,1789372748.086,474.64,50.37,246.11
10:59:08.087,1789372748.087,474.64,50.276,252.27
10:59:08.088,1789372748.089,474.64,50.47,229.29
10:59:08.090,1789372748.09,474.64,50.39,258.81
10:59:08.091,1789372748.092,474.64,50.584,246.17
10:59:08.093,1789372748.094,474.64,50.458,254.12
10:59:08.095,1789372748.095,474.64,50.518,276.88
10:59:08.096,1789372748.097,474.64,50.398,269.76
10:59:08.098,1789372748.098,474.64,50.376,281.54
10:59:08.099,1789372748.1,474.64,50.47,237.72
10:59:08.101,1789372748.102,474.64,50.462,267.94
10:59:08.103,1789372748.103,474.64,50.62,234.13
10:59:08.104,1789372748.105,474.64,50.506,246.74
10:59:08.106,1789372748.106,474.64,50.638,251.48
10:59:08.107,1789372748.108,474.64,50.49,251.79
10:59:08.109,1789372748.11,474.64,50.566,264.23
10:59:08.111,1789372748.111,474.64,50.504,234.06
10:59:08.112,1789372748.113,474.64,50.576,249.95
10:59:08.114,1789372748.114,474.64,50.582,228.1
10:59:08.115,1789372748.116,474.7,50.568,225.49
10:59:08.117,1789372748.118,474.7,50.66,221.15
10:59:08.119,1789372748.119,474.7,50.498,216.88
10:59:08.120,1789372748.121,474.7,50.612,233.71
10:59:08.122,1789372748.122,474.7,50.534,235.4
10:59:08.123,1789372748.124,474.7,50.632,248.35
10:59:08.125,1789372748.126,474.7,50.548,233.77
10:59:08.127,1789372748.127,474.7,50.548,239.02
10:59:08.128,1789372748.129,474.7,50.58,218.04
10:59:08.130,1789372748.13,474.7,50.43,223.67
10:59:08.131,1789372748.132,474.7,50.636,227.16
10:59:08.133,1789372748.134,474.7,50.524,243.84
10:59:08.135,1789372748.135,474.7,50.68,247.98
10:59:08.136,1789372748.137,474.7,50.544,247.22
10:59:08.138,1789372748.138,474.7,50.542,268.05
10:59:08.139,1789372748.14,474.7,50.466,253.96
10:59:08.141,1789372748.142,474.7,50.424,261.33
10:59:08.143,1789372748.143,474.7,50.6,233.88
10:59:08.144,1789372748.145,474.7,50.582,267.9
10:59:08.146,1789372748.146,474.7,50.756,252.37
10:59:08.147,1789372748.148,474.7,50.59,266.37
10:59:08.149,1789372748.15,474.7,50.718,271.11
10:59:08.151,1789372748.151,474.7,50.588,263.78
10:59:08.152,1789372748.153,474.7,50.574,280.02
10:59:08.154,1789372748.154,474.7,50.592,231.95
10:59:08.155,1789372748.156,474.7,50.574,261.63
10:59:08.157,1789372748.158,474.7,50.648,232.03
10:59:08.159,1789372748.159,474.7,50.582,233.67
10:59:08.160,1789372748.161,474.7,50.674,242.02
10:59:08.162,1789372748.162,474.7,50.518,233.68
10:59:08.163,1789372748.164,474.7,50.554,253.16
10:59:08.165,1789372748.166,474.7,50.502,244.06
10:59:08.167,1789372748.167,474.7,50.58,247.37
10:59:08.168,1789372748.169,474.7,50.618,220.51
10:59:08.170,1789372748.17,474.7,50.574,226.06
10:59:08.171,1789372748.172,474.7,50.656,218.8
10:59:08.173,1789372748.174,474.7,50.49,214.93
10:59:08.175,1789372748.175,474.7,50.62,231.38
10:59:08.176,1789372748.177,474.7,50.484,233.44
10:59:08.178,1789372748.178,474.7,50.612,246.59
10:59:08.179,1789372748.18,474.7,50.496,238.38
10:59:08.181,1789372748.182,474.7,50.504,238.52
10:59:08.183,1789372748.183,474.7,50.522,219.76
10:59:08.184,1789372748.185,474.7,50.408,234.01
10:59:08.186,1789372748.186,474.7,50.604,231.51
10:59:08.187,1789372748.188,474.7,50.538,257.18
10:59:08.189,1789372748.19,474.7,50.68,259.37
10:59:08.191,1789372748.191,474.7,50.478,273.38
10:59:08.192,1789372748.193,474.7,50.518,274.3
