file,start,end,n,dt_ms,trip,names,ch0_min,ch0_max,ch1_min,ch1_max,ch2_min,ch2_max
ring_103059.csv,10:30:54.525,10:30:59.625,256,20.0,0,wm_hat_hz/iq/iq_shed,0.0,0.0,0.0,0.0,1.0,1.0
ring_103138.csv,10:31:33.891,10:31:38.991,256,20.0,0,wm_hat_hz/iq/iq_shed,0.0,0.0,0.0,0.0,1.0,1.0
ring_103218.csv,10:32:13.194,10:32:18.294,256,20.0,0,wm_hat_hz/iq/iq_shed,4.498,6.5,-0.944,0.632,1.0,1.0
ring_103257.csv,10:32:52.448,10:32:57.548,256,20.0,0,wm_hat_hz/iq/iq_shed,15.022,18.55,2.154,6.296,1.0,1.0
ring_103336.csv,10:33:31.781,10:33:36.881,256,20.0,0,wm_hat_hz/iq/iq_shed,24.188,27.67,5.976,15.45,1.0,1.0
ring_103417.csv,10:34:12.234,10:34:17.334,256,20.0,0,wm_hat_hz/iq/iq_shed,33.63,37.102,19.774,25.75,1.0,1.0
ring_103456.csv,10:34:51.663,10:34:56.763,256,20.0,0,wm_hat_hz/iq/iq_shed,41.182,45.614,39.926,45.594,1.0,1.0
ring_103536.csv,10:35:31.125,10:35:36.225,256,20.0,0,wm_hat_hz/iq/iq_shed,41.162,45.836,39.694,45.094,1.0,1.0
ring_103615.csv,10:36:10.362,10:36:15.462,256,20.0,0,wm_hat_hz/iq/iq_shed,41.296,45.82,39.644,45.706,1.0,1.0
ring_103654.csv,10:36:49.872,10:36:54.972,256,20.0,0,wm_hat_hz/iq/iq_shed,41.636,45.626,39.564,45.062,1.0,1.0
ring_103734.csv,10:37:29.173,10:37:34.273,256,20.0,0,wm_hat_hz/iq/iq_shed,41.758,46.182,39.684,45.552,1.0,1.0
ring_103813.csv,10:38:08.618,10:38:13.718,256,20.0,0,wm_hat_hz/iq/iq_shed,41.566,46.188,39.496,45.67,1.0,1.0
trip_103853.csv,,,256,20.0,1,wm_hat_hz/iq/iq_shed,22.88,30.59,4.62,18.076,0.477,1.0
ring_103932.csv,10:39:27.190,10:39:32.290,256,20.0,0,wm_hat_hz/iq/iq_shed,25.418,28.446,8.334,15.624,1.0,1.0
ring_104011.csv,10:40:06.651,10:40:11.751,256,20.0,0,wm_hat_hz/iq/iq_shed,27.38,30.678,10.564,18.14,1.0,1.0
ring_104051.csv,10:40:46.129,10:40:51.229,256,20.0,0,wm_hat_hz/iq/iq_shed,36.288,40.176,24.062,29.958,1.0,1.0
ring_104130.csv,10:41:25.399,10:41:30.499,256,20.0,0,wm_hat_hz/iq/iq_shed,40.696,45.338,38.448,45.044,1.0,1.0
ring_104209.csv,10:42:04.780,10:42:09.880,256,20.0,0,wm_hat_hz/iq/iq_shed,40.818,44.938,36.602,42.944,1.0,1.0
ring_104250.csv,10:42:45.201,10:42:50.301,256,20.0,0,wm_hat_hz/iq/iq_shed,40.944,45.438,37.632,43.594,1.0,1.0
ring_104424.csv,10:44:14.370,10:44:24.570,256,40.0,0,wm_hat_hz/iq/iq_shed,40.924,44.982,36.154,42.184,1.0,1.0
ring_104458.csv,10:44:48.091,10:44:58.291,256,40.0,0,wm_hat_hz/iq/iq_shed,40.782,46.212,38.224,45.248,1.0,1.0
ring_104533.csv,10:45:22.900,10:45:33.100,256,40.0,0,wm_hat_hz/iq/iq_shed,41.016,45.778,40.142,45.75,1.0,1.0
ring_104607.csv,10:45:56.861,10:46:07.061,256,40.0,0,wm_hat_hz/iq/iq_shed,41.936,45.8,39.968,44.74,1.0,1.0
ring_104640.csv,10:46:30.679,10:46:40.879,256,40.0,0,wm_hat_hz/iq/iq_shed,42.19,46.666,39.898,45.134,1.0,1.0
trip_104715.csv,,,244,40.0,1,wm_hat_hz/iq/iq_shed,29.578,46.446,15.782,44.948,0.415,1.0
ring_104748.csv,10:47:38.251,10:47:48.451,256,40.0,0,wm_hat_hz/iq/iq_shed,27.276,30.882,10.808,17.428,1.0,1.0
ring_104822.csv,10:48:12.101,10:48:22.301,256,40.0,0,wm_hat_hz/iq/iq_shed,26.544,30.448,10.034,16.94,1.0,1.0
ring_104857.csv,10:48:46.846,10:48:57.046,256,40.0,0,wm_hat_hz/iq/iq_shed,31.702,35.742,16.676,23.222,1.0,1.0
ring_104931.csv,10:49:20.936,10:49:31.136,256,40.0,0,wm_hat_hz/iq/iq_shed,39.002,43.854,29.452,37.524,1.0,1.0
ring_105004.csv,10:49:54.481,10:50:04.681,256,40.0,0,wm_hat_hz/iq/iq_shed,41.518,46.012,39.572,45.432,1.0,1.0
ring_105038.csv,10:50:28.300,10:50:38.500,256,40.0,0,wm_hat_hz/iq/iq_shed,41.49,46.13,40.004,45.578,1.0,1.0
ring_105112.csv,10:51:02.053,10:51:12.253,256,40.0,0,wm_hat_hz/iq/iq_shed,41.854,46.302,39.594,45.652,1.0,1.0
ring_105145.csv,10:51:35.535,10:51:45.735,256,40.0,0,wm_hat_hz/iq/iq_shed,41.568,46.564,39.732,44.952,1.0,1.0
ring_105254.csv,10:52:54.251,10:52:54.659,256,1.6,0,vdc_units/iq_ref/v_demand,471.72,472.06,50.298,50.82,213.3,279.34
ring_105329.csv,10:53:28.819,10:53:29.227,256,1.6,0,vdc_units/iq_ref/v_demand,473.26,473.6,50.314,50.85,215.98,283.89
ring_105402.csv,10:54:02.429,10:54:02.837,256,1.6,0,vdc_units/iq_ref/v_demand,474.66,475.12,50.288,50.828,213.34,282.24
ring_105436.csv,10:54:36.056,10:54:36.464,256,1.6,0,vdc_units/iq_ref/v_demand,474.64,475.06,50.344,50.8,206.92,283.19
ring_105510.csv,10:55:09.906,10:55:10.314,256,1.6,0,vdc_units/iq_ref/v_demand,473.88,474.3,50.306,50.852,212.05,284.62
trip_105543.csv,,,256,1.6,1,vdc_units/iq_ref/v_demand,275.6,474.96,50.252,52.55,143.82,322.1
ring_105617.csv,10:56:17.239,10:56:17.647,256,1.6,0,vdc_units/iq_ref/v_demand,483.0,483.32,3.146,4.52,81.59,128.17
ring_105651.csv,10:56:50.977,10:56:51.385,256,1.6,0,vdc_units/iq_ref/v_demand,474.32,474.38,6.784,7.834,115.91,186.55
ring_105725.csv,10:57:24.939,10:57:25.347,256,1.6,0,vdc_units/iq_ref/v_demand,515.78,515.86,16.368,17.786,160.74,235.87
ring_105759.csv,10:57:59.460,10:57:59.868,256,1.6,0,vdc_units/iq_ref/v_demand,496.06,496.44,29.0,29.954,208.14,274.04
ring_105833.csv,10:58:33.166,10:58:33.574,256,1.6,0,vdc_units/iq_ref/v_demand,474.18,474.36,50.336,50.752,218.83,283.5
ring_105908.csv,10:59:07.784,10:59:08.192,256,1.6,0,vdc_units/iq_ref/v_demand,474.62,475.08,50.276,50.802,208.79,281.96
ring_105942.csv,10:59:41.699,10:59:42.107,256,1.6,0,vdc_units/iq_ref/v_demand,474.5,474.7,50.33,50.824,216.72,280.66
ring_110015.csv,11:00:15.452,11:00:15.860,256,1.6,0,vdc_units/iq_ref/v_demand,474.32,474.7,50.284,50.786,214.0,280.26
ring_110130.csv,11:01:30.522,11:01:30.930,256,1.6,0,vDcInst/iq/i_trk_err,473.6,476.98,40.052,45.826,4.652,10.774
ring_110204.csv,11:02:04.308,11:02:04.716,256,1.6,0,vDcInst/iq/i_trk_err,474.57,477.47,39.694,45.534,4.948,10.932
ring_110239.csv,11:02:38.719,11:02:39.127,256,1.6,0,vDcInst/iq/i_trk_err,474.57,477.23,39.378,45.09,5.412,11.332
ring_110313.csv,11:03:13.224,11:03:13.632,256,1.6,0,vDcInst/iq/i_trk_err,474.32,476.98,39.988,45.456,5.04,10.776
ring_110347.csv,11:03:46.899,11:03:47.307,256,1.6,0,vDcInst/iq/i_trk_err,474.08,476.74,40.2,45.53,4.902,10.45
trip_110423.csv,,,256,1.6,1,vDcInst/iq/i_trk_err,201.14,476.74,33.138,47.404,5.55,19.42
ring_110458.csv,11:04:57.782,11:04:58.190,256,1.6,0,vDcInst/iq/i_trk_err,481.34,483.27,2.534,6.492,0.038,1.944
ring_110531.csv,11:05:31.567,11:05:31.975,256,1.6,0,vDcInst/iq/i_trk_err,521.23,522.92,4.75,10.726,0.424,2.926
ring_110605.csv,11:06:05.433,11:06:05.841,256,1.6,0,vDcInst/iq/i_trk_err,514.94,516.87,13.998,19.802,0.174,3.114
ring_110639.csv,11:06:39.108,11:06:39.516,256,1.6,0,vDcInst/iq/i_trk_err,496.81,499.71,26.622,31.14,0.026,2.826
ring_110713.csv,11:07:13.008,11:07:13.416,256,1.6,0,vDcInst/iq/i_trk_err,474.81,477.71,39.514,45.348,5.038,11.244
ring_110747.csv,11:07:46.618,11:07:47.026,256,1.6,0,vDcInst/iq/i_trk_err,473.84,477.23,40.4,45.072,5.454,10.326
ring_110820.csv,11:08:20.404,11:08:20.812,256,1.6,0,vDcInst/iq/i_trk_err,475.53,478.68,39.35,45.284,5.14,11.458
ring_110854.csv,11:08:54.112,11:08:54.520,256,1.6,0,vDcInst/iq/i_trk_err,476.02,478.68,39.722,45.506,5.104,10.902
ring_110928.csv,11:09:27.802,11:09:28.210,256,1.6,0,vDcInst/iq/i_trk_err,474.57,477.23,39.684,45.114,5.45,10.998
ring_111001.csv,11:10:01.572,11:10:01.980,256,1.6,0,vDcInst/iq/i_trk_err,474.81,477.47,39.432,45.492,5.172,11.278
ring_111035.csv,11:10:35.407,11:10:35.815,256,1.6,0,vDcInst/iq/i_trk_err,473.36,476.02,39.506,45.352,5.268,11.158
ring_111109.csv,11:11:08.985,11:11:09.393,256,1.6,0,vDcInst/iq/i_trk_err,472.87,476.02,40.082,45.344,5.112,10.716
ring_111143.csv,11:11:42.837,11:11:43.245,256,1.6,0,vDcInst/iq/i_trk_err,472.63,475.78,39.592,45.324,5.146,11.07
ring_111216.csv,11:12:16.527,11:12:16.935,256,1.6,0,vDcInst/iq/i_trk_err,473.36,476.02,39.468,45.17,5.258,11.306
ring_111250.csv,11:12:50.328,11:12:50.736,256,1.6,0,vDcInst/iq/i_trk_err,471.67,474.57,39.322,45.712,4.882,11.388
ring_111406.csv,11:13:56.426,11:14:06.626,256,40.0,0,wm_hat_hz/iq/iq_shed,41.862,46.466,39.726,45.77,1.0,1.0
ring_111440.csv,11:14:30.308,11:14:40.508,256,40.0,0,wm_hat_hz/iq/iq_shed,41.758,46.044,39.496,45.394,1.0,1.0
ring_111514.csv,11:15:03.983,11:15:14.183,256,40.0,0,wm_hat_hz/iq/iq_shed,41.666,46.336,39.812,45.054,1.0,1.0
ring_111549.csv,11:15:38.825,11:15:49.025,256,40.0,0,wm_hat_hz/iq/iq_shed,41.454,46.56,39.37,45.532,1.0,1.0
trip_111622.csv,,,245,40.0,1,wm_hat_hz/iq/iq_shed,29.486,45.864,21.272,45.39,0.531,1.0
ring_111657.csv,11:16:47.308,11:16:57.508,256,40.0,0,wm_hat_hz/iq/iq_shed,27.68,31.966,12.174,18.302,1.0,1.0
ring_111731.csv,11:17:21.510,11:17:31.710,256,40.0,0,wm_hat_hz/iq/iq_shed,27.86,31.908,11.938,18.28,1.0,1.0
ring_111805.csv,11:17:55.025,11:18:05.225,256,40.0,0,wm_hat_hz/iq/iq_shed,33.034,37.52,19.226,26.018,1.0,1.0
ring_111839.csv,11:18:28.892,11:18:39.092,256,40.0,0,wm_hat_hz/iq/iq_shed,40.642,45.526,33.302,45.252,1.0,1.0
ring_111912.csv,11:19:02.598,11:19:12.798,256,40.0,0,wm_hat_hz/iq/iq_shed,42.044,46.24,39.92,44.802,1.0,1.0
ring_111946.csv,11:19:36.337,11:19:46.537,256,40.0,0,wm_hat_hz/iq/iq_shed,41.804,46.28,39.378,45.314,1.0,1.0
ring_112020.csv,11:20:10.075,11:20:20.275,256,40.0,0,wm_hat_hz/iq/iq_shed,41.628,46.548,39.446,45.572,1.0,1.0
ring_112054.csv,11:20:43.862,11:20:54.062,256,40.0,0,wm_hat_hz/iq/iq_shed,41.982,46.166,39.65,45.438,1.0,1.0
ring_112127.csv,11:21:17.552,11:21:27.752,256,40.0,0,wm_hat_hz/iq/iq_shed,41.752,46.19,39.698,45.758,1.0,1.0
trip_112201.csv,,,244,40.0,1,wm_hat_hz/iq/iq_shed,30.13,45.998,16.014,44.832,0.418,1.0
ring_112236.csv,11:22:25.861,11:22:36.061,256,40.0,0,wm_hat_hz/iq/iq_shed,26.478,30.79,10.436,17.594,0.995,1.0
ring_112311.csv,11:23:01.678,11:23:11.878,256,40.0,0,wm_hat_hz/iq/iq_shed,26.704,30.998,10.544,18.326,0.999,1.0
ring_112345.csv,11:23:35.337,11:23:45.537,256,40.0,0,wm_hat_hz/iq/iq_shed,32.63,36.646,17.952,26.018,1.0,1.0
ring_112419.csv,11:24:09.188,11:24:19.388,256,40.0,0,wm_hat_hz/iq/iq_shed,40.328,44.62,32.646,43.65,1.0,1.0
ring_112453.csv,11:24:42.943,11:24:53.143,256,40.0,0,wm_hat_hz/iq/iq_shed,41.658,45.922,39.434,44.868,1.0,1.0
ring_112526.csv,11:25:16.697,11:25:26.897,256,40.0,0,wm_hat_hz/iq/iq_shed,41.696,45.998,39.424,45.322,1.0,1.0
ring_112601.csv,11:25:51.428,11:26:01.628,256,40.0,0,wm_hat_hz/iq/iq_shed,41.542,46.18,39.502,45.38,1.0,1.0
ring_112635.csv,11:26:25.245,11:26:35.445,256,40.0,0,wm_hat_hz/iq/iq_shed,41.944,45.81,39.996,45.2,1.0,1.0
ring_112709.csv,11:26:59.592,11:27:09.792,256,40.0,0,wm_hat_hz/iq/iq_shed,41.46,46.194,39.386,45.364,1.0,1.0
ring_112744.csv,11:27:34.194,11:27:44.394,256,40.0,0,wm_hat_hz/iq/iq_shed,42.152,46.378,39.454,44.864,1.0,1.0
ring_112818.csv,11:28:08.173,11:28:18.373,256,40.0,0,wm_hat_hz/iq/iq_shed,41.544,46.432,39.374,45.584,1.0,1.0
ring_112852.csv,11:28:41.895,11:28:52.095,256,40.0,0,wm_hat_hz/iq/iq_shed,41.422,46.218,39.454,45.644,1.0,1.0
ring_112925.csv,11:29:15.619,11:29:25.819,256,40.0,0,wm_hat_hz/iq/iq_shed,41.94,46.29,39.432,44.978,1.0,1.0
ring_112959.csv,11:29:49.389,11:29:59.589,256,40.0,0,wm_hat_hz/iq/iq_shed,41.602,46.006,39.724,45.062,1.0,1.0
ring_113034.csv,11:30:24.118,11:30:34.318,256,40.0,0,wm_hat_hz/iq/iq_shed,41.53,45.656,40.068,45.254,1.0,1.0
ring_113108.csv,11:30:58.080,11:31:08.280,256,40.0,0,wm_hat_hz/iq/iq_shed,41.742,46.06,39.978,44.774,1.0,1.0
ring_113142.csv,11:31:31.851,11:31:42.051,256,40.0,0,wm_hat_hz/iq/iq_shed,41.894,46.004,39.574,45.042,1.0,1.0
ring_113215.csv,11:32:05.590,11:32:15.790,256,40.0,0,wm_hat_hz/iq/iq_shed,41.982,46.388,39.584,45.076,1.0,1.0
ring_113250.csv,11:32:40.368,11:32:50.568,256,40.0,0,wm_hat_hz/iq/iq_shed,41.62,46.146,39.67,45.718,1.0,1.0
ring_113324.csv,11:33:14.186,11:33:24.386,256,40.0,0,wm_hat_hz/iq/iq_shed,41.924,46.146,39.682,45.546,1.0,1.0
ring_113359.csv,11:33:48.997,11:33:59.197,256,40.0,0,wm_hat_hz/iq/iq_shed,42.042,46.442,39.836,45.382,1.0,1.0
ring_113433.csv,11:34:22.815,11:34:33.015,256,40.0,0,wm_hat_hz/iq/iq_shed,41.946,45.9,40.132,45.368,1.0,1.0
ring_113506.csv,11:34:56.729,11:35:06.929,256,40.0,0,wm_hat_hz/iq/iq_shed,41.394,45.992,39.974,45.244,1.0,1.0
ring_133659.csv,13:36:49.274,13:36:59.474,256,40.0,0,wm_hat_hz/iq/iq_shed,20.624,25.316,3.606,9.616,1.0,1.0
ring_133733.csv,13:37:23.109,13:37:33.309,256,40.0,0,wm_hat_hz/iq/iq_shed,28.608,33.882,11.502,19.906,1.0,1.0
ring_133807.csv,13:37:56.863,13:38:07.063,256,40.0,0,wm_hat_hz/iq/iq_shed,36.724,40.888,24.162,32.012,1.0,1.0
ring_133840.csv,13:38:30.539,13:38:40.739,256,40.0,0,wm_hat_hz/iq/iq_shed,42.004,46.594,39.37,44.906,1.0,1.0
ring_133914.csv,13:39:04.325,13:39:14.525,256,40.0,0,wm_hat_hz/iq/iq_shed,41.942,46.57,40.106,45.29,1.0,1.0
ring_133948.csv,13:39:38.064,13:39:48.264,256,40.0,0,wm_hat_hz/iq/iq_shed,41.5,46.534,39.48,45.484,1.0,1.0
ring_134021.csv,13:40:11.755,13:40:21.955,256,40.0,0,wm_hat_hz/iq/iq_shed,41.884,46.55,39.72,44.686,1.0,1.0
ring_134056.csv,13:40:46.085,13:40:56.285,256,40.0,0,wm_hat_hz/iq/iq_shed,41.948,46.51,39.654,44.954,1.0,1.0
ring_134129.csv,13:41:19.744,13:41:29.944,256,40.0,0,wm_hat_hz/iq/iq_shed,41.812,46.552,39.608,45.618,1.0,1.0
ring_134204.csv,13:41:54.457,13:42:04.657,256,40.0,0,wm_hat_hz/iq/iq_shed,42.09,46.362,39.634,45.138,1.0,1.0
ring_134238.csv,13:42:28.405,13:42:38.605,256,40.0,0,wm_hat_hz/iq/iq_shed,42.49,46.74,39.468,45.002,1.0,1.0
ring_134312.csv,13:43:02.239,13:43:12.439,256,40.0,0,wm_hat_hz/iq/iq_shed,41.922,46.542,39.822,44.982,1.0,1.0
ring_134346.csv,13:43:35.866,13:43:46.066,256,40.0,0,wm_hat_hz/iq/iq_shed,41.786,46.824,39.378,45.626,1.0,1.0
ring_134419.csv,13:44:09.685,13:44:19.885,256,40.0,0,wm_hat_hz/iq/iq_shed,42.004,46.648,39.682,45.284,1.0,1.0
ring_134453.csv,13:44:43.344,13:44:53.544,256,40.0,0,wm_hat_hz/iq/iq_shed,41.954,47.016,39.516,45.174,1.0,1.0
ring_134527.csv,13:45:17.177,13:45:27.377,256,40.0,0,wm_hat_hz/iq/iq_shed,41.796,46.638,40.136,45.592,1.0,1.0
ring_134601.csv,13:45:50.885,13:46:01.085,256,40.0,0,wm_hat_hz/iq/iq_shed,41.704,46.898,39.366,45.62,1.0,1.0
ring_134634.csv,13:46:24.624,13:46:34.824,256,40.0,0,wm_hat_hz/iq/iq_shed,41.906,46.476,40.224,44.43,1.0,1.0
ring_134709.csv,13:46:58.921,13:47:09.121,256,40.0,0,wm_hat_hz/iq/iq_shed,42.27,46.52,39.47,44.458,1.0,1.0
ring_134743.csv,13:47:32.869,13:47:43.069,256,40.0,0,wm_hat_hz/iq/iq_shed,41.736,46.902,39.658,45.832,1.0,1.0
ring_134816.csv,13:48:06.624,13:48:16.824,256,40.0,0,wm_hat_hz/iq/iq_shed,41.53,46.38,39.58,45.988,1.0,1.0
ring_134851.csv,13:48:41.370,13:48:51.570,256,40.0,0,wm_hat_hz/iq/iq_shed,41.504,46.976,39.552,45.604,1.0,1.0
ring_134925.csv,13:49:15.573,13:49:25.773,256,40.0,0,wm_hat_hz/iq/iq_shed,41.718,46.2,40.042,45.784,1.0,1.0
ring_134959.csv,13:49:49.616,13:49:59.816,256,40.0,0,wm_hat_hz/iq/iq_shed,42.064,46.678,39.676,44.35,1.0,1.0
ring_135034.csv,13:50:23.850,13:50:34.050,256,40.0,0,wm_hat_hz/iq/iq_shed,42.12,46.582,39.26,45.064,1.0,1.0
ring_135108.csv,13:50:57.844,13:51:08.044,256,40.0,0,wm_hat_hz/iq/iq_shed,42.216,46.682,39.838,44.916,1.0,1.0
ring_135141.csv,13:51:31.630,13:51:41.830,256,40.0,0,wm_hat_hz/iq/iq_shed,42.046,46.944,39.402,45.17,1.0,1.0
ring_135215.csv,13:52:05.290,13:52:15.490,256,40.0,0,wm_hat_hz/iq/iq_shed,41.556,46.358,40.048,45.084,1.0,1.0
ring_135249.csv,13:52:39.076,13:52:49.276,256,40.0,0,wm_hat_hz/iq/iq_shed,41.802,47.034,39.454,45.71,1.0,1.0
ring_135323.csv,13:53:12.815,13:53:23.015,256,40.0,0,wm_hat_hz/iq/iq_shed,41.512,46.232,39.788,45.57,1.0,1.0
ring_135356.csv,13:53:46.553,13:53:56.753,256,40.0,0,wm_hat_hz/iq/iq_shed,41.946,46.276,39.982,45.562,1.0,1.0
