iso,t_s,vDcInst,iq,i_trk_err
11:09:27.802,1789373367.802,475.53,43.3,7.278
11:09:27.803,1789373367.804,475.29,41.874,8.894
11:09:27.805,1789373367.805,475.53,42.294,8.37
11:09:27.807,1789373367.807,476.02,43.02,7.7
11:09:27.808,1789373367.809,476.74,43.836,6.838
11:09:27.810,1789373367.81,476.5,44.26,6.228
11:09:27.811,1789373367.812,476.26,42.14,8.622
11:09:27.813,1789373367.813,475.78,41.64,8.952
11:09:27.815,1789373367.815,476.02,40.742,9.906
11:09:27.816,1789373367.817,476.02,41.918,8.566
11:09:27.818,1789373367.818,476.02,41.8,8.748
11:09:27.819,1789373367.82,475.53,43.778,6.664
11:09:27.821,1789373367.821,475.29,42.86,7.602
11:09:27.823,1789373367.823,475.78,42.394,8.328
11:09:27.824,1789373367.825,475.53,41.196,9.342
11:09:27.826,1789373367.826,475.29,40.064,10.808
11:09:27.827,1789373367.828,475.53,41.352,9.234
11:09:27.829,1789373367.829,475.78,40.33,10.406
11:09:27.831,1789373367.831,476.26,41.822,8.792
11:09:27.832,1789373367.833,476.26,41.138,9.498
11:09:27.834,1789373367.834,476.02,42.946,7.864
11:09:27.835,1789373367.836,475.53,42.16,8.374
11:09:27.837,1789373367.837,475.78,42.116,9.036
11:09:27.839,1789373367.839,476.02,43.68,6.892
11:09:27.840,1789373367.841,475.78,42.118,8.54
11:09:27.842,1789373367.842,476.02,43.33,7.128
11:09:27.843,1789373367.844,476.26,41.78,8.854
11:09:27.845,1789373367.845,476.74,42.832,7.634
11:09:27.847,1789373367.847,475.53,42.346,8.176
11:09:27.848,1789373367.849,475.53,42.734,8.176
11:09:27.850,1789373367.85,475.53,43.734,6.746
11:09:27.851,1789373367.852,476.74,43.368,7.332
11:09:27.853,1789373367.853,476.5,44.468,5.966
11:09:27.855,1789373367.855,476.5,42.074,8.45
11:09:27.856,1789373367.857,476.02,42.824,7.632
11:09:27.858,1789373367.858,475.29,41.942,8.638
11:09:27.859,1789373367.86,475.53,42.366,8.046
11:09:27.861,1789373367.861,475.53,43.054,7.372
11:09:27.863,1789373367.863,475.78,43.964,6.492
11:09:27.864,1789373367.865,475.78,42.766,7.568
11:09:27.866,1789373367.866,476.5,41.898,8.732
11:09:27.867,1789373367.868,476.26,41.078,9.392
11:09:27.869,1789373367.869,475.78,39.82,10.804
11:09:27.871,1789373367.871,475.78,40.664,9.862
11:09:27.872,1789373367.873,476.02,40.77,9.984
11:09:27.874,1789373367.874,476.26,42.152,8.414
11:09:27.875,1789373367.876,476.26,41.306,9.128
11:09:27.877,1789373367.877,475.78,42.456,8.436
11:09:27.879,1789373367.879,475.29,41.318,9.156
11:09:27.880,1789373367.881,476.26,41.05,10.1
11:09:27.882,1789373367.882,475.78,43.426,7.134
11:09:27.883,1789373367.884,475.78,40.896,9.754
11:09:27.885,1789373367.885,476.26,42.432,8.07
11:09:27.887,1789373367.887,476.26,41.224,9.49
11:09:27.888,1789373367.889,476.26,42.192,8.416
11:09:27.890,1789373367.89,476.02,41.848,8.706
11:09:27.891,1789373367.892,476.02,42.61,8.726
11:09:27.893,1789373367.893,475.53,43.642,6.95
11:09:27.895,1789373367.895,476.26,42.838,7.974
11:09:27.896,1789373367.897,476.74,43.584,7.014
11:09:27.898,1789373367.898,476.02,42.156,8.508
11:09:27.899,1789373367.9,475.29,43.224,7.342
11:09:27.901,1789373367.901,474.81,42.454,8.268
11:09:27.903,1789373367.903,475.29,42.544,8.024
11:09:27.904,1789373367.905,475.78,43.666,6.88
11:09:27.906,1789373367.906,476.02,43.908,6.76
11:09:27.907,1789373367.908,476.02,43.182,7.296
11:09:27.909,1789373367.909,476.74,41.54,9.116
11:09:27.911,1789373367.911,476.5,41.8,8.762
11:09:27.912,1789373367.913,476.02,40.024,10.724
11:09:27.914,1789373367.914,476.26,40.638,10.012
11:09:27.915,1789373367.916,476.5,41.058,9.836
11:09:27.917,1789373367.917,476.98,42.686,7.992
11:09:27.919,1789373367.919,476.74,41.7,8.69
11:09:27.920,1789373367.921,476.74,41.774,9.308
11:09:27.922,1789373367.922,476.26,40.78,9.734
11:09:27.923,1789373367.924,476.5,40.074,10.806
11:09:27.925,1789373367.925,476.5,42.058,8.46
11:09:27.927,1789373367.927,476.02,40.968,9.77
11:09:27.928,1789373367.929,476.26,42.784,7.696
11:09:27.930,1789373367.93,475.29,41.838,8.834
11:09:27.931,1789373367.932,476.26,42.168,8.696
11:09:27.933,1789373367.933,475.53,41.996,8.662
11:09:27.935,1789373367.935,475.78,41.51,9.944
11:09:27.936,1789373367.937,475.05,43.372,7.32
11:09:27.938,1789373367.938,475.78,41.884,8.884
11:09:27.939,1789373367.94,475.78,43.274,7.352
11:09:27.941,1789373367.941,476.02,42.332,8.436
11:09:27.943,1789373367.943,475.05,42.994,7.774
11:09:27.944,1789373367.945,474.57,43.164,7.52
11:09:27.946,1789373367.946,475.53,42.872,7.822
11:09:27.947,1789373367.948,476.26,44.402,6.176
11:09:27.949,1789373367.949,476.26,43.48,7.294
11:09:27.951,1789373367.951,476.26,42.882,7.672
11:09:27.952,1789373367.953,477.23,41.726,8.904
11:09:27.954,1789373367.954,476.5,42.48,8.074
11:09:27.955,1789373367.956,475.78,41.12,9.6
11:09:27.957,1789373367.957,475.78,41.646,8.962
11:09:27.959,1789373367.959,476.26,42.14,8.684
11:09:27.960,1789373367.961,476.74,43.692,6.9
11:09:27.962,1789373367.962,476.5,42.734,7.708
11:09:27.963,1789373367.964,476.02,41.996,8.824
11:09:27.965,1789373367.965,475.53,41.728,8.722
11:09:27.967,1789373367.967,475.05,40.498,10.132
11:09:27.968,1789373367.969,475.53,41.726,8.814
11:09:27.970,1789373367.97,475.29,41.042,9.606
11:09:27.971,1789373367.972,475.53,43.47,6.998
11:09:27.973,1789373367.973,475.05,41.714,8.83
11:09:27.975,1789373367.975,476.02,42.132,8.892
11:09:27.976,1789373367.977,475.78,41.756,8.878
11:09:27.978,1789373367.978,475.53,40.884,10.24
11:09:27.979,1789373367.98,475.05,42.272,8.294
11:09:27.981,1789373367.981,475.53,41.464,9.21
11:09:27.983,1789373367.983,476.02,43.154,7.376
11:09:27.984,1789373367.985,475.53,42.044,8.594
11:09:27.986,1789373367.986,475.53,42.674,8.07
11:09:27.987,1789373367.988,475.29,43.154,7.448
11:09:27.989,1789373367.989,476.02,42.724,8.096
11:09:27.991,1789373367.991,476.26,44.606,5.944
11:09:27.992,1789373367.993,476.02,43.2,7.524
11:09:27.994,1789373367.994,476.02,43.338,7.134
11:09:27.995,1789373367.996,476.5,41.954,8.616
11:09:27.997,1789373367.997,476.02,42.764,7.748
11:09:27.999,1789373367.999,475.29,42.104,8.458
11:09:28.000,1789373368.001,475.05,42.594,7.936
