iso,t_s,sts,mode,hz,P_W,VDC,IDC,drive_C,Q_m3h,vel_ms,QperP,bore_mm,M91_pct,transit_us,pos_total,fault,mod_idx,headroom_pct,panel_C,f_rot,f_slip,foc_id,foc_iq,psir,foc_md,te_Nm,p_est_W,foc_idref,foc_iqref,v_dem,vlim,v_left,on_ceiling,stop_r,f_uv_n,f_oc_n,idq_pk,mppt_voc,mppt_vhold,mppt_vratio,run_kwh,rpm,ps_spread,ps_flags,ps_ru,ps_rv,ps_rw,ps_leak,foc_rs,foc_rr,foc_lm,foc_sigls,tune_sts,shed,shed_min,cap_state,resets,starts,start_r
2026-09-10 10:35:34,0.0,OFF,MPPT,5.0,64.4,520.0,0.12,22.3,0.0,0.0,,,,178.099,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:35:37,3.6,OFF,MPPT,5.0,64.2,520.0,0.12,22.3,0.0,0.0,,,,178.092,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:35:41,7.2,OFF,MPPT,5.0,66.1,520.0,0.13,22.3,0.0,0.0,,,,178.09,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:35:44,10.7,OFF,MPPT,5.0,66.0,520.0,0.13,22.3,0.0,0.0,,,,178.104,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:35:48,14.3,OFF,MPPT,5.0,62.1,520.0,0.12,22.3,0.0,0.0,,,,178.095,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:35:51,17.9,OFF,MPPT,5.0,63.2,520.0,0.12,22.3,0.0,0.0,,,96.18,,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:01,27.4,OFF,MPPT,5.0,65.6,520.0,0.13,22.3,0.0,0.0,,,,178.094,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:04,31.0,OFF,MPPT,5.0,68.6,520.0,0.13,22.3,0.0,0.0,,,,178.088,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:08,34.5,OFF,MPPT,5.0,62.7,520.0,0.12,22.3,0.0,0.0,,,,178.085,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:12,38.1,OFF,MPPT,5.0,66.5,519.9,0.13,22.3,0.0,0.0,,,96.19,,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:15,41.6,OFF,MPPT,5.0,67.9,519.8,0.13,22.3,0.0,0.0,,,,178.091,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:24,51.0,OFF,MPPT,5.0,64.3,519.8,0.12,22.3,0.0,0.0,,,,178.093,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:28,54.5,OFF,MPPT,5.0,63.3,519.8,0.12,22.3,0.0,0.0,,,,178.091,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:32,58.1,OFF,MPPT,5.0,61.2,519.7,0.12,22.3,0.0,0.0,,,,178.084,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:35,61.7,OFF,MPPT,5.0,63.9,519.7,0.12,22.3,0.0,0.0,,,,178.081,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:39,65.3,OFF,MPPT,5.0,64.3,519.6,0.12,22.3,0.0,0.0,,,,178.08,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
2026-09-10 10:36:48,74.5,OFF,MPPT,5.0,63.0,519.6,0.12,22.3,0.0,0.0,,,,178.078,4865.7094,0,0.2,91.3,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,248,1196,0
