iso,t_s,wm_hat_hz,iq,id
10:29:34.857,1789025374.857,0.0,0.0,0.0
10:29:34.857,1789025374.857,0.0,0.0,0.0
10:29:34.857,1789025374.857,0.0,0.0,0.0
10:29:34.857,1789025374.858,0.0,0.0,0.0
10:29:34.857,1789025374.858,0.0,0.0,0.0
10:29:34.858,1789025374.858,0.0,0.0,0.0
10:29:34.858,1789025374.858,0.0,0.0,0.0
10:29:34.858,1789025374.858,0.0,0.0,0.0
10:29:34.858,1789025374.859,0.0,0.0,0.0
10:29:34.858,1789025374.859,0.0,0.0,0.0
10:29:34.859,1789025374.859,0.0,0.0,0.0
10:29:34.859,1789025374.859,0.0,0.0,0.0
10:29:34.859,1789025374.859,0.0,0.0,0.0
10:29:34.859,1789025374.86,0.0,0.0,0.0
10:29:34.859,1789025374.86,0.0,0.0,0.0
10:29:34.860,1789025374.86,0.0,0.0,0.0
10:29:34.860,1789025374.86,0.0,0.0,0.0
10:29:34.860,1789025374.86,0.0,0.0,0.0
10:29:34.860,1789025374.861,0.0,0.0,0.0
10:29:34.860,1789025374.861,0.0,0.0,0.0
10:29:34.861,1789025374.861,0.0,0.0,0.0
10:29:34.861,1789025374.861,0.0,0.0,0.0
10:29:34.861,1789025374.861,0.0,0.0,0.0
10:29:34.861,1789025374.862,0.0,0.0,0.0
10:29:34.861,1789025374.862,0.0,0.0,0.0
10:29:34.862,1789025374.862,0.0,0.0,0.0
10:29:34.862,1789025374.862,0.0,0.0,0.0
10:29:34.862,1789025374.862,0.0,0.0,0.0
10:29:34.862,1789025374.863,0.0,0.0,0.0
10:29:34.862,1789025374.863,0.0,0.0,0.0
10:29:34.863,1789025374.863,0.0,0.0,0.0
10:29:34.863,1789025374.863,0.0,0.0,0.0
10:29:34.863,1789025374.863,0.0,0.0,0.0
10:29:34.863,1789025374.864,0.0,0.0,0.0
10:29:34.863,1789025374.864,0.0,0.0,0.0
10:29:34.864,1789025374.864,0.0,0.0,0.0
10:29:34.864,1789025374.864,0.0,0.0,0.0
10:29:34.864,1789025374.864,0.0,0.0,0.0
10:29:34.864,1789025374.865,0.0,0.0,0.0
10:29:34.864,1789025374.865,0.0,0.0,0.0
10:29:34.865,1789025374.865,0.0,0.0,0.0
10:29:34.865,1789025374.865,0.0,0.0,0.0
10:29:34.865,1789025374.865,0.0,0.0,0.0
10:29:34.865,1789025374.866,0.0,0.0,0.0
10:29:34.865,1789025374.866,0.0,0.0,0.0
10:29:34.866,1789025374.866,0.0,0.0,0.0
10:29:34.866,1789025374.866,0.0,0.0,0.0
10:29:34.866,1789025374.866,0.0,0.0,0.0
10:29:34.866,1789025374.867,0.0,0.0,0.0
10:29:34.866,1789025374.867,0.0,0.0,0.0
10:29:34.867,1789025374.867,0.0,0.0,0.0
10:29:34.867,1789025374.867,0.0,0.0,0.0
10:29:34.867,1789025374.867,0.0,0.0,0.0
10:29:34.867,1789025374.868,0.0,0.0,0.0
10:29:34.867,1789025374.868,0.0,0.0,0.0
10:29:34.868,1789025374.868,0.0,0.0,0.0
10:29:34.868,1789025374.868,0.0,0.0,0.0
10:29:34.868,1789025374.868,0.0,0.0,0.0
10:29:34.868,1789025374.869,0.0,0.0,0.0
10:29:34.868,1789025374.869,0.0,0.0,0.0
10:29:34.869,1789025374.869,0.0,0.0,0.0
10:29:34.869,1789025374.869,0.0,0.0,0.0
10:29:34.869,1789025374.869,0.0,0.0,0.0
10:29:34.869,1789025374.87,0.0,0.0,0.0
10:29:34.869,1789025374.87,0.0,0.0,0.0
10:29:34.870,1789025374.87,0.0,0.0,0.0
10:29:34.870,1789025374.87,0.0,0.0,0.0
10:29:34.870,1789025374.87,0.0,0.0,0.0
10:29:34.870,1789025374.871,0.0,0.0,0.0
10:29:34.870,1789025374.871,0.0,0.0,0.0
10:29:34.871,1789025374.871,0.0,0.0,0.0
10:29:34.871,1789025374.871,0.0,0.0,0.0
10:29:34.871,1789025374.871,0.0,0.0,0.0
10:29:34.871,1789025374.872,0.0,0.0,0.0
10:29:34.871,1789025374.872,0.0,0.0,0.0
10:29:34.872,1789025374.872,0.0,0.0,0.0
10:29:34.872,1789025374.872,0.0,0.0,0.0
10:29:34.872,1789025374.872,0.0,0.0,0.0
10:29:34.872,1789025374.873,0.0,0.0,0.0
10:29:34.872,1789025374.873,0.0,0.0,0.0
10:29:34.873,1789025374.873,0.0,0.0,0.0
10:29:34.873,1789025374.873,0.0,0.0,0.0
10:29:34.873,1789025374.873,0.0,0.0,0.0
10:29:34.873,1789025374.874,0.0,0.0,0.0
10:29:34.873,1789025374.874,0.0,0.0,0.0
10:29:34.874,1789025374.874,0.0,0.0,0.0
10:29:34.874,1789025374.874,0.0,0.0,0.0
10:29:34.874,1789025374.874,0.0,0.0,0.0
10:29:34.874,1789025374.875,0.0,0.0,0.0
10:29:34.874,1789025374.875,0.0,0.0,0.0
10:29:34.875,1789025374.875,0.0,0.0,0.0
10:29:34.875,1789025374.875,0.0,0.0,0.0
10:29:34.875,1789025374.875,0.0,0.0,0.0
10:29:34.875,1789025374.876,0.0,0.0,0.0
10:29:34.875,1789025374.876,0.0,0.0,0.0
10:29:34.876,1789025374.876,0.0,0.0,0.0
10:29:34.876,1789025374.876,0.0,0.0,0.0
10:29:34.876,1789025374.876,0.0,0.0,0.0
10:29:34.876,1789025374.877,0.0,0.0,0.0
10:29:34.876,1789025374.877,0.0,0.0,0.0
10:29:34.877,1789025374.877,0.0,0.0,0.0
10:29:34.877,1789025374.877,0.0,0.0,0.0
10:29:34.877,1789025374.877,0.0,0.0,0.0
10:29:34.877,1789025374.878,0.0,0.0,0.0
10:29:34.877,1789025374.878,0.0,0.0,0.0
10:29:34.878,1789025374.878,0.0,0.0,0.0
10:29:34.878,1789025374.878,0.0,0.0,0.0
10:29:34.878,1789025374.878,0.0,0.0,0.0
10:29:34.878,1789025374.879,0.0,0.0,0.0
10:29:34.878,1789025374.879,0.0,0.0,0.0
10:29:34.879,1789025374.879,0.0,0.0,0.0
10:29:34.879,1789025374.879,0.0,0.0,0.0
10:29:34.879,1789025374.879,0.0,0.0,0.0
10:29:34.879,1789025374.88,0.0,0.0,0.0
10:29:34.879,1789025374.88,0.0,0.0,0.0
10:29:34.880,1789025374.88,0.0,0.0,0.0
10:29:34.880,1789025374.88,0.0,0.0,0.0
10:29:34.880,1789025374.88,0.0,0.0,0.0
10:29:34.880,1789025374.881,0.0,0.0,0.0
10:29:34.880,1789025374.881,0.0,0.0,0.0
10:29:34.881,1789025374.881,0.0,0.0,0.0
10:29:34.881,1789025374.881,0.0,0.0,0.0
10:29:34.881,1789025374.881,0.0,0.0,0.0
10:29:34.881,1789025374.882,0.0,0.0,0.0
10:29:34.881,1789025374.882,0.0,0.0,0.0
10:29:34.882,1789025374.882,0.0,0.0,0.0
10:29:34.882,1789025374.882,0.0,0.0,0.0
