iso,t_s,vDcInst,set_freq,iq_shed
06:01:14.330,1788836474.331,508.17,5.0,1.0
06:01:14.410,1788836474.411,508.17,5.0,1.0
06:01:14.490,1788836474.491,508.17,5.0,1.0
06:01:14.570,1788836474.571,508.17,5.0,1.0
06:01:14.650,1788836474.651,508.17,5.0,1.0
06:01:14.730,1788836474.731,508.17,5.0,1.0
06:01:14.810,1788836474.811,508.17,5.0,1.0
06:01:14.890,1788836474.891,508.17,5.0,1.0
06:01:14.970,1788836474.971,508.17,5.0,1.0
06:01:15.050,1788836475.051,508.17,5.0,1.0
06:01:15.130,1788836475.131,508.17,5.0,1.0
06:01:15.210,1788836475.211,508.17,5.0,1.0
06:01:15.290,1788836475.291,508.17,5.0,1.0
06:01:15.370,1788836475.371,508.17,5.0,1.0
06:01:15.450,1788836475.451,508.17,5.0,1.0
06:01:15.530,1788836475.531,508.17,5.0,1.0
06:01:15.610,1788836475.611,508.17,5.0,1.0
06:01:15.690,1788836475.691,508.17,5.0,1.0
06:01:15.770,1788836475.771,508.17,5.0,1.0
06:01:15.850,1788836475.851,508.17,5.0,1.0
06:01:15.930,1788836475.931,508.17,5.0,1.0
06:01:16.010,1788836476.011,508.17,5.0,1.0
06:01:16.090,1788836476.091,508.17,5.0,1.0
06:01:16.170,1788836476.171,508.17,5.0,1.0
06:01:16.250,1788836476.251,508.17,5.0,1.0
06:01:16.330,1788836476.331,508.41,5.0,1.0
06:01:16.410,1788836476.411,508.17,5.0,1.0
06:01:16.490,1788836476.491,508.17,5.0,1.0
06:01:16.570,1788836476.571,508.17,5.0,1.0
06:01:16.650,1788836476.651,508.17,5.0,1.0
06:01:16.730,1788836476.731,508.17,5.0,1.0
06:01:16.810,1788836476.811,508.17,5.0,1.0
06:01:16.890,1788836476.891,508.41,5.0,1.0
06:01:16.970,1788836476.971,508.41,5.0,1.0
06:01:17.050,1788836477.051,508.17,5.0,1.0
06:01:17.130,1788836477.131,508.17,5.0,1.0
06:01:17.210,1788836477.211,508.17,5.0,1.0
06:01:17.290,1788836477.291,508.17,5.0,1.0
06:01:17.370,1788836477.371,508.17,5.0,1.0
06:01:17.450,1788836477.451,508.17,5.0,1.0
06:01:17.530,1788836477.531,508.17,5.0,1.0
06:01:17.610,1788836477.611,508.17,5.0,1.0
06:01:17.690,1788836477.691,508.17,5.0,1.0
