file,start,end,n,dt_ms,trip,names,ch0_min,ch0_max,ch1_min,ch1_max,ch2_min,ch2_max
ring_054154.csv,05:41:34.793,05:41:54.713,250,80.0,0,vDcInst/set_freq/iq_shed,460.79,463.2,5.0,5.0,1.0,1.0
ring_054218.csv,05:42:00.292,05:42:18.532,229,80.0,0,vDcInst/set_freq/iq_shed,463.45,464.41,5.0,5.0,1.0,1.0
ring_054242.csv,05:42:23.837,05:42:42.237,231,80.0,0,vDcInst/set_freq/iq_shed,464.65,465.62,5.0,5.0,1.0,1.0
ring_054305.csv,05:42:47.399,05:43:05.639,229,80.0,0,vDcInst/set_freq/iq_shed,465.62,466.83,5.0,5.0,1.0,1.0
ring_054329.csv,05:43:10.865,05:43:29.665,236,80.0,0,vDcInst/set_freq/iq_shed,466.59,467.8,5.0,5.0,1.0,1.0
ring_054353.csv,05:43:35.003,05:43:53.323,230,80.0,0,vDcInst/set_freq/iq_shed,467.8,469.01,5.0,5.0,1.0,1.0
ring_054417.csv,05:43:58.435,05:44:17.235,236,80.0,0,vDcInst/set_freq/iq_shed,469.01,469.97,5.0,5.0,1.0,1.0
ring_054440.csv,05:44:22.382,05:44:40.782,231,80.0,0,vDcInst/set_freq/iq_shed,469.97,470.94,5.0,5.0,1.0,1.0
ring_054504.csv,05:44:45.848,05:45:04.168,230,80.0,0,vDcInst/set_freq/iq_shed,471.18,472.15,5.0,5.0,1.0,1.0
ring_054527.csv,05:45:09.489,05:45:27.729,229,80.0,0,vDcInst/set_freq/iq_shed,472.15,473.12,5.0,5.0,1.0,1.0
ring_054551.csv,05:45:32.859,05:45:51.259,231,80.0,0,vDcInst/set_freq/iq_shed,473.12,474.32,5.0,5.0,1.0,1.0
ring_054614.csv,05:45:56.438,05:46:14.678,229,80.0,0,vDcInst/set_freq/iq_shed,474.32,475.53,5.0,5.0,1.0,1.0
ring_054638.csv,05:46:19.999,05:46:38.319,230,80.0,0,vDcInst/set_freq/iq_shed,475.53,476.5,5.0,5.0,1.0,1.0
ring_054701.csv,05:46:43.561,05:47:01.881,230,80.0,0,vDcInst/set_freq/iq_shed,476.74,477.71,5.0,5.0,1.0,1.0
