iso,t_s,vDcInst,idc_units,iq_shed
16:21:23.733,1788873683.733,600.52,0.28,1.0
16:21:23.813,1788873683.813,600.52,0.28,1.0
16:21:23.893,1788873683.893,600.52,0.28,1.0
16:21:23.973,1788873683.973,600.52,0.28,1.0
16:21:24.053,1788873684.053,600.52,0.28,1.0
16:21:24.133,1788873684.133,600.76,0.28,1.0
16:21:24.213,1788873684.213,600.76,0.28,1.0
16:21:24.293,1788873684.293,600.76,0.28,1.0
16:21:24.373,1788873684.373,600.52,0.28,1.0
16:21:24.453,1788873684.453,600.76,0.28,1.0
16:21:24.533,1788873684.533,600.52,0.28,1.0
16:21:24.613,1788873684.613,600.52,0.28,1.0
16:21:24.693,1788873684.693,600.76,0.28,1.0
16:21:24.773,1788873684.773,600.76,0.28,1.0
16:21:24.853,1788873684.853,600.76,0.28,1.0
16:21:24.933,1788873684.933,600.52,0.28,1.0
16:21:25.013,1788873685.013,600.52,0.28,1.0
16:21:25.093,1788873685.093,600.76,0.28,1.0
16:21:25.173,1788873685.173,600.76,0.28,1.0
16:21:25.253,1788873685.253,600.76,0.28,1.0
16:21:25.333,1788873685.333,600.52,0.28,1.0
16:21:25.413,1788873685.413,600.76,0.28,1.0
16:21:25.493,1788873685.493,600.76,0.28,1.0
16:21:25.573,1788873685.573,600.76,0.28,1.0
16:21:25.653,1788873685.653,600.52,0.28,1.0
16:21:25.733,1788873685.733,600.52,0.28,1.0
16:21:25.813,1788873685.813,600.52,0.28,1.0
16:21:25.893,1788873685.893,600.76,0.28,1.0
16:21:25.973,1788873685.973,600.52,0.28,1.0
16:21:26.053,1788873686.053,600.52,0.28,1.0
16:21:26.133,1788873686.133,600.76,0.28,1.0
16:21:26.213,1788873686.213,600.76,0.28,1.0
16:21:26.293,1788873686.293,600.76,0.28,1.0
16:21:26.373,1788873686.373,600.76,0.28,1.0
16:21:26.453,1788873686.453,600.28,0.28,1.0
16:21:26.533,1788873686.533,600.76,0.28,1.0
16:21:26.613,1788873686.613,600.76,0.28,1.0
16:21:26.693,1788873686.693,600.52,0.28,1.0
16:21:26.773,1788873686.773,600.52,0.28,1.0
16:21:26.853,1788873686.853,600.76,0.28,1.0
16:21:26.933,1788873686.933,600.52,0.28,1.0
16:21:27.013,1788873687.013,600.76,0.29,1.0
16:21:27.093,1788873687.093,600.52,0.28,1.0
16:21:27.173,1788873687.173,600.76,0.28,1.0
16:21:27.253,1788873687.253,600.76,0.27,1.0
16:21:27.333,1788873687.333,600.52,0.27,1.0
16:21:27.413,1788873687.413,600.52,0.28,1.0
