t_to_trip_s,vDcInst,set_freq,iq_shed
-4.56,458.13,5.0,1.0
-4.48,458.13,5.0,1.0
-4.4,458.13,5.0,1.0
-4.32,458.13,5.0,1.0
-4.24,458.13,5.0,1.0
-4.16,458.13,5.0,1.0
-4.08,458.13,5.0,1.0
-4.0,457.89,5.0,1.0
-3.92,458.13,5.0,1.0
-3.84,458.13,5.0,1.0
-3.76,458.13,5.0,1.0
-3.68,458.13,5.0,1.0
-3.6,458.13,5.0,1.0
-3.52,458.13,5.0,1.0
-3.44,458.13,5.0,1.0
-3.36,458.13,5.0,1.0
-3.28,458.37,5.0,1.0
-3.2,458.13,5.0,1.0
-3.12,458.13,5.0,1.0
-3.04,458.13,5.0,1.0
-2.96,458.37,5.0,1.0
-2.88,458.37,5.0,1.0
-2.8,458.37,5.0,1.0
-2.72,458.37,5.0,1.0
-2.64,458.37,5.0,1.0
-2.56,458.37,5.0,1.0
-2.48,458.13,5.0,1.0
-2.4,458.13,5.0,1.0
-2.32,458.37,5.0,1.0
-2.24,458.37,5.0,1.0
-2.16,458.13,5.0,1.0
-2.08,458.37,5.0,1.0
-2.0,458.37,5.0,1.0
-1.92,458.37,5.0,1.0
-1.84,458.37,5.0,1.0
-1.76,458.37,5.0,1.0
-1.68,458.37,5.0,1.0
-1.6,458.37,5.0,1.0
-1.52,458.37,5.0,1.0
-1.44,458.37,5.0,1.0
-1.36,458.37,5.0,1.0
-1.28,458.37,5.0,1.0
-1.2,458.37,5.0,1.0
-1.12,458.13,5.0,1.0
-1.04,458.13,5.0,1.0
-0.96,458.13,5.0,1.0
-0.88,458.13,5.0,1.0
-0.8,458.13,5.0,1.0
-0.72,458.13,5.0,1.0
-0.64,458.13,5.0,1.0
-0.56,458.13,0.1,1.0
-0.48,457.89,0.1,1.0
-0.4,434.43,0.1,1.0
-0.32,414.85,0.1,1.0
-0.24,396.72,0.1,1.0
-0.16,379.8,0.1,1.0
-0.08,327.09,0.3,1.0
0.0,247.56,0.3,1.0
