iso,t_s,vDcInst,set_freq,iq_shed
13:02:30.932,1788775350.933,467.31,46.9,0.9999
13:02:31.012,1788775351.013,468.76,46.9,0.9999
13:02:31.092,1788775351.093,468.52,46.9,0.9999
13:02:31.172,1788775351.173,467.8,46.9,0.9999
13:02:31.252,1788775351.253,468.76,47.1,0.9999
13:02:31.332,1788775351.333,468.28,47.1,0.9999
13:02:31.412,1788775351.413,469.01,47.1,0.9999
13:02:31.492,1788775351.493,468.28,47.1,0.9999
13:02:31.572,1788775351.573,467.31,47.1,0.9999
13:02:31.652,1788775351.653,468.28,47.1,0.9999
13:02:31.732,1788775351.733,468.04,47.1,0.9999
13:02:31.812,1788775351.813,468.28,47.1,0.9999
13:02:31.892,1788775351.893,468.28,47.1,0.9999
13:02:31.972,1788775351.973,467.56,47.1,0.9999
13:02:32.052,1788775352.053,468.28,47.25,0.9999
13:02:32.132,1788775352.133,467.56,47.25,0.9999
13:02:32.212,1788775352.213,469.01,47.25,0.9999
13:02:32.292,1788775352.293,469.01,47.21,0.9999
13:02:32.372,1788775352.373,468.04,47.03,0.9999
13:02:32.452,1788775352.453,468.28,47.03,0.9999
13:02:32.532,1788775352.533,468.52,46.99,0.9999
13:02:32.612,1788775352.613,468.28,46.99,0.9999
13:02:32.692,1788775352.693,468.76,46.93,0.9999
13:02:32.772,1788775352.773,467.8,46.89,0.9999
13:02:32.852,1788775352.853,467.31,46.71,0.9999
13:02:32.932,1788775352.933,468.76,46.68,0.9999
13:02:33.012,1788775353.013,467.56,46.68,0.9999
13:02:33.092,1788775353.093,468.76,46.68,0.9999
13:02:33.172,1788775353.173,468.28,46.68,0.9999
13:02:33.252,1788775353.253,467.8,46.26,0.9999
13:02:33.332,1788775353.333,468.04,46.26,0.9999
13:02:33.412,1788775353.413,468.76,46.26,0.9999
13:02:33.492,1788775353.493,469.25,46.26,0.9999
13:02:33.572,1788775353.573,468.76,46.26,0.9999
13:02:33.652,1788775353.653,468.04,46.46,0.9999
13:02:33.732,1788775353.733,468.52,46.46,0.9999
13:02:33.812,1788775353.813,467.8,46.38,0.9999
13:02:33.892,1788775353.893,467.8,46.38,0.9999
13:02:33.972,1788775353.973,469.01,46.38,0.9999
13:02:34.052,1788775354.053,467.56,46.38,0.9999
13:02:34.132,1788775354.133,468.28,46.38,0.9999
13:02:34.212,1788775354.213,467.8,46.38,0.9999
13:02:34.292,1788775354.293,468.28,46.38,0.9999
13:02:34.372,1788775354.373,469.01,46.38,0.9999
13:02:34.452,1788775354.453,467.8,46.58,0.9999
13:02:34.532,1788775354.533,468.04,46.58,0.9999
13:02:34.612,1788775354.613,468.28,46.58,0.9999
13:02:34.692,1788775354.693,467.56,46.58,0.9999
13:02:34.772,1788775354.773,468.52,46.58,0.9999
13:02:34.852,1788775354.853,467.8,46.58,0.9999
13:02:34.932,1788775354.933,468.04,46.58,0.9999
13:02:35.012,1788775355.013,468.52,46.58,0.9999
13:02:35.092,1788775355.093,468.28,46.47,0.9999
13:02:35.172,1788775355.173,469.49,46.47,0.9999
13:02:35.252,1788775355.253,468.52,46.47,0.9999
13:02:35.332,1788775355.333,468.04,46.65,0.9999
13:02:35.412,1788775355.413,468.28,46.43,0.9999
13:02:35.492,1788775355.493,468.04,46.43,0.9999
13:02:35.572,1788775355.573,469.97,46.43,0.9999
