t_to_trip_s,vDcInst,set_freq,iq_shed
-6.56,474.57,5.0,0.9999
-6.48,474.57,5.0,0.9999
-6.4,474.57,5.0,0.9999
-6.32,474.57,5.0,0.9999
-6.24,474.57,5.0,0.9999
-6.16,474.57,5.0,0.9999
-6.08,474.57,5.0,0.9999
-6.0,474.57,5.0,0.9999
-5.92,474.57,5.0,0.9999
-5.84,474.57,5.0,0.9999
-5.76,474.57,5.0,0.9999
-5.68,474.32,5.0,0.9999
-5.6,474.57,5.0,0.9999
-5.52,474.57,5.0,0.9999
-5.44,474.57,5.0,0.9999
-5.36,474.57,5.0,0.9999
-5.28,474.57,5.0,0.9999
-5.2,474.57,5.0,0.9999
-5.12,474.57,5.0,0.9999
-5.04,474.57,5.0,0.9999
-4.96,474.57,5.0,0.9999
-4.88,474.57,5.0,0.9999
-4.8,474.57,5.0,0.9999
-4.72,474.57,5.0,0.9999
-4.64,474.57,5.0,0.9999
-4.56,474.57,5.0,0.9999
-4.48,474.57,5.0,0.9999
-4.4,474.57,5.0,0.9999
-4.32,474.57,5.0,0.9999
-4.24,474.57,5.0,0.9999
-4.16,474.57,5.0,0.9999
-4.08,474.57,5.0,0.9999
-4.0,474.57,5.0,0.9999
-3.92,474.57,5.0,0.9999
-3.84,474.57,5.0,0.9999
-3.76,474.32,5.0,0.9999
-3.68,474.57,5.0,0.9999
-3.6,474.57,5.0,0.9999
-3.52,474.32,5.0,0.9999
-3.44,474.57,5.0,0.9999
-3.36,474.32,5.0,0.9999
-3.28,474.57,5.0,0.9999
-3.2,474.32,5.0,0.9999
-3.12,474.57,5.0,0.9999
-3.04,474.32,5.0,0.9999
-2.96,474.32,5.0,0.9999
-2.88,474.32,5.0,0.9999
-2.8,474.57,5.0,0.9999
-2.72,474.32,5.0,0.9999
-2.64,474.57,5.0,0.9999
-2.56,474.32,5.0,0.9999
-2.48,474.32,5.0,0.9999
-2.4,474.32,5.0,0.9999
-2.32,474.32,5.0,0.9999
-2.24,474.57,5.0,0.9999
-2.16,474.32,5.0,0.9999
-2.08,474.32,5.0,0.9999
-2.0,474.32,5.0,0.9999
-1.92,474.57,5.0,0.9999
-1.84,474.32,5.0,0.9999
-1.76,474.57,5.0,0.9999
-1.68,474.57,5.0,0.9999
-1.6,474.57,5.0,0.9999
-1.52,474.32,5.0,0.9999
-1.44,474.57,5.0,0.9999
-1.36,474.32,5.0,0.9999
-1.28,474.32,5.0,0.9999
-1.2,474.57,0.1,1.0
-1.12,474.32,0.3,1.0
-1.04,458.37,0.3,1.0
-0.96,452.57,0.3,1.0
-0.88,449.91,0.3,1.0
-0.8,448.46,0.3,1.0
-0.72,416.06,0.3,1.0
-0.64,378.35,0.5,1.0
-0.56,341.36,0.5,1.0
-0.48,318.39,0.5,1.0
-0.4,307.75,0.5,1.0
-0.32,317.18,0.5,1.0
-0.24,325.89,0.5,1.0
-0.16,317.67,0.5,1.0
-0.08,268.35,0.7,1.0
0.0,210.81,0.7,1.0
