t_to_trip_s,vDcInst,set_freq,iq_shed
-10.32,513.97,5.0,1.0
-10.24,513.73,5.0,1.0
-10.16,513.73,5.0,1.0
-10.08,513.73,5.0,1.0
-10.0,513.73,5.0,1.0
-9.92,513.97,5.0,1.0
-9.84,513.73,5.0,1.0
-9.76,513.73,5.0,1.0
-9.68,513.73,5.0,1.0
-9.6,513.73,5.0,1.0
-9.52,513.73,5.0,1.0
-9.44,513.73,5.0,1.0
-9.36,513.73,5.0,1.0
-9.28,513.73,5.0,1.0
-9.2,513.73,5.0,1.0
-9.12,513.73,5.0,1.0
-9.04,513.73,5.0,1.0
-8.96,513.73,5.0,1.0
-8.88,513.73,5.0,1.0
-8.8,513.73,5.0,1.0
-8.72,513.73,5.0,1.0
-8.64,513.97,5.0,1.0
-8.56,513.73,5.0,1.0
-8.48,513.73,5.0,1.0
-8.4,513.73,5.0,1.0
-8.32,513.97,5.0,1.0
-8.24,513.73,5.0,1.0
-8.16,513.97,5.0,1.0
-8.08,513.97,5.0,1.0
-8.0,513.73,5.0,1.0
-7.92,513.73,5.0,1.0
-7.84,513.73,5.0,1.0
-7.76,513.73,5.0,1.0
-7.68,513.97,5.0,1.0
-7.6,513.73,5.0,1.0
-7.52,513.73,5.0,1.0
-7.44,513.97,5.0,1.0
-7.36,513.73,5.0,1.0
-7.28,513.73,5.0,1.0
-7.2,513.97,5.0,1.0
-7.12,513.97,5.0,1.0
-7.04,513.97,5.0,1.0
-6.96,513.73,5.0,1.0
-6.88,513.73,5.0,1.0
-6.8,513.97,5.0,1.0
-6.72,513.73,5.0,1.0
-6.64,513.97,5.0,1.0
-6.56,513.73,5.0,1.0
-6.48,513.97,5.0,1.0
-6.4,513.97,5.0,1.0
-6.32,513.97,5.0,1.0
-6.24,513.73,5.0,1.0
-6.16,513.73,5.0,1.0
-6.08,513.97,5.0,1.0
-6.0,513.97,5.0,1.0
-5.92,513.73,5.0,1.0
-5.84,513.73,5.0,1.0
-5.76,513.97,5.0,1.0
-5.68,513.97,5.0,1.0
-5.6,513.97,5.0,1.0
-5.52,513.73,5.0,1.0
-5.44,513.97,5.0,1.0
-5.36,513.97,5.0,1.0
-5.28,513.97,5.0,1.0
-5.2,513.97,5.0,1.0
-5.12,513.73,5.0,1.0
-5.04,513.97,5.0,1.0
-4.96,513.97,5.0,1.0
-4.88,513.73,5.0,1.0
-4.8,513.97,5.0,1.0
-4.72,513.97,5.0,1.0
-4.64,513.97,5.0,1.0
-4.56,513.97,5.0,1.0
-4.48,513.97,5.0,1.0
-4.4,513.97,5.0,1.0
-4.32,513.97,5.0,1.0
-4.24,513.97,5.0,1.0
-4.16,513.97,5.0,1.0
-4.08,513.97,5.0,1.0
-4.0,514.21,5.0,1.0
-3.92,513.97,5.0,1.0
-3.84,513.97,5.0,1.0
-3.76,513.97,5.0,1.0
-3.68,513.97,5.0,1.0
-3.6,513.97,5.0,1.0
-3.52,513.97,5.0,1.0
-3.44,513.97,5.0,1.0
-3.36,513.97,5.0,1.0
-3.28,513.97,5.0,1.0
-3.2,513.97,5.0,1.0
-3.12,513.97,5.0,1.0
-3.04,513.97,5.0,1.0
-2.96,513.97,5.0,1.0
-2.88,513.97,5.0,1.0
-2.8,513.97,5.0,1.0
-2.72,513.97,5.0,1.0
-2.64,513.97,5.0,1.0
-2.56,513.97,0.1,1.0
-2.48,510.1,0.1,1.0
-2.4,506.72,0.1,1.0
-2.32,506.96,0.1,1.0
-2.24,507.2,0.1,1.0
-2.16,507.45,0.3,1.0
-2.08,489.07,0.3,1.0
-2.0,485.2,0.3,1.0
-1.92,485.69,0.3,1.0
-1.84,495.6,0.3,1.0
-1.76,503.34,0.3,1.0
-1.68,507.45,0.3,1.0
-1.6,507.93,0.5,1.0
-1.52,496.81,0.5,1.0
-1.44,490.28,0.5,1.0
-1.36,489.56,0.5,1.0
-1.28,493.91,0.5,1.0
-1.2,497.78,0.5,1.0
-1.12,506.48,0.7,1.0
-1.04,507.69,0.7,1.0
-0.96,507.69,0.7,1.0
-0.88,491.49,0.7,1.0
-0.8,489.07,0.7,1.0
-0.72,489.07,0.7,1.0
-0.64,445.31,0.9,1.0
-0.56,407.84,0.9,1.0
-0.48,384.15,0.9,1.0
-0.4,370.85,0.9,1.0
-0.32,354.65,0.9,1.0
-0.24,337.49,0.9,0.9849
-0.16,312.35,0.9,0.6816
-0.08,278.02,1.1,0.2697
0.0,225.07,1.1,0.1
