t_to_trip_s,vDcInst,set_freq,iq_shed
-15.36,458.85,5.0,0.9999
-15.28,458.85,5.0,0.9999
-15.2,459.09,5.0,0.9999
-15.12,459.09,5.0,0.9999
-15.04,458.85,5.0,0.9999
-14.96,459.09,5.0,0.9999
-14.88,459.09,5.0,0.9999
-14.8,459.09,5.0,0.9999
-14.72,459.09,5.0,0.9999
-14.64,459.09,5.0,0.9999
-14.56,459.09,5.0,0.9999
-14.48,459.09,5.0,0.9999
-14.4,458.85,5.0,0.9999
-14.32,459.09,5.0,0.9999
-14.24,459.09,5.0,0.9999
-14.16,459.09,5.0,0.9999
-14.08,459.09,5.0,0.9999
-14.0,459.09,5.0,0.9999
-13.92,459.09,5.0,0.9999
-13.84,459.09,5.0,0.9999
-13.76,459.09,5.0,0.9999
-13.68,459.09,5.0,0.9999
-13.6,459.09,5.0,0.9999
-13.52,459.09,5.0,0.9999
-13.44,459.09,5.0,0.9999
-13.36,459.09,5.0,0.9999
-13.28,459.09,5.0,0.9999
-13.2,459.09,5.0,0.9999
-13.12,459.09,5.0,0.9999
-13.04,459.09,5.0,0.9999
-12.96,459.09,5.0,0.9999
-12.88,459.58,5.0,0.9999
-12.8,459.09,5.0,0.9999
-12.72,459.34,5.0,0.9999
-12.64,459.34,5.0,0.9999
-12.56,459.34,5.0,0.9999
-12.48,459.34,5.0,0.9999
-12.4,459.34,5.0,0.9999
-12.32,459.34,5.0,0.9999
-12.24,459.34,5.0,0.9999
-12.16,459.09,5.0,0.9999
-12.08,459.34,5.0,0.9999
-12.0,459.34,5.0,0.9999
-11.92,459.09,5.0,0.9999
-11.84,459.09,5.0,0.9999
-11.76,459.09,5.0,0.9999
-11.68,459.09,5.0,0.9999
-11.6,459.09,5.0,0.9999
-11.52,459.09,5.0,0.9999
-11.44,459.09,5.0,0.9999
-11.36,459.09,5.0,0.9999
-11.28,459.09,5.0,0.9999
-11.2,459.09,5.0,0.9999
-11.12,459.34,5.0,0.9999
-11.04,459.34,5.0,0.9999
-10.96,459.09,5.0,0.9999
-10.88,459.34,5.0,0.9999
-10.8,459.34,5.0,0.9999
-10.72,459.34,5.0,0.9999
-10.64,459.34,5.0,0.9999
-10.56,459.34,5.0,0.9999
-10.48,459.34,5.0,0.9999
-10.4,459.09,5.0,0.9999
-10.32,459.34,5.0,0.9999
-10.24,459.34,5.0,0.9999
-10.16,459.34,5.0,0.9999
-10.08,459.09,5.0,0.9999
-10.0,459.09,5.0,0.9999
-9.92,459.09,5.0,0.9999
-9.84,459.09,5.0,0.9999
-9.76,459.09,5.0,0.9999
-9.68,459.34,5.0,0.9999
-9.6,459.09,5.0,0.9999
-9.52,459.34,5.0,0.9999
-9.44,459.09,5.0,0.9999
-9.36,459.34,5.0,0.9999
-9.28,459.34,5.0,0.9999
-9.2,459.34,5.0,0.9999
-9.12,459.34,5.0,0.9999
-9.04,459.34,5.0,0.9999
-8.96,459.34,5.0,0.9999
-8.88,459.34,5.0,0.9999
-8.8,459.34,5.0,0.9999
-8.72,459.34,5.0,0.9999
-8.64,459.34,5.0,0.9999
-8.56,459.34,5.0,0.9999
-8.48,459.34,5.0,0.9999
-8.4,459.34,5.0,0.9999
-8.32,459.09,5.0,0.9999
-8.24,459.09,5.0,0.9999
-8.16,459.34,5.0,0.9999
-8.08,459.34,5.0,0.9999
-8.0,459.34,5.0,0.9999
-7.92,459.34,5.0,0.9999
-7.84,459.34,5.0,0.9999
-7.76,459.34,5.0,0.9999
-7.68,459.34,5.0,0.9999
-7.6,459.34,5.0,0.9999
-7.52,459.34,5.0,0.9999
