t_to_trip_s,vDcInst,set_freq,iq_shed
-15.6,464.9,5.0,0.9999
-15.52,464.9,5.0,0.9999
-15.44,464.9,5.0,0.9999
-15.36,464.9,5.0,0.9999
-15.28,464.9,5.0,0.9999
-15.2,464.9,5.0,0.9999
-15.12,464.9,5.0,0.9999
-15.04,464.9,5.0,0.9999
-14.96,464.9,5.0,0.9999
-14.88,464.9,5.0,0.9999
-14.8,464.9,5.0,0.9999
-14.72,464.9,5.0,0.9999
-14.64,464.9,5.0,0.9999
-14.56,464.9,5.0,0.9999
-14.48,464.9,5.0,0.9999
-14.4,464.9,5.0,0.9999
-14.32,464.9,5.0,0.9999
-14.24,464.9,5.0,0.9999
-14.16,464.9,5.0,0.9999
-14.08,464.9,5.0,0.9999
-14.0,464.9,5.0,0.9999
-13.92,464.9,5.0,0.9999
-13.84,464.9,5.0,0.9999
-13.76,464.9,5.0,0.9999
-13.68,464.9,5.0,0.9999
-13.6,464.9,5.0,0.9999
-13.52,464.9,5.0,0.9999
-13.44,464.9,5.0,0.9999
-13.36,464.9,5.0,0.9999
-13.28,464.65,5.0,0.9999
-13.2,464.9,5.0,0.9999
-13.12,464.9,5.0,0.9999
-13.04,464.9,5.0,0.9999
-12.96,464.9,5.0,0.9999
-12.88,464.9,5.0,0.9999
-12.8,464.9,5.0,0.9999
-12.72,464.9,5.0,0.9999
-12.64,464.9,5.0,0.9999
-12.56,464.65,5.0,0.9999
-12.48,464.65,5.0,0.9999
-12.4,464.9,5.0,0.9999
-12.32,464.9,5.0,0.9999
-12.24,464.9,5.0,0.9999
-12.16,464.65,5.0,0.9999
-12.08,464.9,5.0,0.9999
-12.0,464.65,5.0,0.9999
-11.92,464.65,5.0,0.9999
-11.84,464.65,5.0,0.9999
-11.76,464.65,5.0,0.9999
-11.68,464.65,5.0,0.9999
-11.6,464.65,5.0,0.9999
-11.52,464.65,5.0,0.9999
-11.44,464.65,5.0,0.9999
-11.36,464.65,5.0,0.9999
-11.28,464.9,5.0,0.9999
-11.2,464.65,5.0,0.9999
-11.12,464.65,5.0,0.9999
-11.04,464.65,5.0,0.9999
-10.96,464.65,5.0,0.9999
-10.88,464.65,5.0,0.9999
-10.8,464.65,5.0,0.9999
-10.72,464.65,5.0,0.9999
-10.64,464.65,5.0,0.9999
-10.56,464.65,5.0,0.9999
-10.48,464.65,5.0,0.9999
-10.4,464.65,5.0,0.9999
-10.32,464.65,5.0,0.9999
-10.24,464.65,5.0,0.9999
-10.16,464.65,5.0,0.9999
-10.08,464.65,5.0,0.9999
-10.0,464.65,5.0,0.9999
-9.92,464.65,5.0,0.9999
-9.84,464.65,5.0,0.9999
