t_to_trip_s,vDcInst,set_freq,iq_shed
-9.76,464.65,5.0,0.9999
-9.68,464.65,5.0,0.9999
-9.6,464.65,5.0,0.9999
-9.52,464.65,5.0,0.9999
-9.44,464.65,5.0,0.9999
-9.36,464.65,5.0,0.9999
-9.28,464.65,5.0,0.9999
-9.2,464.65,5.0,0.9999
-9.12,464.65,5.0,0.9999
-9.04,464.65,5.0,0.9999
-8.96,464.65,5.0,0.9999
-8.88,464.65,5.0,0.9999
-8.8,464.65,5.0,0.9999
-8.72,464.65,5.0,0.9999
-8.64,464.65,5.0,0.9999
-8.56,464.65,5.0,0.9999
-8.48,464.41,5.0,0.9999
-8.4,464.65,5.0,0.9999
-8.32,464.65,5.0,0.9999
-8.24,464.65,5.0,0.9999
-8.16,464.65,5.0,0.9999
-8.08,464.65,5.0,0.9999
-8.0,464.41,5.0,0.9999
-7.92,464.65,5.0,0.9999
-7.84,464.65,5.0,0.9999
-7.76,464.65,5.0,0.9999
-7.68,464.65,5.0,0.9999
-7.6,464.41,5.0,0.9999
-7.52,464.65,5.0,0.9999
-7.44,464.65,5.0,0.9999
-7.36,464.65,5.0,0.9999
-7.28,464.65,5.0,0.9999
-7.2,464.65,5.0,0.9999
-7.12,464.65,5.0,0.9999
-7.04,464.65,5.0,0.9999
-6.96,464.65,5.0,0.9999
-6.88,464.65,5.0,0.9999
-6.8,464.65,5.0,0.9999
-6.72,464.65,5.0,0.9999
-6.64,464.65,5.0,0.9999
-6.56,464.65,5.0,0.9999
-6.48,464.65,5.0,0.9999
-6.4,464.41,5.0,0.9999
-6.32,464.65,5.0,0.9999
-6.24,464.65,5.0,0.9999
-6.16,464.65,5.0,0.9999
-6.08,464.41,5.0,0.9999
-6.0,464.9,5.0,0.9999
-5.92,464.65,5.0,0.9999
-5.84,464.65,5.0,0.9999
-5.76,464.65,5.0,0.9999
-5.68,464.41,5.0,0.9999
-5.6,464.65,5.0,0.9999
-5.52,464.65,5.0,0.9999
-5.44,464.65,5.0,0.9999
-5.36,464.65,5.0,0.9999
-5.28,464.41,5.0,0.9999
-5.2,464.41,5.0,0.9999
-5.12,464.41,5.0,0.9999
-5.04,464.41,5.0,0.9999
-4.96,464.41,5.0,0.9999
-4.88,464.65,5.0,0.9999
-4.8,464.41,5.0,0.9999
-4.72,464.65,5.0,0.9999
-4.64,464.41,5.0,0.9999
-4.56,464.41,5.0,0.9999
-4.48,464.41,5.0,0.9999
-4.4,464.41,5.0,0.9999
-4.32,464.41,5.0,0.9999
-4.24,464.41,5.0,0.9999
-4.16,464.41,5.0,0.9999
-4.08,464.41,5.0,0.9999
-4.0,464.65,5.0,0.9999
-3.92,464.41,5.0,0.9999
-3.84,464.41,5.0,0.9999
-3.76,464.41,5.0,0.9999
-3.68,464.41,5.0,0.9999
-3.6,464.41,5.0,0.9999
-3.52,464.41,5.0,0.9999
-3.44,464.41,5.0,0.9999
-3.36,464.41,5.0,0.9999
-3.28,464.41,5.0,0.9999
-3.2,464.41,5.0,0.9999
-3.12,464.41,5.0,0.9999
-3.04,464.41,5.0,0.9999
-2.96,464.41,5.0,0.9999
-2.88,464.41,5.0,0.9999
-2.8,464.41,5.0,0.9999
-2.72,464.41,5.0,0.9999
-2.64,464.41,5.0,0.9999
-2.56,464.41,5.0,0.9999
-2.48,464.41,5.0,0.9999
-2.4,464.41,5.0,0.9999
-2.32,464.41,5.0,0.9999
-2.24,464.41,5.0,0.9999
-2.16,464.41,5.0,0.9999
-2.08,464.17,5.0,0.9999
-2.0,464.41,5.0,0.9999
-1.92,464.41,5.0,0.9999
-1.84,464.41,5.0,0.9999
-1.76,464.41,5.0,0.9999
-1.68,464.41,5.0,0.9999
-1.6,464.41,5.0,0.9999
-1.52,464.17,5.0,0.9999
-1.44,464.17,5.0,0.9999
-1.36,464.17,5.0,0.9999
-1.28,464.17,5.0,0.9999
-1.2,464.41,5.0,0.9999
-1.12,464.17,5.0,0.9999
-1.04,464.17,5.0,0.9999
-0.96,464.17,5.0,0.9999
-0.88,464.17,5.0,0.9999
-0.8,464.17,5.0,0.9999
-0.72,464.41,0.1,1.0
-0.64,464.17,0.1,1.0
-0.56,445.8,0.1,1.0
-0.48,433.95,0.1,1.0
-0.4,426.21,0.1,1.0
-0.32,419.93,0.1,1.0
-0.24,383.91,0.3,1.0
-0.16,328.3,0.3,1.0
-0.08,268.59,0.3,1.0
0.0,217.58,0.3,1.0
