t_to_trip_s,vDcInst,set_freq,iq_shed
-11.2,470.7,5.0,0.9999
-11.12,470.7,5.0,0.9999
-11.04,470.7,5.0,0.9999
-10.96,470.7,5.0,0.9999
-10.88,470.7,5.0,0.9999
-10.8,470.7,5.0,0.9999
-10.72,470.7,5.0,0.9999
-10.64,470.7,5.0,0.9999
-10.56,470.94,5.0,0.9999
-10.48,470.7,5.0,0.9999
-10.4,470.7,5.0,0.9999
-10.32,470.7,5.0,0.9999
-10.24,470.7,5.0,0.9999
-10.16,470.7,5.0,0.9999
-10.08,470.7,5.0,0.9999
-10.0,470.7,5.0,0.9999
-9.92,470.7,5.0,0.9999
-9.84,470.7,5.0,0.9999
-9.76,470.7,5.0,0.9999
-9.68,470.7,5.0,0.9999
-9.6,470.7,5.0,0.9999
-9.52,470.7,5.0,0.9999
-9.44,470.7,5.0,0.9999
-9.36,470.7,5.0,0.9999
-9.28,470.7,5.0,0.9999
-9.2,470.7,5.0,0.9999
-9.12,470.7,5.0,0.9999
-9.04,470.7,5.0,0.9999
-8.96,470.7,5.0,0.9999
-8.88,470.7,5.0,0.9999
-8.8,470.7,5.0,0.9999
-8.72,470.7,5.0,0.9999
-8.64,470.7,5.0,0.9999
-8.56,470.7,5.0,0.9999
-8.48,470.7,5.0,0.9999
-8.4,470.7,5.0,0.9999
-8.32,470.7,5.0,0.9999
-8.24,470.7,5.0,0.9999
-8.16,470.7,5.0,0.9999
-8.08,470.7,5.0,0.9999
-8.0,470.7,5.0,0.9999
-7.92,470.46,5.0,0.9999
-7.84,470.7,5.0,0.9999
-7.76,470.7,5.0,0.9999
-7.68,470.46,5.0,0.9999
-7.6,470.7,5.0,0.9999
-7.52,470.7,5.0,0.9999
-7.44,470.7,5.0,0.9999
-7.36,470.7,5.0,0.9999
-7.28,470.7,5.0,0.9999
-7.2,470.7,5.0,0.9999
-7.12,470.7,5.0,0.9999
-7.04,470.7,5.0,0.9999
-6.96,470.7,5.0,0.9999
-6.88,470.7,5.0,0.9999
-6.8,470.7,5.0,0.9999
-6.72,470.46,5.0,0.9999
-6.64,470.7,5.0,0.9999
-6.56,470.46,5.0,0.9999
-6.48,470.46,5.0,0.9999
-6.4,470.7,5.0,0.9999
-6.32,470.46,5.0,0.9999
-6.24,470.46,5.0,0.9999
-6.16,470.46,5.0,0.9999
-6.08,470.7,5.0,0.9999
-6.0,470.21,5.0,0.9999
-5.92,470.7,5.0,0.9999
-5.84,470.46,5.0,0.9999
-5.76,470.7,5.0,0.9999
-5.68,470.46,5.0,0.9999
-5.6,470.7,5.0,0.9999
-5.52,470.7,5.0,0.9999
-5.44,470.46,5.0,0.9999
-5.36,470.46,5.0,0.9999
-5.28,470.7,5.0,0.9999
-5.2,470.7,5.0,0.9999
-5.12,470.46,5.0,0.9999
-5.04,470.7,5.0,0.9999
-4.96,470.46,5.0,0.9999
-4.88,470.7,5.0,0.9999
-4.8,470.7,5.0,0.9999
-4.72,470.46,5.0,0.9999
-4.64,470.7,5.0,0.9999
-4.56,470.46,5.0,0.9999
-4.48,470.46,5.0,0.9999
-4.4,470.46,5.0,0.9999
-4.32,470.46,5.0,0.9999
-4.24,470.46,5.0,0.9999
-4.16,470.46,5.0,0.9999
-4.08,470.46,5.0,0.9999
-4.0,470.46,5.0,0.9999
-3.92,470.46,5.0,0.9999
-3.84,470.46,5.0,0.9999
-3.76,470.46,5.0,0.9999
-3.68,470.46,5.0,0.9999
-3.6,470.46,5.0,0.9999
-3.52,470.46,5.0,0.9999
-3.44,470.46,5.0,0.9999
-3.36,470.7,5.0,0.9999
-3.28,470.46,5.0,0.9999
-3.2,470.46,5.0,0.9999
-3.12,470.46,5.0,0.9999
-3.04,470.46,5.0,0.9999
-2.96,470.46,5.0,0.9999
-2.88,470.7,5.0,0.9999
-2.8,470.46,5.0,0.9999
-2.72,470.46,5.0,0.9999
-2.64,470.46,5.0,0.9999
-2.56,470.46,5.0,0.9999
-2.48,470.46,5.0,0.9999
-2.4,470.46,5.0,0.9999
-2.32,470.46,5.0,0.9999
-2.24,470.46,5.0,0.9999
-2.16,470.46,5.0,0.9999
-2.08,470.46,5.0,0.9999
-2.0,470.46,5.0,0.9999
-1.92,470.46,5.0,0.9999
-1.84,470.46,5.0,0.9999
-1.76,470.46,5.0,0.9999
-1.68,470.46,5.0,0.9999
-1.6,470.46,5.0,0.9999
-1.52,470.46,5.0,0.9999
-1.44,470.46,5.0,0.9999
-1.36,470.46,5.0,0.9999
-1.28,470.46,5.0,0.9999
-1.2,470.46,5.0,0.9999
-1.12,470.46,5.0,0.9999
-1.04,470.46,0.1,1.0
-0.96,470.94,0.1,1.0
-0.88,452.81,0.1,1.0
-0.8,444.83,0.1,1.0
-0.72,440.48,0.3,1.0
-0.64,437.58,0.3,1.0
-0.56,402.52,0.3,1.0
-0.48,357.56,0.3,1.0
-0.4,311.62,0.3,1.0
-0.32,278.5,0.3,1.0
-0.24,255.53,0.5,1.0
-0.16,258.19,0.5,1.0
-0.08,259.16,0.5,1.0
0.0,240.06,0.5,1.0
