iso,t_s,vDcInst,set_freq,iq_shed
15:11:49.476,1788783109.476,472.63,41.66,0.9999
15:11:49.556,1788783109.556,472.87,41.66,0.9999
15:11:49.636,1788783109.636,473.36,41.66,0.9999
15:11:49.716,1788783109.716,471.91,41.66,0.9999
15:11:49.796,1788783109.796,472.63,41.66,0.9999
15:11:49.876,1788783109.876,472.87,41.46,0.9999
15:11:49.956,1788783109.956,472.87,41.46,0.9999
15:11:50.036,1788783110.036,474.81,41.46,0.9999
15:11:50.116,1788783110.116,473.12,41.46,0.9999
15:11:50.196,1788783110.196,473.84,41.46,0.9999
15:11:50.276,1788783110.276,474.08,41.46,0.9999
15:11:50.356,1788783110.356,473.6,41.46,0.9999
15:11:50.436,1788783110.436,473.84,41.46,0.9999
15:11:50.516,1788783110.516,474.32,41.46,0.9999
15:11:50.596,1788783110.596,474.32,41.46,0.9999
15:11:50.676,1788783110.676,474.32,41.66,0.9999
15:11:50.756,1788783110.756,474.32,41.66,0.9999
15:11:50.836,1788783110.836,472.63,41.66,0.9999
15:11:50.916,1788783110.916,473.84,41.66,0.9999
15:11:50.996,1788783110.996,473.36,41.66,0.9999
15:11:51.076,1788783111.076,472.39,41.66,0.9999
15:11:51.156,1788783111.156,473.6,41.66,0.9999
15:11:51.236,1788783111.236,474.08,41.66,0.9999
15:11:51.316,1788783111.316,471.91,41.66,0.9999
15:11:51.396,1788783111.396,473.12,41.66,0.9999
15:11:51.476,1788783111.476,473.12,41.46,0.9999
15:11:51.556,1788783111.556,472.87,41.46,0.9999
15:11:51.636,1788783111.636,474.32,41.46,0.9999
15:11:51.716,1788783111.716,474.32,41.46,0.9999
15:11:51.796,1788783111.796,473.36,41.46,0.9999
15:11:51.876,1788783111.876,474.32,41.46,0.9999
15:11:51.956,1788783111.956,473.84,41.46,0.9999
15:11:52.036,1788783112.036,473.84,41.46,0.9999
15:11:52.116,1788783112.116,474.57,41.46,0.9999
15:11:52.196,1788783112.196,474.81,41.46,0.9999
15:11:52.276,1788783112.276,474.81,41.66,0.9999
15:11:52.356,1788783112.356,474.08,41.66,0.9999
15:11:52.436,1788783112.436,473.84,41.66,0.9999
15:11:52.516,1788783112.516,474.08,41.66,0.9999
15:11:52.596,1788783112.596,474.08,41.66,0.9999
15:11:52.676,1788783112.676,473.36,41.66,0.9999
15:11:52.756,1788783112.756,473.36,41.66,0.9999
15:11:52.836,1788783112.836,473.36,41.66,0.9999
15:11:52.916,1788783112.916,472.63,41.66,0.9999
15:11:52.996,1788783112.996,473.84,41.66,0.9999
15:11:53.076,1788783113.076,472.87,41.66,0.9999
15:11:53.156,1788783113.156,473.6,41.46,0.9999
15:11:53.236,1788783113.236,474.57,41.46,0.9999
15:11:53.316,1788783113.316,473.36,41.46,0.9999
15:11:53.396,1788783113.396,475.05,41.46,0.9999
15:11:53.476,1788783113.476,474.57,41.46,0.9999
15:11:53.556,1788783113.556,473.12,41.46,0.9999
15:11:53.636,1788783113.636,474.32,41.46,0.9999
15:11:53.716,1788783113.716,474.32,41.46,0.9999
15:11:53.796,1788783113.796,474.08,41.46,0.9999
15:11:53.876,1788783113.876,474.32,41.46,0.9999
15:11:53.956,1788783113.956,474.32,41.66,0.9999
15:11:54.036,1788783114.036,472.63,41.66,0.9999
15:11:54.116,1788783114.116,473.6,41.66,0.9999
15:11:54.196,1788783114.196,473.36,41.66,0.9999
15:11:54.276,1788783114.276,472.87,41.66,0.9999
15:11:54.356,1788783114.356,473.84,41.66,0.9999
15:11:54.436,1788783114.436,472.87,41.66,0.9999
15:11:54.516,1788783114.516,472.15,41.66,0.9999
15:11:54.596,1788783114.596,473.6,41.66,0.9999
15:11:54.676,1788783114.676,473.6,41.66,0.9999
15:11:54.756,1788783114.756,473.6,41.46,0.9999
15:11:54.836,1788783114.836,474.57,41.46,0.9999
15:11:54.916,1788783114.916,473.6,41.46,0.9999
15:11:54.996,1788783114.996,475.05,41.46,0.9999
15:11:55.076,1788783115.076,474.57,41.46,0.9999
15:11:55.156,1788783115.156,474.57,41.46,0.9999
15:11:55.236,1788783115.236,475.05,41.46,0.9999
15:11:55.316,1788783115.316,473.12,41.46,0.9999
15:11:55.396,1788783115.396,474.57,41.46,0.9999
15:11:55.476,1788783115.476,475.05,41.46,0.9999
15:11:55.556,1788783115.556,472.87,41.66,0.9999
15:11:55.636,1788783115.636,474.57,41.66,0.9999
15:11:55.716,1788783115.716,474.32,41.66,0.9999
15:11:55.796,1788783115.796,472.39,41.66,0.9999
15:11:55.876,1788783115.876,473.6,41.66,0.9999
15:11:55.956,1788783115.956,474.08,41.66,0.9999
15:11:56.036,1788783116.036,472.15,41.66,0.9999
15:11:56.116,1788783116.116,474.08,41.66,0.9999
15:11:56.196,1788783116.196,472.87,41.66,0.9999
15:11:56.276,1788783116.276,472.63,41.66,0.9999
15:11:56.356,1788783116.356,474.32,41.46,0.9999
15:11:56.436,1788783116.436,473.84,41.46,0.9999
15:11:56.516,1788783116.516,472.39,41.46,0.9999
15:11:56.596,1788783116.596,474.08,41.46,0.9999
15:11:56.676,1788783116.676,473.84,41.46,0.9999
15:11:56.756,1788783116.756,473.84,41.46,0.9999
15:11:56.836,1788783116.836,474.08,41.46,0.9999
15:11:56.916,1788783116.916,473.6,41.46,0.9999
15:11:56.996,1788783116.996,474.57,41.46,0.9999
15:11:57.076,1788783117.076,474.81,41.46,0.9999
15:11:57.156,1788783117.156,474.32,41.66,0.9999
15:11:57.236,1788783117.236,474.57,41.66,0.9999
15:11:57.316,1788783117.316,473.84,41.66,0.9999
15:11:57.396,1788783117.396,473.36,41.66,0.9999
15:11:57.476,1788783117.476,474.32,41.66,0.9999
15:11:57.556,1788783117.556,472.63,41.66,0.9999
15:11:57.636,1788783117.636,472.87,41.66,0.9999
15:11:57.716,1788783117.716,473.84,41.66,0.9999
15:11:57.796,1788783117.796,472.63,41.66,0.9999
15:11:57.876,1788783117.876,472.63,41.66,0.9999
15:11:57.956,1788783117.956,472.63,41.86,0.9999
15:11:58.036,1788783118.036,472.39,41.86,0.9999
15:11:58.116,1788783118.116,471.67,41.86,0.9999
15:11:58.196,1788783118.196,471.67,41.86,0.9999
15:11:58.276,1788783118.276,470.7,41.86,0.9999
15:11:58.356,1788783118.356,471.42,41.86,0.9999
15:11:58.436,1788783118.436,472.15,41.86,0.9999
15:11:58.516,1788783118.516,470.7,41.86,0.9999
15:11:58.596,1788783118.596,470.94,41.86,0.9999
15:11:58.676,1788783118.676,471.42,41.86,0.9999
15:11:58.756,1788783118.756,470.94,41.66,0.9999
15:11:58.836,1788783118.836,471.67,41.66,0.9999
15:11:58.916,1788783118.916,472.63,41.66,0.9999
15:11:58.996,1788783118.996,471.91,41.66,0.9999
15:11:59.076,1788783119.076,471.67,41.66,0.9999
15:11:59.156,1788783119.156,471.67,41.66,0.9999
15:11:59.236,1788783119.236,471.91,41.66,0.9999
15:11:59.316,1788783119.316,471.18,41.66,0.9999
15:11:59.396,1788783119.396,472.87,41.66,0.9999
15:11:59.476,1788783119.476,472.39,41.66,0.9999
15:11:59.556,1788783119.556,472.39,41.46,0.9999
15:11:59.636,1788783119.636,473.6,41.46,0.9999
15:11:59.716,1788783119.716,472.63,41.46,0.9999
