t_to_trip_s,vDcInst,set_freq,iq_shed
-8.56,426.94,5.0,0.9999
-8.48,426.7,5.0,0.9999
-8.4,426.94,5.0,0.9999
-8.32,426.94,5.0,0.9999
-8.24,427.18,5.0,0.9999
-8.16,427.18,5.0,0.9999
-8.08,426.94,5.0,0.9999
-8.0,427.18,5.0,0.9999
-7.92,427.18,5.0,0.9999
-7.84,426.94,5.0,0.9999
-7.76,427.18,5.0,0.9999
-7.68,426.94,5.0,0.9999
-7.6,427.18,5.0,0.9999
-7.52,427.18,5.0,0.9999
-7.44,427.18,5.0,0.9999
-7.36,427.18,5.0,0.9999
-7.28,426.94,5.0,0.9999
-7.2,427.18,5.0,0.9999
-7.12,426.94,5.0,0.9999
-7.04,427.18,5.0,0.9999
-6.96,426.94,5.0,0.9999
-6.88,427.18,5.0,0.9999
-6.8,427.18,5.0,0.9999
-6.72,426.94,5.0,0.9999
-6.64,427.18,5.0,0.9999
-6.56,426.94,5.0,0.9999
-6.48,427.18,5.0,0.9999
-6.4,427.18,5.0,0.9999
-6.32,426.94,5.0,0.9999
-6.24,426.94,5.0,0.9999
-6.16,427.18,5.0,0.9999
-6.08,426.94,5.0,0.9999
-6.0,427.18,5.0,0.9999
-5.92,426.94,5.0,0.9999
-5.84,426.94,5.0,0.9999
-5.76,426.94,5.0,0.9999
-5.68,426.94,5.0,0.9999
-5.6,426.94,5.0,0.9999
-5.52,426.94,5.0,0.9999
-5.44,426.94,5.0,0.9999
-5.36,426.94,5.0,0.9999
-5.28,426.94,5.0,0.9999
-5.2,426.94,5.0,0.9999
-5.12,427.18,5.0,0.9999
-5.04,426.94,5.0,0.9999
-4.96,426.94,5.0,0.9999
-4.88,426.7,5.0,0.9999
-4.8,426.7,5.0,0.9999
-4.72,426.7,5.0,0.9999
-4.64,426.7,5.0,0.9999
-4.56,426.7,5.0,0.9999
-4.48,426.7,5.0,0.9999
-4.4,426.7,5.0,0.9999
-4.32,426.7,5.0,0.9999
-4.24,426.7,5.0,0.9999
-4.16,426.7,5.0,0.9999
-4.08,426.7,5.0,0.9999
-4.0,426.94,5.0,0.9999
-3.92,426.7,5.0,0.9999
-3.84,426.94,5.0,0.9999
-3.76,426.7,5.0,0.9999
-3.68,426.7,5.0,0.9999
-3.6,426.94,5.0,0.9999
-3.52,426.94,5.0,0.9999
-3.44,426.94,5.0,0.9999
-3.36,426.94,5.0,0.9999
-3.28,426.7,5.0,0.9999
-3.2,426.7,5.0,0.9999
-3.12,426.7,5.0,0.9999
-3.04,426.94,5.0,0.9999
-2.96,426.7,5.0,0.9999
-2.88,426.7,5.0,0.9999
-2.8,426.7,5.0,0.9999
-2.72,426.94,5.0,0.9999
-2.64,426.7,5.0,0.9999
-2.56,426.94,5.0,0.9999
-2.48,426.94,5.0,0.9999
-2.4,426.94,5.0,0.9999
-2.32,426.94,5.0,0.9999
-2.24,426.7,5.0,0.9999
-2.16,426.7,5.0,0.9999
-2.08,426.7,5.0,0.9999
-2.0,426.94,5.0,0.9999
-1.92,426.7,5.0,0.9999
-1.84,426.7,5.0,0.9999
-1.76,426.7,5.0,0.9999
-1.68,426.7,5.0,0.9999
-1.6,426.7,5.0,0.9999
-1.52,426.7,5.0,0.9999
-1.44,426.46,5.0,0.9999
-1.36,426.46,5.0,0.9999
-1.28,426.46,5.0,0.9999
-1.2,426.46,5.0,0.9999
-1.12,426.46,5.0,0.9999
-1.04,426.7,5.0,0.9999
-0.96,426.46,5.0,0.9999
-0.88,426.46,5.0,0.9999
-0.8,426.46,5.0,0.9999
-0.72,426.46,5.0,0.9999
-0.64,426.46,5.0,0.9999
-0.56,426.46,5.0,0.9999
-0.48,426.46,0.1,1.0
-0.4,418.0,0.1,1.0
-0.32,393.58,0.3,1.0
-0.24,371.58,0.3,1.0
-0.16,350.54,0.3,1.0
-0.08,329.75,0.3,1.0
0.0,242.48,0.3,1.0
