iso,t_s,vDcInst,idc_units,iq_shed
09:44:51.441,1789109091.442,488.83,10.55,0.9999
09:44:51.521,1789109091.522,488.59,10.55,0.9999
09:44:51.601,1789109091.602,488.83,10.54,0.9999
09:44:51.681,1789109091.682,488.83,10.54,0.9999
09:44:51.761,1789109091.762,489.07,10.53,0.9999
09:44:51.841,1789109091.842,488.35,10.53,0.9999
09:44:51.921,1789109091.922,489.56,10.55,0.9999
09:44:52.001,1789109092.002,488.35,10.52,0.9999
09:44:52.081,1789109092.082,489.56,10.54,0.9999
09:44:52.161,1789109092.162,489.31,10.51,0.9999
09:44:52.241,1789109092.242,490.76,10.4,0.9999
09:44:52.321,1789109092.322,489.8,10.38,0.9999
09:44:52.401,1789109092.402,490.52,10.39,0.9999
09:44:52.481,1789109092.482,489.8,10.38,0.9999
09:44:52.561,1789109092.562,490.04,10.36,0.9999
09:44:52.641,1789109092.642,490.52,10.37,0.9999
09:44:52.721,1789109092.722,489.8,10.36,0.9999
09:44:52.801,1789109092.802,490.04,10.37,0.9999
09:44:52.881,1789109092.882,490.28,10.36,0.9999
09:44:52.961,1789109092.962,488.59,10.37,0.9999
09:44:53.041,1789109093.042,489.8,10.5,0.9999
09:44:53.121,1789109093.122,488.35,10.5,0.9999
09:44:53.201,1789109093.202,489.8,10.51,0.9999
09:44:53.281,1789109093.282,487.86,10.53,0.9999
09:44:53.361,1789109093.362,489.56,10.53,0.9999
09:44:53.441,1789109093.442,488.59,10.51,0.9999
09:44:53.521,1789109093.522,489.31,10.52,0.9999
09:44:53.601,1789109093.602,488.59,10.53,0.9999
09:44:53.681,1789109093.682,489.07,10.52,0.9999
09:44:53.761,1789109093.762,488.35,10.53,0.9999
09:44:53.841,1789109093.842,487.14,10.65,0.9999
09:44:53.921,1789109093.922,488.1,10.68,0.9999
09:44:54.001,1789109094.002,486.9,10.66,0.9999
09:44:54.081,1789109094.082,488.1,10.69,0.9999
09:44:54.161,1789109094.162,486.9,10.68,0.9999
09:44:54.241,1789109094.242,487.62,10.71,0.9999
09:44:54.321,1789109094.322,487.14,10.69,0.9999
09:44:54.401,1789109094.402,487.86,10.7,0.9999
09:44:54.481,1789109094.482,487.14,10.69,0.9999
09:44:54.561,1789109094.562,487.86,10.7,0.9999
09:44:54.641,1789109094.642,489.31,10.59,0.9999
09:44:54.721,1789109094.722,488.1,10.54,0.9999
09:44:54.801,1789109094.802,489.31,10.55,0.9999
09:44:54.881,1789109094.882,488.35,10.54,0.9999
09:44:54.961,1789109094.962,489.07,10.56,0.9999
09:44:55.041,1789109095.042,488.35,10.54,0.9999
09:44:55.121,1789109095.122,489.07,10.57,0.9999
09:44:55.201,1789109095.202,488.59,10.53,0.9999
09:44:55.281,1789109095.282,489.31,10.53,0.9999
09:44:55.361,1789109095.362,488.83,10.52,0.9999
09:44:55.441,1789109095.442,490.52,10.44,0.9999
09:44:55.521,1789109095.522,490.28,10.37,0.9999
09:44:55.601,1789109095.602,490.28,10.37,0.9999
09:44:55.681,1789109095.682,490.76,10.37,0.9999
09:44:55.761,1789109095.762,490.52,10.37,0.9999
09:44:55.841,1789109095.842,490.04,10.37,0.9999
09:44:55.921,1789109095.922,490.52,10.38,0.9999
09:44:56.001,1789109096.002,489.31,10.37,0.9999
09:44:56.081,1789109096.082,491.25,10.37,0.9999
09:44:56.161,1789109096.162,489.31,10.36,0.9999
09:44:56.241,1789109096.242,489.31,10.44,0.9999
09:44:56.321,1789109096.322,488.59,10.51,0.9999
09:44:56.401,1789109096.402,489.8,10.5,0.9999
09:44:56.481,1789109096.482,488.35,10.5,0.9999
09:44:56.561,1789109096.562,489.8,10.51,0.9999
09:44:56.641,1789109096.642,488.83,10.5,0.9999
09:44:56.721,1789109096.722,489.31,10.51,0.9999
09:44:56.801,1789109096.802,489.07,10.51,0.9999
09:44:56.881,1789109096.882,488.59,10.52,0.9999
09:44:56.961,1789109096.962,489.56,10.52,0.9999
09:44:57.041,1789109097.042,487.14,10.59,0.9999
09:44:57.121,1789109097.122,487.38,10.69,0.9999
09:44:57.201,1789109097.202,487.86,10.68,0.9999
09:44:57.281,1789109097.282,487.38,10.68,0.9999
09:44:57.361,1789109097.362,488.1,10.7,0.9999
09:44:57.441,1789109097.442,487.38,10.69,0.9999
09:44:57.521,1789109097.522,488.1,10.69,0.9999
09:44:57.601,1789109097.602,487.14,10.68,0.9999
09:44:57.681,1789109097.682,488.1,10.71,0.9999
09:44:57.761,1789109097.762,486.9,10.68,0.9999
09:44:57.841,1789109097.842,484.96,10.77,0.9999
09:44:57.921,1789109097.922,485.2,10.87,0.9999
09:44:58.001,1789109098.002,484.72,10.87,0.9999
09:44:58.081,1789109098.082,486.17,10.86,0.9999
09:44:58.161,1789109098.162,484.0,10.88,0.9999
09:44:58.241,1789109098.242,485.45,10.88,0.9999
09:44:58.321,1789109098.322,484.72,10.89,0.9999
09:44:58.401,1789109098.402,485.93,10.88,0.9999
09:44:58.481,1789109098.482,485.2,10.9,0.9999
09:44:58.561,1789109098.562,486.41,10.88,0.9999
09:44:58.641,1789109098.642,483.03,10.93,0.9999
09:44:58.721,1789109098.722,484.48,11.07,0.9999
09:44:58.801,1789109098.802,483.51,11.05,0.9999
09:44:58.881,1789109098.882,484.24,11.07,0.9999
09:44:58.961,1789109098.962,483.27,11.06,0.9999
09:44:59.041,1789109099.042,482.79,11.09,0.9999
09:44:59.121,1789109099.122,483.75,11.08,0.9999
09:44:59.201,1789109099.202,482.3,11.1,0.9999
09:44:59.281,1789109099.282,483.27,11.08,0.9999
09:44:59.361,1789109099.362,483.03,11.09,0.9999
09:44:59.441,1789109099.442,486.17,11.06,0.9999
09:44:59.521,1789109099.522,484.72,10.93,0.9999
09:44:59.601,1789109099.602,486.17,10.93,0.9999
09:44:59.681,1789109099.682,485.2,10.92,0.9999
09:44:59.761,1789109099.762,485.93,10.92,0.9999
09:44:59.841,1789109099.842,485.2,10.9,0.9999
09:44:59.921,1789109099.922,485.45,10.93,0.9999
09:45:00.001,1789109100.002,485.2,10.92,0.9999
09:45:00.081,1789109100.082,484.72,10.92,0.9999
09:45:00.161,1789109100.162,485.45,10.9,0.9999
09:45:00.241,1789109100.242,485.93,10.88,0.9999
09:45:00.321,1789109100.322,486.65,10.73,0.9999
09:45:00.401,1789109100.402,486.17,10.75,0.9999
09:45:00.481,1789109100.482,486.65,10.75,0.9999
09:45:00.561,1789109100.562,486.65,10.74,0.9999
09:45:00.641,1789109100.642,486.9,10.73,0.9999
09:45:00.721,1789109100.722,487.14,10.73,0.9999
09:45:00.801,1789109100.802,487.14,10.71,0.9999
09:45:00.881,1789109100.882,488.1,10.72,0.9999
09:45:00.961,1789109100.962,487.38,10.72,0.9999
09:45:01.041,1789109101.042,489.31,10.7,0.9999
09:45:01.121,1789109101.122,488.59,10.55,0.9999
09:45:01.201,1789109101.202,489.31,10.56,0.9999
09:45:01.281,1789109101.282,489.07,10.54,0.9999
09:45:01.361,1789109101.362,489.31,10.54,0.9999
09:45:01.441,1789109101.442,489.8,10.54,0.9999
09:45:01.521,1789109101.522,488.83,10.53,0.9999
09:45:01.601,1789109101.602,490.52,10.53,0.9999
09:45:01.681,1789109101.682,488.35,10.52,0.9999
09:45:01.761,1789109101.762,491.01,10.53,0.9999
09:45:01.841,1789109101.842,489.31,10.51,0.9999
09:45:01.921,1789109101.922,491.73,10.4,0.9999
09:45:02.001,1789109102.002,490.28,10.37,0.9999
09:45:02.081,1789109102.082,491.49,10.37,0.9999
09:45:02.161,1789109102.162,491.01,10.36,0.9999
09:45:02.241,1789109102.242,490.52,10.36,0.9999
09:45:02.321,1789109102.322,491.25,10.38,0.9999
09:45:02.401,1789109102.402,489.8,10.37,0.9999
09:45:02.481,1789109102.482,490.76,10.36,0.9999
09:45:02.561,1789109102.562,490.52,10.36,0.9999
09:45:02.641,1789109102.642,491.01,10.33,0.9999
