file,start,end,n,dt_ms,trip,names,ch0_min,ch0_max,ch1_min,ch1_max,ch2_min,ch2_max
ring_055404.csv,05:53:53.668,05:54:04.628,138,80.0,0,vDcInst/idc_units/iq_shed,494.87,496.32,0.12,0.15,1.0,1.0
ring_055431.csv,05:54:10.886,05:54:31.286,256,80.0,0,vDcInst/idc_units/iq_shed,496.32,497.05,0.12,0.14,1.0,1.0
ring_055459.csv,05:54:38.695,05:54:59.095,256,80.0,0,vDcInst/idc_units/iq_shed,497.05,497.78,0.12,0.14,1.0,1.0
ring_055525.csv,05:55:06.168,05:55:25.928,248,80.0,0,vDcInst/idc_units/iq_shed,497.78,498.5,0.12,0.14,1.0,1.0
ring_055551.csv,05:55:31.720,05:55:51.320,246,80.0,0,vDcInst/idc_units/iq_shed,498.74,499.47,0.12,0.15,1.0,1.0
ring_055616.csv,05:55:56.887,05:56:16.247,243,80.0,0,vDcInst/idc_units/iq_shed,499.47,500.19,0.13,0.15,1.0,1.0
ring_055713.csv,05:56:55.686,05:57:13.206,220,80.0,0,vDcInst/idc_units/iq_shed,500.68,501.89,0.14,0.16,1.0,1.0
ring_055737.csv,05:57:18.157,05:57:37.517,243,80.0,0,vDcInst/idc_units/iq_shed,501.89,502.61,0.14,0.16,1.0,1.0
ring_055802.csv,05:57:42.998,05:58:02.358,243,80.0,0,vDcInst/idc_units/iq_shed,502.61,503.34,0.14,0.16,1.0,1.0
ring_055827.csv,05:58:07.725,05:58:27.165,244,80.0,0,vDcInst/idc_units/iq_shed,503.34,504.06,0.14,0.16,1.0,1.0
ring_055852.csv,05:58:32.870,05:58:52.150,242,80.0,0,vDcInst/idc_units/iq_shed,504.06,504.79,0.14,0.17,1.0,1.0
ring_055916.csv,05:58:57.598,05:59:16.958,243,80.0,0,vDcInst/idc_units/iq_shed,504.54,505.27,0.15,0.17,1.0,1.0
ring_055941.csv,05:59:22.326,05:59:41.686,243,80.0,0,vDcInst/idc_units/iq_shed,505.27,506.0,0.15,0.17,1.0,1.0
ring_060006.csv,05:59:47.054,06:00:06.414,243,80.0,0,vDcInst/idc_units/iq_shed,506.0,506.48,0.15,0.18,1.0,1.0
ring_060031.csv,06:00:11.782,06:00:31.062,242,80.0,0,vDcInst/idc_units/iq_shed,506.72,507.2,0.16,0.18,1.0,1.0
