iso,t_s,vDcInst,idc_units,iq_shed
07:15:48.605,1789100148.606,516.87,8.04,0.9999
07:15:48.685,1789100148.686,516.15,8.04,0.9999
07:15:48.765,1789100148.766,517.36,8.03,0.9999
07:15:48.845,1789100148.846,516.87,8.03,0.9999
07:15:48.925,1789100148.926,517.36,8.04,0.9999
07:15:49.005,1789100149.006,516.39,8.02,0.9999
07:15:49.085,1789100149.086,515.67,8.03,0.9999
07:15:49.165,1789100149.166,517.6,8.04,0.9999
07:15:49.245,1789100149.246,515.91,8.01,0.9999
07:15:49.325,1789100149.326,515.18,8.1,0.9999
07:15:49.405,1789100149.406,515.67,8.16,0.9999
07:15:49.485,1789100149.486,514.7,8.14,0.9999
07:15:49.565,1789100149.566,515.18,8.16,0.9999
07:15:49.645,1789100149.646,515.67,8.16,0.9999
07:15:49.725,1789100149.726,515.91,8.15,0.9999
07:15:49.805,1789100149.806,515.18,8.15,0.9999
07:15:49.885,1789100149.886,515.18,8.16,0.9999
07:15:49.965,1789100149.966,516.15,8.16,0.9999
07:15:50.045,1789100150.046,514.94,8.15,0.9999
07:15:50.125,1789100150.126,513.73,8.2,0.9999
07:15:50.205,1789100150.206,514.7,8.29,0.9999
07:15:50.285,1789100150.286,513.49,8.27,0.9999
07:15:50.365,1789100150.366,513.73,8.28,0.9999
07:15:50.445,1789100150.446,514.7,8.28,0.9999
07:15:50.525,1789100150.526,513.25,8.29,0.9999
07:15:50.605,1789100150.606,513.73,8.3,0.9999
07:15:50.685,1789100150.686,514.46,8.31,0.9999
07:15:50.765,1789100150.766,513.25,8.29,0.9999
07:15:50.845,1789100150.846,513.97,8.29,0.9999
07:15:50.925,1789100150.926,513.01,8.33,0.9999
07:15:51.005,1789100151.006,511.8,8.43,0.9999
07:15:51.085,1789100151.086,512.52,8.43,0.9999
07:15:51.165,1789100151.166,512.52,8.43,0.9999
07:15:51.245,1789100151.246,511.31,8.43,0.9999
07:15:51.325,1789100151.326,512.28,8.45,0.9999
07:15:51.405,1789100151.406,512.76,8.44,0.9999
07:15:51.485,1789100151.486,511.31,8.43,0.9999
07:15:51.565,1789100151.566,511.8,8.44,0.9999
07:15:51.645,1789100151.646,512.52,8.44,0.9999
07:15:51.725,1789100151.726,512.04,8.42,0.9999
07:15:51.805,1789100151.806,513.73,8.32,0.9999
07:15:51.885,1789100151.886,514.46,8.32,0.9999
07:15:51.965,1789100151.966,513.01,8.3,0.9999
07:15:52.045,1789100152.046,513.73,8.32,0.9999
07:15:52.125,1789100152.126,514.21,8.31,0.9999
07:15:52.205,1789100152.206,513.01,8.3,0.9999
07:15:52.285,1789100152.286,513.73,8.33,0.9999
07:15:52.365,1789100152.366,513.97,8.3,0.9999
07:15:52.445,1789100152.446,513.25,8.31,0.9999
07:15:52.525,1789100152.526,514.46,8.3,0.9999
07:15:52.605,1789100152.606,515.18,8.18,0.9999
07:15:52.685,1789100152.686,514.7,8.19,0.9999
07:15:52.765,1789100152.766,515.42,8.19,0.9999
07:15:52.845,1789100152.846,514.94,8.17,0.9999
07:15:52.925,1789100152.926,515.67,8.17,0.9999
07:15:53.005,1789100153.006,515.67,8.17,0.9999
07:15:53.085,1789100153.086,515.67,8.17,0.9999
07:15:53.165,1789100153.166,515.91,8.17,0.9999
07:15:53.245,1789100153.246,514.94,8.17,0.9999
07:15:53.325,1789100153.326,514.46,8.19,0.9999
07:15:53.405,1789100153.406,515.18,8.29,0.9999
07:15:53.485,1789100153.486,512.76,8.29,0.9999
07:15:53.565,1789100153.566,513.73,8.3,0.9999
07:15:53.645,1789100153.646,514.94,8.29,0.9999
07:15:53.725,1789100153.726,513.01,8.29,0.9999
07:15:53.805,1789100153.806,513.97,8.3,0.9999
07:15:53.885,1789100153.886,515.18,8.3,0.9999
07:15:53.965,1789100153.966,512.52,8.3,0.9999
07:15:54.045,1789100154.046,513.97,8.31,0.9999
07:15:54.125,1789100154.126,513.73,8.3,0.9999
07:15:54.205,1789100154.206,511.31,8.41,0.9999
