iso,t_s,vDcInst,idc_units,iq_shed
09:55:09.530,1789109709.531,524.13,13.55,0.9999
09:55:09.610,1789109709.611,523.16,13.56,0.9999
09:55:09.690,1789109709.691,523.89,13.58,0.9999
09:55:09.770,1789109709.771,524.37,13.56,0.9999
09:55:09.850,1789109709.851,523.4,13.56,0.9999
09:55:09.930,1789109709.931,522.92,13.57,0.9999
09:55:10.010,1789109710.011,523.4,13.57,0.9999
09:55:10.090,1789109710.091,522.68,13.57,0.9999
09:55:10.170,1789109710.171,522.43,13.58,0.9999
09:55:10.250,1789109710.251,523.4,13.57,0.9999
09:55:10.330,1789109710.331,523.64,13.56,0.9999
09:55:10.410,1789109710.411,523.16,13.58,0.9999
09:55:10.490,1789109710.491,523.16,13.56,0.9999
09:55:10.570,1789109710.571,524.13,13.53,0.9999
09:55:10.650,1789109710.651,523.16,13.56,0.9999
09:55:10.730,1789109710.731,524.13,13.58,0.9999
09:55:10.810,1789109710.811,524.37,13.57,0.9999
09:55:10.890,1789109710.891,523.89,13.55,0.9999
09:55:10.970,1789109710.971,523.16,13.55,0.9999
09:55:11.050,1789109711.051,522.92,13.57,0.9999
09:55:11.130,1789109711.131,523.16,13.56,0.9999
09:55:11.210,1789109711.211,522.92,13.57,0.9999
09:55:11.290,1789109711.291,523.16,13.56,0.9999
09:55:11.370,1789109711.371,523.16,13.57,0.9999
09:55:11.450,1789109711.451,523.4,13.57,0.9999
09:55:11.530,1789109711.531,523.89,13.56,0.9999
09:55:11.610,1789109711.611,523.64,13.55,0.9999
09:55:11.690,1789109711.691,523.64,13.57,0.9999
09:55:11.770,1789109711.771,524.13,13.59,0.9999
09:55:11.850,1789109711.851,524.37,13.56,0.9999
09:55:11.930,1789109711.931,523.89,13.57,0.9999
09:55:12.010,1789109712.011,524.13,13.58,0.9999
09:55:12.090,1789109712.091,523.64,13.58,0.9999
09:55:12.170,1789109712.171,523.89,13.56,0.9999
09:55:12.250,1789109712.251,522.43,13.56,0.9999
09:55:12.330,1789109712.331,523.89,13.58,0.9999
09:55:12.410,1789109712.411,524.13,13.58,0.9999
09:55:12.490,1789109712.491,523.64,13.56,0.9999
09:55:12.570,1789109712.571,523.89,13.57,0.9999
09:55:12.650,1789109712.651,523.89,13.56,0.9999
09:55:12.730,1789109712.731,523.4,13.57,0.9999
09:55:12.810,1789109712.811,523.4,13.58,0.9999
09:55:12.890,1789109712.891,523.64,13.57,0.9999
09:55:12.970,1789109712.971,523.4,13.56,0.9999
09:55:13.050,1789109713.051,523.64,13.57,0.9999
09:55:13.130,1789109713.131,523.89,13.57,0.9999
09:55:13.210,1789109713.211,523.64,13.54,0.9999
09:55:13.290,1789109713.291,522.92,13.57,0.9999
09:55:13.370,1789109713.371,523.89,13.58,0.9999
09:55:13.450,1789109713.451,524.37,13.57,0.9999
09:55:13.530,1789109713.531,523.64,13.58,0.9999
09:55:13.610,1789109713.611,523.64,13.57,0.9999
09:55:13.690,1789109713.691,522.92,13.55,0.9999
09:55:13.770,1789109713.771,522.68,13.57,0.9999
09:55:13.850,1789109713.851,522.92,13.58,0.9999
09:55:13.930,1789109713.931,523.16,13.56,0.9999
09:55:14.010,1789109714.011,523.4,13.57,0.9999
09:55:14.090,1789109714.091,523.16,13.58,0.9999
09:55:14.170,1789109714.171,523.89,13.56,0.9999
09:55:14.250,1789109714.251,523.89,13.55,0.9999
09:55:14.330,1789109714.331,523.16,13.58,0.9999
09:55:14.410,1789109714.411,523.89,13.56,0.9999
09:55:14.490,1789109714.491,524.13,13.56,0.9999
09:55:14.570,1789109714.571,523.16,13.56,0.9999
09:55:14.650,1789109714.651,523.16,13.57,0.9999
09:55:14.730,1789109714.731,523.16,13.57,0.9999
09:55:14.810,1789109714.811,522.92,13.56,0.9999
09:55:14.890,1789109714.891,522.43,13.57,0.9999
09:55:14.970,1789109714.971,523.16,13.57,0.9999
09:55:15.050,1789109715.051,523.4,13.58,0.9999
09:55:15.130,1789109715.131,523.16,13.57,0.9999
09:55:15.210,1789109715.211,523.89,13.56,0.9999
09:55:15.290,1789109715.291,523.89,13.55,0.9999
09:55:15.370,1789109715.371,523.16,13.57,0.9999
09:55:15.450,1789109715.451,524.13,13.59,0.9999
