iso,t_s,vDcInst,idc_units,iq_shed
18:21:33.465,1789140093.465,427.18,0.16,1.0
18:21:33.545,1789140093.545,427.18,0.17,1.0
18:21:33.625,1789140093.625,427.18,0.16,1.0
18:21:33.705,1789140093.705,427.18,0.16,1.0
18:21:33.785,1789140093.785,427.18,0.17,1.0
18:21:33.865,1789140093.865,427.18,0.17,1.0
18:21:33.945,1789140093.945,427.18,0.17,1.0
18:21:34.025,1789140094.025,427.18,0.17,1.0
18:21:34.105,1789140094.105,427.18,0.17,1.0
18:21:34.185,1789140094.185,427.18,0.17,1.0
18:21:34.265,1789140094.265,427.42,0.17,1.0
18:21:34.345,1789140094.345,427.42,0.17,1.0
18:21:34.425,1789140094.425,427.42,0.17,1.0
18:21:34.505,1789140094.505,427.42,0.17,1.0
18:21:34.585,1789140094.585,427.42,0.17,1.0
18:21:34.665,1789140094.665,427.42,0.17,1.0
18:21:34.745,1789140094.745,427.42,0.17,1.0
18:21:34.825,1789140094.825,427.42,0.17,1.0
18:21:34.905,1789140094.905,427.42,0.16,1.0
18:21:34.985,1789140094.985,427.42,0.17,1.0
18:21:35.065,1789140095.065,427.42,0.16,1.0
18:21:35.145,1789140095.145,427.42,0.16,1.0
18:21:35.225,1789140095.225,427.42,0.17,1.0
18:21:35.305,1789140095.305,427.42,0.17,1.0
18:21:35.385,1789140095.385,427.42,0.16,1.0
18:21:35.465,1789140095.465,427.18,0.16,1.0
18:21:35.545,1789140095.545,427.42,0.16,1.0
18:21:35.625,1789140095.625,427.42,0.16,1.0
18:21:35.705,1789140095.705,427.42,0.16,1.0
18:21:35.785,1789140095.785,427.42,0.17,1.0
18:21:35.865,1789140095.865,427.42,0.17,1.0
18:21:35.945,1789140095.945,427.42,0.17,1.0
18:21:36.025,1789140096.025,427.42,0.16,1.0
18:21:36.105,1789140096.105,427.42,0.16,1.0
18:21:36.185,1789140096.185,427.18,0.17,1.0
18:21:36.265,1789140096.265,427.42,0.16,1.0
18:21:36.345,1789140096.345,427.18,0.16,1.0
18:21:36.425,1789140096.425,427.42,0.16,1.0
18:21:36.505,1789140096.505,427.42,0.17,1.0
18:21:36.585,1789140096.585,427.18,0.17,1.0
18:21:36.665,1789140096.665,427.18,0.16,1.0
18:21:36.745,1789140096.745,427.18,0.17,1.0
18:21:36.825,1789140096.825,427.18,0.17,1.0
18:21:36.905,1789140096.905,427.18,0.18,1.0
18:21:36.985,1789140096.985,427.18,0.18,1.0
18:21:37.065,1789140097.065,427.18,0.18,1.0
18:21:37.145,1789140097.145,426.94,0.17,1.0
18:21:37.225,1789140097.225,426.94,0.16,1.0
18:21:37.305,1789140097.305,426.94,0.17,1.0
18:21:37.385,1789140097.385,426.94,0.17,1.0
18:21:37.465,1789140097.465,426.94,0.16,1.0
18:21:37.545,1789140097.545,426.7,0.16,1.0
18:21:37.625,1789140097.625,426.94,0.17,1.0
18:21:37.705,1789140097.705,426.94,0.16,1.0
18:21:37.785,1789140097.785,426.94,0.17,1.0
18:21:37.865,1789140097.865,426.94,0.17,1.0
18:21:37.945,1789140097.945,427.18,0.16,1.0
18:21:38.025,1789140098.025,426.94,0.16,1.0
18:21:38.105,1789140098.105,427.18,0.16,1.0
18:21:38.185,1789140098.185,427.18,0.16,1.0
18:21:38.265,1789140098.265,427.18,0.17,1.0
18:21:38.345,1789140098.345,427.18,0.17,1.0
18:21:38.425,1789140098.425,427.18,0.16,1.0
18:21:38.505,1789140098.505,427.18,0.16,1.0
18:21:38.585,1789140098.585,427.18,0.16,1.0
18:21:38.665,1789140098.665,427.18,0.16,1.0
18:21:38.745,1789140098.745,427.18,0.16,1.0
18:21:38.825,1789140098.825,427.18,0.17,1.0
18:21:38.905,1789140098.905,427.18,0.16,1.0
18:21:38.985,1789140098.985,426.94,0.17,1.0
18:21:39.065,1789140099.065,427.18,0.17,1.0
18:21:39.145,1789140099.145,426.94,0.16,1.0
18:21:39.225,1789140099.225,427.18,0.16,1.0
18:21:39.305,1789140099.305,427.18,0.17,1.0
18:21:39.385,1789140099.385,426.94,0.16,1.0
18:21:39.465,1789140099.465,426.94,0.16,1.0
18:21:39.545,1789140099.545,427.18,0.17,1.0
18:21:39.625,1789140099.625,426.94,0.16,1.0
18:21:39.705,1789140099.705,426.94,0.17,1.0
18:21:39.785,1789140099.785,426.94,0.16,1.0
18:21:39.865,1789140099.865,427.18,0.17,1.0
18:21:39.945,1789140099.945,427.18,0.16,1.0
18:21:40.025,1789140100.025,426.94,0.16,1.0
18:21:40.105,1789140100.105,426.94,0.16,1.0
18:21:40.185,1789140100.185,426.94,0.17,1.0
18:21:40.265,1789140100.265,426.94,0.16,1.0
18:21:40.345,1789140100.345,426.94,0.16,1.0
18:21:40.425,1789140100.425,426.94,0.17,1.0
18:21:40.505,1789140100.505,426.94,0.18,1.0
18:21:40.585,1789140100.585,426.94,0.17,1.0
18:21:40.665,1789140100.665,426.7,0.17,1.0
18:21:40.745,1789140100.745,426.7,0.17,1.0
18:21:40.825,1789140100.825,426.7,0.18,1.0
18:21:40.905,1789140100.905,426.7,0.16,1.0
18:21:40.985,1789140100.985,426.7,0.16,1.0
18:21:41.065,1789140101.065,426.7,0.18,1.0
18:21:41.145,1789140101.145,426.7,0.17,1.0
18:21:41.225,1789140101.225,426.7,0.16,1.0
18:21:41.305,1789140101.305,426.7,0.17,1.0
18:21:41.385,1789140101.385,426.7,0.17,1.0
18:21:41.465,1789140101.465,426.7,0.16,1.0
18:21:41.545,1789140101.545,426.94,0.17,1.0
18:21:41.625,1789140101.625,426.7,0.17,1.0
18:21:41.705,1789140101.705,426.7,0.16,1.0
18:21:41.785,1789140101.785,426.94,0.16,1.0
18:21:41.865,1789140101.865,426.7,0.17,1.0
18:21:41.945,1789140101.945,426.94,0.16,1.0
18:21:42.025,1789140102.025,426.94,0.16,1.0
18:21:42.105,1789140102.105,426.94,0.16,1.0
18:21:42.185,1789140102.185,426.94,0.17,1.0
18:21:42.265,1789140102.265,426.94,0.17,1.0
18:21:42.345,1789140102.345,426.94,0.16,1.0
18:21:42.425,1789140102.425,426.94,0.17,1.0
18:21:42.505,1789140102.505,426.94,0.16,1.0
18:21:42.585,1789140102.585,426.94,0.17,1.0
18:21:42.665,1789140102.665,426.94,0.16,1.0
18:21:42.745,1789140102.745,426.94,0.17,1.0
18:21:42.825,1789140102.825,426.94,0.17,1.0
18:21:42.905,1789140102.905,426.7,0.17,1.0
18:21:42.985,1789140102.985,426.94,0.17,1.0
18:21:43.065,1789140103.065,426.94,0.17,1.0
18:21:43.145,1789140103.145,426.94,0.17,1.0
18:21:43.225,1789140103.225,426.94,0.16,1.0
18:21:43.305,1789140103.305,426.7,0.16,1.0
18:21:43.385,1789140103.385,426.7,0.17,1.0
18:21:43.465,1789140103.465,426.7,0.16,1.0
18:21:43.545,1789140103.545,426.7,0.17,1.0
18:21:43.625,1789140103.625,426.94,0.16,1.0
18:21:43.705,1789140103.705,426.7,0.17,1.0
18:21:43.785,1789140103.785,426.7,0.17,1.0
18:21:43.865,1789140103.865,426.7,0.16,1.0
18:21:43.945,1789140103.945,426.7,0.17,1.0
18:21:44.025,1789140104.025,426.7,0.16,1.0
18:21:44.105,1789140104.105,426.46,0.18,1.0
18:21:44.185,1789140104.185,426.46,0.17,1.0
18:21:44.265,1789140104.265,426.46,0.18,1.0
18:21:44.345,1789140104.345,426.46,0.17,1.0
18:21:44.425,1789140104.425,426.46,0.17,1.0
18:21:44.505,1789140104.505,426.46,0.17,1.0
18:21:44.585,1789140104.585,426.21,0.16,1.0
18:21:44.665,1789140104.665,426.21,0.18,1.0
18:21:44.745,1789140104.745,426.46,0.17,1.0
18:21:44.825,1789140104.825,426.46,0.16,1.0
18:21:44.905,1789140104.905,426.46,0.17,1.0
18:21:44.985,1789140104.985,426.46,0.17,1.0
18:21:45.065,1789140105.065,426.46,0.17,1.0
18:21:45.145,1789140105.145,426.46,0.16,1.0
18:21:45.225,1789140105.225,426.46,0.16,1.0
18:21:45.305,1789140105.305,426.46,0.17,1.0
18:21:45.385,1789140105.385,426.46,0.16,1.0
18:21:45.465,1789140105.465,426.46,0.17,1.0
18:21:45.545,1789140105.545,426.46,0.17,1.0
18:21:45.625,1789140105.625,426.46,0.17,1.0
18:21:45.705,1789140105.705,426.46,0.16,1.0
18:21:45.785,1789140105.785,426.46,0.16,1.0
18:21:45.865,1789140105.865,426.46,0.16,1.0
18:21:45.945,1789140105.945,426.46,0.17,1.0
18:21:46.025,1789140106.025,426.46,0.16,1.0
18:21:46.105,1789140106.105,426.7,0.17,1.0
18:21:46.185,1789140106.185,426.46,0.17,1.0
18:21:46.265,1789140106.265,426.46,0.17,1.0
18:21:46.345,1789140106.345,426.46,0.17,1.0
18:21:46.425,1789140106.425,426.46,0.17,1.0
18:21:46.505,1789140106.505,426.46,0.17,1.0
18:21:46.585,1789140106.585,426.46,0.16,1.0
18:21:46.665,1789140106.665,426.46,0.16,1.0
18:21:46.745,1789140106.745,426.7,0.16,1.0
18:21:46.825,1789140106.825,426.46,0.17,1.0
18:21:46.905,1789140106.905,426.46,0.16,1.0
18:21:46.985,1789140106.985,426.46,0.16,1.0
18:21:47.065,1789140107.065,426.46,0.17,1.0
18:21:47.145,1789140107.145,426.46,0.17,1.0
18:21:47.225,1789140107.225,426.46,0.17,1.0
18:21:47.305,1789140107.305,426.46,0.17,1.0
18:21:47.385,1789140107.385,426.46,0.17,1.0
18:21:47.465,1789140107.465,426.46,0.17,1.0
18:21:47.545,1789140107.545,426.46,0.16,1.0
18:21:47.625,1789140107.625,426.21,0.17,1.0
18:21:47.705,1789140107.705,426.21,0.16,1.0
18:21:47.785,1789140107.785,426.21,0.16,1.0
18:21:47.865,1789140107.865,426.21,0.17,1.0
18:21:47.945,1789140107.945,425.97,0.16,1.0
18:21:48.025,1789140108.025,425.97,0.16,1.0
18:21:48.105,1789140108.105,425.97,0.16,1.0
18:21:48.185,1789140108.185,425.97,0.17,1.0
18:21:48.265,1789140108.265,425.97,0.17,1.0
18:21:48.345,1789140108.345,425.97,0.16,1.0
18:21:48.425,1789140108.425,425.97,0.16,1.0
18:21:48.505,1789140108.505,426.21,0.17,1.0
18:21:48.585,1789140108.585,426.21,0.17,1.0
18:21:48.665,1789140108.665,426.21,0.16,1.0
18:21:48.745,1789140108.745,426.21,0.17,1.0
18:21:48.825,1789140108.825,426.21,0.17,1.0
18:21:48.905,1789140108.905,426.21,0.17,1.0
18:21:48.985,1789140108.985,426.21,0.16,1.0
18:21:49.065,1789140109.065,426.21,0.17,1.0
18:21:49.145,1789140109.145,426.21,0.17,1.0
18:21:49.225,1789140109.225,426.21,0.16,1.0
18:21:49.305,1789140109.305,426.21,0.16,1.0
18:21:49.385,1789140109.385,426.21,0.17,1.0
18:21:49.465,1789140109.465,426.21,0.16,1.0
18:21:49.545,1789140109.545,426.21,0.16,1.0
18:21:49.625,1789140109.625,426.21,0.17,1.0
18:21:49.705,1789140109.705,426.21,0.17,1.0
18:21:49.785,1789140109.785,426.21,0.16,1.0
18:21:49.865,1789140109.865,426.21,0.16,1.0
18:21:49.945,1789140109.945,426.21,0.16,1.0
18:21:50.025,1789140110.025,426.21,0.17,1.0
18:21:50.105,1789140110.105,425.97,0.17,1.0
18:21:50.185,1789140110.185,426.21,0.17,1.0
18:21:50.265,1789140110.265,426.21,0.16,1.0
18:21:50.345,1789140110.345,426.21,0.17,1.0
18:21:50.425,1789140110.425,426.21,0.16,1.0
18:21:50.505,1789140110.505,426.21,0.16,1.0
18:21:50.585,1789140110.585,426.21,0.16,1.0
18:21:50.665,1789140110.665,426.21,0.16,1.0
18:21:50.745,1789140110.745,426.21,0.16,1.0
18:21:50.825,1789140110.825,426.21,0.17,1.0
18:21:50.905,1789140110.905,426.21,0.16,1.0
18:21:50.985,1789140110.985,426.21,0.17,1.0
18:21:51.065,1789140111.065,426.21,0.16,1.0
18:21:51.145,1789140111.145,425.97,0.16,1.0
18:21:51.225,1789140111.225,425.97,0.17,1.0
18:21:51.305,1789140111.305,425.97,0.17,1.0
18:21:51.385,1789140111.385,425.97,0.18,1.0
18:21:51.465,1789140111.465,425.97,0.17,1.0
18:21:51.545,1789140111.545,425.73,0.16,1.0
18:21:51.625,1789140111.625,425.97,0.16,1.0
18:21:51.705,1789140111.705,425.73,0.17,1.0
18:21:51.785,1789140111.785,425.97,0.17,1.0
