iso,t_s,VDC,IDC,P_W,hz,modidx,sts,Q_m3h,meter_m3,kWh,m3
2026-09-14T14:03:31,0.2,471.7,30.54,14406,46.52,0.940,1,53.32,5472.645,0.0000,0.0000
2026-09-14T14:03:34,3.4,469.7,31.01,14564,46.48,0.940,1,53.30,5472.690,0.0129,0.0473
2026-09-14T14:03:37,6.6,467.1,31.54,14733,46.88,0.940,1,53.42,5472.734,0.0260,0.0948
2026-09-14T14:03:40,9.8,464.1,32.13,14914,46.88,0.940,1,53.38,5472.779,0.0393,0.1422
2026-09-14T14:03:44,13.0,463.7,32.18,14923,46.88,0.940,1,53.38,5472.838,0.0525,0.1896
2026-09-14T14:03:47,16.2,470.5,30.73,14458,46.52,0.940,1,53.32,5472.882,0.0654,0.2370
2026-09-14T14:03:50,19.4,468.7,31.14,14592,46.48,0.940,1,53.29,5472.927,0.0783,0.2843
2026-09-14T14:03:53,22.6,468.4,31.19,14609,46.52,0.940,1,53.24,5472.971,0.0913,0.3316
2026-09-14T14:03:56,25.8,470.3,30.86,14512,46.52,0.940,1,53.17,5473.016,0.1042,0.3788
2026-09-14T14:04:00,29.0,467.0,31.56,14740,46.92,0.940,1,53.10,5473.060,0.1173,0.4260
2026-09-14T14:04:03,32.2,464.3,32.11,14909,46.92,0.940,1,53.07,5473.119,0.1305,0.4732
2026-09-14T14:04:06,35.4,468.0,31.36,14678,46.92,0.940,1,53.13,5473.163,0.1436,0.5204
2026-09-14T14:04:09,38.6,462.0,32.51,15019,47.28,0.940,1,53.19,5473.207,0.1569,0.5676
2026-09-14T14:04:12,41.8,471.3,30.63,14435,46.48,0.940,1,53.28,5473.252,0.1697,0.6150
2026-09-14T14:04:16,45.0,468.6,31.23,14633,46.52,0.940,1,53.35,5473.311,0.1827,0.6623
2026-09-14T14:04:19,48.2,466.5,31.66,14769,46.88,0.940,1,53.50,5473.355,0.1959,0.7099
2026-09-14T14:04:22,51.3,467.0,31.54,14730,46.88,0.940,1,53.63,5473.400,0.2089,0.7573
2026-09-14T14:04:25,54.5,468.7,31.20,14624,46.48,0.940,1,53.66,5473.445,0.2219,0.8049
2026-09-14T14:04:28,57.7,471.5,30.55,14406,46.52,0.940,1,53.58,5473.490,0.2347,0.8525
2026-09-14T14:04:32,60.9,466.4,31.65,14763,46.92,0.940,1,53.51,5473.549,0.2478,0.9001
2026-09-14T14:04:35,64.1,469.1,31.09,14586,46.52,0.940,1,53.44,5473.594,0.2607,0.9475
2026-09-14T14:04:38,67.3,468.6,31.19,14618,46.52,0.940,1,53.45,5473.638,0.2737,0.9950
2026-09-14T14:04:41,70.5,471.5,30.54,14401,46.52,0.940,1,53.50,5473.683,0.2865,1.0425
2026-09-14T14:04:44,73.7,468.9,31.03,14549,46.48,0.940,1,53.58,5473.727,0.2994,1.0901
2026-09-14T14:04:47,76.9,466.9,31.43,14673,46.88,0.940,1,53.59,5473.787,0.3125,1.1377
2026-09-14T14:04:51,80.1,470.7,30.59,14400,46.48,0.940,1,53.51,5473.831,0.3253,1.1853
2026-09-14T14:04:54,83.3,467.4,31.30,14631,46.52,0.940,1,53.54,5473.876,0.3383,1.2328
2026-09-14T14:04:57,86.5,464.0,32.04,14866,46.88,0.940,1,53.61,5473.921,0.3515,1.2805
2026-09-14T14:05:00,89.7,468.0,31.23,14616,46.48,0.940,1,53.62,5473.965,0.3645,1.3281
2026-09-14T14:05:03,92.9,467.4,31.34,14649,46.52,0.940,1,53.43,5474.010,0.3775,1.3756
2026-09-14T14:05:07,96.1,465.5,31.73,14769,46.88,0.940,1,53.24,5474.069,0.3906,1.4228
2026-09-14T14:05:10,99.3,468.2,31.15,14587,46.52,0.940,1,53.11,5474.114,0.4035,1.4700
2026-09-14T14:05:13,102.5,466.6,31.47,14684,46.88,0.940,1,53.14,5474.158,0.4166,1.5172
2026-09-14T14:05:16,105.7,466.8,31.44,14676,46.88,0.940,1,53.13,5474.202,0.4296,1.5644
2026-09-14T14:05:19,108.9,472.0,30.25,14281,46.12,0.940,1,53.09,5474.246,0.4423,1.6116
2026-09-14T14:05:23,112.1,466.1,31.54,14701,46.88,0.940,1,53.00,5474.305,0.4554,1.6587
2026-09-14T14:05:26,115.3,470.4,30.60,14395,46.52,0.940,1,53.07,5474.349,0.4682,1.7058
2026-09-14T14:05:29,118.5,470.4,30.60,14395,46.52,0.940,1,53.24,5474.394,0.4810,1.7531
2026-09-14T14:05:33,122.2,467.9,31.14,14571,46.52,0.940,1,,,0.4961,1.7531
2026-09-14T14:05:36,125.5,467.1,31.29,14613,46.52,0.940,1,53.20,5474.497,0.5091,1.8005
2026-09-14T14:05:39,128.7,466.1,31.46,14664,46.88,0.940,1,53.09,5474.542,0.5222,1.8477
2026-09-14T14:05:42,131.9,464.6,31.65,14706,46.88,0.940,1,53.18,5474.586,0.5352,1.8949
2026-09-14T14:05:46,135.1,464.8,31.60,14685,46.88,0.940,1,53.32,5474.645,0.5483,1.9423
2026-09-14T14:05:49,138.2,466.0,31.34,14606,46.52,0.940,1,53.44,5474.690,0.5613,1.9898
2026-09-14T14:05:52,141.4,468.1,30.96,14492,46.52,0.940,1,53.49,5474.734,0.5741,2.0373
2026-09-14T14:05:55,144.6,468.4,30.86,14455,46.52,0.940,1,53.55,5474.779,0.5870,2.0848
2026-09-14T14:05:58,147.8,465.9,31.39,14625,46.52,0.940,1,53.61,5474.823,0.6000,2.1325
2026-09-14T14:06:02,151.0,465.8,31.40,14625,46.52,0.940,1,53.54,5474.883,0.6130,2.1800
2026-09-14T14:06:05,154.2,467.2,31.11,14532,46.52,0.940,1,53.41,5474.927,0.6259,2.2275
2026-09-14T14:06:08,157.4,461.7,32.18,14861,46.88,0.940,1,53.34,5474.972,0.6391,2.2749
2026-09-14T14:06:11,160.6,468.8,30.73,14404,46.52,0.940,1,53.30,5475.016,0.6519,2.3222
2026-09-14T14:06:14,163.8,465.3,31.46,14636,46.48,0.940,1,53.35,5475.061,0.6649,2.3696
2026-09-14T14:06:18,167.0,467.8,30.92,14466,46.48,0.940,1,53.33,5475.120,0.6776,2.4167
2026-09-14T14:06:21,170.2,464.0,31.70,14707,46.88,0.940,1,53.26,5475.165,0.6907,2.4640
2026-09-14T14:06:24,173.4,469.1,30.60,14356,46.12,0.940,1,53.21,5475.209,0.7035,2.5113
2026-09-14T14:06:27,176.6,468.9,30.67,14380,46.52,0.940,1,53.12,5475.253,0.7162,2.5585
2026-09-14T14:06:30,179.8,467.6,30.92,14459,46.52,0.940,1,53.03,5475.297,0.7291,2.6056
2026-09-14T14:06:34,183.0,468.4,30.75,14403,46.52,0.940,1,52.96,5475.356,0.7419,2.6527
2026-09-14T14:06:37,186.2,468.7,30.68,14380,46.52,0.940,1,52.78,5475.400,0.7546,2.6995
2026-09-14T14:06:40,189.4,466.2,31.13,14513,46.48,0.940,1,52.68,5475.444,0.7675,2.7463
2026-09-14T14:06:43,192.6,467.5,30.84,14418,46.48,0.940,1,52.64,5475.488,0.7803,2.7931
2026-09-14T14:06:46,195.8,469.1,30.48,14299,46.12,0.940,1,52.78,5475.532,0.7930,2.8400
2026-09-14T14:06:50,199.0,463.6,31.48,14594,46.88,0.940,1,52.95,5475.591,0.8060,2.8870
2026-09-14T14:06:53,202.2,469.4,30.40,14268,46.12,0.940,1,52.96,5475.635,0.8187,2.9341
2026-09-14T14:06:56,205.4,467.7,30.81,14413,46.48,0.940,1,52.95,5475.679,0.8315,2.9811
2026-09-14T14:06:59,208.6,464.8,31.47,14629,46.52,0.940,1,52.91,5475.723,0.8445,3.0281
2026-09-14T14:07:02,211.8,468.2,30.72,14385,46.52,0.940,1,52.98,5475.767,0.8573,3.0752
2026-09-14T14:07:06,215.0,465.5,31.31,14576,46.48,0.940,1,53.06,5475.811,0.8702,3.1223
2026-09-14T14:07:09,218.2,465.0,31.38,14595,46.48,0.940,1,53.10,5475.870,0.8832,3.1695
2026-09-14T14:07:12,221.4,468.6,30.61,14343,46.12,0.940,1,53.08,5475.915,0.8959,3.2166
2026-09-14T14:07:15,224.6,469.4,30.36,14250,46.12,0.940,1,53.06,5475.959,0.9086,3.2637
2026-09-14T14:07:18,227.8,468.7,30.48,14287,46.12,0.940,1,53.06,5476.003,0.9213,3.3109
2026-09-14T14:07:22,231.0,468.1,30.61,14328,46.12,0.940,1,53.06,5476.062,0.9340,3.3580
2026-09-14T14:07:25,234.2,463.6,31.55,14624,46.48,0.940,1,53.04,5476.106,0.9470,3.4051
2026-09-14T14:07:28,237.4,468.7,30.45,14272,46.12,0.940,1,52.99,5476.150,0.9597,3.4522
2026-09-14T14:07:31,240.6,470.4,30.07,14142,46.08,0.940,1,52.96,5476.195,0.9722,3.4992
2026-09-14T14:07:34,243.8,467.1,30.79,14381,46.48,0.940,1,52.91,5476.239,0.9850,3.5462
2026-09-14T14:07:38,247.0,463.8,31.50,14607,46.48,0.940,1,52.84,5476.283,0.9980,3.5932
2026-09-14T14:07:41,250.2,466.7,30.88,14410,46.48,0.940,1,52.75,5476.341,1.0108,3.6400
2026-09-14T14:07:44,253.4,467.5,30.75,14376,46.48,0.940,1,52.72,5476.385,1.0235,3.6869
2026-09-14T14:07:47,256.6,467.7,30.72,14365,46.48,0.940,1,52.71,5476.429,1.0363,3.7337
2026-09-14T14:07:50,259.8,469.5,30.40,14273,46.12,0.940,1,52.70,5476.473,1.0490,3.7805
2026-09-14T14:07:54,263.0,467.3,30.86,14421,46.52,0.940,1,52.65,5476.517,1.0618,3.8273
2026-09-14T14:07:57,266.2,468.5,30.60,14339,46.12,0.940,1,52.72,5476.576,1.0745,3.8741
2026-09-14T14:08:00,269.3,468.3,30.65,14354,46.08,0.940,1,52.85,5476.620,1.0873,3.9211
2026-09-14T14:08:03,272.5,466.8,30.96,14451,46.52,0.940,1,52.92,5476.664,1.1001,3.9681
2026-09-14T14:08:06,275.7,468.9,30.51,14307,46.12,0.940,1,52.95,5476.708,1.1128,4.0151
2026-09-14T14:08:10,278.9,463.5,31.60,14649,46.88,0.940,1,52.95,5476.767,1.1258,4.0621
2026-09-14T14:08:13,282.1,466.5,31.01,14467,46.48,0.940,1,52.96,5476.811,1.1387,4.1092
2026-09-14T14:08:16,285.3,476.9,28.53,13604,45.32,0.940,1,52.89,5476.855,1.1508,4.1562
2026-09-14T14:08:19,288.5,467.1,30.81,14392,46.52,0.940,1,52.81,5476.899,1.1636,4.2031
2026-09-14T14:08:22,291.7,467.7,30.71,14364,46.52,0.940,1,52.80,5476.943,1.1763,4.2500
2026-09-14T14:08:26,294.9,469.2,30.41,14266,46.08,0.940,1,52.84,5476.987,1.1890,4.2969
2026-09-14T14:08:29,298.1,466.9,30.89,14425,46.48,0.940,1,52.87,5477.046,1.2018,4.3439
2026-09-14T14:08:32,301.3,464.2,31.46,14604,46.48,0.940,1,52.71,5477.090,1.2148,4.3907
2026-09-14T14:08:35,304.5,468.1,30.68,14361,46.12,0.940,1,52.60,5477.134,1.2275,4.4374
2026-09-14T14:08:38,307.7,462.6,31.71,14667,46.88,0.940,1,52.62,5477.177,1.2406,4.4842
2026-09-14T14:08:41,310.9,471.3,29.94,14112,46.08,0.940,1,52.84,5477.221,1.2531,4.5311
2026-09-14T14:08:45,314.1,468.2,30.64,14346,46.48,0.940,1,52.94,5477.280,1.2659,4.5782
2026-09-14T14:08:48,317.3,470.2,30.29,14245,46.12,0.940,1,52.93,5477.324,1.2785,4.6252
2026-09-14T14:08:51,320.5,469.6,30.44,14297,46.12,0.940,1,52.84,5477.368,1.2912,4.6721
2026-09-14T14:08:54,323.7,469.1,30.56,14334,46.12,0.940,1,52.87,5477.412,1.3039,4.7191
2026-09-14T14:08:57,326.9,464.7,31.46,14619,46.52,0.940,1,52.94,5477.456,1.3169,4.7661
2026-09-14T14:09:01,330.1,467.4,30.90,14445,46.52,0.940,1,52.90,5477.515,1.3298,4.8131
2026-09-14T14:09:04,333.3,465.3,31.35,14587,46.48,0.940,1,52.78,5477.559,1.3427,4.8600
2026-09-14T14:09:07,336.5,468.9,30.61,14353,46.12,0.940,1,52.69,5477.603,1.3555,4.9068
2026-09-14T14:09:10,339.7,468.8,30.63,14362,46.12,0.940,1,52.71,5477.647,1.3682,4.9536
2026-09-14T14:09:13,342.9,473.7,29.54,13991,45.72,0.940,1,52.73,5477.691,1.3807,5.0005
2026-09-14T14:09:17,346.7,469.6,30.50,14321,46.12,0.940,1,,,1.3956,5.0005
2026-09-14T14:09:20,349.9,465.1,31.42,14613,46.48,0.940,1,52.56,5477.793,1.4086,5.0472
2026-09-14T14:09:24,353.1,467.4,30.97,14474,46.52,0.940,1,52.58,5477.852,1.4214,5.0939
2026-09-14T14:09:27,356.3,465.5,31.33,14583,46.48,0.940,1,52.67,5477.896,1.4344,5.1407
2026-09-14T14:09:30,359.5,465.2,31.39,14602,46.48,0.940,1,52.76,5477.940,1.4474,5.1875
2026-09-14T14:09:33,362.7,469.1,30.62,14366,46.08,0.940,1,52.85,5477.984,1.4602,5.2347
2026-09-14T14:09:36,365.9,471.2,30.08,14173,46.12,0.940,1,52.89,5478.028,1.4728,5.2817
2026-09-14T14:09:40,369.1,468.0,30.76,14396,46.48,0.940,1,52.84,5478.086,1.4856,5.3286
2026-09-14T14:09:43,372.3,472.4,29.80,14079,45.68,0.940,1,52.75,5478.130,1.4981,5.3755
2026-09-14T14:09:46,375.5,466.4,31.18,14542,46.48,0.940,1,52.66,5478.174,1.5110,5.4223
2026-09-14T14:09:49,378.7,471.6,30.07,14183,46.12,0.940,1,52.64,5478.218,1.5236,5.4690
2026-09-14T14:09:52,381.9,469.5,30.54,14339,46.12,0.940,1,52.67,5478.262,1.5363,5.5158
2026-09-14T14:09:56,385.1,469.0,30.66,14378,46.48,0.940,1,52.79,5478.321,1.5491,5.5627
2026-09-14T14:09:59,388.3,467.7,30.94,14469,46.48,0.940,1,52.96,5478.365,1.5620,5.6098
2026-09-14T14:10:02,391.4,470.0,30.46,14315,46.08,0.940,1,53.08,5478.409,1.5747,5.6569
2026-09-14T14:10:05,394.6,473.1,29.72,14059,45.72,0.940,1,53.13,5478.453,1.5872,5.7041
2026-09-14T14:10:08,397.8,467.5,30.97,14477,46.48,0.940,1,53.12,5478.497,1.6000,5.7513
2026-09-14T14:10:12,401.0,473.7,29.57,14008,45.72,0.940,1,53.13,5478.556,1.6125,5.7985
2026-09-14T14:10:15,404.2,469.8,30.46,14311,46.12,0.940,1,53.05,5478.601,1.6252,5.8456
2026-09-14T14:10:18,407.4,465.0,31.43,14613,46.48,0.940,1,52.99,5478.645,1.6382,5.8927
2026-09-14T14:10:21,410.6,470.3,30.34,14272,46.08,0.940,1,52.92,5478.689,1.6508,5.9397
2026-09-14T14:10:24,413.8,470.0,30.42,14297,46.12,0.940,1,52.92,5478.733,1.6635,5.9867
2026-09-14T14:10:28,417.0,469.1,30.59,14352,46.12,0.940,1,52.88,5478.792,1.6763,6.0337
2026-09-14T14:10:31,420.2,468.4,30.74,14401,46.52,0.940,1,52.80,5478.836,1.6891,6.0806
2026-09-14T14:10:34,423.4,467.1,30.91,14437,46.48,0.940,1,52.74,5478.880,1.7019,6.1274
2026-09-14T14:10:37,426.6,467.7,30.79,14402,46.48,0.940,1,52.70,5478.924,1.7147,6.1743
2026-09-14T14:10:40,429.8,469.1,30.51,14313,46.12,0.940,1,52.61,5478.968,1.7274,6.2210
2026-09-14T14:10:44,433.0,464.5,31.43,14596,46.48,0.940,1,52.56,5479.026,1.7404,6.2677
2026-09-14T14:10:47,436.2,470.1,30.40,14292,46.08,0.940,1,52.50,5479.070,1.7531,6.3143
2026-09-14T14:10:50,439.4,468.2,30.80,14418,46.48,0.940,1,52.53,5479.114,1.7659,6.3610
2026-09-14T14:10:53,442.6,468.7,30.71,14392,46.48,0.940,1,52.63,5479.157,1.7787,6.4077
2026-09-14T14:10:56,445.8,466.4,31.19,14548,46.48,0.940,1,52.70,5479.201,1.7916,6.4546
2026-09-14T14:11:00,449.0,468.0,30.87,14448,46.52,0.940,1,52.76,5479.260,1.8044,6.5014
2026-09-14T14:11:03,452.2,465.2,31.43,14619,46.48,0.940,1,52.85,5479.304,1.8174,6.5484
2026-09-14T14:11:06,455.4,469.0,30.63,14366,46.12,0.940,1,52.95,5479.348,1.8302,6.5954
2026-09-14T14:11:09,458.6,471.4,30.09,14183,46.12,0.940,1,52.91,5479.392,1.8428,6.6424
2026-09-14T14:11:12,461.8,463.4,31.70,14691,46.88,0.940,1,52.78,5479.436,1.8558,6.6893
2026-09-14T14:11:16,465.0,468.9,30.60,14351,46.12,0.940,1,52.69,5479.495,1.8686,6.7361
2026-09-14T14:11:19,468.2,470.1,30.35,14267,46.08,0.940,1,52.74,5479.539,1.8813,6.7830
2026-09-14T14:11:22,471.4,467.4,30.89,14441,46.52,0.940,1,52.79,5479.583,1.8941,6.8299
2026-09-14T14:11:25,474.6,459.4,32.37,14870,46.88,0.940,1,52.73,5479.627,1.9073,6.8767
2026-09-14T14:11:28,477.8,464.2,31.51,14624,46.48,0.940,1,52.58,5479.671,1.9203,6.9234
2026-09-14T14:11:32,481.0,466.8,30.91,14428,46.48,0.940,1,52.44,5479.729,1.9331,6.9700
2026-09-14T14:11:35,484.2,464.5,31.33,14553,46.52,0.940,1,52.46,5479.773,1.9460,7.0166
2026-09-14T14:11:38,487.4,468.2,30.59,14322,46.08,0.940,1,52.57,5479.816,1.9587,7.0633
2026-09-14T14:11:41,490.6,467.6,30.69,14353,46.48,0.940,1,52.69,5479.860,1.9716,7.1103
2026-09-14T14:11:44,493.8,466.6,30.96,14448,46.48,0.940,1,52.79,5479.904,1.9844,7.1572
2026-09-14T14:11:48,497.0,468.6,30.55,14316,46.08,0.940,1,52.85,5479.963,1.9971,7.2042
2026-09-14T14:11:51,500.2,467.4,30.79,14390,46.48,0.940,1,52.87,5480.007,2.0099,7.2511
2026-09-14T14:11:54,503.4,469.4,30.36,14250,46.12,0.940,1,52.84,5480.051,2.0226,7.2981
2026-09-14T14:11:57,506.6,470.4,30.12,14171,46.08,0.940,1,52.76,5480.095,2.0351,7.3449
2026-09-14T14:12:00,509.8,467.1,30.83,14400,46.52,0.940,1,52.73,5480.139,2.0479,7.3918
2026-09-14T14:12:04,513.0,467.8,30.69,14359,46.08,0.940,1,52.67,5480.197,2.0607,7.4386
2026-09-14T14:12:07,516.2,466.2,31.02,14461,46.48,0.940,1,52.62,5480.241,2.0735,7.4853
2026-09-14T14:12:10,519.4,468.6,30.53,14307,46.08,0.940,1,52.62,5480.285,2.0862,7.5320
2026-09-14T14:12:13,522.6,471.0,29.98,14122,46.12,0.940,1,52.73,5480.329,2.0988,7.5789
2026-09-14T14:12:16,525.8,467.4,30.75,14371,46.52,0.940,1,52.87,5480.373,2.1116,7.6259
2026-09-14T14:12:20,529.0,468.8,30.45,14275,46.08,0.940,1,52.92,5480.417,2.1242,7.6729
2026-09-14T14:12:23,532.2,468.2,30.57,14312,46.12,0.940,1,52.84,5480.476,2.1370,7.7200
2026-09-14T14:12:26,535.4,471.0,29.96,14111,46.12,0.940,1,52.82,5480.520,2.1496,7.7670
2026-09-14T14:12:29,538.6,468.9,30.34,14227,46.08,0.940,1,52.80,5480.564,2.1622,7.8139
2026-09-14T14:12:32,541.8,464.0,31.30,14525,46.48,0.940,1,52.77,5480.608,2.1751,7.8608
2026-09-14T14:12:36,545.0,470.4,30.01,14114,46.08,0.940,1,52.73,5480.667,2.1876,7.9076
2026-09-14T14:12:39,548.2,466.9,30.73,14348,46.48,0.940,1,52.69,5480.710,2.2004,7.9544
2026-09-14T14:12:42,551.4,465.7,31.06,14463,46.48,0.940,1,52.75,5480.754,2.2132,8.0013
2026-09-14T14:12:45,554.6,470.2,30.11,14156,46.12,0.940,1,52.81,5480.798,2.2258,8.0482
2026-09-14T14:12:48,557.8,470.9,29.97,14113,46.08,0.940,1,52.81,5480.842,2.2383,8.0951
2026-09-14T14:12:52,561.0,471.2,29.89,14083,45.72,0.940,1,52.80,5480.901,2.2509,8.1420
2026-09-14T14:12:55,564.2,464.4,31.34,14553,46.52,0.940,1,52.74,5480.945,2.2638,8.1888
2026-09-14T14:12:58,567.4,468.3,30.56,14312,46.08,0.940,1,52.78,5480.989,2.2765,8.2357
2026-09-14T14:13:01,570.6,467.8,30.67,14345,46.08,0.940,1,52.83,5481.033,2.2892,8.2827
2026-09-14T14:13:04,573.8,466.0,31.03,14457,46.52,0.940,1,52.92,5481.077,2.3021,8.3297
2026-09-14T14:13:08,577.5,468.8,30.47,14284,46.12,0.940,1,,,2.3170,8.3297
2026-09-14T14:13:11,580.7,467.2,30.80,14392,46.52,0.940,1,52.82,5481.180,2.3298,8.3767
2026-09-14T14:13:14,583.9,471.5,29.90,14097,46.12,0.940,1,52.71,5481.224,2.3423,8.4235
2026-09-14T14:13:18,587.1,466.5,30.94,14435,46.48,0.940,1,52.68,5481.282,2.3551,8.4703
2026-09-14T14:13:21,590.3,467.2,30.81,14395,46.52,0.940,1,52.74,5481.326,2.3679,8.5171
2026-09-14T14:13:24,593.5,471.2,29.95,14112,46.12,0.940,1,52.79,5481.370,2.3804,8.5640
2026-09-14T14:13:27,596.7,466.2,30.94,14422,46.48,0.940,1,52.79,5481.414,2.3933,8.6109
2026-09-14T14:13:30,599.9,468.7,30.44,14268,46.12,0.940,1,52.69,5481.458,2.4059,8.6577
2026-09-14T14:13:34,603.1,468.2,30.53,14296,46.12,0.940,1,52.63,5481.517,2.4186,8.7045
2026-09-14T14:13:37,606.3,467.8,30.63,14328,46.12,0.940,1,52.56,5481.561,2.4314,8.7512
2026-09-14T14:13:40,609.5,470.3,30.17,14187,46.12,0.940,1,52.54,5481.604,2.4440,8.7978
2026-09-14T14:13:43,612.7,468.6,30.53,14309,46.08,0.940,1,52.53,5481.648,2.4567,8.8445
2026-09-14T14:13:46,615.9,470.9,30.00,14128,46.08,0.940,1,52.59,5481.692,2.4692,8.8912
2026-09-14T14:13:50,619.1,471.3,29.92,14101,46.08,0.940,1,52.65,5481.750,2.4817,8.9380
2026-09-14T14:13:53,622.3,468.6,30.48,14282,46.08,0.940,1,52.72,5481.794,2.4944,8.9848
2026-09-14T14:13:56,625.5,464.0,31.43,14586,46.48,0.940,1,52.77,5481.838,2.5074,9.0317
2026-09-14T14:13:59,628.7,467.3,30.76,14376,46.48,0.940,1,52.84,5481.882,2.5202,9.0786
2026-09-14T14:14:02,631.9,465.9,31.04,14462,46.48,0.940,1,52.88,5481.926,2.5330,9.1256
2026-09-14T14:14:06,635.1,463.7,31.43,14574,46.48,0.940,1,52.92,5481.985,2.5460,9.1726
2026-09-14T14:14:09,638.3,471.8,29.80,14057,45.72,0.940,1,52.91,5482.029,2.5584,9.2196
2026-09-14T14:14:12,641.5,467.9,30.68,14357,46.08,0.940,1,52.76,5482.073,2.5712,9.2665
2026-09-14T14:14:15,644.7,469.2,30.42,14272,46.08,0.940,1,52.50,5482.117,2.5839,9.3131
2026-09-14T14:14:18,647.9,468.7,30.50,14298,46.08,0.940,1,52.32,5482.161,2.5966,9.3596
2026-09-14T14:14:22,651.1,471.9,29.81,14067,45.72,0.940,1,52.38,5482.219,2.6091,9.4061
2026-09-14T14:14:25,654.3,471.5,29.92,14105,46.12,0.940,1,52.49,5482.263,2.6216,9.4528
2026-09-14T14:14:28,657.5,464.3,31.26,14514,46.48,0.940,1,52.48,5482.306,2.6345,9.4994
2026-09-14T14:14:31,660.7,466.6,30.81,14376,46.48,0.940,1,52.40,5482.350,2.6472,9.5457
2026-09-14T14:14:34,663.9,467.3,30.66,14326,46.12,0.940,1,52.30,5482.394,2.6599,9.5922
2026-09-14T14:14:38,667.0,469.8,30.18,14180,46.08,0.940,1,52.37,5482.452,2.6725,9.6387
2026-09-14T14:14:41,670.2,466.0,30.93,14414,46.48,0.940,1,52.46,5482.496,2.6853,9.6853
2026-09-14T14:14:44,673.4,470.5,30.03,14128,46.08,0.940,1,52.53,5482.539,2.6979,9.7320
2026-09-14T14:14:47,676.6,470.9,29.94,14098,46.08,0.940,1,52.51,5482.583,2.7104,9.7786
2026-09-14T14:14:50,679.8,469.7,30.18,14177,46.08,0.940,1,52.53,5482.627,2.7230,9.8253
2026-09-14T14:14:54,683.0,467.9,30.57,14304,46.08,0.940,1,52.69,5482.685,2.7357,9.8721
2026-09-14T14:14:57,686.2,466.6,30.82,14380,46.48,0.940,1,52.85,5482.729,2.7485,9.9190
2026-09-14T14:15:00,689.4,471.0,29.91,14086,45.72,0.940,1,52.90,5482.773,2.7610,9.9660
2026-09-14T14:15:03,692.6,465.8,30.94,14413,46.48,0.940,1,52.71,5482.817,2.7738,10.0128
2026-09-14T14:15:06,695.8,467.7,30.58,14304,46.08,0.940,1,52.48,5482.861,2.7865,10.0595
2026-09-14T14:15:10,699.0,470.9,29.93,14093,46.12,0.940,1,52.25,5482.905,2.7990,10.1059
2026-09-14T14:15:13,702.2,472.8,29.52,13958,45.72,0.940,1,52.21,5482.963,2.8114,10.1523
2026-09-14T14:15:16,705.4,463.4,31.41,14555,46.48,0.940,1,52.25,5483.006,2.8243,10.1987
2026-09-14T14:15:19,708.6,470.9,29.94,14099,46.12,0.940,1,52.30,5483.050,2.8369,10.2451
2026-09-14T14:15:22,711.8,471.1,29.90,14088,46.12,0.940,1,52.32,5483.094,2.8494,10.2916
2026-09-14T14:15:26,715.0,468.5,30.38,14233,46.12,0.940,1,52.37,5483.152,2.8620,10.3381
2026-09-14T14:15:29,718.2,467.7,30.52,14275,46.12,0.940,1,52.46,5483.195,2.8747,10.3847
2026-09-14T14:15:32,721.4,474.2,29.14,13817,45.68,0.940,1,52.51,5483.239,2.8870,10.4314
2026-09-14T14:15:35,724.6,467.2,30.64,14314,46.08,0.940,1,52.42,5483.283,2.8997,10.4780
2026-09-14T14:15:38,727.8,470.2,30.11,14158,46.12,0.940,1,52.32,5483.327,2.9123,10.5244
2026-09-14T14:15:42,731.0,468.0,30.58,14312,46.08,0.940,1,52.18,5483.370,2.9250,10.5708
2026-09-14T14:15:45,734.2,467.4,30.68,14338,46.12,0.940,1,52.23,5483.428,2.9377,10.6172
2026-09-14T14:15:48,737.4,469.0,30.36,14239,46.12,0.940,1,52.29,5483.472,2.9504,10.6636
2026-09-14T14:15:51,740.6,470.4,30.07,14142,46.12,0.940,1,52.42,5483.515,2.9629,10.7102
2026-09-14T14:15:54,743.8,467.0,30.75,14362,46.48,0.940,1,52.49,5483.559,2.9757,10.7568
2026-09-14T14:15:58,747.0,467.1,30.75,14362,46.48,0.940,1,52.54,5483.603,2.9885,10.8035
2026-09-14T14:16:01,750.2,466.0,30.94,14421,46.48,0.940,1,52.55,5483.661,3.0013,10.8502
2026-09-14T14:16:04,753.4,466.5,30.85,14390,46.48,0.940,1,52.54,5483.705,3.0141,10.8968
2026-09-14T14:16:07,756.6,471.6,29.81,14057,45.72,0.940,1,52.57,5483.749,3.0265,10.9435
2026-09-14T14:16:10,759.8,472.9,29.52,13960,45.72,0.940,1,52.64,5483.793,3.0389,10.9903
2026-09-14T14:16:14,763.0,470.4,30.04,14131,46.12,0.940,1,52.70,5483.836,3.0515,11.0371
2026-09-14T14:16:17,766.2,470.6,30.00,14117,46.08,0.940,1,52.71,5483.895,3.0640,11.0839
2026-09-14T14:16:20,769.4,470.8,29.92,14089,46.12,0.940,1,52.60,5483.939,3.0765,11.1306
2026-09-14T14:16:23,772.6,468.3,30.35,14216,46.08,0.940,1,52.36,5483.983,3.0892,11.1772
2026-09-14T14:16:26,775.8,469.7,30.05,14112,46.08,0.940,1,52.21,5484.026,3.1017,11.2235
2026-09-14T14:16:30,779.0,466.9,30.60,14286,46.12,0.940,1,52.17,5484.070,3.1144,11.2699
2026-09-14T14:16:33,782.2,470.5,29.89,14061,46.12,0.940,1,52.20,5484.128,3.1269,11.3163
