t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,ADC_B_RAW,ADC_B_OFS,XSPARE5,ISR_CNT
15.764,13:18:17.672,535.282,1.500,803.049,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.119,6.300,0.126,49.602,5.000,999.0,534.2857055664062,0.0,1.0
15.909,13:18:17.736,535.264,1.503,804.397,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.119,6.300,0.126,49.602,5.000,999.0,534.2857055664062,0.0,1.0
15.973,13:18:17.800,535.264,1.503,804.397,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.119,6.300,0.126,49.602,5.000,999.0,534.2857055664062,0.0,1.0
16.036,13:18:17.943,535.264,1.503,804.397,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.119,6.300,0.126,49.602,5.000,999.0,534.2857055664062,0.0,1.0
16.180,13:18:18.007,535.250,1.530,818.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.119,6.300,0.126,49.602,5.000,999.0,534.2857055664062,0.0,1.0
16.245,13:18:18.263,535.250,1.530,818.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.119,6.300,0.126,49.602,5.000,999.0,534.2857055664062,0.0,1.0
16.500,13:18:18.408,535.250,1.530,818.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.300,6.300,0.129,49.549,5.000,999.0,534.2857055664062,0.0,1.0
16.644,13:18:18.471,535.214,1.553,831.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.300,6.300,0.129,49.549,5.000,999.0,534.2857055664062,0.0,1.0
16.708,13:18:18.535,535.214,1.553,831.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.300,6.300,0.129,49.549,5.000,999.0,534.2857055664062,0.0,1.0
16.771,13:18:18.680,535.214,1.553,831.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.500,6.500,0.134,49.529,5.000,999.0,534.2857055664062,0.0,1.0
16.915,13:18:18.743,535.214,1.553,831.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.500,6.500,0.134,49.529,5.000,999.0,534.2857055664062,0.0,1.0
16.980,13:18:18.808,535.214,1.553,831.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.500,6.500,0.134,49.529,5.000,999.0,534.2857055664062,0.0,1.0
17.043,13:18:18.951,535.181,1.565,837.789,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.700,6.700,0.138,49.495,5.000,999.0,534.2857055664062,0.0,1.0
17.188,13:18:19.015,535.181,1.565,837.789,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.700,6.700,0.138,49.495,5.000,999.0,534.2857055664062,0.0,1.0
17.251,13:18:19.271,535.181,1.565,837.789,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.700,6.700,0.138,49.495,5.000,999.0,534.2857055664062,0.0,1.0
17.508,13:18:19.415,535.171,1.576,843.662,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,6.900,6.900,0.142,49.481,5.000,999.0,534.2857055664062,0.0,1.0
17.652,13:18:19.479,535.171,1.576,843.662,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,6.900,6.900,0.142,49.481,5.000,999.0,534.2857055664062,0.0,1.0
17.715,13:18:19.542,535.171,1.576,843.662,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,6.900,6.900,0.142,49.481,5.000,999.0,534.2857055664062,0.0,1.0
17.779,13:18:19.686,535.171,1.576,843.662,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.919,7.100,0.142,49.461,5.000,999.0,534.2857055664062,0.0,1.0
17.922,13:18:19.750,535.166,1.587,849.127,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.919,7.100,0.142,49.461,5.000,999.0,534.2857055664062,0.0,1.0
17.987,13:18:19.814,535.166,1.587,849.127,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.919,7.100,0.142,49.461,5.000,999.0,534.2857055664062,0.0,1.0
18.051,13:18:19.958,535.166,1.587,849.127,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.919,7.100,0.142,49.461,5.000,999.0,534.2857055664062,0.0,1.0
18.196,13:18:20.023,535.166,1.587,849.127,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.919,7.100,0.142,49.461,5.000,999.0,534.2857055664062,0.0,1.0
18.258,13:18:20.278,535.112,1.620,867.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,6.919,7.100,0.142,49.461,5.000,999.0,534.2857055664062,0.0,1.0
18.514,13:18:20.422,535.112,1.620,867.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.100,7.100,0.146,49.437,5.000,999.0,534.2857055664062,0.0,1.0
18.659,13:18:20.487,535.033,1.637,876.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.100,7.100,0.146,49.437,5.000,999.0,534.2857055664062,0.0,1.0
18.723,13:18:20.550,535.033,1.637,876.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.100,7.100,0.146,49.437,5.000,999.0,534.2857055664062,0.0,1.0
18.787,13:18:20.694,535.033,1.637,876.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.300,7.300,0.150,49.402,5.000,999.0,534.2857055664062,0.0,1.0
18.930,13:18:20.757,535.033,1.637,876.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.300,7.300,0.150,49.402,5.000,999.0,534.2857055664062,0.0,1.0
18.995,13:18:20.822,535.033,1.637,876.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.300,7.300,0.150,49.402,5.000,999.0,534.2857055664062,0.0,1.0
19.059,13:18:20.965,534.994,1.661,888.661,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.500,7.500,0.154,49.419,5.000,999.0,534.2857055664062,0.0,1.0
19.203,13:18:21.030,534.994,1.661,888.661,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.500,7.500,0.154,49.419,5.000,999.0,534.2857055664062,0.0,1.0
19.266,13:18:21.285,534.994,1.661,888.661,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.500,7.500,0.154,49.419,5.000,999.0,534.2857055664062,0.0,1.0
19.523,13:18:21.430,534.999,1.652,883.772,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.700,7.700,0.158,49.406,5.000,999.0,534.2857055664062,0.0,1.0
19.667,13:18:21.494,534.999,1.652,883.772,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.700,7.700,0.158,49.406,5.000,999.0,534.2857055664062,0.0,1.0
19.730,13:18:21.557,534.999,1.652,883.772,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.700,7.700,0.158,49.406,5.000,999.0,534.2857055664062,0.0,1.0
19.793,13:18:21.701,534.999,1.652,883.772,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.719,7.900,0.159,49.394,5.000,999.0,534.2857055664062,0.0,1.0
19.937,13:18:21.765,534.969,1.669,892.960,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.719,7.900,0.159,49.394,5.000,999.0,534.2857055664062,0.0,1.0
20.002,13:18:21.829,534.969,1.669,892.960,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.719,7.900,0.159,49.394,5.000,999.0,534.2857055664062,0.0,1.0
20.066,13:18:21.972,534.969,1.669,892.960,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.719,7.900,0.159,49.394,5.000,999.0,534.2857055664062,0.0,1.0
20.210,13:18:22.037,534.969,1.669,892.960,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.719,7.900,0.159,49.394,5.000,999.0,534.2857055664062,0.0,1.0
20.273,13:18:22.292,534.942,1.706,912.679,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.719,7.900,0.159,49.394,5.000,999.0,534.2857055664062,0.0,1.0
20.529,13:18:22.437,534.942,1.706,912.679,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.900,7.900,0.162,49.381,5.000,999.0,534.2857055664062,0.0,1.0
20.673,13:18:22.500,534.899,1.723,921.536,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.900,7.900,0.162,49.381,5.000,999.0,534.2857055664062,0.0,1.0
20.737,13:18:22.564,534.899,1.723,921.536,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,7.900,7.900,0.162,49.381,5.000,999.0,534.2857055664062,0.0,1.0
20.802,13:18:22.708,534.899,1.723,921.536,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.100,8.100,0.167,49.391,5.000,999.0,534.2857055664062,0.0,1.0
20.945,13:18:22.772,534.899,1.723,921.536,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.100,8.100,0.167,49.391,5.000,999.0,534.2857055664062,0.0,1.0
21.009,13:18:22.836,534.899,1.723,921.536,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.100,8.100,0.167,49.391,5.000,999.0,534.2857055664062,0.0,1.0
21.073,13:18:22.980,534.846,1.750,935.841,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.300,8.300,0.171,49.379,5.000,999.0,534.2857055664062,0.0,1.0
21.218,13:18:23.045,534.846,1.750,935.841,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.300,8.300,0.171,49.379,5.000,999.0,534.2857055664062,0.0,1.0
21.280,13:18:23.300,534.846,1.750,935.841,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.300,8.300,0.171,49.379,5.000,999.0,534.0439453125,0.0,1.0
21.537,13:18:23.444,534.896,1.723,921.708,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.500,8.500,0.175,49.389,5.000,999.0,534.0439453125,0.0,1.0
21.681,13:18:23.509,534.896,1.723,921.708,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.500,8.500,0.175,49.389,5.000,999.0,534.0439453125,0.0,1.0
21.744,13:18:23.572,534.896,1.723,921.708,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.500,8.500,0.175,49.389,5.000,999.0,534.0439453125,0.0,1.0
21.809,13:18:23.716,534.896,1.723,921.708,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.519,8.700,0.175,49.382,5.000,999.0,534.0439453125,0.0,1.0
21.952,13:18:23.779,534.844,1.747,934.392,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.519,8.700,0.175,49.382,5.000,999.0,534.0439453125,0.0,1.0
22.017,13:18:23.844,534.844,1.747,934.392,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.519,8.700,0.175,49.382,5.000,999.0,534.0439453125,0.0,1.0
22.080,13:18:23.988,534.844,1.747,934.392,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.519,8.700,0.175,49.382,5.000,999.0,534.0439453125,0.0,1.0
22.225,13:18:24.052,534.844,1.747,934.392,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.519,8.700,0.175,49.382,5.000,999.0,534.0439453125,0.0,1.0
22.288,13:18:24.308,534.834,1.754,937.862,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.519,8.700,0.175,49.382,5.000,999.0,534.0439453125,0.0,1.0
22.544,13:18:24.451,534.834,1.754,937.862,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,8.699,8.700,0.179,49.386,5.000,999.0,534.0439453125,0.0,1.0
22.689,13:18:24.516,534.789,1.781,952.325,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,8.699,8.700,0.179,49.386,5.000,999.0,534.0439453125,0.0,1.0
22.752,13:18:24.580,534.789,1.781,952.325,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,8.699,8.700,0.179,49.386,5.000,999.0,534.0439453125,0.0,1.0
22.817,13:18:24.723,534.789,1.781,952.325,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.899,8.900,0.183,49.371,5.000,999.0,534.0439453125,0.0,1.0
22.959,13:18:24.787,534.789,1.781,952.325,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.899,8.900,0.183,49.371,5.000,999.0,534.0439453125,0.0,1.0
23.024,13:18:24.851,534.789,1.781,952.325,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,8.899,8.900,0.183,49.371,5.000,999.0,534.0439453125,0.0,1.0
23.087,13:18:24.995,534.731,1.816,971.259,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,9.099,9.100,0.187,49.376,5.000,999.0,534.0439453125,0.0,1.0
23.232,13:18:25.059,534.731,1.816,971.259,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,9.099,9.100,0.187,49.376,5.000,999.0,534.0439453125,0.0,1.0
23.295,13:18:25.315,534.731,1.816,971.259,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,9.099,9.100,0.187,49.376,5.000,999.0,534.0439453125,0.0,1.0
23.552,13:18:25.459,534.666,1.852,990.349,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.299,9.300,0.191,49.364,5.000,999.0,534.0439453125,0.0,1.0
23.695,13:18:25.522,534.666,1.852,990.349,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.299,9.300,0.191,49.364,5.000,999.0,534.0439453125,0.0,1.0
23.760,13:18:25.587,534.666,1.852,990.349,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.299,9.300,0.191,49.364,5.000,999.0,534.0439453125,0.0,1.0
23.823,13:18:25.731,534.666,1.852,990.349,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.299,9.300,0.191,49.364,5.000,999.0,534.0439453125,0.0,1.0
23.967,13:18:25.794,534.691,1.828,977.217,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.299,9.300,0.191,49.364,5.000,999.0,534.0439453125,0.0,1.0
24.031,13:18:25.858,534.691,1.828,977.217,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.299,9.300,0.191,49.364,5.000,999.0,534.0439453125,0.0,1.0
24.095,13:18:26.003,534.691,1.828,977.217,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.318,9.500,0.192,49.371,5.000,999.0,534.0439453125,0.0,1.0
24.239,13:18:26.066,534.691,1.828,977.217,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.318,9.500,0.192,49.371,5.000,999.0,534.0439453125,0.0,1.0
24.303,13:18:26.322,534.691,1.828,977.217,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.318,9.500,0.192,49.371,5.000,999.0,534.0439453125,0.0,1.0
24.560,13:18:26.467,534.678,1.850,989.341,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.499,9.500,0.195,49.365,5.000,999.0,534.0439453125,0.0,1.0
24.703,13:18:26.530,534.678,1.850,989.341,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.499,9.500,0.195,49.365,5.000,999.0,534.0439453125,0.0,1.0
24.767,13:18:26.595,534.644,1.876,1003.151,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.499,9.500,0.195,49.365,5.000,999.0,534.0439453125,0.0,1.0
24.831,13:18:26.738,534.644,1.876,1003.151,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.699,9.700,0.200,49.359,5.000,999.0,534.0439453125,0.0,1.0
24.975,13:18:26.802,534.644,1.876,1003.151,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.699,9.700,0.200,49.359,5.000,999.0,534.0439453125,0.0,1.0
25.039,13:18:26.866,534.644,1.876,1003.151,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.699,9.700,0.200,49.359,5.000,999.0,534.0439453125,0.0,1.0
25.102,13:18:27.009,534.644,1.876,1003.151,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.900,9.900,0.204,49.368,5.000,999.0,534.0439453125,0.0,1.0
25.246,13:18:27.074,534.601,1.886,1008.354,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.900,9.900,0.204,49.368,5.000,999.0,534.0439453125,0.0,1.0
25.310,13:18:27.329,534.601,1.886,1008.354,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,9.900,9.900,0.204,49.368,5.000,999.0,533.5604248046875,0.0,1.0
25.566,13:18:27.473,534.513,1.915,1023.433,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.119,10.300,0.208,49.349,5.000,999.0,533.5604248046875,0.0,1.0
25.710,13:18:27.537,534.513,1.915,1023.433,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.119,10.300,0.208,49.349,5.000,999.0,533.5604248046875,0.0,1.0
25.774,13:18:27.601,534.513,1.915,1023.433,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.119,10.300,0.208,49.349,5.000,999.0,533.5604248046875,0.0,1.0
25.839,13:18:27.746,534.513,1.915,1023.433,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.119,10.300,0.208,49.349,5.000,999.0,533.5604248046875,0.0,1.0
25.983,13:18:27.810,534.450,1.963,1049.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.119,10.300,0.208,49.349,5.000,999.0,533.5604248046875,0.0,1.0
26.047,13:18:27.874,534.450,1.963,1049.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.119,10.300,0.208,49.349,5.000,999.0,533.5604248046875,0.0,1.0
26.109,13:18:28.017,534.450,1.963,1049.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.519,10.700,0.216,49.230,5.000,999.0,533.5604248046875,0.0,1.0
26.254,13:18:28.081,534.450,1.963,1049.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.519,10.700,0.216,49.230,5.000,999.0,533.5604248046875,0.0,1.0
26.317,13:18:28.337,534.450,1.963,1049.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.519,10.700,0.216,49.230,5.000,999.0,533.076904296875,0.0,1.0
26.574,13:18:28.480,534.341,2.007,1072.651,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.919,11.100,0.225,49.132,5.000,999.0,533.076904296875,0.0,1.0
26.718,13:18:28.545,534.341,2.007,1072.651,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.919,11.100,0.225,49.132,5.000,999.0,533.076904296875,0.0,1.0
26.782,13:18:28.609,534.329,2.023,1080.857,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.919,11.100,0.225,49.132,5.000,999.0,533.076904296875,0.0,1.0
26.845,13:18:28.753,534.329,2.023,1080.857,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.919,11.100,0.225,49.075,5.000,999.0,533.076904296875,0.0,1.0
26.990,13:18:28.817,534.329,2.023,1080.857,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.919,11.100,0.225,49.075,5.000,999.0,533.076904296875,0.0,1.0
27.053,13:18:28.880,534.329,2.023,1080.857,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,10.919,11.100,0.225,49.075,5.000,999.0,533.076904296875,0.0,1.0
27.117,13:18:29.024,534.329,2.023,1080.857,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.318,11.500,0.233,49.074,5.000,999.0,533.076904296875,0.0,1.0
27.261,13:18:29.088,534.207,2.079,1110.552,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.318,11.500,0.233,49.074,5.000,999.0,533.076904296875,0.0,1.0
27.325,13:18:29.345,534.207,2.079,1110.552,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.318,11.500,0.233,49.074,5.000,999.0,533.076904296875,0.0,1.0
27.581,13:18:29.488,534.120,2.112,1128.245,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,49.006,5.000,999.0,533.076904296875,0.0,1.0
27.725,13:18:29.552,534.120,2.112,1128.245,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,49.006,5.000,999.0,533.076904296875,0.0,1.0
27.789,13:18:29.617,534.120,2.112,1128.245,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,49.006,5.000,999.0,533.076904296875,0.0,1.0
27.853,13:18:29.761,534.120,2.112,1128.245,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,49.006,5.000,999.0,533.076904296875,0.0,1.0
27.996,13:18:29.824,534.109,2.112,1127.874,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,49.006,5.000,999.0,533.076904296875,0.0,1.0
28.061,13:18:29.888,534.109,2.112,1127.874,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,49.006,5.000,999.0,533.076904296875,0.0,1.0
28.125,13:18:30.032,534.109,2.112,1127.874,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,48.941,5.000,999.0,533.076904296875,0.0,1.0
28.268,13:18:30.095,534.109,2.112,1127.874,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,48.941,5.000,999.0,533.076904296875,0.0,1.0
28.332,13:18:30.351,534.109,2.112,1127.874,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,11.718,11.900,0.241,48.941,5.000,999.0,532.10986328125,0.0,1.0
28.588,13:18:30.496,533.950,2.211,1180.498,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,12.519,12.700,0.258,48.900,5.000,999.0,532.10986328125,0.0,1.0
28.733,13:18:30.560,533.950,2.211,1180.498,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,12.519,12.700,0.258,48.900,5.000,999.0,532.10986328125,0.0,1.0
28.796,13:18:30.623,533.677,2.333,1244.868,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,12.519,12.700,0.258,48.900,5.000,999.0,532.10986328125,0.0,1.0
28.860,13:18:30.768,533.677,2.333,1244.868,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,13.320,13.500,0.275,48.849,5.000,999.0,532.10986328125,0.0,1.0
29.004,13:18:30.831,533.677,2.333,1244.868,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,13.320,13.500,0.275,48.849,5.000,999.0,532.10986328125,0.0,1.0
29.069,13:18:30.896,533.677,2.333,1244.868,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,13.320,13.500,0.275,48.849,5.000,999.0,532.10986328125,0.0,1.0
29.131,13:18:31.039,533.677,2.333,1244.868,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,14.119,14.300,0.291,48.802,5.000,999.0,532.10986328125,0.0,1.0
29.276,13:18:31.103,533.501,2.434,1298.498,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,14.119,14.300,0.291,48.802,5.000,999.0,532.10986328125,0.0,1.0
29.339,13:18:31.360,533.501,2.434,1298.498,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,14.119,14.300,0.291,48.802,5.000,999.0,532.10986328125,0.0,1.0
29.596,13:18:31.503,533.209,2.571,1370.686,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,14.919,15.100,0.308,48.796,5.000,999.0,532.10986328125,0.0,1.0
29.740,13:18:31.567,533.209,2.571,1370.686,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,14.919,15.100,0.308,48.796,5.000,999.0,532.10986328125,0.0,1.0
29.803,13:18:31.630,533.209,2.571,1370.686,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,14.919,15.100,0.308,48.796,5.000,999.0,532.10986328125,0.0,1.0
29.867,13:18:31.775,533.209,2.571,1370.686,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,14.919,15.100,0.308,48.796,5.000,999.0,532.10986328125,0.0,1.0
30.012,13:18:31.839,532.970,2.697,1437.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,14.919,15.100,0.308,48.796,5.000,999.0,532.10986328125,0.0,1.0
30.075,13:18:31.902,532.970,2.697,1437.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,14.919,15.100,0.308,48.796,5.000,999.0,532.10986328125,0.0,1.0
30.140,13:18:32.047,532.970,2.697,1437.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,15.719,15.900,0.324,48.700,5.000,999.0,532.10986328125,0.0,1.0
30.283,13:18:32.110,532.970,2.697,1437.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,15.719,15.900,0.324,48.700,5.000,999.0,532.10986328125,0.0,1.0
30.347,13:18:32.367,532.970,2.697,1437.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,15.719,15.900,0.324,48.700,5.000,999.0,531.3846435546875,0.0,1.0
30.603,13:18:32.510,532.791,2.842,1513.967,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,16.481,16.300,0.340,48.744,5.000,999.0,531.3846435546875,0.0,1.0
30.747,13:18:32.575,532.791,2.842,1513.967,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,16.481,16.300,0.340,48.744,5.000,999.0,531.3846435546875,0.0,1.0
30.811,13:18:32.638,532.791,2.842,1513.967,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,16.481,16.300,0.340,48.744,5.000,999.0,531.3846435546875,0.0,1.0
30.875,13:18:32.782,532.566,2.911,1550.403,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,16.919,17.100,0.349,48.694,5.000,999.0,531.3846435546875,0.0,1.0
31.019,13:18:32.846,532.566,2.911,1550.403,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,16.919,17.100,0.349,48.694,5.000,999.0,531.3846435546875,0.0,1.0
31.083,13:18:32.910,532.566,2.911,1550.403,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,16.919,17.100,0.349,48.694,5.000,999.0,531.3846435546875,0.0,1.0
