t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,ADC_B_RAW,ADC_B_OFS,XSPARE5,FAULT_UV_CNT
119.012,13:16:43.168,465.272,34.355,15984.325,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,63.889,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
119.076,13:16:43.423,465.272,34.355,15984.325,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,63.889,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
119.332,13:16:43.567,465.272,34.355,15984.325,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,63.912,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
119.476,13:16:43.631,458.291,35.951,16476.244,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,63.912,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
119.540,13:16:43.695,458.291,35.951,16476.244,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,63.912,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
119.604,13:16:43.839,458.291,35.951,16476.244,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,63.912,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
119.748,13:16:43.904,458.291,35.951,16476.244,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,63.912,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
119.812,13:16:43.967,465.315,34.339,15978.489,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,63.912,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
119.876,13:16:44.111,465.315,34.339,15978.489,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,63.907,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.020,13:16:44.175,465.315,34.339,15978.489,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,63.907,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.083,13:16:44.431,465.315,34.339,15978.489,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,63.907,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.339,13:16:44.575,461.688,35.207,16254.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.941,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.483,13:16:44.639,461.688,35.207,16254.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.941,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.547,13:16:44.703,461.688,35.207,16254.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.941,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.611,13:16:44.847,457.691,36.061,16504.824,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.755,13:16:44.910,457.691,36.061,16504.824,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.819,13:16:44.974,457.691,36.061,16504.824,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
120.883,13:16:45.118,457.691,36.061,16504.824,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.027,13:16:45.182,462.106,35.116,16227.294,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.091,13:16:45.438,462.106,35.116,16227.294,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,63.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.347,13:16:45.582,462.106,35.116,16227.294,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.005,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.491,13:16:45.646,462.265,35.067,16210.134,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.005,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.555,13:16:45.710,462.265,35.067,16210.134,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.005,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.619,13:16:45.854,462.265,35.067,16210.134,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.020,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.763,13:16:45.918,462.265,35.067,16210.134,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.020,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.826,13:16:45.982,462.265,35.067,16210.134,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.020,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
121.890,13:16:46.126,465.593,34.275,15958.226,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.032,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.034,13:16:46.189,465.593,34.275,15958.226,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.032,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.098,13:16:46.445,465.593,34.275,15958.226,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.032,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.354,13:16:46.589,462.165,35.098,16220.854,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.008,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.498,13:16:46.653,462.165,35.098,16220.854,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.008,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.562,13:16:46.717,462.165,35.098,16220.854,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.008,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.626,13:16:46.861,462.165,35.098,16220.854,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.019,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.770,13:16:46.925,462.073,35.117,16226.747,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.019,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.834,13:16:46.989,462.073,35.117,16226.747,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.019,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
122.898,13:16:47.133,462.073,35.117,16226.747,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.019,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.042,13:16:47.197,462.073,35.117,16226.747,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.019,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.106,13:16:47.453,465.716,34.260,15955.207,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.019,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.361,13:16:47.597,465.716,34.260,15955.207,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.025,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.505,13:16:47.661,461.960,35.149,16237.468,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.025,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.569,13:16:47.725,461.960,35.149,16237.468,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.025,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.633,13:16:47.869,461.960,35.149,16237.468,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,64.013,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.777,13:16:47.933,461.960,35.149,16237.468,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,64.013,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.841,13:16:47.997,461.960,35.149,16237.468,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,64.013,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
123.905,13:16:48.140,457.433,36.111,16518.449,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.079,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
124.049,13:16:48.204,457.433,36.111,16518.449,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.079,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
124.113,13:16:48.476,457.433,36.111,16518.449,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.079,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
124.385,13:16:48.620,460.298,35.584,16379.433,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.093,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
124.529,13:16:48.684,460.298,35.584,16379.433,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.093,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
124.593,13:16:48.748,460.298,35.584,16379.433,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.093,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
124.657,13:16:48.892,460.298,35.584,16379.433,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.095,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
124.800,13:16:48.956,464.232,34.674,16096.839,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.095,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
124.864,13:16:49.020,464.232,34.674,16096.839,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.095,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
125.248,13:16:49.675,463.209,34.935,16182.164,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,64.130,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
125.584,13:16:49.819,464.360,34.652,16091.034,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.139,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
125.728,13:16:49.883,464.360,34.652,16091.034,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.139,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
125.792,13:16:49.947,464.360,34.652,16091.034,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.139,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
125.856,13:16:50.091,464.360,34.652,16091.034,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.099,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.000,13:16:50.155,460.519,35.521,16358.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.099,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.064,13:16:50.219,460.519,35.521,16358.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.099,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.128,13:16:50.363,460.519,35.521,16358.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.099,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.272,13:16:50.619,460.519,35.521,16358.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.099,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.527,13:16:50.763,462.974,34.979,16194.255,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.137,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.671,13:16:50.827,462.974,34.979,16194.255,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.137,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.735,13:16:50.891,460.778,35.477,16347.006,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.137,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.799,13:16:51.035,460.778,35.477,16347.006,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.093,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
126.943,13:16:51.099,460.778,35.477,16347.006,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.093,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.018,13:16:51.173,460.778,35.477,16347.006,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.093,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.071,13:16:51.306,460.778,35.477,16347.006,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.135,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.215,13:16:51.370,464.545,34.592,16069.682,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.135,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.279,13:16:51.626,464.545,34.592,16069.682,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.135,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.535,13:16:51.770,458.435,35.995,16501.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.141,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.679,13:16:51.834,458.435,35.995,16501.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.141,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.743,13:16:51.898,458.435,35.995,16501.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.141,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.807,13:16:52.042,458.435,35.995,16501.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.141,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
127.950,13:16:52.106,466.395,34.141,15923.086,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.141,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.015,13:16:52.170,466.395,34.141,15923.086,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.141,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.078,13:16:52.314,466.395,34.141,15923.086,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.056,48.237,0.940,64.127,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.222,13:16:52.378,466.395,34.141,15923.086,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.056,48.237,0.940,64.127,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.286,13:16:52.634,466.395,34.141,15923.086,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.056,48.237,0.940,64.127,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.542,13:16:52.778,462.676,35.038,16211.250,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.178,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.686,13:16:52.841,462.676,35.038,16211.250,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.178,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.750,13:16:52.905,462.575,35.062,16218.796,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.178,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.814,13:16:53.050,462.575,35.062,16218.796,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.135,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
128.958,13:16:53.113,462.575,35.062,16218.796,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.135,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.022,13:16:53.177,462.575,35.062,16218.796,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.135,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.086,13:16:53.321,462.575,35.062,16218.796,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.148,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.230,13:16:53.385,465.054,34.477,16033.692,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.148,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.294,13:16:53.641,465.054,34.477,16033.692,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.148,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.549,13:16:53.785,465.054,34.477,16033.692,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.143,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.694,13:16:53.849,462.522,35.090,16230.072,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.143,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.757,13:16:53.913,462.522,35.090,16230.072,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.143,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.821,13:16:54.057,462.522,35.090,16230.072,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.143,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
129.965,13:16:54.121,462.651,35.050,16216.159,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.143,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.029,13:16:54.185,462.651,35.050,16216.159,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.143,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.093,13:16:54.329,462.651,35.050,16216.159,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.172,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.237,13:16:54.393,462.651,35.050,16216.159,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.172,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.301,13:16:54.648,462.651,35.050,16216.159,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.172,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.557,13:16:54.792,458.193,36.035,16510.984,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,64.173,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.701,13:16:54.856,458.193,36.035,16510.984,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,64.173,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.765,13:16:54.920,458.193,36.035,16510.984,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,64.173,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.829,13:16:55.064,461.433,35.332,16303.413,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.201,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
130.973,13:16:55.128,461.433,35.332,16303.413,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.201,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.037,13:16:55.192,461.433,35.332,16303.413,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.201,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.101,13:16:55.336,461.433,35.332,16303.413,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.201,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.244,13:16:55.400,465.216,34.439,16021.551,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.201,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.309,13:16:55.656,465.216,34.439,16021.551,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.201,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.564,13:16:55.800,465.216,34.439,16021.551,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.237,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.708,13:16:55.864,465.252,34.431,16019.147,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.237,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.772,13:16:55.928,465.252,34.431,16019.147,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.237,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.836,13:16:56.072,465.252,34.431,16019.147,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.237,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
131.980,13:16:56.135,465.252,34.431,16019.147,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.237,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
132.044,13:16:56.199,462.229,35.137,16241.381,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.237,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
132.108,13:16:56.343,462.229,35.137,16241.381,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.222,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
132.588,13:16:57.015,461.546,35.317,16300.604,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,64.236,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
132.923,13:16:57.159,465.334,34.410,16012.188,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.205,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
133.067,13:16:57.223,465.334,34.410,16012.188,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.205,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
133.131,13:16:57.287,465.334,34.410,16012.188,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.205,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
133.195,13:16:57.431,465.334,34.410,16012.188,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.241,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
133.339,13:16:57.494,462.155,35.172,16254.825,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.241,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
133.403,13:16:57.558,462.155,35.172,16254.825,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.241,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
133.467,13:16:57.703,462.155,35.172,16254.825,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.241,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
133.611,13:16:57.958,462.155,35.172,16254.825,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.241,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
133.867,13:16:58.102,461.982,35.201,16262.048,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.233,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
134.011,13:16:58.166,461.982,35.201,16262.048,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.233,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
134.075,13:16:58.230,465.521,34.351,15991.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.233,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
134.139,13:16:58.374,465.521,34.351,15991.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.202,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
134.283,13:16:58.438,465.521,34.351,15991.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.202,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
134.347,13:16:58.502,465.521,34.351,15991.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,64.202,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
134.411,13:16:58.646,465.521,34.351,15991.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,64.225,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
