t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,ADC_B_RAW,ADC_B_OFS,XSPARE5,FAULT_UV_CNT
0.063,13:14:44.490,446.994,10.461,4676.200,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.739,52.991,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
0.399,13:14:44.634,450.100,10.103,4547.546,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
0.543,13:14:44.699,450.100,10.103,4547.546,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
0.607,13:14:44.763,450.100,10.103,4547.546,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.994,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
0.671,13:14:44.906,450.100,10.103,4547.546,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,30.017,29.837,0.741,53.002,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
0.814,13:14:44.970,445.390,10.642,4739.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,30.017,29.837,0.741,53.002,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
0.879,13:14:45.034,445.390,10.642,4739.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,30.017,29.837,0.741,53.002,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
0.943,13:14:45.178,445.390,10.642,4739.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,30.017,29.837,0.741,53.002,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
1.086,13:14:45.434,445.390,10.642,4739.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,30.017,29.837,0.741,53.002,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
1.343,13:14:45.579,448.710,10.271,4608.786,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.726,52.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
1.486,13:14:45.641,448.710,10.271,4608.786,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.726,52.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
1.550,13:14:45.705,447.135,10.449,4672.288,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.726,52.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
1.614,13:14:45.850,447.135,10.449,4672.288,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.908,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
1.758,13:14:45.913,447.135,10.449,4672.288,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.908,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
1.822,13:14:45.977,447.135,10.449,4672.288,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.908,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
1.885,13:14:46.122,447.135,10.449,4672.288,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.923,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.031,13:14:46.186,447.571,10.405,4657.149,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.923,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.093,13:14:46.441,447.571,10.405,4657.149,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.923,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.349,13:14:46.585,448.896,10.254,4602.885,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.884,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.494,13:14:46.649,448.896,10.254,4602.885,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.884,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.558,13:14:46.714,448.896,10.254,4602.885,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.884,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.622,13:14:46.857,448.896,10.254,4602.885,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.884,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.765,13:14:46.920,448.503,10.306,4622.283,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.884,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.830,13:14:46.985,448.503,10.306,4622.283,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.884,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
2.893,13:14:47.129,448.503,10.306,4622.283,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.727,52.860,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.037,13:14:47.192,448.503,10.306,4622.283,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.727,52.860,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.101,13:14:47.449,448.503,10.306,4622.283,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.727,52.860,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.357,13:14:47.592,445.084,10.687,4756.396,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.742,52.863,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.501,13:14:47.657,445.084,10.687,4756.396,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.742,52.863,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.565,13:14:47.721,447.395,10.431,4666.790,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.742,52.863,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.629,13:14:47.865,447.395,10.431,4666.790,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.773,13:14:47.928,447.395,10.431,4666.790,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.837,13:14:47.993,447.395,10.431,4666.790,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
3.901,13:14:48.137,447.395,10.431,4666.790,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.821,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.045,13:14:48.200,448.581,10.298,4619.417,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.821,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.108,13:14:48.456,448.581,10.298,4619.417,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.821,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.365,13:14:48.600,444.243,10.774,4786.229,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.791,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.509,13:14:48.664,444.243,10.774,4786.229,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.791,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.573,13:14:48.728,444.243,10.774,4786.229,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.791,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.636,13:14:48.871,444.243,10.774,4786.229,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.791,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.780,13:14:48.935,448.463,10.310,4623.815,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.791,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.844,13:14:49.000,448.463,10.310,4623.815,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.791,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
4.908,13:14:49.143,448.463,10.310,4623.815,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.780,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.052,13:14:49.208,448.463,10.310,4623.815,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.780,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.115,13:14:49.463,448.463,10.310,4623.815,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.780,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.372,13:14:49.607,447.855,10.385,4650.803,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,52.760,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.515,13:14:49.671,447.855,10.385,4650.803,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,52.760,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.579,13:14:49.735,444.375,10.770,4785.782,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,52.760,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.643,13:14:49.878,444.375,10.770,4785.782,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.748,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.787,13:14:49.942,444.375,10.770,4785.782,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.748,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.851,13:14:50.006,444.375,10.770,4785.782,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.753,52.748,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
5.915,13:14:50.150,444.375,10.770,4785.782,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.728,52.709,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.060,13:14:50.215,448.260,10.346,4637.597,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.728,52.709,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.123,13:14:50.487,448.260,10.346,4637.597,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.728,52.709,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.396,13:14:50.631,450.709,10.054,4531.440,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,52.686,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.540,13:14:50.695,450.709,10.054,4531.440,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,52.686,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.602,13:14:50.758,450.709,10.054,4531.440,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,52.686,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.667,13:14:50.902,450.709,10.054,4531.440,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,52.686,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.810,13:14:50.966,448.136,10.356,4640.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,52.686,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.875,13:14:51.031,448.136,10.356,4640.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,52.686,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
6.940,13:14:51.175,448.136,10.356,4640.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.728,52.682,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.083,13:14:51.238,448.136,10.356,4640.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.728,52.682,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.147,13:14:51.493,448.136,10.356,4640.919,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.728,52.682,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.403,13:14:51.638,450.888,10.030,4522.504,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.723,52.637,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.547,13:14:51.702,450.888,10.030,4522.504,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.723,52.637,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.611,13:14:51.766,449.871,10.159,4570.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.723,52.637,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.675,13:14:51.911,449.871,10.159,4570.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.725,52.621,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.818,13:14:51.974,449.871,10.159,4570.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.725,52.621,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.882,13:14:52.037,449.871,10.159,4570.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.725,52.621,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
7.946,13:14:52.181,449.871,10.159,4570.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.725,52.626,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.090,13:14:52.246,450.015,10.140,4563.035,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.725,52.626,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.155,13:14:52.502,450.015,10.140,4563.035,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.725,52.626,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.411,13:14:52.645,446.259,10.578,4720.375,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.740,52.581,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.553,13:14:52.709,446.259,10.578,4720.375,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.740,52.581,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.618,13:14:52.773,446.259,10.578,4720.375,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.740,52.581,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.682,13:14:52.918,446.259,10.578,4720.375,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.740,52.581,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.826,13:14:52.982,450.060,10.138,4562.826,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.740,52.581,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.890,13:14:53.046,450.060,10.138,4562.826,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.740,52.581,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
8.954,13:14:53.189,450.060,10.138,4562.826,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.724,52.574,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.097,13:14:53.253,450.060,10.138,4562.826,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.724,52.574,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.162,13:14:53.509,450.060,10.138,4562.826,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.724,52.574,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.417,13:14:53.653,447.024,10.485,4687.270,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.740,52.554,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.562,13:14:53.717,447.024,10.485,4687.270,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.740,52.554,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.625,13:14:53.780,446.411,10.556,4712.342,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.740,52.554,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.690,13:14:53.925,446.411,10.556,4712.342,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.555,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.834,13:14:53.989,446.411,10.556,4712.342,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.555,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.897,13:14:54.052,446.411,10.556,4712.342,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.555,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
9.962,13:14:54.196,446.411,10.556,4712.342,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.555,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.106,13:14:54.261,447.092,10.486,4688.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.555,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.169,13:14:54.516,447.092,10.486,4688.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.555,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.425,13:14:54.660,447.092,10.486,4688.230,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.518,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.568,13:14:54.724,449.641,10.191,4582.477,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.518,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.633,13:14:54.788,449.641,10.191,4582.477,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.518,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.696,13:14:54.932,449.641,10.191,4582.477,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.518,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.841,13:14:54.996,449.641,10.191,4582.477,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.518,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.905,13:14:55.060,447.130,10.476,4684.175,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,52.518,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
10.969,13:14:55.204,447.130,10.476,4684.175,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.481,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.112,13:14:55.268,447.130,10.476,4684.175,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.481,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.176,13:14:55.524,447.130,10.476,4684.175,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.481,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.432,13:14:55.667,449.222,10.240,4600.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.490,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.576,13:14:55.731,449.222,10.240,4600.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.490,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.640,13:14:55.796,449.222,10.240,4600.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.490,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.705,13:14:55.939,445.848,10.621,4735.343,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.741,52.449,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.848,13:14:56.003,445.848,10.621,4735.343,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.741,52.449,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.912,13:14:56.067,445.848,10.621,4735.343,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.741,52.449,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
11.976,13:14:56.211,445.848,10.621,4735.343,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.741,52.449,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.120,13:14:56.275,449.143,10.252,4604.798,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.741,52.449,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.184,13:14:56.531,449.143,10.252,4604.798,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.741,52.449,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.440,13:14:56.675,449.143,10.252,4604.798,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.401,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.583,13:14:56.739,447.432,10.445,4673.391,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.401,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.647,13:14:56.802,447.432,10.445,4673.391,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.401,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.711,13:14:56.947,447.432,10.445,4673.391,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.401,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.856,13:14:57.011,447.432,10.445,4673.391,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.401,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.919,13:14:57.075,449.276,10.236,4598.803,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.401,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
12.983,13:14:57.218,449.276,10.236,4598.803,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.725,52.421,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.126,13:14:57.282,449.276,10.236,4598.803,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.725,52.421,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.191,13:14:57.539,449.276,10.236,4598.803,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.725,52.421,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.447,13:14:57.682,447.721,10.416,4663.611,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,52.363,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.591,13:14:57.746,447.721,10.416,4663.611,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,52.363,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.654,13:14:57.810,447.721,10.416,4663.611,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,52.363,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.719,13:14:57.954,449.407,10.224,4594.604,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.354,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.862,13:14:58.018,449.407,10.224,4594.604,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.354,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.927,13:14:58.082,449.407,10.224,4594.604,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.354,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
13.990,13:14:58.227,449.407,10.224,4594.604,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.354,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
14.134,13:14:58.289,445.674,10.645,4744.291,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.354,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
14.198,13:14:58.546,445.674,10.645,4744.291,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,52.354,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
14.455,13:14:58.690,445.674,10.645,4744.291,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.722,52.320,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
14.599,13:14:58.754,450.970,10.035,4525.614,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.722,52.320,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
14.662,13:14:58.817,450.970,10.035,4525.614,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.722,52.320,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
14.727,13:14:58.961,450.970,10.035,4525.614,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.722,52.320,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
