t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,FAULT_UV_CNT,FAULT_OC_CNT,IU_INST,IW_INST
0.062,12:26:02.443,464.099,35.700,16568.391,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.041,5.000,99.0,47.0,-35.589744567871094,51.53845977783203
0.750,12:26:02.938,462.101,36.202,16728.941,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.117,5.000,99.0,47.0,-35.589744567871094,51.53845977783203
0.894,12:26:03.002,459.999,36.673,16869.664,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.117,5.000,99.0,47.0,-35.589744567871094,51.53845977783203
0.959,12:26:03.067,459.999,36.673,16869.664,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.117,5.000,99.0,47.0,-35.589744567871094,51.53845977783203
1.023,12:26:03.210,459.999,36.673,16869.664,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.117,5.000,99.0,47.0,-35.589744567871094,51.53845977783203
1.166,12:26:03.466,459.999,36.673,16869.664,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.117,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
1.423,12:26:03.610,461.966,36.229,16736.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.108,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
1.565,12:26:03.673,461.966,36.229,16736.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.108,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
1.629,12:26:03.737,460.277,36.614,16852.797,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.108,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
1.693,12:26:03.882,460.277,36.614,16852.797,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.095,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
1.837,12:26:03.945,460.277,36.614,16852.797,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.095,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
1.901,12:26:04.009,460.277,36.614,16852.797,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.095,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
1.965,12:26:04.154,460.277,36.614,16852.797,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.115,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
2.110,12:26:04.218,461.658,36.290,16753.488,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.115,5.000,99.0,47.0,21.076923370361328,-51.64102554321289
2.174,12:26:04.474,461.658,36.290,16753.488,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.115,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
2.430,12:26:04.618,461.658,36.290,16753.488,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.149,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
2.574,12:26:04.682,461.704,36.275,16748.223,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.149,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
2.637,12:26:04.745,461.704,36.275,16748.223,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.149,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
2.701,12:26:04.889,461.704,36.275,16748.223,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.149,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
2.845,12:26:04.953,464.027,35.689,16560.746,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.149,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
2.909,12:26:05.017,464.027,35.689,16560.746,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.149,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
2.973,12:26:05.162,464.027,35.689,16560.746,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.148,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
3.117,12:26:05.225,464.027,35.689,16560.746,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.148,5.000,99.0,47.0,47.230770111083984,0.10256410390138626
3.181,12:26:05.481,464.027,35.689,16560.746,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.148,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
3.436,12:26:05.625,457.430,37.245,17037.113,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.172,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
3.581,12:26:05.689,457.430,37.245,17037.113,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.172,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
3.644,12:26:05.752,457.430,37.245,17037.113,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.172,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
3.709,12:26:05.896,463.944,35.696,16560.924,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.194,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
3.852,12:26:05.960,463.944,35.696,16560.924,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.194,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
3.916,12:26:06.025,463.944,35.696,16560.924,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.194,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
3.981,12:26:06.169,463.944,35.696,16560.924,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.194,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
4.125,12:26:06.233,457.538,37.223,17030.836,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.194,5.000,99.0,47.0,-52.410255432128906,7.128205299377441
4.189,12:26:06.489,457.538,37.223,17030.836,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.194,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
4.443,12:26:06.633,457.538,37.223,17030.836,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.208,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
4.588,12:26:06.696,464.102,35.673,16555.768,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.208,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
4.652,12:26:06.760,464.102,35.673,16555.768,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.208,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
4.716,12:26:06.903,464.102,35.673,16555.768,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.208,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
4.859,12:26:06.967,464.102,35.673,16555.768,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.208,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
4.923,12:26:07.031,460.551,36.518,16818.295,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.208,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
4.987,12:26:07.175,460.551,36.518,16818.295,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.519,49.700,0.940,65.276,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
5.132,12:26:07.240,460.551,36.518,16818.295,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.519,49.700,0.940,65.276,5.000,99.0,47.0,33.64102554321289,-56.0512809753418
5.532,12:26:07.911,457.090,37.320,17058.635,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.481,49.300,0.940,65.277,5.000,99.0,47.0,-33.69230651855469,53.07692337036133
5.867,12:26:08.056,464.307,35.612,16534.949,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.330,5.000,99.0,47.0,-33.69230651855469,53.07692337036133
6.012,12:26:08.120,464.307,35.612,16534.949,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.330,5.000,99.0,47.0,-33.69230651855469,53.07692337036133
6.076,12:26:08.184,464.307,35.612,16534.949,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.330,5.000,99.0,47.0,-33.69230651855469,53.07692337036133
6.139,12:26:08.327,461.043,36.413,16787.906,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.345,5.000,99.0,47.0,-33.69230651855469,53.07692337036133
6.283,12:26:08.391,461.043,36.413,16787.906,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.345,5.000,99.0,47.0,-33.69230651855469,53.07692337036133
6.347,12:26:08.455,461.043,36.413,16787.906,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.345,5.000,99.0,47.0,-33.69230651855469,53.07692337036133
6.411,12:26:08.599,461.043,36.413,16787.906,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.345,5.000,99.0,47.0,-33.69230651855469,53.07692337036133
6.555,12:26:08.854,464.455,35.589,16529.512,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.345,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
6.811,12:26:08.999,464.455,35.589,16529.512,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.343,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
6.955,12:26:09.063,457.117,37.311,17055.658,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.343,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
7.018,12:26:09.126,457.117,37.311,17055.658,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.343,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
7.082,12:26:09.270,457.117,37.311,17055.658,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.880,49.700,0.940,65.350,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
7.226,12:26:09.334,457.117,37.311,17055.658,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.880,49.700,0.940,65.350,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
7.291,12:26:09.399,457.117,37.311,17055.658,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.880,49.700,0.940,65.350,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
7.355,12:26:09.542,461.138,36.406,16788.393,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.402,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
7.499,12:26:09.607,461.138,36.406,16788.393,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.402,5.000,99.0,47.0,-4.769230842590332,-43.846153259277344
7.562,12:26:09.878,461.138,36.406,16788.393,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.119,49.300,0.940,65.402,5.000,99.0,47.0,-12.0,-39.128204345703125
7.834,12:26:10.022,461.329,36.354,16771.119,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.081,48.900,0.940,65.405,5.000,99.0,47.0,-12.0,-39.128204345703125
7.979,12:26:10.087,461.329,36.354,16771.119,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.081,48.900,0.940,65.405,5.000,99.0,47.0,-12.0,-39.128204345703125
8.042,12:26:10.150,461.329,36.354,16771.119,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,49.081,48.900,0.940,65.405,5.000,99.0,47.0,-12.0,-39.128204345703125
