iso,t_s,vDcInst,idc_units,iq_shed
13:39:40.678,1789036780.678,468.04,29.9,1.0
13:39:40.758,1789036780.758,468.04,30.03,1.0
13:39:40.838,1789036780.838,469.25,29.94,1.0
13:39:40.918,1789036780.918,468.76,29.94,1.0
13:39:40.998,1789036780.998,469.01,29.98,1.0
13:39:41.078,1789036781.078,469.97,29.98,1.0
13:39:41.158,1789036781.158,468.28,29.97,1.0
13:39:41.238,1789036781.238,468.04,30.03,1.0
13:39:41.318,1789036781.318,469.01,30.0,1.0
13:39:41.398,1789036781.398,468.28,29.97,1.0
13:39:41.478,1789036781.478,469.49,30.0,1.0
13:39:41.558,1789036781.558,470.46,29.94,1.0
13:39:41.638,1789036781.638,469.25,29.98,1.0
13:39:41.718,1789036781.718,469.01,30.02,1.0
13:39:41.798,1789036781.798,468.28,29.93,1.0
13:39:41.878,1789036781.878,469.25,30.01,1.0
13:39:41.958,1789036781.958,469.49,30.0,1.0
13:39:42.038,1789036782.038,467.56,30.0,1.0
13:39:42.118,1789036782.118,468.76,29.97,1.0
13:39:42.198,1789036782.198,468.52,29.97,1.0
13:39:42.278,1789036782.278,467.56,30.04,1.0
13:39:42.358,1789036782.358,468.28,29.98,1.0
13:39:42.438,1789036782.438,469.25,30.05,1.0
13:39:42.518,1789036782.518,468.04,29.93,1.0
13:39:42.598,1789036782.598,469.73,29.98,1.0
13:39:42.678,1789036782.678,469.01,30.04,1.0
13:39:42.758,1789036782.758,468.04,29.94,1.0
13:39:42.838,1789036782.838,469.01,30.03,1.0
13:39:42.918,1789036782.918,469.01,29.99,1.0
13:39:42.998,1789036782.998,468.76,29.98,1.0
13:39:43.078,1789036783.078,469.49,30.05,1.0
13:39:43.158,1789036783.158,469.01,29.96,1.0
13:39:43.238,1789036783.238,469.73,29.98,1.0
13:39:43.318,1789036783.318,469.01,29.97,1.0
13:39:43.398,1789036783.398,468.28,29.96,1.0
13:39:43.478,1789036783.478,468.76,29.89,1.0
13:39:43.558,1789036783.558,469.01,30.0,1.0
13:39:43.638,1789036783.638,468.76,29.9,1.0
13:39:43.718,1789036783.718,469.49,29.95,1.0
13:39:43.798,1789036783.798,469.01,29.96,1.0
13:39:43.878,1789036783.878,468.28,29.97,1.0
13:39:43.958,1789036783.958,469.01,29.99,1.0
13:39:44.038,1789036784.038,468.04,29.98,1.0
13:39:44.118,1789036784.118,468.52,30.02,1.0
13:39:44.198,1789036784.198,468.52,29.98,1.0
13:39:44.278,1789036784.278,467.8,30.0,1.0
13:39:44.358,1789036784.358,469.25,29.97,1.0
13:39:44.438,1789036784.438,469.01,29.93,1.0
13:39:44.518,1789036784.518,468.04,29.95,1.0
13:39:44.598,1789036784.598,468.52,30.02,1.0
13:39:44.678,1789036784.678,468.76,29.92,1.0
13:39:44.758,1789036784.758,468.04,29.98,1.0
13:39:44.838,1789036784.838,469.97,29.96,1.0
13:39:44.918,1789036784.918,469.25,29.93,1.0
13:39:44.998,1789036784.998,468.04,30.04,1.0
