iso,t_s,vDcInst,idc_units,iq_shed
13:48:01.526,1789037281.526,466.59,30.02,1.0
13:48:01.606,1789037281.606,465.86,29.99,1.0
13:48:01.686,1789037281.686,467.56,30.0,1.0
13:48:01.766,1789037281.766,465.86,29.91,1.0
13:48:01.846,1789037281.846,467.31,30.05,1.0
13:48:01.926,1789037281.926,467.07,29.98,1.0
13:48:02.006,1789037282.006,466.1,30.0,1.0
13:48:02.086,1789037282.086,466.83,30.0,1.0
13:48:02.166,1789037282.166,466.59,29.95,1.0
13:48:02.246,1789037282.246,466.83,30.04,1.0
13:48:02.326,1789037282.326,467.07,29.93,1.0
13:48:02.406,1789037282.406,466.59,30.0,1.0
13:48:02.486,1789037282.486,466.35,29.99,1.0
13:48:02.566,1789037282.566,466.83,29.95,1.0
13:48:02.646,1789037282.646,467.56,29.96,1.0
13:48:02.726,1789037282.726,466.35,29.93,1.0
13:48:02.806,1789037282.806,466.59,29.98,1.0
13:48:02.886,1789037282.886,466.1,29.92,1.0
13:48:02.966,1789037282.966,466.83,30.0,1.0
13:48:03.046,1789037283.046,467.31,29.94,1.0
13:48:03.126,1789037283.126,467.07,29.98,1.0
13:48:03.206,1789037283.206,466.1,29.97,1.0
13:48:03.286,1789037283.286,466.1,29.95,1.0
13:48:03.366,1789037283.366,466.1,29.95,1.0
13:48:03.446,1789037283.446,467.56,30.01,1.0
13:48:03.526,1789037283.526,467.8,29.97,1.0
13:48:03.606,1789037283.606,466.1,30.0,1.0
13:48:03.686,1789037283.686,467.07,30.01,1.0
13:48:03.766,1789037283.766,467.07,29.89,1.0
13:48:03.846,1789037283.846,465.86,29.97,1.0
13:48:03.926,1789037283.926,467.56,30.03,1.0
13:48:04.006,1789037284.006,466.59,29.96,1.0
13:48:04.086,1789037284.086,466.1,29.92,1.0
13:48:04.166,1789037284.166,467.31,29.97,1.0
13:48:04.246,1789037284.246,466.1,29.98,1.0
13:48:04.326,1789037284.326,467.07,30.05,1.0
13:48:04.406,1789037284.406,466.59,29.97,1.0
13:48:04.486,1789037284.486,465.86,29.92,1.0
13:48:04.566,1789037284.566,466.59,29.97,1.0
13:48:04.646,1789037284.646,467.07,29.98,1.0
13:48:04.726,1789037284.726,466.35,29.9,1.0
13:48:04.806,1789037284.806,467.56,30.02,1.0
13:48:04.886,1789037284.886,467.07,29.97,1.0
13:48:04.966,1789037284.966,466.1,29.91,1.0
13:48:05.046,1789037285.046,466.35,29.97,1.0
13:48:05.126,1789037285.126,466.83,29.94,1.0
13:48:05.206,1789037285.206,466.59,29.97,1.0
13:48:05.286,1789037285.286,465.62,29.96,1.0
13:48:05.366,1789037285.366,466.83,29.96,1.0
13:48:05.446,1789037285.446,465.86,29.87,1.0
13:48:05.526,1789037285.526,467.31,30.0,1.0
13:48:05.606,1789037285.606,467.07,30.0,1.0
13:48:05.686,1789037285.686,465.62,29.91,1.0
13:48:05.766,1789037285.766,466.1,29.99,1.0
13:48:05.846,1789037285.846,465.86,29.93,1.0
13:48:05.926,1789037285.926,467.07,30.0,1.0
13:48:06.006,1789037286.006,467.56,29.95,1.0
13:48:06.086,1789037286.086,465.38,29.95,1.0
13:48:06.166,1789037286.166,466.35,30.03,1.0
13:48:06.246,1789037286.246,467.8,29.97,1.0
13:48:06.326,1789037286.326,467.07,29.92,1.0
13:48:06.406,1789037286.406,468.04,29.98,1.0
13:48:06.486,1789037286.486,467.07,30.01,1.0
13:48:06.566,1789037286.566,465.62,29.94,1.0
13:48:06.646,1789037286.646,466.59,29.98,1.0
13:48:06.726,1789037286.726,467.07,29.96,1.0
13:48:06.806,1789037286.806,467.56,29.97,1.0
13:48:06.886,1789037286.886,467.56,30.03,1.0
13:48:06.966,1789037286.966,466.59,30.0,1.0
13:48:07.046,1789037287.046,467.07,29.96,1.0
13:48:07.126,1789037287.126,466.83,29.95,1.0
13:48:07.206,1789037287.206,466.83,29.99,1.0
13:48:07.286,1789037287.286,466.1,29.96,1.0
13:48:07.366,1789037287.366,467.07,30.01,1.0
13:48:07.446,1789037287.446,466.83,29.94,1.0
13:48:07.526,1789037287.526,466.83,29.95,1.0
13:48:07.606,1789037287.606,467.8,29.92,1.0
13:48:07.686,1789037287.686,466.83,29.98,1.0
13:48:07.766,1789037287.766,466.35,29.97,1.0
13:48:07.846,1789037287.846,466.35,29.99,1.0
13:48:07.926,1789037287.926,466.59,30.03,1.0
13:48:08.006,1789037288.006,467.31,29.95,1.0
