iso,t_s,sts,mode,hz,P_W,VDC,IDC,drive_C,Q_m3h,vel_ms,QperP,bore_mm,M91_pct,transit_us,pos_total,fault,mod_idx,headroom_pct,panel_C,f_rot,f_slip,foc_id,foc_iq,psir,foc_md,te_Nm,p_est_W,foc_idref,foc_iqref,v_dem,vlim,v_left,on_ceiling,stop_r,f_uv_n,f_oc_n,idq_pk,mppt_voc,mppt_vhold,mppt_vratio,run_kwh,rpm,ps_spread,ps_flags,ps_ru,ps_rv,ps_rw,ps_leak,foc_rs,foc_rr,foc_lm,foc_sigls,tune_sts,shed,shed_min,cap_state,resets
2026-09-07 05:43:18,0.0,OFF,MPPT,5.0,34.5,456.9,0.08,27.2,-0.7223,-0.02074,,111.0,,180.497,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,231
2026-09-07 05:43:21,3.6,OFF,MPPT,5.0,34.9,457.0,0.08,27.1,-0.7236,-0.02077,,111.0,,180.517,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,231
2026-09-07 05:43:25,7.2,OFF,MPPT,5.0,33.1,457.3,0.07,27.0,-0.7273,-0.02088,,111.0,,180.527,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,231
2026-09-07 05:43:29,10.7,OFF,MPPT,5.0,34.4,457.4,0.08,27.0,-0.7323,-0.02102,,111.0,,180.537,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,231
2026-09-07 05:43:32,14.3,OFF,MPPT,5.0,33.1,457.7,0.07,26.9,-0.7354,-0.02111,,111.0,,180.54,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,231
2026-09-07 05:43:36,17.8,OFF,MPPT,5.0,37.8,457.9,0.08,26.8,-0.7371,-0.02116,,111.0,,180.542,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,231
2026-09-07 05:43:45,27.5,OFF,MPPT,5.0,35.9,458.3,0.08,26.7,-0.7317,-0.021,,111.0,,180.52,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,0,97,40,0.0,0.0,300.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.873,0.3,57.2,5.53,1,1.0,1.0,2,231
2026-09-07 05:43:49,31.1,FAULT_UV_WAIT,MPPT,5.0,17.3,397.8,0.04,26.7,-0.7354,-0.02111,,111.0,,180.535,4468.7964,0,0.2,88.6,0.0,,,,,,,,,,,,,,,5,97,40,0.0,458.1,274.9,0.7354,0.0,,0.0,0,0.0,0.0,0.0,0.066,0.873,0.3,57.2,5.53,1,1.0,0.1,3,231
2026-09-07 05:43:53,34.7,FAULT_UV_WAIT,MPPT,5.0,49.5,458.5,0.11,26.6,-0.7407,-0.02126,,111.0,97.51,,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,5,97,40,0.0,458.1,274.9,0.7354,0.0,,0.0,0,0.0,0.0,0.0,0.066,0.873,0.3,57.2,5.53,1,1.0,0.1,3,231
2026-09-07 05:43:56,38.2,FAULT_UV_WAIT,MPPT,5.0,50.1,458.6,0.11,26.6,-0.7422,-0.0213,,111.0,,180.549,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,5,97,40,0.0,458.1,274.9,0.7354,0.0,,0.0,0,0.0,0.0,0.0,0.066,0.873,0.3,57.2,5.53,1,1.0,0.1,3,231
2026-09-07 05:44:00,41.8,FAULT_UV_WAIT,MPPT,5.0,17.6,383.2,0.05,26.6,-0.7408,-0.02126,,111.0,,180.547,4468.7964,0,0.2,88.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,458.6,275.2,0.6822,0.0,,0.0,0,0.0,0.0,0.0,0.076,0.873,0.3,57.2,5.53,1,0.999,0.1,3,231
2026-09-07 05:44:06,48.3,FAULT_UV_WAIT,MPPT,5.0,47.5,459.3,0.1,26.4,-0.7485,-0.02149,,111.0,,180.544,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,5,97,40,0.0,458.6,275.2,0.6822,0.0,,0.0,0,0.0,0.0,0.0,0.076,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:10,51.8,FAULT_UV_WAIT,MPPT,5.0,48.4,459.3,0.11,26.3,-0.7511,-0.02156,,111.0,,180.544,4468.7964,0,0.2,90.1,0.0,,,,,,,,,,,,,,,5,97,40,0.0,458.6,275.2,0.6822,0.0,,0.0,0,0.0,0.0,0.0,0.076,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:13,55.4,FAULT_UV_WAIT,MPPT,5.0,44.4,459.6,0.1,26.3,-0.7534,-0.02163,,111.0,,180.537,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,458.6,275.2,0.6822,0.0,,0.0,0,0.0,0.0,0.0,0.076,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:17,58.9,FAULT_UV_WAIT,MPPT,5.0,47.3,459.8,0.1,26.2,-0.7547,-0.02166,,111.0,,180.534,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,458.6,275.2,0.6822,0.0,,0.0,0,0.0,0.0,0.0,0.076,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:20,62.5,FAULT_UV_WAIT,MPPT,5.0,16.5,375.8,0.04,26.3,-0.7503,-0.02154,,111.0,97.5,,4468.7964,0,0.2,88.0,0.0,,,,,,,,,,,,,,,5,97,40,0.0,459.6,275.8,0.6993,0.0,,0.0,0,0.0,0.0,0.0,0.083,0.873,0.3,57.2,5.53,1,0.999,0.1,3,231
2026-09-07 05:44:29,71.1,FAULT_UV_WAIT,MPPT,5.0,47.9,460.3,0.1,26.1,-0.7337,-0.02106,,111.0,,180.538,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,459.6,275.8,0.6993,0.0,,0.0,0,0.0,0.0,0.0,0.083,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:33,74.7,FAULT_UV_WAIT,MPPT,5.0,43.8,460.5,0.1,26.0,-0.734,-0.02107,,111.0,,180.543,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,459.6,275.8,0.6993,0.0,,0.0,0,0.0,0.0,0.0,0.083,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:36,78.2,FAULT_UV_WAIT,MPPT,5.0,47.6,460.8,0.1,26.0,-0.7314,-0.02099,,111.0,,180.545,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,459.6,275.8,0.6993,0.0,,0.0,0,0.0,0.0,0.0,0.083,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:40,81.8,FAULT_UV_WAIT,MPPT,5.0,46.2,460.8,0.1,25.9,-0.7254,-0.02082,,111.0,,180.558,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,459.6,275.8,0.6993,0.0,,0.0,0,0.0,0.0,0.0,0.083,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:43,85.3,FAULT_UV_WAIT,MPPT,5.0,47.2,461.0,0.1,25.9,-0.722,-0.02073,,111.0,,180.546,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,459.6,275.8,0.6993,0.0,,0.0,0,0.0,0.0,0.0,0.083,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:53,94.8,FAULT_UV_WAIT,MPPT,5.0,47.8,461.4,0.1,25.7,-0.7344,-0.02108,,111.0,,180.457,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,459.6,275.8,0.6993,0.0,,0.0,0,0.0,0.0,0.0,0.083,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:44:56,98.3,FAULT_UV_WAIT,MPPT,5.0,46.0,461.5,0.1,25.7,-0.7409,-0.02127,,111.0,,180.498,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,459.6,275.8,0.6993,0.0,,0.0,0,0.0,0.0,0.0,0.083,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:00,101.9,FAULT_UV_WAIT,MPPT,5.0,16.1,241.8,0.07,25.6,-0.7457,-0.02141,,111.0,,180.532,4468.7964,0,0.2,81.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,0.468,0.1,3,231
2026-09-07 05:45:03,105.4,FAULT_UV_WAIT,MPPT,5.0,44.6,461.3,0.1,25.7,-0.7505,-0.02154,,111.0,,180.544,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,3,231
2026-09-07 05:45:07,108.9,FAULT_UV_WAIT,MPPT,5.0,46.4,462.0,0.1,25.6,-0.75,-0.02153,,111.0,,180.56,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,3,231
2026-09-07 05:45:15,116.7,FAULT_UV_WAIT,MPPT,5.0,45.6,462.3,0.1,25.5,-0.75,-0.02153,,111.0,,180.544,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:18,120.2,FAULT_UV_WAIT,MPPT,5.0,44.9,462.5,0.1,25.4,-0.7563,-0.02171,,111.0,,180.54,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:22,123.9,FAULT_UV_WAIT,MPPT,5.0,45.1,462.7,0.1,25.4,-0.7624,-0.02189,,111.0,,180.474,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:25,127.4,FAULT_UV_WAIT,MPPT,5.0,44.7,462.8,0.1,25.3,-0.7687,-0.02207,,111.0,,180.521,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:29,131.0,FAULT_UV_WAIT,MPPT,5.0,44.6,463.0,0.1,25.3,-0.7718,-0.02215,,111.0,97.51,,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:38,140.2,FAULT_UV_WAIT,MPPT,5.0,45.5,463.3,0.1,25.2,-0.764,-0.02193,,111.0,,180.54,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:42,143.7,FAULT_UV_WAIT,MPPT,5.0,44.9,463.5,0.1,25.1,-0.7578,-0.02175,,111.0,97.5,,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:45,147.3,FAULT_UV_WAIT,MPPT,5.0,48.3,463.7,0.1,25.1,-0.7486,-0.02149,,111.0,,180.54,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:49,150.8,FAULT_UV_WAIT,MPPT,5.0,46.0,463.8,0.1,25.0,-0.7414,-0.02128,,111.0,,180.541,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:45:52,154.4,FAULT_UV_WAIT,MPPT,5.0,45.9,463.9,0.1,25.0,-0.7387,-0.0212,,111.0,,180.545,4468.7964,0,0.2,90.2,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:02,163.7,FAULT_UV_WAIT,MPPT,5.0,45.9,464.4,0.1,24.9,-0.7305,-0.02097,,111.0,97.51,,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:05,167.2,FAULT_UV_WAIT,MPPT,5.0,43.9,464.6,0.09,24.8,-0.7283,-0.02091,,111.0,97.5,,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:09,170.7,FAULT_UV_WAIT,MPPT,5.0,43.0,464.7,0.09,24.8,-0.7249,-0.02081,,111.0,,180.535,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:12,174.3,FAULT_UV_WAIT,MPPT,5.0,46.0,464.7,0.1,24.8,-0.7244,-0.02079,,111.0,,180.539,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:16,177.8,FAULT_UV_WAIT,MPPT,5.0,45.1,464.9,0.1,24.7,-0.7266,-0.02086,,111.0,,180.542,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,461.7,277.0,0.6387,0.0,,0.0,0,0.0,0.0,0.0,0.074,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:25,187.2,FAULT_UV_WAIT,MPPT,5.0,45.2,465.1,0.1,24.7,-0.7359,-0.02112,,111.0,,180.534,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:29,190.7,FAULT_UV_WAIT,MPPT,5.0,44.2,465.4,0.1,24.6,-0.7391,-0.02122,,111.0,,180.494,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:32,194.2,FAULT_UV_WAIT,MPPT,5.0,44.6,465.5,0.1,24.6,-0.7417,-0.02129,,111.0,,180.481,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:36,197.8,FAULT_UV_WAIT,MPPT,5.0,44.4,465.6,0.1,24.5,-0.7446,-0.02137,,111.0,,180.516,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:39,201.3,FAULT_UV_WAIT,MPPT,5.0,43.3,465.9,0.09,24.5,-0.7491,-0.0215,,111.0,,180.527,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:49,210.7,FAULT_UV_WAIT,MPPT,5.0,44.4,466.2,0.1,24.4,-0.7504,-0.02154,,111.0,,180.547,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:52,214.2,FAULT_UV_WAIT,MPPT,5.0,43.4,466.4,0.09,24.3,-0.7481,-0.02147,,111.0,,180.547,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:56,217.8,FAULT_UV_WAIT,MPPT,5.0,43.9,466.6,0.09,24.3,-0.7498,-0.02152,,111.0,,180.544,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:46:59,221.4,FAULT_UV_WAIT,MPPT,5.0,44.0,466.6,0.09,24.3,-0.7498,-0.02152,,111.0,,180.541,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:03,225.0,FAULT_UV_WAIT,MPPT,5.0,44.6,466.8,0.1,24.3,-0.7484,-0.02148,,111.0,,180.548,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:12,234.1,FAULT_UV_WAIT,MPPT,5.0,46.0,467.1,0.1,24.2,-0.7482,-0.02148,,111.0,,180.55,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:16,237.7,FAULT_UV_WAIT,MPPT,5.0,45.4,467.3,0.1,24.1,-0.7459,-0.02141,,111.0,,180.553,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:19,241.3,FAULT_UV_WAIT,MPPT,5.0,46.9,467.4,0.1,24.1,-0.7422,-0.02131,,111.0,,180.544,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:23,244.8,FAULT_UV_WAIT,MPPT,5.0,44.9,467.6,0.1,24.1,-0.7385,-0.0212,,111.0,,180.537,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:26,248.5,FAULT_UV_WAIT,MPPT,5.0,43.7,467.6,0.09,24.0,-0.7383,-0.02119,,111.0,,180.502,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:36,257.7,FAULT_UV_WAIT,MPPT,5.0,45.3,468.0,0.1,24.0,-0.743,-0.02133,,111.0,,180.542,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:39,261.2,FAULT_UV_WAIT,MPPT,5.0,45.0,468.2,0.1,23.9,-0.7429,-0.02132,,111.0,,180.485,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:43,264.8,FAULT_UV_WAIT,MPPT,5.0,44.4,468.3,0.09,23.9,-0.7423,-0.02131,,111.0,,180.518,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:46,268.4,FAULT_UV_WAIT,MPPT,5.0,44.1,468.5,0.09,23.9,-0.7447,-0.02138,,111.0,,180.538,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:50,271.9,FAULT_UV_WAIT,MPPT,5.0,43.6,468.5,0.09,23.8,-0.7488,-0.02149,,111.0,97.51,,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:47:59,281.2,FAULT_UV_WAIT,MPPT,5.0,48.0,468.8,0.1,23.8,-0.7477,-0.02146,,111.0,,180.527,4468.7964,0,0.2,90.3,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:48:03,284.7,FAULT_UV_WAIT,MPPT,5.0,47.7,469.0,0.1,23.7,,,,,,180.542,,0,0.2,90.4,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:48:07,288.9,FAULT_UV_WAIT,MPPT,5.0,45.1,469.2,0.1,23.7,-0.7479,-0.02147,,111.0,,180.517,4468.7964,0,0.2,90.4,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:48:11,292.4,FAULT_UV_WAIT,MPPT,5.0,43.9,469.4,0.09,23.7,,,,,,180.541,,0,0.2,90.4,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:48:14,296.5,FAULT_UV_WAIT,MPPT,5.0,46.2,469.5,0.1,23.6,-0.7489,-0.0215,,111.0,,180.546,4468.7964,0,0.2,90.4,0.0,,,,,,,,,,,,,,,5,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:48:24,306.2,OFF,MPPT,5.0,49.0,469.7,0.1,23.6,-0.762,-0.02187,,111.0,,180.508,4468.7964,0,0.2,90.4,0.0,,,,,,,,,,,,,,,0,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:48:28,309.8,OFF,MPPT,5.0,49.1,470.0,0.1,23.5,-0.7601,-0.02182,,111.0,,180.538,4468.7964,0,0.2,90.4,0.0,,,,,,,,,,,,,,,0,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:48:31,313.3,OFF,MPPT,5.0,48.8,470.1,0.1,23.5,-0.757,-0.02173,,111.0,,180.546,4468.7964,0,0.2,90.4,0.0,,,,,,,,,,,,,,,0,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 05:48:35,316.8,OFF,MPPT,5.0,46.4,470.2,0.1,23.5,-0.752,-0.02159,,111.0,,180.469,4468.7964,0,0.2,90.4,0.0,,,,,,,,,,,,,,,0,97,40,0.0,465.0,279.0,0.7447,0.0,,0.0,0,0.0,0.0,0.0,0.075,0.873,0.3,57.2,5.53,1,1.0,0.1,2,231
2026-09-07 06:07:15,0.1,OFF,MPPT,5.0,74.5,500.8,0.15,21.1,-0.7338,-0.02106,,111.0,,180.61,4468.7964,0,0.2,91.0,0.0,,,,,,,,,,,,,,,10,97,40,27.19,500.2,300.1,0.5888,0.0005,,0.0532,0,0.5985,0.6065,0.6649,0.316,0.873,0.3,57.2,5.53,1,1.0,0.403,2,231
2026-09-07 06:07:19,3.6,ON,MPPT,0.1,73.6,500.9,0.15,20.9,-0.7312,-0.02099,,111.0,,180.591,4468.7964,0,0.2,,0.0,0.1,0.005,-0.0,-0.06,0.0,0,-0.0,-0.7,21.64,0.0,277.0,258.3,-18.7,1,0,97,40,0.0,500.9,300.6,0.9666,0.0,6.0,0.0,0,0.0,0.0,0.0,0.314,0.873,0.3,57.2,5.53,1,1.0,1.0,2,231
